,priors,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,"fs_1 - beta(p=365.25,n=10)"
A,"[ 2.54733127e-01  3.44557284e-01 -1.77142231e-01  1.95042272e-01
  1.70969747e-01 -3.09233464e-02 -8.93267914e-02  1.49797972e-01
  7.14923112e-03 -2.15291046e-02  1.80242456e-01  1.44679031e-01
 -1.73938030e-01 -1.88114630e-01  1.09853441e-01 -3.27575846e-01
  1.05016759e-01  2.18651857e-01  4.98667901e-01 -2.21730619e-02
 -4.08351555e-02  2.23767091e-01 -9.13581744e-02  3.35391056e-01
 -2.64532441e-01  2.55166905e-01 -2.44675943e-01  4.83101238e-02
  3.16330657e-02  7.20231351e-02  3.50950275e-01  6.51847390e-02
 -2.05703139e-02  7.24399408e-01 -1.25569719e+00  9.05590146e-01
  2.62042830e+00 -2.74205735e+00 -1.46216552e+00  2.72519725e+00
 -1.04807372e+00 -6.40646977e-01  1.08484543e+00  6.47101554e-04
 -3.79467354e-01 -4.29469151e-01  4.84109247e-01 -4.21553291e-01
 -8.13507101e-01  1.34503562e+00 -7.65459727e-01  4.43334627e-01
  2.77654901e+00  0.00000000e+00]",-0.9230401573079825,1.8736682487749907,[-0.00084227  0.00126757 -0.00023281  0.0001918   0.00027308  0.00075498],-4.847190173067634,0.007850404867283705,0.7447727178974095,-0.027264120748975714,"[-0.11808072 -0.08852969 -0.05526982 -0.0235764   0.01366369  0.06322145
  0.09551783  0.13733556  0.17873441  0.20057093  0.18079776  0.13575258
  0.0403169  -0.16591936 -0.30073556 -0.32175424 -0.19980074 -0.21031279
 -0.21124131  0.02288099  0.60858849  1.31715523  1.7374484   0.95047579
 -0.00986452]",[ 0.0010108   0.00019539  0.00034559  0.00060519  0.00121329 -0.00036969],"[ 0.01498353 -0.0072529  -0.00058739  0.01233443 -0.01144639 -0.00296992
  0.01032386 -0.00413644 -0.00277953  0.00358361  0.00025556 -0.0011503
 -0.00224904  0.00247789 -0.00126899 -0.00134921  0.00363138 -0.00062778
  0.00244959  0.00734023]",0.08627229076726337,"[ 0.01498353 -0.0072529  -0.00058739  0.01233443 -0.01144639 -0.00296992
  0.01032386 -0.00413644 -0.00277953  0.00358361  0.00025556 -0.0011503
 -0.00224904  0.00247789 -0.00126899 -0.00134921  0.00363138 -0.00062778
  0.00244959  0.00734023]"
AAL,"[-1.03691037e-01  1.61784867e-02 -1.81798314e-01  5.60202549e-02
  9.35859560e-02  2.35299483e-01 -8.95425666e-02 -7.99036191e-02
  8.79870371e-02 -3.55935091e-02  1.73908601e-01 -7.64601645e-02
  6.55526743e-02 -3.19646300e-01  2.42816675e-01 -1.91723643e-02
 -1.30878964e-01  1.91246488e-01  2.06556390e-01  6.51207197e-02
 -4.17014916e-02  3.01473788e-02 -1.38231804e-01  3.87136521e-02
  6.22386852e-02 -1.90673843e-01  1.75146075e-01 -1.09509061e-01
 -2.26978954e-02  5.62362739e-04 -1.94199318e-01 -7.56026684e-02
 -1.45594535e-01 -7.73942311e-01  5.53016487e-01  9.26611631e-01
 -1.41533477e+00  4.12510536e-01  1.49198618e+00 -3.37816015e-01
 -1.08399025e+00 -1.21780276e-01  4.48425359e-02  5.94779141e-01
 -7.61774308e-01 -7.23794842e-02  1.81059545e+00 -1.31869488e+00
 -1.00879746e+00  7.70510981e-01 -1.20422700e+00  2.33391941e+00
  1.82257524e+00  0.00000000e+00]",0.671731775550387,0.2878297025216981,[-0.00153258  0.00335645 -0.00052451 -0.00010206  0.00082342  0.00139123],-4.067184681672483,0.01712553453373058,0.7373651692161588,-0.030193868371495444,"[-0.11768881 -0.09154596 -0.05716476 -0.01513419  0.01345121  0.05617537
  0.09850415  0.13725633  0.17864341  0.19055596  0.19252957  0.12785705
  0.04645714 -0.14726583 -0.31942299 -0.3242444  -0.22891235 -0.19737569
 -0.21081098 -0.00845234  0.59469297  1.25461026  1.80012576  0.89072087
  0.01654604]",[ 0.00041782  0.00016665  0.00036316 -0.00089791  0.00072108 -0.00090859],"[ 1.05874718e-02 -1.46258292e-03 -7.12077175e-04  9.25497450e-04
 -2.30529370e-03  6.24718197e-03  1.62017251e-03 -3.78745358e-03
 -1.31507685e-03 -1.16752399e-04  3.17649414e-03 -9.14813477e-04
  4.19800625e-06  5.67823694e-03 -3.76126127e-03 -1.93279132e-03
  2.01582565e-03 -2.06916700e-03  8.24296574e-03  4.47582692e-03]",0.0857936468914872,"[ 1.05874718e-02 -1.46258292e-03 -7.12077175e-04  9.25497450e-04
 -2.30529370e-03  6.24718197e-03  1.62017251e-03 -3.78745358e-03
 -1.31507685e-03 -1.16752399e-04  3.17649414e-03 -9.14813477e-04
  4.19800625e-06  5.67823694e-03 -3.76126127e-03 -1.93279132e-03
  2.01582565e-03 -2.06916700e-03  8.24296574e-03  4.47582692e-03]"
AAP,"[-6.63639261e-02 -3.65577217e-01 -7.01141633e-02 -3.32045327e-03
  1.48901317e-02  2.30876048e-01 -4.03222235e-02 -6.49018286e-02
 -5.68258074e-02  8.55278396e-02  9.94484267e-02 -8.20899269e-02
  3.76858730e-02 -1.44939076e-01  2.52723569e-01  4.03035960e-02
 -2.51056451e-01  1.15823998e-02  2.11426876e-01  2.26895931e-01
  6.03720577e-02 -2.00862530e-02 -3.75613117e-01  1.15471873e-01
  3.49287232e-01 -1.87718373e-01  2.58426185e-01 -2.64929103e-03
  2.29941965e-02  3.07668230e-02 -4.82039619e-01 -5.32316346e-02
 -1.80044292e-01 -1.40628424e+00  1.09444264e+00  1.41173726e+00
 -3.03929511e+00  7.51174131e-01  3.58632736e+00 -1.47712784e+00
 -2.53214006e+00  1.26150064e+00  1.28554729e+00 -7.78658606e-01
 -1.10789071e+00  8.65980854e-01  1.26370955e+00 -1.00863697e+00
 -5.14278174e-01 -8.03185551e-02 -3.72842414e-01  1.93652945e+00
 -7.66673908e-02  0.00000000e+00]",1.148001931036084,-0.20022944640463802,[0.00198154 0.00186541 0.00028615 0.00071638 0.00011369 0.00044576],-4.474850255222812,0.011391927878498222,0.7381366082520299,-0.03376111935447381,"[-0.11539284 -0.09275823 -0.05885678 -0.01518174  0.01493969  0.05633357
  0.09377726  0.1417913   0.1758169   0.188898    0.19141867  0.1386276
  0.04555814 -0.14257845 -0.32876732 -0.34088862 -0.23106733 -0.18001185
 -0.19362266 -0.01714938  0.54349196  1.27442704  1.86100495  0.89715088
  0.02296057]",[ 0.00078782  0.00022076  0.00051692 -0.0016976   0.00076496 -0.00112441],"[ 8.77736214e-03  3.05954549e-04  5.88458693e-04 -3.67493801e-03
 -1.36461048e-03  1.24126106e-02 -1.17130254e-03 -7.74575867e-03
  2.36321021e-03  3.20636194e-03 -1.42097182e-04 -1.03006916e-03
  3.20632617e-03  3.57408743e-03 -2.86760258e-03 -4.23425913e-05
 -6.63286705e-04  6.21035803e-04  7.52206216e-03 -1.76864362e-03]",0.0854299085858421,"[ 8.77736214e-03  3.05954549e-04  5.88458693e-04 -3.67493801e-03
 -1.36461048e-03  1.24126106e-02 -1.17130254e-03 -7.74575867e-03
  2.36321021e-03  3.20636194e-03 -1.42097182e-04 -1.03006916e-03
  3.20632617e-03  3.57408743e-03 -2.86760258e-03 -4.23425913e-05
 -6.63286705e-04  6.21035803e-04  7.52206216e-03 -1.76864362e-03]"
AAPL,"[-1.02912483e-01  2.04535359e-01 -1.33096318e-02  5.94478914e-02
 -7.72476666e-03 -7.23252413e-03 -1.26845375e-03 -1.43199461e-02
  9.39830201e-02 -3.20259872e-02  5.43690145e-02 -9.86900232e-02
  3.90607815e-02  4.73551801e-04 -7.36405123e-02 -2.33905176e-02
  6.27048917e-02  4.02208431e-02 -9.29243521e-02 -8.20701370e-02
 -2.47820340e-02  1.54360748e-02  2.79714020e-01 -1.62516366e-01
 -2.43563734e-01 -2.09413101e-03 -4.17361828e-02 -4.17108004e-03
  4.51461569e-02 -4.28112373e-02  2.01716798e-01 -3.75304765e-02
  3.05436607e-02  4.37211907e-01 -2.18286848e-01 -6.69395594e-01
  1.04755894e+00  1.16763330e-01 -1.61410965e+00  6.93004079e-01
  1.30540913e+00 -1.12007868e+00 -7.57765858e-01  9.03370606e-01
 -1.53949068e-01 -2.39621092e-01  5.87822593e-01 -3.67435016e-01
 -3.87939086e-01  2.93230301e-01 -7.27444865e-02  2.67778399e-01
 -1.69985207e-02  0.00000000e+00]",-0.6107437824933953,1.567503870382139,[-0.00027672 -0.00049951  0.00045216  0.00024774  0.00023301  0.00076762],-4.72221017395489,0.00889549621171473,0.73738125957929,-0.02844061875573361,"[-0.11391814 -0.09152054 -0.05997982 -0.02254936  0.016104    0.05776139
  0.09876907  0.13740228  0.17412078  0.18948946  0.19106884  0.14561211
  0.02684943 -0.14800959 -0.30428305 -0.33742787 -0.26465601 -0.2147813
 -0.20800795 -0.01207937  0.67283489  1.2190978   1.72666336  0.92362648
  0.00201323]",[ 0.00074414  0.00029081  0.00021856  0.00019594  0.00071442 -0.00021538],"[ 1.42220078e-02 -3.88808407e-03 -5.27784445e-03  7.83579821e-03
 -2.91003445e-03 -2.82760004e-03  3.80295001e-03  2.84407111e-03
 -3.81959605e-03 -2.03013579e-03  3.14881734e-03  1.20704431e-05
 -1.67811919e-03  3.04912682e-03 -1.26929633e-03 -6.78036003e-04
  8.13815924e-04  7.43805831e-04  2.35308426e-03 -1.56447870e-04]",0.0864199289927394,"[ 1.42220078e-02 -3.88808407e-03 -5.27784445e-03  7.83579821e-03
 -2.91003445e-03 -2.82760004e-03  3.80295001e-03  2.84407111e-03
 -3.81959605e-03 -2.03013579e-03  3.14881734e-03  1.20704431e-05
 -1.67811919e-03  3.04912682e-03 -1.26929633e-03 -6.78036003e-04
  8.13815924e-04  7.43805831e-04  2.35308426e-03 -1.56447870e-04]"
ABBV,"[ 0.31499006  0.13925997 -0.10091484  0.2325864   0.2077733  -0.05290287
  0.08359458  0.23986638 -0.18076431  0.01549705  0.19960752  0.12279717
 -0.209317   -0.07179241  0.07037492 -0.26237133 -0.0820035   0.16272264
  0.41267208 -0.04994771 -0.03629449  0.26948698 -0.26569085  0.33406873
 -0.07017557  0.25920908 -0.31886915  0.05718903 -0.08868842  0.08404891
  0.30689261  0.16017085  0.09243063  0.81553395 -1.2795274   1.20341782
  2.6109245  -2.94399418 -0.73363424  1.81309859 -1.85971682  0.58780448
  1.26093419 -0.53901633  0.36875657 -0.60581421  0.03985591 -0.24188732
 -0.94916513  0.85170547 -0.43180322  1.43959041  1.23713192  0.        ]",-1.0144779307522453,1.9747822838527214,[-0.00058572  0.00126035 -0.0003131   0.00016852  0.00015109  0.00046499],-5.024768323729561,0.006573109151954565,0.7460180473668584,-0.02919676110772238,"[-0.11655506 -0.08756771 -0.05403862 -0.02431461  0.01886607  0.06602714
  0.08894764  0.13900233  0.17941904  0.19866703  0.17955325  0.14349728
  0.03724408 -0.16134791 -0.31477919 -0.32804912 -0.21162611 -0.21424621
 -0.20858062  0.03066893  0.56939765  1.32096001  1.78236571  0.95318691
 -0.01539167]",[ 0.00104914 -0.00016269  0.00044678  0.00053061  0.00144105 -0.00015088],"[ 0.01533853 -0.00728116  0.00025354  0.01233125 -0.01203884 -0.00084274
  0.00789435 -0.00641917  0.00058724  0.00410218 -0.00098319  0.00112355
 -0.00249032  0.00103077 -0.00065975 -0.00168766  0.00211318  0.00039443
  0.00545059  0.00245964]",0.08601371089869926,"[ 0.01533853 -0.00728116  0.00025354  0.01233125 -0.01203884 -0.00084274
  0.00789435 -0.00641917  0.00058724  0.00410218 -0.00098319  0.00112355
 -0.00249032  0.00103077 -0.00065975 -0.00168766  0.00211318  0.00039443
  0.00545059  0.00245964]"
ABT,"[ 0.30656445  0.21096436 -0.11638931  0.24829246  0.16751269 -0.05752797
  0.04775887  0.23344798 -0.15617785  0.01191096  0.20812423  0.13188851
 -0.18974826 -0.07679623  0.05499932 -0.32060468 -0.03847756  0.22049665
  0.44700374 -0.02910685 -0.02904408  0.26721576 -0.27566905  0.35758018
 -0.11356529  0.29879675 -0.35035551  0.06363017 -0.05977694  0.0849542
  0.3354228   0.11341286  0.07241795  0.87790314 -1.36625145  1.10726732
  2.7901985  -3.04354227 -0.99620277  2.09458628 -1.73965751  0.44965815
  1.32967892 -0.68916517  0.19068883 -0.26330213  0.03600618 -0.57656305
 -0.7800533   1.18289099 -0.71718455  1.20284846  1.6819314   0.        ]",-1.0473960622169536,2.0066173629449247,"[-1.20119352e-04  8.38900306e-04 -5.22626757e-05  3.47537043e-04
  1.07284297e-04  5.20406460e-04]",-4.990450004638556,0.006802602600624966,0.7458439153153281,-0.028526229215599573,"[-0.11686253 -0.08723235 -0.055159   -0.02448859  0.01790433  0.06583953
  0.08985188  0.13883738  0.17968587  0.19928707  0.1804197   0.14286273
  0.03651635 -0.16516334 -0.31120274 -0.32294898 -0.20740159 -0.21167253
 -0.2082443   0.03051186  0.56912724  1.32495962  1.77286544  0.95794924
 -0.01727819]","[ 1.07120383e-03 -8.37612017e-05  4.13150636e-04  6.03779571e-04
  1.32645132e-03 -1.75700242e-04]","[ 1.55105499e-02 -7.56542962e-03 -2.49300702e-05  1.28472057e-02
 -1.23246349e-02 -1.63794587e-03  8.65196766e-03 -6.10222467e-03
  2.10874729e-04  4.33498746e-03 -1.50783662e-03  5.32672601e-04
 -1.66399627e-03  1.09360982e-03 -1.66374954e-03 -1.18924401e-03
  3.11220520e-03 -4.69169240e-04  4.65262660e-03  3.78580274e-03]",0.08599076970713049,"[ 1.55105499e-02 -7.56542962e-03 -2.49300702e-05  1.28472057e-02
 -1.23246349e-02 -1.63794587e-03  8.65196766e-03 -6.10222467e-03
  2.10874729e-04  4.33498746e-03 -1.50783662e-03  5.32672601e-04
 -1.66399627e-03  1.09360982e-03 -1.66374954e-03 -1.18924401e-03
  3.11220520e-03 -4.69169240e-04  4.65262660e-03  3.78580274e-03]"
ACN,"[ 2.77520105e-02  1.70067847e-01 -1.86046048e-01  1.80514303e-01
  6.77501520e-02  1.04202138e-01 -1.21481115e-01  2.32300180e-02
  6.57628326e-02  1.49814449e-02  2.69148467e-01 -5.63309319e-02
 -9.45796054e-02 -2.81964418e-01  1.87579923e-01 -3.04343654e-01
 -4.66222869e-02  2.14319752e-01  5.15010243e-01  1.56737063e-01
  9.92650294e-02  1.98508801e-01 -1.82593803e-01  2.22484419e-01
 -1.77750073e-01  1.25128974e-01  6.88140047e-04  6.49824889e-02
  1.81915526e-01  3.52780526e-02  6.11593761e-02 -5.31267962e-02
 -1.93786223e-01 -2.98223830e-01 -2.37823949e-01  1.28648301e+00
  3.54800195e-01 -1.50354188e+00  4.61766205e-01  1.97203134e+00
 -1.80419871e+00 -7.60516025e-01  1.73039990e+00 -1.35336345e-01
 -1.94877449e+00  8.14460354e-01  1.83189253e+00 -1.48862294e+00
 -6.92978835e-01  8.17997576e-01 -1.20487096e+00  1.99729390e+00
  2.02901556e+00  0.00000000e+00]",0.31616224492035067,0.6380729566491772,[-0.00053807  0.00282443 -0.00103226  0.00070715 -0.00020424  0.00028895],-4.591057993778359,0.010142122392680005,0.7400817013910186,-0.028807914360324392,"[-0.11795452 -0.08873929 -0.05786763 -0.01932306  0.01283482  0.05942151
  0.09773159  0.13885905  0.18218275  0.19148742  0.18483031  0.13007438
  0.04382638 -0.16457191 -0.31196043 -0.32319634 -0.19652203 -0.18784411
 -0.19179303  0.02035589  0.58843295  1.29144664  1.75074317  0.93161394
  0.00604724]",[ 0.00101448  0.0006286   0.00029697 -0.00018477  0.00081305 -0.00095529],"[ 0.01199449 -0.0040047   0.00036979  0.00594935 -0.00790049  0.00277309
  0.008449   -0.00608496 -0.00326195  0.00501614  0.00040579 -0.00463912
  0.00197128  0.00583112 -0.00435892 -0.00064689  0.00212612 -0.00150999
  0.0069699   0.00529354]",0.08620966510980915,"[ 0.01199449 -0.0040047   0.00036979  0.00594935 -0.00790049  0.00277309
  0.008449   -0.00608496 -0.00326195  0.00501614  0.00040579 -0.00463912
  0.00197128  0.00583112 -0.00435892 -0.00064689  0.00212612 -0.00150999
  0.0069699   0.00529354]"
ADBE,"[-2.21242964e-01  7.67464568e-02 -3.36556990e-02  4.81184692e-02
 -1.62199525e-01  2.22958453e-02 -1.61767636e-03 -1.05779764e-01
  7.06866603e-02 -5.86365020e-02  1.55436529e-01 -1.84586604e-01
  6.80601336e-02 -1.86164779e-01 -4.31299989e-02 -1.39560129e-01
 -1.21663976e-01  1.85274830e-01  4.49435974e-02  1.30987892e-01
  2.12131225e-01  9.03075285e-02 -1.77541736e-01 -1.08729202e-01
 -7.87375906e-02  5.59262329e-02  8.26580529e-02 -1.42428747e-02
  1.65304427e-01 -5.08082729e-02 -4.41810680e-02 -1.49606880e-01
 -1.61297383e-01 -4.95037582e-01  5.49128659e-01  1.26393079e-01
 -8.32839915e-01  4.75122905e-01  5.34308298e-01  4.09590023e-01
 -2.53265194e-01 -6.75820807e-01  6.07498628e-01 -2.36729390e-01
 -1.59098911e+00  1.65171809e+00  1.03173042e+00 -1.47750491e+00
  9.17932106e-01 -4.06697226e-01 -1.60870854e+00  2.07483960e+00
  3.03065633e-01  0.00000000e+00]",0.6850116592903897,0.27145350575800203,[-0.00022072  0.00218414 -0.00049893  0.00011053  0.00017798  0.00031208],-4.339984580452947,0.013036729222347576,0.7349357246995096,-0.02958824616404975,"[-0.11420936 -0.0917041  -0.06394013 -0.02148643  0.01631461  0.05483472
  0.09806797  0.13661108  0.17780995  0.1857043   0.1926428   0.13492388
  0.02834096 -0.15528381 -0.31786155 -0.32688717 -0.24835908 -0.18879881
 -0.17406929  0.0027125   0.58414775  1.22974136  1.75880482  0.92775739
  0.01022107]",[ 0.00071799  0.00062281  0.0002199  -0.00042174  0.00036279 -0.00083437],"[ 0.01150296 -0.00144042 -0.00313161  0.00261312 -0.00200545  0.00338957
  0.0035046  -0.00150083 -0.00279293  0.00153538  0.00039467 -0.0032089
  0.0043055   0.00373247 -0.00448764  0.00360778 -0.00128264 -0.00301529
  0.00765095  0.00075633]",0.08600950864416936,"[ 0.01150296 -0.00144042 -0.00313161  0.00261312 -0.00200545  0.00338957
  0.0035046  -0.00150083 -0.00279293  0.00153538  0.00039467 -0.0032089
  0.0043055   0.00373247 -0.00448764  0.00360778 -0.00128264 -0.00301529
  0.00765095  0.00075633]"
ADI,"[ 5.15233945e-02  3.37363871e-01 -1.19899070e-01  5.12059704e-02
  4.14560686e-02 -3.86370706e-02 -1.81723276e-03  1.40594115e-03
  5.12302201e-02 -1.43746202e-01  3.26997260e-02  1.15645178e-01
  8.22345509e-02 -1.95005502e-01 -5.39914319e-02 -8.54890148e-02
  6.42940874e-02  2.96383838e-01  1.10808903e-03 -1.76291469e-01
 -1.04466198e-01  4.96917553e-02 -6.09360045e-02  4.99979471e-03
 -1.12922969e-01  5.97669508e-02 -1.77327482e-01 -1.47240669e-01
 -1.70602771e-01  9.45846859e-03  2.48711378e-01 -2.67794099e-02
  6.24356143e-02  6.24323892e-01 -5.20211923e-01 -4.25404432e-01
  1.54790127e+00 -4.28150466e-01 -1.83040725e+00  6.56560943e-01
  1.02934185e+00 -3.87033569e-01 -1.11734314e+00  4.28037758e-01
  1.02130948e+00 -6.14026139e-01 -4.27877144e-01 -3.12647320e-01
  1.13141785e-01  1.03183881e+00 -1.38851658e+00  6.05106901e-01
  2.74712014e+00  0.00000000e+00]",-0.7839094986087682,1.7310948872752558,"[-1.45809194e-03  9.19577373e-06 -6.44476039e-04  4.85868337e-04
 -3.84879739e-04  1.14978909e-04]",-4.582735997212629,0.010226877276180326,0.7405729843497467,-0.027258900643475775,"[-0.11648628 -0.09182496 -0.05881162 -0.02350575  0.0160412   0.05819775
  0.09704073  0.13323861  0.17308261  0.19965128  0.19297079  0.13465612
  0.02969683 -0.15227584 -0.30451566 -0.31464328 -0.25279438 -0.22614287
 -0.21917598 -0.00659041  0.61279359  1.25352408  1.76122383  0.92713308
 -0.00718528]",[ 0.00033353 -0.00025125  0.00034772  0.00035425  0.00084153 -0.00010772],"[ 0.0147245  -0.00487632 -0.00451409  0.00932082 -0.00459629 -0.00349262
  0.00370437  0.0019776  -0.00171527 -0.00294148  0.00184913  0.00292622
 -0.0028334   0.00022309 -0.0010269   0.00065838  0.00287194 -0.00323254
  0.00328112  0.00752979]",0.08587871601452271,"[ 0.0147245  -0.00487632 -0.00451409  0.00932082 -0.00459629 -0.00349262
  0.00370437  0.0019776  -0.00171527 -0.00294148  0.00184913  0.00292622
 -0.0028334   0.00022309 -0.0010269   0.00065838  0.00287194 -0.00323254
  0.00328112  0.00752979]"
ADM,"[ 0.24378311  0.28121005 -0.04315104  0.17536386  0.03327855 -0.15158862
  0.04679766  0.18068907 -0.11524425 -0.02063699  0.09286704  0.1483695
 -0.10709457  0.02482116 -0.10299249 -0.28911245  0.06566842  0.21635823
  0.23601554 -0.06427876 -0.01144864  0.18272819 -0.1843107   0.23906941
 -0.15831838  0.33713451 -0.38734178  0.04959729 -0.05174486  0.05674714
  0.38897005  0.04897779  0.1036148   1.10328749 -1.33044317  0.16383413
  2.97738189 -2.3702159  -1.93760134  1.88354278 -0.38600335  0.21803778
  0.66071821 -0.82612492  0.53386413  0.13555752 -0.83764875 -0.34638168
  0.16246627  1.00624627 -0.72840843 -0.060264    1.43795466  0.        ]",-1.1487038993053267,2.104610112724849,[-0.00069392  0.00219196 -0.00047332  0.000239    0.00028802  0.00073871],-4.704282334537586,0.009056411359883127,0.7445464140460606,-0.027849967947417436,"[-0.11512334 -0.08893783 -0.05880908 -0.02722795  0.01784252  0.06378692
  0.09140373  0.13767292  0.17525064  0.20019332  0.18413585  0.14795252
  0.02662388 -0.16383162 -0.3033823  -0.32303603 -0.23072715 -0.21529898
 -0.20540734  0.01585878  0.58691271  1.30367544  1.75677115  0.96704839
 -0.01975518]","[ 1.02164493e-03 -5.59889337e-05  3.61442292e-04  7.48144214e-04
  1.09418286e-03  7.52167021e-06]","[ 0.01618563 -0.00743915 -0.00278089  0.01336639 -0.01025953 -0.0042215
  0.00762519 -0.00223281 -0.00024896  0.00243832 -0.00205897  0.00137655
 -0.00097708 -0.00104885 -0.00115422  0.00124017  0.00269231 -0.00087034
  0.00117894  0.00332215]",0.08596899878781421,"[ 0.01618563 -0.00743915 -0.00278089  0.01336639 -0.01025953 -0.0042215
  0.00762519 -0.00223281 -0.00024896  0.00243832 -0.00205897  0.00137655
 -0.00097708 -0.00104885 -0.00115422  0.00124017  0.00269231 -0.00087034
  0.00117894  0.00332215]"
