,priors,lt_0 - intercept,"fs_0 - beta(p=7,n=3)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,lt_0 - slope,"fs_1 - beta(p=365.25,n=10)"
A,"[-0.04464506 -0.03772736  0.2612621   0.2540239   0.11165613  0.20131214
 -0.1400294  -0.19543562  0.10554845  0.15333607 -0.12468165  0.40489714
  0.0648909  -0.25088761 -0.03637875  0.10514159  0.07614414  0.28912375
 -0.09033868 -0.00697605 -0.4843149   0.44113603  0.3582915   0.00542586
  0.51921308  0.18685263  0.13983665  0.21223079  0.12517258  0.15277074
 -0.05522806 -0.10147923 -0.23687816 -1.1394915  -0.21980016 -1.80769593
  0.23867055 -2.15571281  1.43331909 -1.0160487   2.36598416 -0.60536544
  2.47093302 -0.69735689  1.71740092 -0.74212766  1.19420094 -0.7227223
  0.97414427 -1.54769788 -0.01428698 -3.57194288 -0.9149464   0.        ]",0.16376803036850238,"[ 9.88728114e-04 -8.39473962e-04  4.92727632e-04 -1.57990576e-04
  1.59404067e-05 -2.74625370e-04]",-4.76345009836494,0.008536108122933844,0.7898131355616547,-0.035579961529090695,"[-0.11460032 -0.09011287 -0.06011667 -0.01848591  0.0137657   0.05235419
  0.10483853  0.14901213  0.16823109  0.20889202  0.17795051  0.10534159
 -0.01743338 -0.18703809 -0.32568708 -0.28533169 -0.23259323 -0.18294169
 -0.19771251  0.20185146  0.8479853   1.29500925  1.66888653  0.09824477
  0.00616254]",[ 0.00096129  0.00093856  0.00052809 -0.00071056  0.0005835  -0.00112574],"[ 0.00671863 -0.00949899 -0.01269195  0.00578219 -0.01108149  0.00790921
 -0.00146801  0.00754035 -0.00029242  0.00776265  0.00061203  0.0072863
 -0.00394875  0.00550143 -0.00375184  0.00261481 -0.00349594  0.00180285
 -0.00695597 -0.0028779 ]",0.08661570721669135,0.7898131355616547,"[ 0.00671863 -0.00949899 -0.01269195  0.00578219 -0.01108149  0.00790921
 -0.00146801  0.00754035 -0.00029242  0.00776265  0.00061203  0.0072863
 -0.00394875  0.00550143 -0.00375184  0.00261481 -0.00349594  0.00180285
 -0.00695597 -0.0028779 ]"
AAL,"[ 0.16377091 -0.11052956  0.42538746  0.0894204   0.11784936  0.15577093
 -0.17212981 -0.30597072 -0.01205081  0.26995401  0.00354898  0.24269336
  0.04227322 -0.32660827 -0.05013959  0.22779166 -0.12583487  0.2526414
 -0.12987689 -0.17788788 -0.45110688  0.50180423  0.34483871 -0.12305191
  0.33279954 -0.04072778  0.35078119  0.22487928  0.14999977  0.39097548
 -0.04936656 -0.11351731 -0.34094385 -0.52195618 -0.59970427 -1.73748515
 -1.15937574 -2.94361593  0.29550133 -2.43522735  2.11547321 -1.12717996
  2.7812907  -0.13262222  1.61294546 -0.25467279  0.23354053 -0.49323719
 -0.26069997 -1.07236945 -0.98936937 -2.1739217  -2.54810312  0.        ]",0.17458398967921293,"[ 7.99947595e-04 -5.53594691e-04  7.69552943e-05  4.16504619e-04
 -3.69265699e-04 -3.19148052e-04]",-4.703732979753156,0.00906138790961399,0.7941494505301189,-0.03629257294629216,"[-0.11093143 -0.09397076 -0.06003143 -0.01924985  0.01272263  0.04923937
  0.10025725  0.15373493  0.17446703  0.20180408  0.17641605  0.10146274
 -0.01907426 -0.17790877 -0.34188873 -0.28640816 -0.23735239 -0.20401144
 -0.19449047  0.21417785  0.84424838  1.26616889  1.6196803   0.07493219
  0.02196127]",[ 0.00095896  0.00106756  0.0011512  -0.00062288  0.00047561 -0.00138152],"[ 0.00848688 -0.01061475 -0.01231578  0.00197849 -0.01318762  0.00436865
 -0.00583401  0.00677279 -0.00135879  0.00856879  0.00169908  0.00741553
 -0.00243975  0.00289224 -0.00329272 -0.00082209 -0.00184528 -0.00097139
 -0.00277144 -0.00788345]",0.0867071699887765,0.7941494505301189,"[ 0.00848688 -0.01061475 -0.01231578  0.00197849 -0.01318762  0.00436865
 -0.00583401  0.00677279 -0.00135879  0.00856879  0.00169908  0.00741553
 -0.00243975  0.00289224 -0.00329272 -0.00082209 -0.00184528 -0.00097139
 -0.00277144 -0.00788345]"
AAP,"[ 0.17495249 -0.21514665  0.23811975 -0.04787034 -0.01039317  0.30413549
 -0.07860918 -0.13312887  0.19535957 -0.07720157  0.05850817  0.24724846
  0.11275606  0.09190212 -0.05762723  0.38952797 -0.14813774 -0.00875924
  0.08278572 -0.04365561 -0.03358758  0.10371329 -0.04129359  0.14884801
  0.23779916 -0.30088968  0.21327271  0.19014288  0.28370269  0.10858625
  0.07341598 -0.05104148 -0.15666957  0.70818461 -0.94603957 -0.30832547
 -1.92927495 -1.83867581 -1.20302303 -1.33030122  0.55712867 -0.11946971
  1.38759634  0.9672707   0.35661057  0.22122297 -1.04009126 -0.96644011
 -0.91886754 -1.97386174 -0.00666367 -2.19764306  0.75071929  0.        ]",0.16026455929598468,[-0.00319758 -0.00107245 -0.000524   -0.00250437  0.0006492  -0.00084057],-4.31462564190677,0.013371554298844191,0.7943820951661454,-0.037247305759864645,"[-0.11507002 -0.09713021 -0.06347244 -0.01535171  0.01583344  0.0546146
  0.1082481   0.14018441  0.17621124  0.20090067  0.18034206  0.12346578
 -0.02023269 -0.16738473 -0.3411489  -0.30890283 -0.21504528 -0.18618146
 -0.14504328  0.15635404  0.76739717  1.33408189  1.60425193  0.04289426
  0.01546006]",[ 0.00071775  0.00154788  0.00057204 -0.00036938  0.00057881 -0.00081369],"[ 1.19816959e-02 -1.16479348e-02 -8.31219980e-03 -4.25412408e-05
 -9.70859554e-03  1.61772135e-06 -2.83457185e-03  2.26236735e-03
  9.92757028e-04  4.50140172e-03  4.69163718e-03  3.75725842e-03
 -6.53404287e-04 -5.78859124e-04 -4.28517536e-03 -3.05432450e-03
 -4.47996174e-03  1.29166883e-03 -3.28076810e-03  6.39910828e-04]",0.08608573176294185,0.7943820951661454,"[ 1.19816959e-02 -1.16479348e-02 -8.31219980e-03 -4.25412408e-05
 -9.70859554e-03  1.61772135e-06 -2.83457185e-03  2.26236735e-03
  9.92757028e-04  4.50140172e-03  4.69163718e-03  3.75725842e-03
 -6.53404287e-04 -5.78859124e-04 -4.28517536e-03 -3.05432450e-03
 -4.47996174e-03  1.29166883e-03 -3.28076810e-03  6.39910828e-04]"
AAPL,"[ 1.01741488e-01 -1.60287173e-01  4.73558012e-01  3.07167534e-01
 -1.13951995e-03  1.45949808e-01 -1.93224589e-01 -2.28413547e-01
  2.31882112e-01  1.82490827e-01 -7.41533127e-02  3.17226458e-01
 -4.14749767e-02 -3.43256224e-01 -3.35119883e-02  1.15730427e-01
  2.57241480e-02  2.05089849e-01  5.93065787e-04  2.05674984e-02
 -5.15425169e-01  3.70771414e-01  3.51349823e-01  3.35853384e-02
  5.74602348e-01  1.44853162e-05  3.35940399e-01  2.73456657e-01
  1.25354405e-01  3.15790978e-01 -1.77283669e-01 -1.01534387e-01
 -2.98623395e-01 -8.04072004e-01 -6.20846363e-01 -2.02352303e+00
 -7.85631413e-01 -3.26247140e+00  8.11869221e-01 -2.22932340e+00
  2.63124744e+00 -6.97142857e-01  3.01355838e+00 -3.27298876e-02
  1.30528379e+00 -9.22521400e-01 -1.24614459e-01 -1.89872091e+00
  2.60833282e-03 -2.23843792e+00  2.22199232e-01 -2.14790343e+00
 -6.41005370e-01  0.00000000e+00]",0.1566160766706927,[-0.00060267 -0.00120807  0.00059486 -0.00149061  0.00072704 -0.00010809],-4.467425747767459,0.011476822090848748,0.7928588627164807,-0.036730473302333005,"[-0.1098415  -0.08886698 -0.06293504 -0.01974109  0.01188736  0.05117969
  0.10879418  0.15005028  0.17092229  0.20427064  0.17273134  0.10017375
 -0.01759439 -0.18701316 -0.32882029 -0.29114309 -0.2237781  -0.18094961
 -0.19935085  0.19367731  0.8477917   1.29846557  1.67911726  0.07791889
  0.01982077]",[ 0.0011259   0.00095912  0.00098447 -0.00105986  0.00052476 -0.0012445 ],"[ 0.00771235 -0.01066911 -0.0131769   0.00303181 -0.01422623  0.00595279
 -0.00508209  0.00823506 -0.00017484  0.00922768  0.00213588  0.00656156
 -0.00438234  0.00179585 -0.00710861 -0.00018534 -0.00508694  0.00243494
 -0.00280201 -0.00243055]",0.08674062566268645,0.7928588627164807,"[ 0.00771235 -0.01066911 -0.0131769   0.00303181 -0.01422623  0.00595279
 -0.00508209  0.00823506 -0.00017484  0.00922768  0.00213588  0.00656156
 -0.00438234  0.00179585 -0.00710861 -0.00018534 -0.00508694  0.00243494
 -0.00280201 -0.00243055]"
ABBV,"[ 4.19463955e-02  2.23175982e-03  1.38757998e-01  1.44141434e-01
 -8.43827699e-02  2.53154572e-01 -8.67890984e-02 -2.29737673e-01
  6.97132875e-02 -2.93540629e-02  2.12846790e-02  2.54816513e-01
  1.01723881e-02  1.27424862e-02 -2.26271130e-02  1.39796987e-01
 -7.90566373e-02  4.01542216e-02  2.77115618e-02 -7.02779329e-02
 -1.81599401e-01  2.86658695e-01  1.86902139e-01 -3.39607120e-02
  2.75549585e-01 -5.13160827e-02  1.48038299e-01  6.54454584e-02
  1.99906114e-01  1.34304910e-01 -2.30008206e-03 -4.59491963e-02
 -1.18673321e-01 -6.60503970e-01  1.48314254e-01 -8.84485667e-01
  5.47374218e-01 -7.38369595e-01  9.53800941e-01 -5.49141054e-02
  1.16906247e+00 -6.78625889e-02  1.08951941e+00  1.40979423e-01
  6.82286774e-01  1.21768279e-01 -2.13634024e-01 -1.70503736e-01
 -7.95701150e-01 -1.57485698e+00 -1.03088361e+00 -2.65481634e+00
 -8.10525560e-01  0.00000000e+00]",0.16271245230821707,[0.0013444  0.00211131 0.0001136  0.00022884 0.00032767 0.00040914],-3.891811324111633,0.020408346408964488,0.7916147625274595,-0.03523713343232078,"[-0.11734335 -0.09270092 -0.06491337 -0.01694447  0.01535852  0.05140119
  0.10367743  0.14186154  0.17467989  0.20124106  0.17572257  0.11865218
 -0.01721231 -0.1831447  -0.33678135 -0.30662083 -0.21929123 -0.18978846
 -0.16441702  0.18426589  0.81489061  1.29234629  1.60968466  0.07040014
  0.00771435]",[ 0.00041472  0.0012272   0.00054176 -0.00061444  0.00064594 -0.00075304],"[ 0.0081593  -0.00837311 -0.01014841  0.00666119 -0.00685299  0.00665449
  0.00124436  0.00430912  0.00075936  0.00372183  0.00309237  0.0041347
 -0.00107826  0.00186803 -0.00192871 -0.00279625 -0.00378592 -0.00166104
 -0.00458245 -0.00303096]",0.08606270590393783,0.7916147625274595,"[ 0.0081593  -0.00837311 -0.01014841  0.00666119 -0.00685299  0.00665449
  0.00124436  0.00430912  0.00075936  0.00372183  0.00309237  0.0041347
 -0.00107826  0.00186803 -0.00192871 -0.00279625 -0.00378592 -0.00166104
 -0.00458245 -0.00303096]"
ABT,"[-0.06789606  0.06730283  0.32612472  0.41734157 -0.00823067  0.05303977
 -0.16887989 -0.28247638  0.04662864  0.26496434 -0.11741217  0.29096214
 -0.06937518 -0.41471203 -0.00725223 -0.13877518  0.13706957  0.28338524
 -0.08842175 -0.01368358 -0.6370831   0.51112681  0.52582479 -0.14441975
  0.50943001  0.3118267   0.1817027   0.13756449  0.0047759   0.28161304
 -0.19636314 -0.09941661 -0.22495908 -1.98205502  0.42190809 -2.2920846
  1.56357417 -1.80537097  2.71220848 -0.72330801  2.89143921 -0.58380087
  2.38587415 -1.02206505  1.57507443 -1.05635175  1.13233141 -0.78758694
  0.76203291 -1.16070128 -0.51095686 -2.4842975  -2.37786124  0.        ]",0.15635710868748734,"[-1.57657754e-03 -2.07960330e-04 -7.26292773e-04 -1.14557635e-03
 -4.17112461e-06 -9.13352050e-04]",-4.965806246741526,0.006972327026420999,0.7893293740176929,-0.03461856861872165,"[-0.11318697 -0.08634022 -0.06277457 -0.02241804  0.0124445   0.04940066
  0.1023192   0.15312906  0.16884971  0.20340266  0.17163708  0.09602585
 -0.01523537 -0.20303523 -0.32167977 -0.28671321 -0.23178754 -0.18553018
 -0.21588751  0.21399967  0.88501075  1.25905316  1.66124704  0.11275389
  0.00659904]",[ 0.00080209  0.00053184  0.00080241 -0.00113936  0.00061859 -0.00108034],"[ 4.38023744e-03 -7.57910347e-03 -1.41555157e-02  9.39527694e-03
 -1.02771461e-02  1.18669937e-02 -3.86677536e-04  9.28754749e-03
 -3.32949931e-04  7.52180638e-03  3.15379114e-05  6.70005788e-03
 -4.85646092e-03  5.43535543e-03 -3.87592414e-03  1.88060274e-03
 -2.46829536e-03  3.14975305e-04 -3.85963545e-03 -6.58490353e-03]",0.0866654025163375,0.7893293740176929,"[ 4.38023744e-03 -7.57910347e-03 -1.41555157e-02  9.39527694e-03
 -1.02771461e-02  1.18669937e-02 -3.86677536e-04  9.28754749e-03
 -3.32949931e-04  7.52180638e-03  3.15379114e-05  6.70005788e-03
 -4.85646092e-03  5.43535543e-03 -3.87592414e-03  1.88060274e-03
 -2.46829536e-03  3.14975305e-04 -3.85963545e-03 -6.58490353e-03]"
ACN,"[ 0.16123752 -0.19329019  0.34439758  0.09584948 -0.14075445  0.28660678
 -0.083556   -0.28823707  0.22611087 -0.01417271  0.08017285  0.25161107
  0.07585102  0.01765031 -0.04599212  0.26184109 -0.05108545 -0.05313697
  0.14263951 -0.05703668 -0.19355844  0.16195242  0.07883036  0.07015982
  0.32132853 -0.21401695  0.23335757  0.1446172   0.25477706  0.22375114
 -0.03161219 -0.07058038 -0.13421406  0.13935487 -0.64766882 -0.81551064
 -1.01552216 -1.76804826 -0.16329688 -0.837617    1.19906341  0.2690518
  1.28891995  0.7987273  -0.07598108 -0.36988785 -1.35022732 -1.36002231
 -1.02515173 -2.12877337 -0.40122505 -2.46855086 -0.48000393  0.        ]",0.16915517090804702,"[-7.19234207e-05  2.93876114e-04 -1.57815190e-04 -9.32587213e-04
  2.24533364e-04 -6.11356269e-04]",-4.266614418385033,0.014029199842570879,0.7940967406426545,-0.03704510940398791,"[-0.11270967 -0.0937886  -0.06650585 -0.01582876  0.01537575  0.04944832
  0.10870032  0.14272517  0.17791572  0.20054045  0.17879076  0.11959004
 -0.01869797 -0.17548236 -0.33391212 -0.31288127 -0.20967168 -0.18901829
 -0.16453715  0.16673787  0.79291155  1.31280836  1.62473464  0.05237101
  0.01520978]",[ 0.00063987  0.0014125   0.00085514 -0.00069447  0.00053923 -0.00079308],"[ 0.0104194  -0.01072876 -0.00977937  0.00243315 -0.00968991  0.00313225
 -0.0012401   0.00413344  0.00193454  0.00424382  0.00458456  0.00250675
 -0.00235781 -0.0013963  -0.00536322 -0.00352307 -0.00501693  0.00012661
 -0.00401635 -0.00247426]",0.08590862370260884,0.7940967406426545,"[ 0.0104194  -0.01072876 -0.00977937  0.00243315 -0.00968991  0.00313225
 -0.0012401   0.00413344  0.00193454  0.00424382  0.00458456  0.00250675
 -0.00235781 -0.0013963  -0.00536322 -0.00352307 -0.00501693  0.00012661
 -0.00401635 -0.00247426]"
ADBE,"[ 0.06117828 -0.04752223  0.3035066   0.27533333 -0.15221469  0.22532236
 -0.1655192  -0.32156407  0.13464306  0.13173443 -0.01639012  0.24448254
  0.00752585 -0.25842089  0.05029209  0.05259485  0.00751704  0.08425416
  0.04314982 -0.003228   -0.30898904  0.22226735  0.25313169  0.00309784
  0.34347609  0.07938615  0.18093367  0.09595275  0.12271634  0.23297271
 -0.13472645 -0.07714974 -0.11183932 -1.06939217  0.06537857 -1.67284138
  0.68044109 -1.45980219  1.72878429 -0.18009076  2.47246919  0.72004536
  1.82605442  0.66421849  0.44744822 -0.20265946 -0.33139251 -0.43060117
 -0.23325698 -0.94968378 -0.74072387 -2.34638037 -1.75900115  0.        ]",0.17363774674046928,[ 0.000833    0.0006385   0.00018006 -0.00055389  0.00031193 -0.00024957],-4.34321849427637,0.012994637660428661,0.7920149021881269,-0.03569453113217232,"[-0.1136606  -0.08963473 -0.06651984 -0.01767081  0.01279962  0.04829254
  0.10535242  0.14812106  0.17381715  0.20061323  0.17566747  0.1043829
 -0.01181689 -0.18950115 -0.33033958 -0.30290459 -0.21939414 -0.18428759
 -0.17654111  0.17520587  0.82799259  1.29501177  1.62592658  0.0864999
  0.0095956 ]",[ 0.00056188  0.00092162  0.00080461 -0.00100606  0.00059482 -0.00073924],"[ 0.00706632 -0.00861389 -0.01230781  0.00701713 -0.00911561  0.00886324
  0.00095901  0.0078658   0.00303156  0.00583617  0.00463831  0.00374088
 -0.00210719  0.0015299  -0.00299287 -0.00143253 -0.00174893 -0.00085024
 -0.00355881 -0.00539244]",0.08619439284794009,0.7920149021881269,"[ 0.00706632 -0.00861389 -0.01230781  0.00701713 -0.00911561  0.00886324
  0.00095901  0.0078658   0.00303156  0.00583617  0.00463831  0.00374088
 -0.00210719  0.0015299  -0.00299287 -0.00143253 -0.00174893 -0.00085024
 -0.00355881 -0.00539244]"
ADI,"[ 1.78553470e-01 -2.79183325e-01  4.56740936e-01  2.75349272e-02
  1.17444756e-01  2.49004143e-01 -8.88382755e-02 -2.60955489e-01
  1.88535033e-01  1.23190934e-01  1.95479264e-02  3.47831970e-01
  1.37918095e-01 -1.03541007e-01 -1.14297753e-01  3.70203822e-01
 -3.67830627e-02  1.38959701e-01 -9.80359564e-04 -1.21865365e-01
 -3.97140902e-01  3.71081250e-01  1.86487686e-01  4.11785099e-02
  4.56793695e-01 -1.76818997e-01  3.04639583e-01  2.85466051e-01
  2.47570829e-01  2.99820828e-01  1.43930059e-04 -1.19842771e-01
 -3.08886921e-01  3.31478657e-01 -1.34163629e+00 -1.24718150e+00
 -2.39377067e+00 -3.33667874e+00 -9.02597554e-01 -2.51012342e+00
  1.49345658e+00 -9.51766223e-01  2.35894597e+00 -8.44607867e-02
  9.17640186e-01 -9.39250655e-01 -4.22015965e-01 -1.74558008e+00
 -1.44346684e-01 -2.30181390e+00  1.38282883e-03 -3.08390107e+00
 -7.07815527e-01  0.00000000e+00]",0.15609259279137958,"[-3.21938031e-04 -5.70914550e-04  6.18267860e-05 -4.93348983e-04
  1.05935975e-04 -2.38483630e-04]",-4.497795594665713,0.011133512280859027,0.7944570173145503,-0.03783092322709313,"[-0.11018281 -0.09535833 -0.06032464 -0.01677967  0.01534266  0.05050408
  0.10743342  0.14828222  0.17509583  0.20602204  0.18103035  0.11401179
 -0.02329383 -0.16913673 -0.33375104 -0.29522497 -0.22521087 -0.19620701
 -0.18813824  0.19358416  0.81253297  1.30342416  1.65718319  0.05775203
  0.0203132 ]",[ 0.00112129  0.00140432  0.00100142 -0.00050267  0.0004334  -0.00130553],"[ 0.01083877 -0.0128198  -0.01086072 -0.00135162 -0.01415345  0.00069275
 -0.00622547  0.00479121 -0.00083834  0.00734353  0.00163333  0.00566904
 -0.00425251  0.00091188 -0.00661652 -0.00043724 -0.00526867  0.00188306
 -0.00551651 -0.00310031]",0.08638228324274955,0.7944570173145503,"[ 0.01083877 -0.0128198  -0.01086072 -0.00135162 -0.01415345  0.00069275
 -0.00622547  0.00479121 -0.00083834  0.00734353  0.00163333  0.00566904
 -0.00425251  0.00091188 -0.00661652 -0.00043724 -0.00526867  0.00188306
 -0.00551651 -0.00310031]"
ADM,"[ 0.08339582 -0.19594588  0.16172009 -0.0168501   0.16654674  0.26212809
 -0.06584289 -0.00677394  0.18943589 -0.05840164 -0.05685688  0.33395828
  0.0950489   0.04214709 -0.07482456  0.3672514  -0.0854614   0.12943037
 -0.01673741  0.00828532 -0.11389632  0.18715872  0.03139968  0.17587235
  0.36860718 -0.17537368  0.16023174  0.24942048  0.23126447  0.01985849
  0.0759799  -0.05665261 -0.21237396  0.46117514 -1.00303233 -0.53308272
 -1.96436451 -2.2869997  -1.10240339 -1.80026062  0.71384401 -0.81820222
  1.84876096  0.11301904  1.14014196 -0.12399444  0.05681759 -1.02961153
  0.03765427 -2.04024025  0.58952674 -2.6253421   1.65209319  0.        ]",0.16381473637402896,"[ 1.94500498e-03 -3.92397293e-04  6.36652642e-04  2.60188843e-04
 -8.00605705e-05 -2.18512109e-04]",-4.5059186667277515,0.011043440284235283,0.7924771616529014,-0.03705056857953398,"[-0.11677363 -0.09639334 -0.05917938 -0.01668353  0.01634044  0.05862265
  0.10854618  0.14077935  0.17040953  0.20559788  0.17917717  0.1208168
 -0.02157154 -0.1699799  -0.33658036 -0.29775002 -0.22433695 -0.1791967
 -0.15353786  0.16463642  0.78200897  1.34003705  1.63498915  0.05673642
  0.01115352]",[ 0.00094012  0.00138642  0.00029231 -0.00033763  0.00061291 -0.00096178],"[ 1.11982498e-02 -1.18515837e-02 -8.98604125e-03 -1.47776081e-04
 -1.10318409e-02  2.81629176e-04 -4.13975902e-03  2.72488066e-03
 -7.29689745e-04  5.85702097e-03  2.19806657e-03  5.89587676e-03
 -1.83776989e-03  2.30329824e-03 -4.42734571e-03  5.00552176e-06
 -4.64642865e-03  3.31510653e-03 -4.45945038e-03  3.35898326e-03]",0.0864442726771619,0.7924771616529014,"[ 1.11982498e-02 -1.18515837e-02 -8.98604125e-03 -1.47776081e-04
 -1.10318409e-02  2.81629176e-04 -4.13975902e-03  2.72488066e-03
 -7.29689745e-04  5.85702097e-03  2.19806657e-03  5.89587676e-03
 -1.83776989e-03  2.30329824e-03 -4.42734571e-03  5.00552176e-06
 -4.64642865e-03  3.31510653e-03 -4.45945038e-03  3.35898326e-03]"
