,priors,lt_0 - intercept,"fs_0 - beta(p=7,n=3)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,lt_0 - slope,"fs_1 - beta(p=365.25,n=10)"
A,"[ 0.03207251  0.2649065  -0.0709345  -0.11705333 -0.01312016 -0.08133997
  0.17964586  0.0762389  -0.13193717  0.276518   -0.01170411  0.14296187
  0.03048422  0.03133123  0.11475267 -0.34485347  0.09948534 -0.41393138
  0.1843986  -0.43485742 -0.08998221 -0.06934321 -0.14003247  0.24521362
 -0.042245   -0.05135484 -0.03314423 -0.33972094  0.26873649 -0.22591977
  0.21848564  0.20536193  0.13643335 -1.75154087  0.18165412 -2.13365508
  1.26865067 -2.71431666  1.86519843 -2.17294688  2.32870816 -0.86097348
  1.81371274 -0.64245336  1.14592102 -0.25291817  0.36963064 -0.45346653
  0.12273407 -1.11809617  0.2660951  -2.03175322  1.1284321   0.        ]",0.18177513879655816,[-0.00024428  0.00174262 -0.00082036  0.00038779 -0.00028651 -0.00017083],-4.644195900742026,0.009617259782815102,0.7715551723126788,-0.03189580375575477,"[-0.11778495 -0.09794112 -0.06178911 -0.02337263  0.02173928  0.06077092
  0.09721898  0.15083288  0.17597531  0.19071929  0.18106292  0.11575273
 -0.0079667  -0.21818548 -0.33050989 -0.34885774 -0.20996238 -0.24295003
 -0.15967096  0.10301557  0.73105904  1.36717118  1.56459059  0.10645683
 -0.00557134]",[-0.00175439  0.00019786 -0.00088389  0.00038418  0.00055616  0.00080729],"[ 0.00519752 -0.00824734 -0.01173455  0.00793149 -0.01171743  0.00732996
 -0.0063357   0.00714757 -0.00293781  0.00722717  0.00031984  0.00419603
 -0.00203409  0.00230953 -0.00057596 -0.00066375 -0.00244971  0.00129911
 -0.00443475  0.00139822]",0.08639676583032631,0.7715551723126788,"[ 0.00519752 -0.00824734 -0.01173455  0.00793149 -0.01171743  0.00732996
 -0.0063357   0.00714757 -0.00293781  0.00722717  0.00031984  0.00419603
 -0.00203409  0.00230953 -0.00057596 -0.00066375 -0.00244971  0.00129911
 -0.00443475  0.00139822]"
AAL,"[ 0.10798742  0.16410212  0.16915732 -0.25349555 -0.0470794   0.01601422
  0.1492668   0.01369941 -0.03118126  0.0462565  -0.04215306  0.0921565
  0.02856943 -0.0083569   0.10089242 -0.37200321 -0.04067667 -0.37715956
  0.10039964 -0.21429698 -0.08750804  0.06071521 -0.1116071   0.24873806
 -0.03558606 -0.04158161 -0.09200628 -0.23335714  0.24922392 -0.16462709
  0.21072678  0.13579761  0.0697418  -1.51013     0.14430316 -1.74805692
  0.49747497 -2.34175788  0.85221661 -2.27690297  1.4716035  -1.14498827
  1.47015455 -0.67070174  1.26164563  0.35591576  0.6036408   0.61141464
 -0.31912014 -0.08604028 -1.07392588 -1.95238447 -0.78352647  0.        ]",0.18578227768555966,[-0.00083061  0.00242911 -0.00132062  0.00072349 -0.00050068 -0.00013212],-4.599182555771399,0.010060055919059216,0.7730886524018431,-0.032872519234200266,"[-0.11239104 -0.10108655 -0.06294378 -0.02019977  0.02065015  0.05851062
  0.1009578   0.1423132   0.17506808  0.18865789  0.18042196  0.11416279
 -0.00828979 -0.2203618  -0.34031143 -0.34600381 -0.21699226 -0.21812212
 -0.16286889  0.12091642  0.73468065  1.36322314  1.56740393  0.10340497
 -0.0083566 ]",[-0.00144827  0.00010639 -0.00071857  0.00034581  0.00030518  0.00064989],"[ 0.00586646 -0.00842672 -0.01069083  0.00583359 -0.01065788  0.00463019
 -0.00675126  0.00481243 -0.00349947  0.00601902  0.0002007   0.0045208
 -0.0005363   0.00285838  0.00217356 -0.00159666  0.00044101 -0.00219453
 -0.0043637  -0.00353269]",0.0862366869979028,0.7730886524018431,"[ 0.00586646 -0.00842672 -0.01069083  0.00583359 -0.01065788  0.00463019
 -0.00675126  0.00481243 -0.00349947  0.00601902  0.0002007   0.0045208
 -0.0005363   0.00285838  0.00217356 -0.00159666  0.00044101 -0.00219453
 -0.0043637  -0.00353269]"
AAP,"[ 0.04844391 -0.0470495   0.13974686 -0.01932945 -0.00989796 -0.09722518
  0.05688536 -0.09150993  0.06691973  0.04570083  0.10801936  0.05398686
 -0.04988499 -0.12030107 -0.005876   -0.22980545  0.08797589 -0.34565646
  0.0952538  -0.07171945 -0.03969781  0.02782376  0.07005914  0.13081439
 -0.16267451 -0.11972911 -0.05610592 -0.19887624 -0.06290348 -0.07746094
  0.14977325  0.20114122  0.03593767 -0.48396799 -0.1093941  -0.51639489
 -0.19518071 -0.91475886 -0.37492811 -1.13761742  0.21277966 -0.46820478
  0.49284193 -0.17012481  0.43210615  0.42004666 -0.30952223 -0.10234562
 -0.91319729 -1.30306932 -0.87113562 -2.40968284  0.53113013  0.        ]",0.17704014397322426,[-0.00429478  0.00157745 -0.00158973 -0.00170328  0.0004883  -0.00024447],-4.247363085195113,0.014301897114082116,0.7718858743194098,-0.034871375784219796,"[-0.11300142 -0.09565062 -0.06186425 -0.02380349  0.01812446  0.05567191
  0.10466184  0.14240654  0.18061786  0.18773085  0.17711289  0.10866867
 -0.01367362 -0.21091234 -0.33036058 -0.34607286 -0.2175432  -0.20093642
 -0.15854721  0.11706495  0.76904903  1.33588763  1.52897928  0.09879728
 -0.00413427]",[-0.00132603 -0.0007429  -0.00047641  0.0002397   0.00056125  0.00063098],"[ 8.59666027e-03 -9.32118942e-03 -7.63109227e-03  3.93943989e-03
 -6.81725237e-03  1.26128168e-03 -3.71041407e-03  1.53305182e-03
 -1.24422032e-03  2.76298672e-03  1.45419850e-03  2.38450120e-03
 -1.07120964e-03 -8.37422715e-05 -3.85010678e-04 -2.79854735e-03
 -2.96734559e-03 -1.56061660e-03 -5.65994843e-03  9.13772160e-04]",0.08643580644223862,0.7718858743194098,"[ 8.59666027e-03 -9.32118942e-03 -7.63109227e-03  3.93943989e-03
 -6.81725237e-03  1.26128168e-03 -3.71041407e-03  1.53305182e-03
 -1.24422032e-03  2.76298672e-03  1.45419850e-03  2.38450120e-03
 -1.07120964e-03 -8.37422715e-05 -3.85010678e-04 -2.79854735e-03
 -2.96734559e-03 -1.56061660e-03 -5.65994843e-03  9.13772160e-04]"
AAPL,"[ 0.20407638  0.45800488 -0.28596707 -0.09878957 -0.05924997 -0.08595898
  0.16775768  0.16316542 -0.04424359  0.20463465 -0.09411214  0.28937029
 -0.0209071   0.04518694  0.08683639 -0.24913991  0.14241505 -0.45968738
  0.09724787 -0.53682569  0.04385797  0.14631568  0.10900013  0.33032468
 -0.18385902  0.23627421  0.03722419 -0.18835546  0.25319957 -0.41358551
  0.01752775  0.07218496  0.18983283 -2.1116354   0.08246103 -3.22191934
  1.11684287 -3.72489333  1.43146574 -2.98345906  1.45545597 -1.91269878
  0.50394999 -0.99300156 -0.76797487 -0.5953012  -1.52277128 -0.67817604
 -1.40774196 -0.5156185  -0.59833459  0.01216631  0.70892391  0.        ]",0.15973285129037337,"[-6.23214625e-04  3.87484360e-04 -3.08403451e-04 -3.42644707e-04
  8.10244141e-05 -1.30041176e-04]",-4.723684699152782,0.008882389244054635,0.7750296480429142,-0.030093145986141143,"[-0.12270933 -0.09747208 -0.06284763 -0.02342278  0.02159568  0.06349941
  0.09952078  0.14792275  0.17317686  0.19707617  0.1795683   0.11654681
 -0.01093612 -0.2107417  -0.32769148 -0.35291073 -0.21827639 -0.25305531
 -0.14360076  0.1368706   0.77847255  1.38499748  1.53515657  0.14013086
 -0.00337271]","[-1.39283207e-03  8.46023321e-05 -1.44243045e-03 -1.99721353e-04
  1.08004770e-04  9.48394785e-04]","[ 0.00420103 -0.00853812 -0.01445546  0.00747207 -0.01445223  0.00604621
 -0.00859532  0.00461579 -0.00583822  0.00383729 -0.00050907 -0.00133442
 -0.00322782 -0.00313236 -0.00129708 -0.00475401 -0.00024408 -0.00077422
  0.00104144  0.00053156]",0.08575121275413858,0.7750296480429142,"[ 0.00420103 -0.00853812 -0.01445546  0.00747207 -0.01445223  0.00604621
 -0.00859532  0.00461579 -0.00583822  0.00383729 -0.00050907 -0.00133442
 -0.00322782 -0.00313236 -0.00129708 -0.00475401 -0.00024408 -0.00077422
  0.00104144  0.00053156]"
ABBV,"[-0.08744319 -0.10771734  0.06543553 -0.00591692  0.04475925  0.00726003
 -0.08229389 -0.00395076 -0.07082977 -0.02696334  0.06864464 -0.0952355
  0.05210332 -0.09543442  0.11362111 -0.22743396  0.04779697 -0.22729037
  0.08925215 -0.07037831 -0.10046497 -0.25453556 -0.1145534   0.0849713
  0.02413368 -0.25194804 -0.01370765 -0.36931754  0.12878165  0.06007735
  0.14536911  0.13728483  0.01426252 -0.44684841  0.20907341  0.06622235
  0.60046796  0.01730299  0.7724461   0.29990445  1.2616127   1.03113361
  1.19708501  0.69280577  0.93402517  0.67261948  0.31571948 -0.04316562
 -0.0960235  -1.14965275 -0.36961523 -2.55952498 -0.12144929  0.        ]",0.17863298025678476,[-0.00077481  0.00576328 -0.00135179  0.00019402  0.0005459   0.0009006 ],-3.822079492865949,0.02188224956698087,0.7691409567771859,-0.03542012192248593,"[-1.14620470e-01 -9.53074367e-02 -6.03792165e-02 -2.11855827e-02
  1.41427601e-02  5.87839196e-02  1.00165448e-01  1.39945288e-01
  1.79154789e-01  1.80959870e-01  1.81780427e-01  1.10699066e-01
 -6.73663111e-03 -2.11262799e-01 -3.33021409e-01 -3.34802048e-01
 -2.18611344e-01 -2.00078182e-01 -1.65326000e-01  7.63101487e-02
  7.32668828e-01  1.33102046e+00  1.57238838e+00  8.27946890e-02
 -1.46030231e-04]","[-1.73371693e-03 -1.71216500e-04 -9.43727738e-05  2.39389893e-04
  4.72651321e-04  5.77020743e-04]","[ 0.00864827 -0.00834747 -0.00610836  0.00622266 -0.00441782  0.00444905
  0.00032473  0.00440566  0.00285904  0.00459256  0.00371023  0.00410485
 -0.00048558  0.00168189 -0.00023821 -0.00088295 -0.00294415 -0.00033679
 -0.00573448 -0.00145155]",0.08638062175640332,0.7691409567771859,"[ 0.00864827 -0.00834747 -0.00610836  0.00622266 -0.00441782  0.00444905
  0.00032473  0.00440566  0.00285904  0.00459256  0.00371023  0.00410485
 -0.00048558  0.00168189 -0.00023821 -0.00088295 -0.00294415 -0.00033679
 -0.00573448 -0.00145155]"
ABT,"[ 1.11405311e-01  4.74829712e-01 -1.99476824e-01 -2.53495418e-01
 -1.97156406e-01 -1.44792805e-03 -9.54730291e-02  2.03583202e-01
 -2.39567023e-01  1.95331829e-01 -1.04935354e-01  1.30749835e-01
  8.36306438e-02  9.02719514e-02  3.49935156e-01 -3.33869638e-01
  5.63346119e-02 -3.37802334e-01  4.26084811e-02 -6.46907105e-01
 -9.20672342e-02 -1.16747934e-01 -2.18607227e-01  3.13273619e-01
  1.73789182e-01  3.61149468e-02 -5.34567253e-03 -4.05513766e-01
  7.44071959e-01 -2.86869625e-01  1.41007838e-01  5.29702275e-02
  1.81816318e-01 -2.57730710e+00  6.71485097e-01 -3.06589566e+00
  2.71281585e+00 -2.94687792e+00  3.53441855e+00 -1.59524978e+00
  3.16929584e+00 -9.11729164e-01  1.48188930e+00 -1.23704287e+00
  2.39460504e-01 -1.25041731e+00  1.75608900e-01 -7.51296507e-01
  2.01193092e-01 -1.41152730e-01 -3.45429412e-01 -9.43904140e-01
 -9.30083101e-01  0.00000000e+00]",0.17247575106080795,[-0.00252367  0.00184237 -0.00162728 -0.00080478 -0.00012387 -0.00073308],-4.796993580746703,0.008254526348815874,0.7731576938289128,-0.029912909327966,"[-0.12073544 -0.1010656  -0.06663368 -0.02069049  0.01392959  0.06515239
  0.09319761  0.14768972  0.17303487  0.18971337  0.18281233  0.11928315
  0.00444705 -0.21724786 -0.3333434  -0.34010218 -0.22263236 -0.26309017
 -0.16042527  0.09995614  0.71635072  1.38778554  1.62111344  0.11206421
 -0.00514962]","[-1.93389018e-03  1.47653438e-03 -1.10863373e-03  5.97840154e-05
  1.16308730e-04  9.21008290e-04]","[ 0.0028912  -0.00670411 -0.01398946  0.01201404 -0.0124117   0.01187601
 -0.00462602  0.00912422 -0.00321382  0.00679424 -0.00126611  0.00177332
 -0.00464887  0.00196132 -0.0013598  -0.00099879  0.00023769 -0.00029936
 -0.00112989 -0.00518522]",0.0858821153821238,0.7731576938289128,"[ 0.0028912  -0.00670411 -0.01398946  0.01201404 -0.0124117   0.01187601
 -0.00462602  0.00912422 -0.00321382  0.00679424 -0.00126611  0.00177332
 -0.00464887  0.00196132 -0.0013598  -0.00099879  0.00023769 -0.00029936
 -0.00112989 -0.00518522]"
ACN,"[ 7.81177749e-02  7.87763770e-02 -2.01364597e-02 -3.34686836e-02
 -5.33041431e-02 -6.72113748e-02 -8.09291530e-02  6.33161501e-03
  6.39284230e-03 -1.88022979e-03  6.96306152e-02  7.00067767e-02
 -2.19393999e-02 -1.20658583e-01  1.11283541e-01 -2.59869874e-01
  1.37560079e-01 -4.23710396e-01  5.97432850e-02 -2.51602951e-01
 -2.46882139e-02 -4.89092949e-02  8.75924661e-02  2.18517406e-01
 -1.25791711e-01 -7.63142461e-02 -8.44733245e-03 -3.29624645e-01
  1.57885928e-01 -1.50202428e-01  8.81949144e-02  1.46031350e-01
  9.11859469e-02 -1.07255013e+00  1.30646327e-01 -1.27011311e+00
  6.79850425e-01 -1.37206543e+00  5.53348311e-01 -9.80664365e-01
  7.89709807e-01 -3.03748598e-01  3.26529199e-01 -1.28070227e-01
 -3.80801689e-01  1.36705525e-01 -1.09567629e+00 -4.51880406e-01
 -1.42936288e+00 -1.28479724e+00 -1.29467398e+00 -2.24223762e+00
 -1.08003755e-01  0.00000000e+00]",0.18667127081644855,[-0.00147982  0.00191995 -0.00135556 -0.000437   -0.00019331 -0.00066673],-4.207868553978617,0.014878046318773062,0.7724852860576473,-0.0336790011674977,"[-0.11662831 -0.0959483  -0.06290651 -0.02295498  0.01429114  0.05904838
  0.1023034   0.14061995  0.17947565  0.18822724  0.17849434  0.10889087
 -0.00773671 -0.21306954 -0.32653773 -0.35152365 -0.22131516 -0.21972208
 -0.15700436  0.10917855  0.77189066  1.35858283  1.54021397  0.10314594
 -0.00201471]","[-1.67282652e-03 -1.72743405e-04 -7.07017227e-04  2.42978023e-05
  4.35134245e-04  7.69282617e-04]","[ 0.00698391 -0.00849934 -0.00953629  0.00636248 -0.00810032  0.00373649
 -0.00319379  0.0029709  -0.0009632   0.00262627  0.00161751  0.00021223
 -0.00185112 -0.00226253 -0.00126421 -0.00450164 -0.00288466 -0.0026477
 -0.00498737 -0.00120623]",0.08615295465544866,0.7724852860576473,"[ 0.00698391 -0.00849934 -0.00953629  0.00636248 -0.00810032  0.00373649
 -0.00319379  0.0029709  -0.0009632   0.00262627  0.00161751  0.00021223
 -0.00185112 -0.00226253 -0.00126421 -0.00450164 -0.00288466 -0.0026477
 -0.00498737 -0.00120623]"
ADBE,"[ 8.87965101e-03  1.38610256e-01 -4.32299730e-02 -1.51758529e-01
 -7.05679612e-02  3.88922677e-02 -1.81651009e-01  1.13281076e-01
 -1.71632267e-01 -4.72425142e-03  2.95629686e-02 -1.86477349e-02
  1.04089783e-01 -6.31067943e-02  3.15747205e-01 -3.63482191e-01
  6.81443961e-02 -3.76131006e-01  5.81833579e-02 -3.60910164e-01
 -1.38777401e-01 -2.98172454e-01 -1.71375160e-01  2.29957525e-01
  8.19624631e-02 -2.07770803e-01  9.48309264e-04 -6.05517861e-01
  5.41772088e-01 -1.05386803e-01  1.76961912e-01  1.25210848e-01
  1.09887951e-01 -1.71315229e+00  6.13295751e-01 -1.46762123e+00
  2.05769906e+00 -1.28998226e+00  2.51434798e+00 -2.64036874e-01
  2.61441268e+00  6.34302802e-01  1.57844113e+00  1.59713916e-01
  6.73183716e-01  2.17275857e-01  4.38633622e-02 -1.50144289e-01
 -5.35471027e-01 -9.53684540e-01 -1.20253997e+00 -2.81747917e+00
 -9.15784109e-01  0.00000000e+00]",0.19093534683984612,"[-6.36690179e-04  2.13319768e-03 -7.98523746e-04 -2.24673488e-04
  8.89074839e-05 -1.22316710e-04]",-4.519235191876013,0.010897354867796777,0.7710866769203445,-0.03309405435758499,"[-1.17134701e-01 -9.86734378e-02 -6.34016191e-02 -1.98945998e-02
  1.13470735e-02  6.25200187e-02  9.62558710e-02  1.40646027e-01
  1.78182035e-01  1.83870629e-01  1.83809658e-01  1.12067021e-01
  3.88264488e-03 -2.20545245e-01 -3.31504839e-01 -3.44976430e-01
 -2.21538086e-01 -2.31754243e-01 -1.70163200e-01  7.35271589e-02
  7.23045948e-01  1.36750629e+00  1.59147636e+00  8.46390424e-02
 -1.19693719e-03]",[-0.00237968  0.00089475 -0.00058222  0.00021425  0.00042556  0.00078964],"[ 0.00524031 -0.00692376 -0.00998254  0.01024721 -0.00795772  0.00912828
 -0.00107274  0.0078567   0.00134003  0.0063934   0.00235832  0.00335808
 -0.00124587  0.00121201 -0.00010445 -0.0026282  -0.00237932 -0.00256893
 -0.00614532 -0.00446652]",0.08608856125432438,0.7710866769203445,"[ 0.00524031 -0.00692376 -0.00998254  0.01024721 -0.00795772  0.00912828
 -0.00107274  0.0078567   0.00134003  0.0063934   0.00235832  0.00335808
 -0.00124587  0.00121201 -0.00010445 -0.0026282  -0.00237932 -0.00256893
 -0.00614532 -0.00446652]"
ADI,"[ 0.13140388  0.07036196  0.19779874 -0.13374766 -0.12177831 -0.24400599
  0.19456651 -0.11937909  0.12601736  0.2575104   0.06160576  0.20590525
 -0.13779435 -0.12728467  0.01825529 -0.47444078  0.10254651 -0.66362321
  0.19132152 -0.30055201 -0.02117513  0.22101596  0.07327441  0.30867567
 -0.21230196 -0.07650134 -0.13661971 -0.20919102 -0.04197443 -0.2618652
  0.30786238  0.36496686  0.07960201 -1.3381833  -0.4099112  -2.07957134
 -0.21541239 -3.14600329 -0.17274727 -3.53349782  1.06982697 -2.22743199
  1.52919975 -1.33432707  1.12584327 -0.29874095 -0.14021145 -0.88235084
 -1.0874827  -2.08587311 -0.98142087 -2.94262832  0.58156295  0.        ]",0.18348982140678696,"[-1.21438693e-03  1.00074936e-03 -7.72676850e-04  1.26104769e-04
 -1.70248806e-04 -5.55317253e-06]",-4.2963521901020165,0.01361814492106696,0.7735616645477564,-0.03377063440629219,"[-0.11173977 -0.09832434 -0.06489968 -0.02738303  0.02204871  0.05441299
  0.10640016  0.15001217  0.17873268  0.19418525  0.17251124  0.10729075
 -0.01212878 -0.22775287 -0.32950128 -0.37185269 -0.20870166 -0.22741433
 -0.15560777  0.14508621  0.77026998  1.37292912  1.52195406  0.10394171
 -0.0117183 ]",[-0.00140103 -0.00070032 -0.00098321  0.00063036  0.00096984  0.0006907 ],"[ 0.00639472 -0.01007343 -0.01174183  0.00372164 -0.01267275  0.00174175
 -0.01020684  0.00380669 -0.0065132   0.00626198 -0.00160323  0.00392314
 -0.0021127   0.00078702 -0.00183233 -0.00325208 -0.00490516 -0.00189238
 -0.0074045   0.00083275]",0.08691186774948806,0.7735616645477564,"[ 0.00639472 -0.01007343 -0.01174183  0.00372164 -0.01267275  0.00174175
 -0.01020684  0.00380669 -0.0065132   0.00626198 -0.00160323  0.00392314
 -0.0021127   0.00078702 -0.00183233 -0.00325208 -0.00490516 -0.00189238
 -0.0074045   0.00083275]"
ADM,"[-0.03502297 -0.08024374  0.14352744  0.08623161  0.16587795 -0.19952266
  0.45203481 -0.13640367  0.08352677  0.31666092  0.12950676  0.14303402
 -0.07789333 -0.07279808 -0.21650294 -0.26216512  0.12605193 -0.40695805
  0.29159492 -0.04249902 -0.05056899  0.075274    0.04391919  0.09690707
 -0.32364879 -0.13279846 -0.07292522 -0.12132802 -0.42448641 -0.10536357
  0.26117916  0.35787385  0.03255312 -0.23822865 -0.58390757 -0.43723828
 -1.06247224 -1.69927174 -0.99958566 -2.43580042  0.35597908 -0.88981004
  1.49432328 -0.01778399  1.79772411  0.86253111  0.40217495 -0.1171408
 -0.20544869 -2.15872995  0.72109381 -2.77321263  3.31943171  0.        ]",0.18990695608455524,[ 0.00104944  0.00148196 -0.00047565  0.00046231 -0.00035604 -0.0004421 ],-4.457003279676699,0.011597064425351073,0.7701998446404541,-0.0351696586428972,"[-0.11288423 -0.09326423 -0.05712929 -0.02713732  0.02944953  0.05370588
  0.10515301  0.15244451  0.1806611   0.19161537  0.17677692  0.11006024
 -0.02535289 -0.21263373 -0.32870332 -0.35222975 -0.20000744 -0.20206672
 -0.15567261  0.11914843  0.765543    1.3258376   1.48921152  0.10244004
 -0.00571837]",[-0.00115956 -0.00167171 -0.00049151  0.00064435  0.00098167  0.00057732],"[ 9.34590633e-03 -1.07488389e-02 -7.53815463e-03  1.41595329e-03
 -8.88004816e-03 -4.57279313e-04 -7.29283797e-03  2.15771832e-03
 -2.57451661e-03  5.45528350e-03  1.92039231e-03  5.90215109e-03
  5.37014598e-04  2.01251257e-03 -4.90644378e-05 -6.35480752e-04
 -5.25893675e-03  2.55205224e-03 -6.96496768e-03  8.91917868e-03]",0.08696029304688317,0.7701998446404541,"[ 9.34590633e-03 -1.07488389e-02 -7.53815463e-03  1.41595329e-03
 -8.88004816e-03 -4.57279313e-04 -7.29283797e-03  2.15771832e-03
 -2.57451661e-03  5.45528350e-03  1.92039231e-03  5.90215109e-03
  5.37014598e-04  2.01251257e-03 -4.90644378e-05 -6.35480752e-04
 -5.25893675e-03  2.55205224e-03 -6.96496768e-03  8.91917868e-03]"
