,priors,lt_0 - intercept,"fs_0 - beta(p=7,n=3)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,lt_0 - slope,"fs_1 - beta(p=365.25,n=10)"
A,"[-1.64639054e-01 -1.91160201e-03  9.78836822e-02 -2.55882304e-01
  7.83185298e-02 -5.88179471e-02 -3.31308704e-01  4.46498468e-03
  2.94246295e-01 -6.49378594e-01  1.34701348e-01  2.95929763e-01
  2.35678662e-02  5.03886187e-03  3.46354296e-01 -1.11075133e-01
  3.24250122e-01  1.27723574e-01  2.63932841e-01  1.79999812e-01
  4.06610143e-01 -8.29323427e-02 -1.80875250e-01  1.59047918e-01
  2.31970018e-02  1.69633905e-01 -2.39051766e-01 -1.79954066e-02
 -3.05571668e-01  1.81759854e-01 -1.90335986e-01 -1.49816171e-02
 -9.11980215e-02 -3.42997453e-01 -3.58701090e-01 -6.01575492e-01
  9.51436318e-01  2.11545797e+00 -6.84401087e-01 -2.79327874e+00
 -7.50668406e-01  1.33946237e+00  1.85144833e+00 -1.94865642e-01
 -1.08615484e+00  1.52080080e+00  4.22952548e-01 -1.69319301e+00
 -1.52747363e+00  4.09841344e-01  7.79794257e-01 -1.73597942e+00
  2.55992688e+00  0.00000000e+00]",0.1736827655972708,"[-2.13369962e-04  8.57624882e-04 -3.19614125e-04  2.41311884e-04
 -6.21296985e-05  1.27045586e-04]",-5.8326048284023955,0.0029304337528266357,0.7958046910819193,-0.03810199221478355,"[-0.1165002  -0.1018505  -0.06019089 -0.02542106  0.00659475  0.05940253
  0.10989194  0.11301839  0.17255495  0.19513603  0.16603264  0.090793
 -0.02434337 -0.22863612 -0.31143229 -0.28107731 -0.18319158 -0.15909542
 -0.06376497  0.23199519  0.78609066  1.33829677  1.3079689  -0.07166377
 -0.02144743]",[ 0.00051674  0.00032112 -0.0008288   0.00036913 -0.00045377 -0.00010984],"[ 3.91199699e-03 -6.52265886e-03 -4.05350761e-03  6.92219621e-03
 -2.81608985e-05 -2.49667302e-04 -5.49880563e-03 -3.07080975e-03
  2.82664824e-03  4.82543946e-03  2.09199775e-03 -2.02956371e-03
  1.76288653e-03  3.65752809e-03 -4.39884141e-03 -3.28781624e-03
  1.68321122e-03  1.90906899e-03 -3.33882746e-03  7.54316063e-03]",0.08695359078295145,0.7958046910819193,"[ 3.91199699e-03 -6.52265886e-03 -4.05350761e-03  6.92219621e-03
 -2.81608985e-05 -2.49667302e-04 -5.49880563e-03 -3.07080975e-03
  2.82664824e-03  4.82543946e-03  2.09199775e-03 -2.02956371e-03
  1.76288653e-03  3.65752809e-03 -4.39884141e-03 -3.28781624e-03
  1.68321122e-03  1.90906899e-03 -3.33882746e-03  7.54316063e-03]"
AAL,"[-2.15184566e-01  1.02689648e-01  1.71721124e-01 -1.78978029e-01
 -1.43198196e-01 -1.52467511e-01 -3.00923601e-01  3.58513117e-03
  3.00453608e-01 -1.93014291e-01  7.25457601e-02 -1.48023729e-01
 -1.73279115e-01 -8.33328842e-02  3.71003891e-01 -2.58393510e-01
 -2.56149725e-01 -2.20959473e-01  3.45862538e-01 -1.08513750e-01
  1.79335440e-01  9.68333580e-02 -7.94380782e-02  6.61676234e-02
  2.74028239e-02  1.27466360e-01  1.95369822e-02 -6.66999517e-02
 -1.21250018e-03 -1.60415721e-01 -1.15646892e-01 -2.63652432e-02
 -1.58674334e-02  1.51192951e+00  1.61943434e+00  4.41573208e-01
 -3.11421941e+00 -1.64265589e+00  1.01981268e+00 -2.48414611e-01
  3.99256185e-01  1.39329488e+00  9.60117777e-01 -1.22244535e-01
 -1.69167839e+00  2.85089377e-01  1.01473659e+00 -8.55119368e-01
 -1.52500692e+00  2.15536248e-01  1.34560897e+00 -1.75437906e+00
  9.24988852e-01  0.00000000e+00]",0.17753522805097438,"[-8.61457486e-04  4.91818757e-04 -4.07899316e-04  2.48156935e-04
 -9.96820952e-05  2.18887124e-04]",-5.963052906313745,0.002572047752948941,0.7947479136450639,-0.0370868429848727,"[-0.11502654 -0.09999534 -0.06578297 -0.02829582  0.00749899  0.05927409
  0.11012306  0.13115639  0.17081195  0.17478754  0.15628956  0.08477761
 -0.02231606 -0.23804296 -0.36009507 -0.31509617 -0.17921514 -0.18559178
 -0.09481526  0.25312168  0.81423548  1.31296467  1.30306313 -0.0729659
 -0.00270646]",[ 0.00046413  0.00131314 -0.00162391  0.00054357 -0.00046436  0.00010104],"[ 0.00954958 -0.00101075 -0.00115984 -0.00427909 -0.01037186  0.00383767
  0.00221108  0.00145959  0.00158324  0.00223715  0.00243857 -0.00361863
 -0.00074055  0.00487117 -0.00204431 -0.00402324  0.00123752  0.0030242
 -0.00306873  0.00270915]",0.08633434914268222,0.7947479136450639,"[ 0.00954958 -0.00101075 -0.00115984 -0.00427909 -0.01037186  0.00383767
  0.00221108  0.00145959  0.00158324  0.00223715  0.00243857 -0.00361863
 -0.00074055  0.00487117 -0.00204431 -0.00402324  0.00123752  0.0030242
 -0.00306873  0.00270915]"
AAP,"[ 0.07793177 -0.02820354 -0.05439957 -0.08436332  0.05824215 -0.20889355
  0.01728957  0.07189945  0.04826574 -0.0133598  -0.04180886  0.06436933
  0.07513438 -0.14399264  0.17547271  0.17282184 -0.05506503 -0.04292419
  0.20222643 -0.07322282  0.05291147  0.16418785  0.07410397 -0.08747699
 -0.22796233 -0.05355884  0.08857929  0.0917705   0.12993278  0.05119629
  0.00420043 -0.05654771  0.11607633  0.15134833  0.50188523  0.81201883
 -0.69960069 -1.3190474  -0.98938929 -0.33712991  1.5704769   1.22808733
 -0.60599653 -0.67801081 -0.4476744   0.02599072  0.10702939 -0.33777347
  0.01625833 -0.15286948  0.42813267  1.00211189  0.77688584  0.        ]",0.18250917012915174,[-0.00053314  0.00018526 -0.00041449 -0.00018894 -0.00012473 -0.00033063],-5.352614571577791,0.004735752833769909,0.8008762270105586,-0.038307760133830186,"[-0.1194496  -0.09777853 -0.06066916 -0.02973061  0.01662191  0.06103318
  0.10163926  0.13858829  0.1657582   0.18527095  0.16663819  0.08285838
 -0.03439966 -0.20911217 -0.34183462 -0.29375913 -0.18895524 -0.18952008
 -0.11473578  0.26153561  0.8543436   1.27982916  1.23394963 -0.09322705
  0.0038949 ]",[ 0.00094989  0.00165888 -0.00119078  0.00083532 -0.00060737  0.00046757],"[ 5.41320784e-03 -4.02202002e-03 -1.26163988e-04  2.39239506e-03
 -9.39400235e-03 -1.28081805e-03  1.87996965e-03  4.16410232e-03
  1.74856743e-03 -2.43141504e-03  1.42679207e-03 -1.14207959e-04
 -1.74654177e-03  2.48917823e-03 -5.45886687e-04 -4.47525870e-05
 -3.36275976e-05  1.34894991e-03  4.43466876e-03  2.28332499e-03]",0.08659831992555886,0.8008762270105586,"[ 5.41320784e-03 -4.02202002e-03 -1.26163988e-04  2.39239506e-03
 -9.39400235e-03 -1.28081805e-03  1.87996965e-03  4.16410232e-03
  1.74856743e-03 -2.43141504e-03  1.42679207e-03 -1.14207959e-04
 -1.74654177e-03  2.48917823e-03 -5.45886687e-04 -4.47525870e-05
 -3.36275976e-05  1.34894991e-03  4.43466876e-03  2.28332499e-03]"
AAPL,"[-0.07201072  0.1256755   0.09268926 -0.20040231 -0.11485241 -0.13769312
 -0.09423322 -0.0263721   0.25333079 -0.13677981  0.01427963  0.04353884
 -0.06954998 -0.11461257  0.39474714 -0.25954054 -0.25296362 -0.11652923
  0.38698946 -0.04734016  0.10283701  0.07433636  0.09672002  0.02379225
 -0.1476628   0.09580984  0.05260011  0.00426393  0.06071178 -0.07920737
 -0.01673498  0.05192644  0.06346807  1.09249973  1.29717917  0.5850408
 -2.33696191 -1.55797825  0.11059784 -0.63653281  1.20558612  2.1721816
  0.42141023 -0.73936732 -2.01588419 -0.26847769  1.50234339  0.01128311
 -0.90982208  0.12393973  0.45382213 -1.26326379  0.88264007  0.        ]",0.17023620879259174,"[-9.20715160e-04 -3.45839946e-05 -2.31467992e-04  3.37600774e-05
 -2.25679016e-05  1.75336226e-04]",-5.815457922592646,0.0029811148950026015,0.7977413127778,-0.03683061454786545,"[-1.16545501e-01 -1.00524128e-01 -6.48392987e-02 -2.78099903e-02
  1.37479254e-02  5.81421379e-02  1.08722456e-01  1.33493121e-01
  1.68231348e-01  1.83670550e-01  1.60755780e-01  8.36649743e-02
 -2.11363445e-02 -2.38606479e-01 -3.58127827e-01 -3.04650801e-01
 -1.73342460e-01 -1.80239931e-01 -1.05990099e-01  2.47428169e-01
  8.47914712e-01  1.30267230e+00  1.25425601e+00 -7.68078310e-02
  8.38203363e-04]",[ 0.00066303  0.00145088 -0.00141745  0.00081239 -0.00031162  0.00033713],"[ 0.00822778 -0.00187255 -0.0007494  -0.0021368  -0.01008239  0.0015012
  0.00114143  0.00347351  0.00396798  0.00070181  0.000942   -0.00463491
 -0.00216003  0.00635823  0.00040022 -0.0020549   0.00097824  0.00086409
 -0.00168914  0.00274524]",0.08601138348221608,0.7977413127778,"[ 0.00822778 -0.00187255 -0.0007494  -0.0021368  -0.01008239  0.0015012
  0.00114143  0.00347351  0.00396798  0.00070181  0.000942   -0.00463491
 -0.00216003  0.00635823  0.00040022 -0.0020549   0.00097824  0.00086409
 -0.00168914  0.00274524]"
ABBV,"[ 0.15191506  0.03508442 -0.04270989  0.11157716  0.0444451   0.18915801
  0.05139528 -0.04540058  0.00494752 -0.02779519  0.05163628  0.11494585
  0.00584203  0.07314322 -0.12146987 -0.02565091  0.10260337  0.01574557
 -0.14925807  0.0701702  -0.07373411 -0.06520858  0.03606552  0.05157244
  0.06659685 -0.07514007 -0.04072982 -0.01853014  0.00514477 -0.00672849
  0.00358883 -0.03507055 -0.03416308 -0.55866038 -0.70505835 -0.57716157
  1.18555931  1.30367584  0.00224262 -0.17265969 -0.7908524  -0.48389614
 -0.09114501 -0.29360769  0.53103422  0.24843257  0.32867449  0.53414507
 -0.45167616 -0.47495434  0.03774731  0.4494592  -1.11448204  0.        ]",0.16872400414084304,"[-1.63724006e-04  4.50137291e-04 -2.56908244e-04 -2.15046745e-04
  4.21815435e-06 -2.23934771e-04]",-5.257247388415838,0.005209625074804279,0.8024230284253602,-0.03767108497711094,"[-0.11916551 -0.0930733  -0.06116585 -0.01907949  0.0180653   0.05715431
  0.09998552  0.13825242  0.16929294  0.18786076  0.16259714  0.09469408
 -0.05108805 -0.22124919 -0.32862595 -0.28758098 -0.22799331 -0.17528174
 -0.13059947  0.22777074  0.84575973  1.31219837  1.30425812 -0.09565969
 -0.0067526 ]","[ 7.47823852e-04  1.40370590e-03 -1.31291113e-03  7.69264166e-04
 -4.83666552e-04 -3.82144429e-05]","[ 0.00335698 -0.00738522 -0.00405089  0.00759919 -0.00223497  0.00163971
  0.00164585 -0.00296663 -0.00264385 -0.00106917  0.0021307   0.00269725
 -0.0019213   0.00332684  0.00208006 -0.00102801 -0.00101605  0.00060713
  0.00301895 -0.00243041]",0.08690919693639379,0.8024230284253602,"[ 0.00335698 -0.00738522 -0.00405089  0.00759919 -0.00223497  0.00163971
  0.00164585 -0.00296663 -0.00264385 -0.00106917  0.0021307   0.00269725
 -0.0019213   0.00332684  0.00208006 -0.00102801 -0.00101605  0.00060713
  0.00301895 -0.00243041]"
ABT,"[-0.04536363  0.0839498   0.04773026 -0.12731984 -0.1130676  -0.10536337
 -0.03777297  0.10378477  0.11662453 -0.01806585 -0.07921509  0.04427819
 -0.05794407 -0.05235565  0.24963494 -0.10571283 -0.26312328 -0.16489087
  0.28801226 -0.15746832  0.10192508  0.07099611 -0.00934468 -0.05018955
 -0.24964828 -0.0796944   0.021538   -0.04533021  0.1811586  -0.08757358
 -0.01279181 -0.00495826  0.04175565  0.98490817  1.19101002  0.54637575
 -2.180769   -1.80047199  0.34509294  0.24052282  1.14312275  1.16455178
 -0.46611954 -0.90523724 -0.91590748  0.09019879  1.11171141  0.22332059
 -0.93047737 -0.62161408  0.18766908 -0.26244519  1.4360614   0.        ]",0.1677872739020581,"[-4.77833389e-04  5.09260344e-04 -4.65054580e-04  2.02776973e-04
 -2.08213186e-04 -9.45407706e-05]",-5.417893492421615,0.004436482295149557,0.7982984352568588,-0.037234166683640026,"[-1.17444434e-01 -9.87938399e-02 -6.48982344e-02 -2.69603367e-02
  1.53648787e-02  6.23230915e-02  1.03815043e-01  1.38395093e-01
  1.64309070e-01  1.83914263e-01  1.60571465e-01  8.73943128e-02
 -2.94224655e-02 -2.28471138e-01 -3.59504337e-01 -3.07765015e-01
 -1.82734255e-01 -1.93214328e-01 -1.07305773e-01  2.46647302e-01
  8.34748739e-01  1.28620096e+00  1.22882214e+00 -9.39731861e-02
 -8.15354072e-04]",[ 0.00057134  0.00179253 -0.00150622  0.00084368 -0.00044834  0.0002232 ],"[ 0.00792724 -0.00216713 -0.00092489 -0.00171343 -0.01075168  0.00216452
  0.00350601  0.00332978  0.00113175 -0.00203734  0.00055492 -0.00150533
 -0.00135642  0.00519984  0.00092365 -0.0026493  -0.00129329  0.00041508
  0.00098726  0.00406715]",0.08630874327954943,0.7982984352568588,"[ 0.00792724 -0.00216713 -0.00092489 -0.00171343 -0.01075168  0.00216452
  0.00350601  0.00332978  0.00113175 -0.00203734  0.00055492 -0.00150533
 -0.00135642  0.00519984  0.00092365 -0.0026493  -0.00129329  0.00041508
  0.00098726  0.00406715]"
ACN,"[-0.06584922  0.10781177  0.11017305 -0.10134782 -0.00813038  0.08431015
 -0.24581443 -0.11515551  0.32690314 -0.43632003  0.19282428  0.13676452
 -0.07026747  0.02455914  0.23905273 -0.28708387  0.1063788  -0.00917266
  0.15338076  0.14413818  0.15284941 -0.06557504 -0.02668936  0.19284972
  0.14814592  0.12739981 -0.09237704 -0.03677199 -0.17804573 -0.02295389
 -0.12186769 -0.01579121 -0.05879885  0.13440671 -0.0411546  -0.72883621
 -0.02119388  1.5737053   0.29162803 -1.73664292 -1.03535269  1.1427855
  1.55787024 -0.35648402 -1.2987256   0.75899896  1.22454217 -0.66116982
 -1.66073777  0.37539818  1.12867223 -1.5560649  -0.07862189  0.        ]",0.17487255108262345,"[-1.41927750e-03  1.16174187e-03 -7.85964640e-04  1.53655790e-04
 -9.48400234e-05  1.83468470e-04]",-5.11872415972302,0.00598365221157133,0.7978701339802664,-0.037004511899800245,"[-0.11618733 -0.0981362  -0.06235803 -0.02181232  0.00930889  0.05524582
  0.11114823  0.12169645  0.17510303  0.18809436  0.16101193  0.09130241
 -0.03024522 -0.23944885 -0.32863668 -0.29385199 -0.19764582 -0.16242273
 -0.09731644  0.23167805  0.81817312  1.34386063  1.33385318 -0.07519872
 -0.0114838 ]","[ 5.61061140e-04  8.02186814e-04 -1.26429222e-03  5.06359292e-04
 -4.35840764e-04 -5.40791641e-05]","[ 0.00540031 -0.00559208 -0.00439878  0.00427283 -0.00153283  0.00226015
 -0.00254428 -0.0035296   0.00182144  0.00396447  0.00163954 -0.00261474
 -0.00017108  0.00585973 -0.00139544 -0.00364512  0.00159666  0.0028597
 -0.0026612   0.00047725]",0.08664280641542298,0.7978701339802664,"[ 0.00540031 -0.00559208 -0.00439878  0.00427283 -0.00153283  0.00226015
 -0.00254428 -0.0035296   0.00182144  0.00396447  0.00163954 -0.00261474
 -0.00017108  0.00585973 -0.00139544 -0.00364512  0.00159666  0.0028597
 -0.0026612   0.00047725]"
ADBE,"[-0.03835229  0.08816808  0.11990521 -0.14335481 -0.06103312  0.06605913
 -0.19812448 -0.04011801  0.3051723  -0.3736578   0.1769414   0.13159871
 -0.04753326 -0.01105822  0.27080929 -0.23369229  0.06181947 -0.00437108
  0.15103578  0.1503032   0.08933742 -0.07916195 -0.01427577  0.13127305
  0.04732433  0.13813763 -0.14042821 -0.03006525 -0.14921381 -0.020935
 -0.08140696  0.02992384 -0.01384833  0.2031596   0.02459427 -0.63296046
 -0.02556592  1.40304049  0.22562667 -1.60153249 -0.88960089  1.05818487
  1.56627574 -0.18850149 -1.40266248  0.27791968  1.20130036 -0.21815314
 -1.4025876  -0.10676946  0.77021481 -0.95969975  0.61386288  0.        ]",0.17269768088868567,"[-1.71698118e-03  2.33307312e-04 -4.81851262e-04 -5.75048397e-05
  4.20676208e-05  3.29295350e-04]",-5.267396258496245,0.0051570206559772005,0.7984450245207708,-0.037191283937812854,"[-0.11597394 -0.09911834 -0.06364387 -0.02227299  0.0107649   0.057731
  0.11034737  0.12429977  0.17450574  0.18785198  0.16192736  0.08943035
 -0.02835849 -0.23626107 -0.33250061 -0.29344572 -0.19705897 -0.16181184
 -0.10691468  0.22885946  0.8220692   1.33058401  1.30804465 -0.07384727
 -0.01373972]","[ 5.76245427e-04  8.74098028e-04 -1.27859234e-03  6.13529000e-04
 -3.26024760e-04  7.21245723e-05]","[ 0.00562624 -0.00538716 -0.00412316  0.00423756 -0.00197827  0.00208132
 -0.00214787 -0.00309135  0.00156809  0.00394128  0.00215033 -0.00284921
 -0.00144577  0.00582719 -0.00012035 -0.00292387  0.00036434  0.00188458
 -0.00088946  0.002332  ]",0.0865415268821097,0.7984450245207708,"[ 0.00562624 -0.00538716 -0.00412316  0.00423756 -0.00197827  0.00208132
 -0.00214787 -0.00309135  0.00156809  0.00394128  0.00215033 -0.00284921
 -0.00144577  0.00582719 -0.00012035 -0.00292387  0.00036434  0.00188458
 -0.00088946  0.002332  ]"
ADI,"[-0.03955072  0.08631496  0.09639445 -0.199645   -0.10612249 -0.12021708
 -0.12440626  0.06333641  0.28588915 -0.23772283  0.07715351  0.07165812
 -0.01013348 -0.09732394  0.36089054 -0.13365747 -0.149896   -0.10400583
  0.31307452 -0.01375694  0.06524413  0.04209062  0.03793372  0.01725359
 -0.22171543  0.00949268  0.00198881  0.00633916  0.06313774 -0.0743056
 -0.03842848  0.01769105  0.1119458   0.90893048  0.88636885  0.05005006
 -1.58619403 -0.57683703  0.12714851 -0.94946381  0.5458343   1.86311087
  0.57893781 -0.90086598 -1.79744929 -0.01917228  1.49955621 -0.12541865
 -1.06673216 -0.1533262   0.78033495  0.08984035  1.22044503  0.        ]",0.17966619974877024,[-0.00089771  0.0014824  -0.00072302  0.00040999 -0.0001276   0.00027871],-5.283259932140443,0.0050758568435377,0.7984199683180435,-0.03720971830857492,"[-0.11645232 -0.10048257 -0.06466758 -0.02732274  0.01279276  0.06104887
  0.10975358  0.12975685  0.17058832  0.18509135  0.16363844  0.08482266
 -0.02329814 -0.23027783 -0.34996451 -0.30282673 -0.17935493 -0.17832998
 -0.11143834  0.24506921  0.83690457  1.30317328  1.24044009 -0.08605797
 -0.00251745]",[ 0.00067363  0.00144024 -0.00142775  0.00078335 -0.00039505  0.00043299],"[ 7.71572334e-03 -2.96191012e-03 -2.22251813e-03 -7.56220353e-05
 -7.38128218e-03  1.62812829e-03  7.15466934e-05  1.39724768e-03
  3.36682437e-03  1.07781291e-03  4.28730813e-04 -4.04642079e-03
 -1.72937104e-03  6.51698083e-03  1.07819867e-05 -2.33441654e-03
  1.85840844e-04  1.82200029e-03  1.92564583e-03  3.70571526e-03]",0.08622873137303103,0.7984199683180435,"[ 7.71572334e-03 -2.96191012e-03 -2.22251813e-03 -7.56220353e-05
 -7.38128218e-03  1.62812829e-03  7.15466934e-05  1.39724768e-03
  3.36682437e-03  1.07781291e-03  4.28730813e-04 -4.04642079e-03
 -1.72937104e-03  6.51698083e-03  1.07819867e-05 -2.33441654e-03
  1.85840844e-04  1.82200029e-03  1.92564583e-03  3.70571526e-03]"
ADM,"[ 0.05177942 -0.0464494  -0.00815509 -0.14287602  0.11864268 -0.06903258
 -0.14572043  0.09001497  0.19305785 -0.43703399  0.11215714  0.29183458
  0.12274843 -0.05258612  0.21505977  0.15305903  0.2881832   0.09104958
  0.13846305  0.12988229  0.18746363  0.00296358 -0.06581663  0.04040193
 -0.15443365 -0.01602476 -0.14491097  0.05613086 -0.09741003  0.16130563
 -0.10149871 -0.07275048  0.0449797  -0.62801815 -0.61356268 -0.40677265
  1.43518785  1.7076964  -1.18950997 -2.10674271 -0.1874822   1.01640537
  0.71524719 -0.66184093 -0.42361555  1.02635128  0.3050606  -0.93589422
 -0.96199561 -0.29818876  0.80171491  0.89161685  1.73291064  0.        ]",0.172339518820787,"[ 1.61881719e-04  5.09051580e-04 -1.18037306e-04  4.00476553e-05
  2.11117632e-06 -1.91431219e-05]",-5.81039410301299,0.0029962490088487246,0.8003294481273253,-0.03849234938774426,"[-0.11852654 -0.09914579 -0.05917081 -0.02579495  0.0119023   0.06178772
  0.10650346  0.12189809  0.17149261  0.19550702  0.16969293  0.0880922
 -0.03228061 -0.21073642 -0.31354482 -0.28170886 -0.19367083 -0.16890517
 -0.09514094  0.24335889  0.8171877   1.31201534  1.26147623 -0.09086709
 -0.01331196]",[ 0.00078943  0.00094296 -0.00091512  0.0005986  -0.00063224  0.00023161],"[ 0.00308761 -0.00712102 -0.00349512  0.00827428 -0.00110654 -0.00156159
 -0.00356958 -0.00152445  0.00196784  0.00139966  0.00112414 -0.00014148
  0.00036841  0.00339263 -0.002248   -0.00201516 -0.00040449  0.00239352
  0.00389625  0.00520796]",0.08702348755026192,0.8003294481273253,"[ 0.00308761 -0.00712102 -0.00349512  0.00827428 -0.00110654 -0.00156159
 -0.00356958 -0.00152445  0.00196784  0.00139966  0.00112414 -0.00014148
  0.00036841  0.00339263 -0.002248   -0.00201516 -0.00040449  0.00239352
  0.00389625  0.00520796]"
