,priors,lt_0 - intercept,"fs_0 - beta(p=7,n=3)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,lt_0 - slope,"fs_1 - beta(p=365.25,n=10)"
A,"[ 0.30484826 -0.08784198  0.18236442 -0.06144822 -0.05654621 -0.08124946
 -0.31670758 -0.01962172  0.12214392  0.09735926  0.1802108   0.20657707
  0.16812964  0.09657824  0.10716493 -0.02214569  0.16013326 -0.03686636
  0.16549597 -0.05504551  0.47937469 -0.11631491 -0.06886675  0.12619797
 -0.11301259 -0.04211321 -0.1039675   0.13758423  0.04059867  0.04564313
 -0.19419628  0.14217646  0.15061736  0.6172762  -0.36597504 -0.98213025
  1.10152676  0.28635223 -1.27523278  1.11878279  0.74890381 -1.72213602
  0.93822894  0.75138986 -2.22820438  0.60383924  1.91611227 -1.42795761
 -0.48116336  0.90259774 -1.19175386  0.87248368  1.71118963  0.        ]",0.20039086544428572,"[-3.96155122e-04  1.71680154e-03 -1.43011170e-04  2.56026971e-05
  4.46527788e-04  7.39876093e-04]",-4.823987061567452,0.0080346883944819,0.7725641140777043,-0.03578496734857113,"[-1.20663281e-01 -1.03724635e-01 -7.11068455e-02 -3.12109383e-02
  1.19924411e-03  5.40537602e-02  9.93954823e-02  1.37401495e-01
  1.77529075e-01  2.01284676e-01  1.98464904e-01  1.54247100e-01
  4.63857395e-02 -1.36515120e-01 -2.92793171e-01 -3.49090580e-01
 -2.37304931e-01 -2.21524935e-01 -1.37986920e-01 -6.73791009e-02
  5.86483419e-01  1.26900921e+00  1.81129777e+00  1.09882301e+00
 -5.23772873e-04]",[ 0.00066189 -0.00074784 -0.00072637 -0.0004675  -0.00030918 -0.00016504],"[ 0.01375431 -0.00294631 -0.00650437  0.00652658  0.00025831 -0.00077681
  0.0032105   0.00200919 -0.00569262  0.00224896  0.00383029 -0.00539883
 -0.00020741  0.0079051  -0.00576614 -0.00186649  0.00341463 -0.00313428
  0.00416834  0.00585286]",0.08429216417350109,0.7725641140777043,"[ 0.01375431 -0.00294631 -0.00650437  0.00652658  0.00025831 -0.00077681
  0.0032105   0.00200919 -0.00569262  0.00224896  0.00383029 -0.00539883
 -0.00020741  0.0079051  -0.00576614 -0.00186649  0.00341463 -0.00313428
  0.00416834  0.00585286]"
AAL,"[ 7.20430189e-02 -9.42278596e-02  1.36808859e-01 -9.15160264e-05
  1.50893819e-02 -3.34103656e-02 -2.68493239e-02 -2.66317195e-02
 -1.07923915e-02  1.01323567e-01  6.40244259e-04  2.90963901e-03
  6.84323062e-02 -4.65505688e-02  7.50598954e-02  3.37011422e-02
  3.59626993e-03  4.48119735e-02  3.71329502e-02 -5.69353531e-02
  1.41163750e-01  2.47359955e-02 -1.14870794e-01  3.84937529e-02
 -1.88270583e-02 -5.58474539e-02 -4.43172312e-02  1.13466486e-01
 -1.01734842e-01  6.98329017e-02 -6.01399903e-02  2.18993167e-01
  9.77350357e-02 -3.19497359e-02  4.91346943e-03  7.82112263e-02
 -2.20939436e-02 -3.52988830e-01  3.93903906e-01  6.61861867e-01
 -7.28547703e-01 -4.12098081e-01  1.32060494e+00 -3.34868333e-01
 -1.14772129e+00  7.44361593e-01  2.53916669e-01 -5.65245477e-01
  7.21733591e-01 -3.77673060e-02 -1.38907391e+00  8.76327765e-01
  6.92784651e-01  0.00000000e+00]",0.19019746707320304,"[-1.82890396e-03  2.16848227e-03 -3.10893722e-04  5.18824874e-05
  9.04540337e-04  1.14673463e-03]",-3.9764827305927355,0.018751477482702485,0.7677547079482114,-0.03583477891794442,"[-0.12170524 -0.10245443 -0.06935556 -0.02966791  0.00935891  0.05374061
  0.09373196  0.13815612  0.1709174   0.19221039  0.19310699  0.14824066
  0.04479337 -0.13310556 -0.30721916 -0.3412468  -0.25178804 -0.22120693
 -0.18374974 -0.0439298   0.5709576   1.25422503  1.82831437  1.09760781
  0.00390858]","[ 5.55118560e-04 -1.18933670e-03 -6.55954223e-04 -5.52039489e-05
  1.67416551e-06 -3.55578754e-04]","[ 0.01177476 -0.00189229 -0.00359207  0.00329984 -0.00160923  0.00388523
  0.00220948 -0.00212085 -0.00182683  0.00338473  0.00077873 -0.00253252
  0.00052353  0.00289351 -0.00325195  0.00194603  0.001062   -0.0033043
  0.00420238  0.00287933]",0.08367716602472147,0.7677547079482114,"[ 0.01177476 -0.00189229 -0.00359207  0.00329984 -0.00160923  0.00388523
  0.00220948 -0.00212085 -0.00182683  0.00338473  0.00077873 -0.00253252
  0.00052353  0.00289351 -0.00325195  0.00194603  0.001062   -0.0033043
  0.00420238  0.00287933]"
AAP,"[-0.1021879   0.0430547   0.27308257  0.3405294   0.17511375  0.1840174
  0.296558   -0.04042597 -0.37751523 -0.0146801  -0.19961978 -0.4582442
 -0.05584668  0.09074413 -0.05473896 -0.04481737 -0.43306362 -0.0420675
 -0.27496277  0.0230825  -0.32092126  0.16924688 -0.41039223  0.09010963
 -0.02576058 -0.04806489 -0.12048608  0.37766695 -0.62360139  0.1277453
  0.03025419  0.13786044  0.06856082 -2.85205952  0.38645881  3.39675356
 -1.60558033 -4.12414471  2.13625568  2.2875585  -1.79736415 -0.11124814
  0.98125225 -1.36420565  0.57085303  1.80478898 -1.9066798  -0.79308215
  1.67211872 -0.30464053 -0.4375899   0.97618258 -2.18399465  0.        ]",0.17081551350557883,[ 0.00254417  0.00231833  0.00056089 -0.00030578  0.00021882  0.00049663],-4.715521887176331,0.008955191247647147,0.7641553592317496,-0.03456935924388462,"[-1.18721483e-01 -9.44505200e-02 -6.56051336e-02 -2.36686947e-02
  1.84685650e-02  5.29869359e-02  8.00808954e-02  1.35211153e-01
  1.63951177e-01  1.70481628e-01  1.85050562e-01  1.57584987e-01
  3.58184465e-02 -1.38528797e-01 -3.41889686e-01 -3.46598686e-01
 -2.84683346e-01 -2.11640519e-01 -2.44033655e-01 -1.66667744e-02
  5.12486833e-01  1.27476636e+00  1.82432628e+00  1.09948625e+00
 -1.44670173e-03]","[ 1.27065788e-03 -2.80687659e-03 -4.21517574e-04  3.55453768e-04
 -7.59141503e-05 -3.44120873e-04]","[ 0.00294956 -0.00086501  0.00573119 -0.00120947 -0.01228108  0.00902024
  0.00728034 -0.00504489 -0.00034779  0.00292966 -0.00199145  0.00250151
  0.00376011 -0.00362179 -0.00374471  0.00519181  0.00043208  0.00033041
  0.00370515 -0.00511348]",0.08229399717531753,0.7641553592317496,"[ 0.00294956 -0.00086501  0.00573119 -0.00120947 -0.01228108  0.00902024
  0.00728034 -0.00504489 -0.00034779  0.00292966 -0.00199145  0.00250151
  0.00376011 -0.00362179 -0.00374471  0.00519181  0.00043208  0.00033041
  0.00370515 -0.00511348]"
AAPL,"[ 0.07501317 -0.03388347  0.02043013 -0.10672696 -0.04382046 -0.0609694
 -0.27158685 -0.01850049  0.1950522   0.05681935 -0.01101293  0.20176433
  0.06928308  0.09832182  0.07033596  0.03435094  0.16709775  0.06822414
  0.12746011 -0.02511709  0.29488342 -0.05277971  0.13989175 -0.00935784
 -0.15929671  0.00468037  0.00737196 -0.17144631  0.28819285 -0.04121991
 -0.17994421 -0.21489948  0.04360309  1.08218261 -0.28046075 -1.62555722
  1.31063131  1.27906356 -1.80926214  0.01988666  1.5965174  -0.94080923
 -0.42379944  0.84466131 -0.7430578  -0.20085792  0.954348   -0.27950266
 -0.50836085  0.13569192 -0.15691747  0.44565074 -0.05464069  0.        ]",0.20325122790724198,"[-6.43817981e-05  1.25725153e-04  4.05010507e-04  3.20397251e-04
  3.58234177e-04  8.70073206e-04]",-4.71951123583644,0.008919537033274597,0.7678160667760154,-0.03528153571437211,"[-0.12420417 -0.10510424 -0.07071338 -0.0303361   0.00200126  0.05386068
  0.10130759  0.13608362  0.17062129  0.20144145  0.19411337  0.15587171
  0.04458189 -0.13339088 -0.29367786 -0.33968574 -0.2414347  -0.21790506
 -0.16165261 -0.05899092  0.61847172  1.24152738  1.79842913  1.10761053
  0.00682613]","[-2.73832483e-04  1.30410784e-05 -9.01345924e-04 -5.00719852e-04
 -1.34095418e-03 -4.97521795e-04]","[ 1.51609805e-02 -2.73334566e-03 -8.38339356e-03  7.11595741e-03
  3.06096987e-03 -2.32688997e-03 -7.24748488e-05  4.63064761e-03
 -3.66654709e-03 -1.86550491e-03  3.94938247e-03 -1.20647961e-03
 -2.26850761e-03  5.31779129e-03 -2.64254174e-03 -1.60588748e-03
  1.41811452e-03 -2.43505709e-04  2.71542815e-03  3.05912559e-04]",0.08495892860230454,0.7678160667760154,"[ 1.51609805e-02 -2.73334566e-03 -8.38339356e-03  7.11595741e-03
  3.06096987e-03 -2.32688997e-03 -7.24748488e-05  4.63064761e-03
 -3.66654709e-03 -1.86550491e-03  3.94938247e-03 -1.20647961e-03
 -2.26850761e-03  5.31779129e-03 -2.64254174e-03 -1.60588748e-03
  1.41811452e-03 -2.43505709e-04  2.71542815e-03  3.05912559e-04]"
ABBV,"[ 2.43460318e-01 -3.89371545e-02  2.99947766e-01  1.11483277e-01
  6.94132642e-02  5.62551731e-02 -1.87068188e-01 -3.00148502e-02
 -1.02838329e-01  3.17031405e-02  6.36759566e-02 -7.44397922e-02
  4.57103549e-02  2.87288628e-01 -1.56660903e-04 -6.89363759e-03
 -1.29794401e-01 -5.72391674e-02  5.67031876e-03  4.52081226e-02
  2.65610123e-01 -5.29707465e-02 -1.57666398e-01  1.95657777e-01
 -2.24379565e-01  1.07973728e-03 -6.55125408e-02  2.47800430e-01
 -1.85077009e-01  8.06247949e-02 -1.94297494e-01 -2.16634715e-02
  1.61340540e-01 -8.41331941e-01 -3.97582703e-01  4.99914354e-01
  8.15816168e-01 -1.78472197e+00 -1.16690983e+00  2.31161186e+00
  9.89520928e-01 -1.97804949e+00  2.44502223e-01  4.43931715e-01
 -9.86000516e-01  1.25975990e+00  5.00081530e-01 -1.78907254e+00
  3.36973285e-01  9.95889056e-01 -7.99881772e-01  5.56649663e-01
 -2.64966980e-01  0.00000000e+00]",0.1954023419002752,[-0.00045605  0.00215432 -0.00026318  0.00031779  0.00033485  0.00085593],-4.469606160022489,0.01145182514903556,0.7712959314783098,-0.03533420633353767,"[-1.18101206e-01 -9.95806712e-02 -6.81139879e-02 -2.75050089e-02
  4.70780141e-03  5.35799927e-02  9.12345794e-02  1.35615425e-01
  1.73304182e-01  1.87910633e-01  1.91208074e-01  1.65314354e-01
  3.85818361e-02 -1.35721811e-01 -3.15343592e-01 -3.50304650e-01
 -2.55159651e-01 -2.11224394e-01 -1.65661923e-01 -5.46844084e-02
  5.67169872e-01  1.29125086e+00  1.78434127e+00  1.10515350e+00
  1.31681442e-03]","[ 9.30281170e-04 -1.42359357e-03 -5.37422422e-04 -3.93781927e-04
 -7.09463977e-04 -9.37170624e-05]","[ 0.00915144 -0.00308977 -0.00230473  0.0057537  -0.00558876 -0.000324
  0.00667182  0.00276794 -0.00609662  0.00054161  0.00298606 -0.00162158
  0.00170053  0.00373415 -0.00679714  0.00078915  0.00379824 -0.0015553
  0.002851    0.00041921]",0.08384702890355225,0.7712959314783098,"[ 0.00915144 -0.00308977 -0.00230473  0.0057537  -0.00558876 -0.000324
  0.00667182  0.00276794 -0.00609662  0.00054161  0.00298606 -0.00162158
  0.00170053  0.00373415 -0.00679714  0.00078915  0.00379824 -0.0015553
  0.002851    0.00041921]"
ABT,"[ 0.30286241 -0.08248863  0.36115778  0.09121968  0.06320754  0.03216498
 -0.22821821 -0.03379975 -0.08924788  0.07773973  0.08430467 -0.05065579
  0.0835404   0.27467619  0.02989315  0.01439619 -0.10797523 -0.03916046
  0.04274504  0.02036053  0.35651571 -0.06014929 -0.18481412  0.21999728
 -0.23645726 -0.01592914 -0.0718202   0.28634554 -0.20335274  0.10959374
 -0.22683315  0.06513697  0.20515651 -0.66366626 -0.44454406  0.3111867
  0.97088748 -1.74781932 -1.20978915  2.56181084  0.85983955 -2.24498119
  0.74833731  0.40430771 -1.54243954  1.51940262  0.74206581 -2.05466678
  0.58603688  1.02334312 -1.45411475  0.91194899  0.28333651  0.        ]",0.1961081373128033,[0.0011037  0.00122825 0.00043748 0.00030367 0.00033867 0.0007457 ],-4.615687803362378,0.009895374993618393,0.7725230892492722,-0.03573580277142651,"[-1.16779165e-01 -9.99358915e-02 -6.82810411e-02 -2.82641882e-02
  3.64063358e-03  5.35692161e-02  9.19214576e-02  1.37201897e-01
  1.73837258e-01  1.88911001e-01  1.93129937e-01  1.64300334e-01
  4.03645385e-02 -1.34314540e-01 -3.13389443e-01 -3.49085285e-01
 -2.51221561e-01 -2.14005584e-01 -1.54088169e-01 -5.59194351e-02
  5.63699319e-01  1.29519693e+00  1.78259527e+00  1.10183376e+00
  1.03296613e-03]","[ 1.04184429e-03 -1.46965987e-03 -4.88427134e-04 -4.75165821e-04
 -4.67242245e-04  2.48056475e-05]","[ 0.00970934 -0.00320913 -0.00281626  0.00621608 -0.00547513 -0.00045847
  0.00735204  0.00230709 -0.00685548  0.00199292  0.0029103  -0.00320637
  0.0023318   0.00439122 -0.0075589   0.0013651   0.00387395 -0.0034741
  0.0040165   0.00217984]",0.08367754700459602,0.7725230892492722,"[ 0.00970934 -0.00320913 -0.00281626  0.00621608 -0.00547513 -0.00045847
  0.00735204  0.00230709 -0.00685548  0.00199292  0.0029103  -0.00320637
  0.0023318   0.00439122 -0.0075589   0.0013651   0.00387395 -0.0034741
  0.0040165   0.00217984]"
ACN,"[ 0.31296343 -0.04749167  0.40563618  0.22312996  0.09850528  0.08845947
 -0.07559427 -0.02591608 -0.25072279  0.07128129  0.05414875 -0.22396793
  0.06965768  0.25033446 -0.00384161 -0.05100479 -0.25387831 -0.10729255
 -0.05409881  0.02230751  0.2198518  -0.04188328 -0.36593573  0.28709049
 -0.16729087 -0.02625079 -0.15574148  0.50665088 -0.47010631  0.15071723
 -0.14464857  0.23967518  0.20950271 -1.80877678 -0.20255831  1.8467363
 -0.02511084 -3.30246455  0.17150922  3.27682499 -0.37112893 -2.18428836
  1.36855604  0.02334525 -1.39158575  1.85602897  0.20350985 -2.19784145
  1.056082    1.08404461 -1.62810164  0.95457011  0.15593523  0.        ]",0.17951516546758037,"[ 9.62793345e-05  4.10619631e-03 -6.98817656e-04  1.11128422e-04
  2.79105064e-04  7.06957909e-04]",-4.552317147061947,0.010542746963923984,0.7727317612759058,-0.03541526204210908,"[-0.11579538 -0.0968095  -0.06748626 -0.02675863  0.00821294  0.05378888
  0.08608738  0.13740642  0.17284401  0.18071776  0.19162647  0.1634388
  0.03823124 -0.13850856 -0.32511863 -0.35437271 -0.26118361 -0.21340804
 -0.17216099 -0.05125148  0.53032927  1.31165551  1.79701172  1.10057223
 -0.00443577]","[ 1.67843367e-03 -2.31337216e-03 -3.77052273e-04 -1.71399829e-04
  1.03557901e-04  7.59640031e-05]","[ 0.00617513 -0.00249898  0.00149721  0.00334943 -0.00988876  0.00349637
  0.00971972 -0.00122374 -0.00638829  0.00401689  0.00193594 -0.00282811
  0.0033311   0.00264604 -0.00782004  0.0028428   0.00414316 -0.00357672
  0.00404792  0.00199473]",0.08285924954630336,0.7727317612759058,"[ 0.00617513 -0.00249898  0.00149721  0.00334943 -0.00988876  0.00349637
  0.00971972 -0.00122374 -0.00638829  0.00401689  0.00193594 -0.00282811
  0.0033311   0.00264604 -0.00782004  0.0028428   0.00414316 -0.00357672
  0.00404792  0.00199473]"
ADBE,"[ 0.14829039 -0.07396175  0.33863944  0.08545468  0.09616312  0.03334484
  0.00488527 -0.02835068 -0.17785887  0.02475565 -0.03079997 -0.20692677
 -0.0068557   0.1131198  -0.04572512  0.09157509 -0.24008626  0.00572045
 -0.03006831  0.01982692 -0.00279914  0.05297687 -0.16731721  0.15253559
 -0.09874094  0.03061527  0.02589434  0.22474664 -0.29134922  0.13520346
 -0.06931457  0.15975066  0.14168325 -0.95172686 -0.16355406  0.87280253
  0.04331487 -1.7278739   0.01680553  1.59599242 -0.12242899 -0.8332826
  0.6184568  -0.50572312 -0.24568112  1.44014709 -0.714144   -1.28797483
  1.54026228  0.38470124 -1.79024978  0.96202426  0.33549676  0.        ]",0.17952332396249482,[ 0.00040334  0.00251925 -0.00010004 -0.00047829  0.00042511  0.00056509],-4.2661397579142815,0.014035860529829839,0.7693298638265517,-0.03565180445138863,"[-0.11729739 -0.10016831 -0.06745722 -0.0280745   0.0103258   0.05365524
  0.08804725  0.13542754  0.16960744  0.18211531  0.18841928  0.15690424
  0.0360742  -0.12963346 -0.32525949 -0.34478031 -0.25999215 -0.2144353
 -0.20221523 -0.03624964  0.5606293   1.28509334  1.8088805   1.10908367
  0.00785447]","[ 8.47483078e-04 -1.73529766e-03 -3.84398399e-04 -1.01129703e-06
 -1.35887141e-04 -2.12009764e-04]","[ 8.86021847e-03 -2.40683006e-03 -1.28891512e-03  3.52501608e-03
 -5.53676138e-03  2.95787841e-03  4.84895344e-03 -3.39515580e-04
 -2.82828965e-03  1.56578333e-03  2.54067179e-04  3.19202468e-04
  2.50322161e-03  6.40401420e-05 -5.35057702e-03  4.42902612e-03
  2.33152523e-03 -4.14362140e-03  4.15426745e-03  2.19680542e-03]",0.08348444939858678,0.7693298638265517,"[ 8.86021847e-03 -2.40683006e-03 -1.28891512e-03  3.52501608e-03
 -5.53676138e-03  2.95787841e-03  4.84895344e-03 -3.39515580e-04
 -2.82828965e-03  1.56578333e-03  2.54067179e-04  3.19202468e-04
  2.50322161e-03  6.40401420e-05 -5.35057702e-03  4.42902612e-03
  2.33152523e-03 -4.14362140e-03  4.15426745e-03  2.19680542e-03]"
ADI,"[-3.32186975e-03 -2.06166987e-01  1.55499144e-01 -2.76963019e-01
  5.12702758e-02 -1.76890151e-01 -2.43535418e-01 -9.66207635e-02
  2.45481455e-01 -1.94703976e-02  9.84312644e-02  3.17885134e-01
  1.74735183e-03 -7.53415941e-02  9.08482086e-02  2.33172941e-01
  2.00558068e-01  1.35310969e-01  1.89473828e-01  1.16583239e-02
  2.03281164e-01  8.29478022e-02  2.17707291e-01 -1.49990330e-01
 -1.02008448e-01  3.46325978e-04  1.75300007e-01 -3.53158293e-01
  4.15178002e-01  2.58070185e-02 -1.81098276e-01 -9.08542850e-03
  1.13092005e-01  1.92521193e+00 -2.76343710e-01 -2.73245094e+00
  1.40990520e+00  2.70336414e+00 -2.03523499e+00 -1.41814201e+00
  1.67710652e+00  2.62521905e-01 -4.47825506e-01 -2.64993400e-01
 -7.89434713e-01  7.59895187e-01  8.56758882e-01 -1.00264707e+00
 -1.17670579e-01  4.64130977e-01 -9.28726020e-01  9.41300622e-01
  8.01372622e-01  0.00000000e+00]",0.19382832725038332,[-0.00017019  0.00038619 -0.00023067  0.00058359 -0.00019219  0.0001726 ],-4.772861924942625,0.008456144645104746,0.7661977827271561,-0.036858423240518856,"[-0.12136633 -0.10888288 -0.06833757 -0.03355779  0.00266862  0.05157117
  0.10273301  0.13265038  0.1741826   0.20734198  0.19114493  0.14564488
  0.04544997 -0.1204485  -0.29125379 -0.33416001 -0.23809882 -0.2158562
 -0.17632074 -0.03536986  0.6304712   1.21450434  1.80978174  1.10541066
  0.01831107]",[-0.00078209  0.00045055 -0.0007473  -0.00049108 -0.00080773 -0.00047166],"[ 0.01782301 -0.00269717 -0.01153848  0.00742381  0.00697958 -0.00306477
 -0.00426721  0.00491974 -0.00052703 -0.00221457  0.00067069 -0.00143623
  0.0008445   0.00494933 -0.0047944  -0.0006793   0.00200826 -0.00259466
  0.00446041  0.00291065]",0.08523212909647568,0.7661977827271561,"[ 0.01782301 -0.00269717 -0.01153848  0.00742381  0.00697958 -0.00306477
 -0.00426721  0.00491974 -0.00052703 -0.00221457  0.00067069 -0.00143623
  0.0008445   0.00494933 -0.0047944  -0.0006793   0.00200826 -0.00259466
  0.00446041  0.00291065]"
ADM,"[-0.0923709  -0.33676419  0.02488069 -0.28197805  0.14005901 -0.1725644
 -0.14733472 -0.12249683  0.21148213  0.08184384  0.15868752  0.38770202
 -0.0660248  -0.14371775  0.19269914  0.23101352  0.28409136  0.18152509
  0.17261698  0.06348023  0.33908455  0.07429669  0.19789867 -0.22295883
 -0.13274366 -0.12355934  0.17098118 -0.32518658  0.50750836  0.00861667
 -0.18272174  0.13651837  0.14862071  2.13635749 -0.10280121 -2.75506991
  1.15483398  2.78965191 -1.30264994 -1.39551436  0.66451518  0.41400211
  0.67528505 -0.48423713 -1.62812675  0.92497229  1.20206027 -1.01757529
 -0.06014941  0.55142928 -0.69367395 -0.11021493 -0.13455874  0.        ]",0.18811733848958037,[-0.00097633  0.00112159 -0.00038549  0.00048852  0.00043324  0.00056959],-4.865549819303407,0.007707589244892757,0.7643581637147325,-0.038052646993770145,"[-0.12428072 -0.10917889 -0.06610896 -0.03329957  0.00515517  0.05091179
  0.10117123  0.13660832  0.17633842  0.21070838  0.1877663   0.14129711
  0.0518833  -0.11981299 -0.28612705 -0.330495   -0.24152392 -0.21010734
 -0.16048812 -0.03822301  0.62557305  1.19746167  1.80214576  1.08828233
  0.01804977]",[-0.00070355  0.0007106  -0.00085714 -0.00054616 -0.00039369 -0.00042966],"[ 1.85327433e-02 -2.11942077e-03 -1.16767283e-02  6.70912599e-03
  7.28492997e-03 -1.09362661e-03 -4.13531195e-03  1.87974957e-03
 -7.07416130e-05  9.91214054e-04  1.65448667e-04 -4.02631347e-03
  1.32928620e-03  5.78953052e-03 -4.75550621e-03 -5.91968348e-04
  2.15590463e-03 -1.97024040e-03  1.99212957e-03  2.32044938e-04]",0.08503441193452244,0.7643581637147325,"[ 1.85327433e-02 -2.11942077e-03 -1.16767283e-02  6.70912599e-03
  7.28492997e-03 -1.09362661e-03 -4.13531195e-03  1.87974957e-03
 -7.07416130e-05  9.91214054e-04  1.65448667e-04 -4.02631347e-03
  1.32928620e-03  5.78953052e-03 -4.75550621e-03 -5.91968348e-04
  2.15590463e-03 -1.97024040e-03  1.99212957e-03  2.32044938e-04]"
