,priors,lt_0 - intercept,"fs_0 - beta(p=7,n=3)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,lt_0 - slope,"fs_1 - beta(p=365.25,n=10)"
A,"[ 0.03555544  0.03863894  0.01202272  0.24045288 -0.04458422  0.19826409
  0.21583661  0.28442877  0.08161751 -0.04686984  0.13787599  0.05223807
 -0.10396645  0.01506085  0.25209782  0.10401031  0.12130247  0.09810221
  0.41716644  0.00822668  0.18105583  0.08766801  0.10251441 -0.11648105
 -0.02626261  0.35757295  0.05372635  0.2085998  -0.135101   -0.15838523
  0.1326333   0.16981951  0.11307715 -0.97157893  0.33183242  1.41893901
 -1.16070661 -0.98352492  1.99514958  0.04537019 -2.3223686   0.79625393
  1.54898247 -0.58234991 -0.37733962 -0.17415986  0.11084204  0.68737252
 -0.56935911 -0.46540188  1.01876721  0.53193069 -0.74798765  0.        ]",0.15997740039379374,"[ 5.49989215e-05  5.53066720e-04 -1.68231082e-04  7.82487273e-05
 -1.96950920e-05 -1.68026442e-07]",-4.8343712823563765,0.007951686119057779,0.8122267402898883,-0.03740585811239584,"[-1.14735754e-01 -8.97981442e-02 -6.24021982e-02 -1.76424434e-02
  2.19458156e-02  6.62021216e-02  1.02460156e-01  1.36325076e-01
  1.65453604e-01  1.78093337e-01  1.48495049e-01  7.46631472e-02
 -4.97326065e-02 -2.25449887e-01 -3.13038673e-01 -2.47040236e-01
 -1.46041691e-01 -1.61927826e-01 -4.09750922e-02  3.18770519e-01
  8.78922046e-01  1.23932673e+00  1.11605052e+00 -8.06322584e-02
  3.40701843e-04]","[ 4.22103116e-04  1.72399469e-05 -1.71827944e-03 -4.95705602e-04
  9.13298003e-04  1.58389068e-03]","[ 4.45008684e-03 -3.69487242e-03 -1.47819206e-03  2.05607306e-03
 -7.52795120e-03  8.13599567e-03 -2.15493412e-04 -8.59511466e-03
  1.31836267e-03  5.64579658e-03  3.93294006e-04 -1.91435617e-03
 -1.40439660e-03  1.06501901e-03  9.64582595e-04 -1.78245123e-03
  2.59683434e-05  3.73760766e-03  2.95872080e-03 -1.21257747e-03]",0.08612374291575693,0.8122267402898883,"[ 4.45008684e-03 -3.69487242e-03 -1.47819206e-03  2.05607306e-03
 -7.52795120e-03  8.13599567e-03 -2.15493412e-04 -8.59511466e-03
  1.31836267e-03  5.64579658e-03  3.93294006e-04 -1.91435617e-03
 -1.40439660e-03  1.06501901e-03  9.64582595e-04 -1.78245123e-03
  2.59683434e-05  3.73760766e-03  2.95872080e-03 -1.21257747e-03]"
AAL,"[-1.52510879e-01  1.08197382e-03 -1.14517745e-01  2.07557161e-01
 -1.31908266e-01  1.07199406e-01  3.59879282e-01  4.54573893e-01
  2.68228609e-01  1.21210815e-01  3.62985837e-02 -6.81635887e-02
 -4.01231666e-01  1.57059346e-01  2.99191844e-01  2.23554585e-01
 -1.40142914e-01 -1.43524647e-01  3.95618416e-01  7.22779411e-02
  1.85940721e-01  1.08856535e-02  9.68486016e-03 -9.71123926e-02
  1.94449670e-02  3.77999382e-01  1.95526634e-01  1.94640106e-01
  1.45719566e-01 -2.82677211e-01  9.96902194e-02 -1.17627918e-01
  3.82810837e-03 -2.23943461e+00  1.37350550e+00  1.87576923e+00
 -3.31139039e+00 -1.57937357e-01  3.28432816e+00 -7.80236686e-01
 -1.58595435e+00 -9.11276499e-02 -7.12483906e-02  1.47732589e+00
 -1.10547017e-01 -1.03220902e+00  1.21449852e+00 -2.22278787e-01
 -1.04245612e+00 -1.01172852e-01  4.67783570e-01  1.69533385e+00
 -1.91006896e+00  0.00000000e+00]",0.16530975481104404,"[ 2.64746495e-05  7.68494836e-04 -3.46621819e-05 -3.41570053e-04
  2.92137450e-04  9.45176686e-05]",-5.290874791627056,0.005037351698597485,0.808144131077893,-0.03774579082793199,"[-0.11773617 -0.0906057  -0.06464438 -0.01957187  0.02613571  0.07098536
  0.10861278  0.14237162  0.1616635   0.17254042  0.13457981  0.08321103
 -0.04586886 -0.21718833 -0.33206809 -0.26821201 -0.14952291 -0.15726521
 -0.03745464  0.31211039  0.85846609  1.23388711  1.12605201 -0.08009482
  0.01115038]",[ 0.00037842  0.0008241  -0.0020351  -0.00067001  0.0002464   0.00134273],"[ 0.00093909 -0.00041584 -0.00022305 -0.00405217 -0.00541623  0.01121517
 -0.00252834 -0.00622866 -0.00107341  0.00166328  0.00671171 -0.00127428
 -0.00390773  0.00394233 -0.00137463 -0.00307108  0.0014953   0.00219661
  0.00656536 -0.00405172]",0.08584655170552387,0.808144131077893,"[ 0.00093909 -0.00041584 -0.00022305 -0.00405217 -0.00541623  0.01121517
 -0.00252834 -0.00622866 -0.00107341  0.00166328  0.00671171 -0.00127428
 -0.00390773  0.00394233 -0.00137463 -0.00307108  0.0014953   0.00219661
  0.00656536 -0.00405172]"
AAP,"[ 6.32128835e-02  9.61414257e-02  1.60629781e-01  3.60023582e-01
  1.45993475e-01  2.39079952e-01 -3.65699803e-01  2.44230008e-02
  2.73245729e-02 -2.51346167e-01  4.99480592e-03  1.21453568e-01
 -6.20795740e-02 -1.48887054e-01  2.91926420e-01  1.59826835e-01
 -8.76646797e-03  1.39867733e-01  6.35272144e-02  2.17653649e-01
 -1.63285007e-01  1.59187466e-01 -1.96875064e-03 -2.73484120e-03
 -9.55714207e-02  3.71279105e-02  8.06117065e-02  5.42304668e-02
 -2.00794803e-01  1.40650211e-01  3.01307900e-01  1.61175391e-01
  4.37122832e-01 -4.02196755e-01 -2.78361574e-02  1.31718701e+00
  7.13492807e-01 -2.61943258e+00  1.99218231e-01  2.37411499e+00
 -1.48573768e+00 -1.26117588e+00  1.84001058e+00  6.88452872e-02
 -8.46412435e-01 -6.51822211e-01 -2.25238395e-01  1.13474411e+00
  2.46998936e-01 -2.34713980e-01 -4.60696551e-01 -9.50417058e-01
  2.54802342e+00  0.00000000e+00]",0.14467291868487842,[ 0.00153053 -0.00045046  0.00020799  0.00106289 -0.00058561 -0.00016036],-4.835185622797247,0.00794521337534411,0.8128271376574626,-0.0368551476685022,"[-0.11147731 -0.0865739  -0.05736344 -0.01661855  0.00514073  0.05892298
  0.10146844  0.12832564  0.15988615  0.18085532  0.14933675  0.0646815
 -0.04668162 -0.22063613 -0.32234212 -0.24506708 -0.18070741 -0.13929916
 -0.09400911  0.3240139   0.85640418  1.2659945   1.0877364  -0.10598033
  0.00138003]","[ 2.49860589e-05 -1.72009787e-04 -9.01002215e-04 -6.24339308e-05
  8.59519115e-04  2.33922348e-03]","[ 6.03967197e-03 -4.90107776e-03 -1.78541705e-03  7.41379330e-03
 -1.19613350e-02  3.65925910e-03  6.59365809e-03 -6.48530113e-03
 -4.82943500e-03  5.70578908e-03  2.21643992e-03 -2.92878250e-03
 -2.87123456e-03  4.97869777e-04  3.05878920e-03  6.51357715e-05
  1.06693991e-04 -4.70911898e-04 -1.29750278e-03  7.69352268e-03]",0.08538971582591487,0.8128271376574626,"[ 6.03967197e-03 -4.90107776e-03 -1.78541705e-03  7.41379330e-03
 -1.19613350e-02  3.65925910e-03  6.59365809e-03 -6.48530113e-03
 -4.82943500e-03  5.70578908e-03  2.21643992e-03 -2.92878250e-03
 -2.87123456e-03  4.97869777e-04  3.05878920e-03  6.51357715e-05
  1.06693991e-04 -4.70911898e-04 -1.29750278e-03  7.69352268e-03]"
AAPL,"[ 2.35845800e-03  2.28880023e-02 -1.94971515e-03  1.65735131e-01
 -9.73772676e-02  2.87320577e-01  2.14836081e-01  5.50273560e-01
  5.08659744e-01 -1.77678062e-01  2.89262852e-01  4.15311494e-02
 -1.43726454e-01 -9.23127411e-04  4.09283333e-01  7.62061373e-02
  1.61506154e-01  8.83775660e-02  6.06978092e-01  6.15751971e-02
  1.27254349e-01  1.08698508e-01 -7.35191042e-02 -3.17380898e-01
  4.78030065e-02  4.25574132e-01  8.05477978e-02  2.36847236e-01
 -6.83361604e-02 -3.56725317e-01  2.31298362e-01  1.88736006e-01
  4.24270941e-02 -1.85495798e+00  1.25028055e+00  2.31848350e+00
 -3.17849512e+00 -6.55581602e-01  4.27933242e+00 -1.46656300e+00
 -3.24397816e+00  1.30538178e+00  1.25117914e+00 -4.28210017e-01
 -1.96983497e-01 -5.91046111e-01  2.65392243e-01  5.55181103e-01
 -3.15970212e-01 -5.06119662e-01 -1.87978449e-01  1.18212143e+00
  1.05676030e+00  0.00000000e+00]",0.15654675338023627,"[-3.54631801e-04  1.07084051e-03 -3.83537223e-04 -2.20667532e-05
  6.07725674e-05  7.82115872e-05]",-5.3396651990847905,0.004797476641017991,0.8115060885930041,-0.03755372989199304,"[-1.15081754e-01 -9.16774558e-02 -6.37951965e-02 -1.52152134e-02
  2.18937209e-02  7.39925180e-02  1.17473421e-01  1.31177622e-01
  1.71942520e-01  1.77698621e-01  1.46967447e-01  7.26577065e-02
 -3.92918604e-02 -2.27934135e-01 -3.10766391e-01 -2.49912186e-01
 -1.27054365e-01 -1.55871552e-01 -4.64553013e-02  3.26992452e-01
  8.47170845e-01  1.19059050e+00  1.13698251e+00 -7.23940795e-02
  9.05022227e-04]",[ 0.00048233  0.00019586 -0.00224466 -0.00024671  0.00104274  0.00141118],"[ 0.00192363 -0.00087889  0.00107397 -0.00360295 -0.00688482  0.01413312
 -0.00461196 -0.01101091  0.00302969  0.00554843  0.0011341  -0.00156976
 -0.00250519  0.00128533  0.00018483 -0.00055482  0.00048323  0.00049861
  0.00457301  0.00408544]",0.08583858539042362,0.8115060885930041,"[ 0.00192363 -0.00087889  0.00107397 -0.00360295 -0.00688482  0.01413312
 -0.00461196 -0.01101091  0.00302969  0.00554843  0.0011341  -0.00156976
 -0.00250519  0.00128533  0.00018483 -0.00055482  0.00048323  0.00049861
  0.00457301  0.00408544]"
ABBV,"[-0.04591723  0.0986664   0.06443861  0.33962038 -0.02545912  0.20851028
 -0.0579716   0.39582036  0.29077047 -0.15876199  0.11845163  0.12897064
 -0.11347818 -0.07476109  0.43457463  0.1560433  -0.02099792  0.02950495
  0.3567234   0.13910928 -0.02359305  0.12903796 -0.06295752 -0.152495
 -0.05067932  0.33229421  0.13879249  0.14372545 -0.05961432 -0.17289607
  0.22650126  0.0452275   0.24076075 -1.51603482  0.71637623  2.13164731
 -1.87010962 -1.6530336   2.75331555  0.29823767 -2.55821575 -0.13636972
  1.46495322  0.06538478 -0.5896205  -0.59992647  0.05298251  0.80364214
  0.38721509 -0.99189201 -0.60983042  1.20717034  1.01324983  0.        ]",0.15828003479205716,"[-2.13720870e-04 -1.56663269e-04 -1.51587025e-04 -5.34724902e-05
 -9.99257816e-05 -1.75933733e-04]",-5.349358926019343,0.004751195891369653,0.8104581032491553,-0.03681814221438714,"[-0.11371801 -0.08708679 -0.061866   -0.01711737  0.0139499   0.06958864
  0.11007884  0.13178228  0.16459933  0.1815677   0.14821018  0.06865174
 -0.03747036 -0.22159775 -0.32392787 -0.25466831 -0.15203655 -0.14867176
 -0.06916034  0.32550265  0.84788338  1.22852572  1.10349415 -0.08116674
  0.00410267]",[ 0.00027007  0.00024077 -0.00176401 -0.00029883  0.00066891  0.00188445],"[ 0.00286521 -0.00254475  0.00050968  0.00011507 -0.00959536  0.01022281
  0.00056894 -0.00922433 -0.00129718  0.00555697  0.00254612 -0.00242329
 -0.00265986  0.00094538  0.00151331  0.0010988  -0.00126264 -0.00090492
  0.00472104  0.00401851]",0.0857480594669353,0.8104581032491553,"[ 0.00286521 -0.00254475  0.00050968  0.00011507 -0.00959536  0.01022281
  0.00056894 -0.00922433 -0.00129718  0.00555697  0.00254612 -0.00242329
 -0.00265986  0.00094538  0.00151331  0.0010988  -0.00126264 -0.00090492
  0.00472104  0.00401851]"
ABT,"[-0.01449595  0.08469246  0.08518459  0.46456734  0.02097288  0.30739136
 -0.0765142   0.3613993   0.19743523 -0.15493782  0.1260756   0.10512939
 -0.17620491 -0.06891393  0.49172316  0.25206759 -0.09028234  0.09451986
  0.41729881  0.20655873 -0.01156564  0.18137427 -0.03095695 -0.11216802
 -0.07165956  0.39581696  0.11772688  0.19242141 -0.1392713  -0.05104159
  0.32001849  0.1093924   0.36324145 -1.76594278  0.66106283  2.55923629
 -1.57298327 -2.54891756  2.68742668  1.24868074 -2.90660114 -0.56591838
  1.95983027  0.20616043 -0.72117536 -0.73751097 -0.10171049  1.04511166
  0.34869859 -0.73381458 -0.35850989  0.14278465  0.9237055   0.        ]",0.15593191609087365,"[ 3.71600607e-04  4.81066810e-04  4.94543442e-05  3.89109657e-04
 -9.75429467e-06  2.95679476e-04]",-5.531976663207675,0.003958157407225313,0.8111402071260944,-0.03695640549535024,"[-0.11322148 -0.08395033 -0.06063037 -0.01446222  0.01313615  0.06861834
  0.10684114  0.13191335  0.16493488  0.18064436  0.14506877  0.06872527
 -0.03480031 -0.21474546 -0.32848183 -0.24770476 -0.1460692  -0.14158836
 -0.0667557   0.33090396  0.8549235   1.239691    1.09649565 -0.07577801
  0.00344173]","[ 4.24104555e-04  1.85369979e-05 -1.46173787e-03 -7.07614020e-05
  8.54295660e-04  2.25381125e-03]","[ 0.00210961 -0.0027347   0.00173872  0.00099191 -0.01217805  0.01028329
  0.00332699 -0.01033638 -0.0026269   0.00677698  0.0030391  -0.0027577
 -0.00303515  0.0005807   0.00238627  0.00098318 -0.00058636 -0.00020796
  0.00157797  0.00378444]",0.08573953762098148,0.8111402071260944,"[ 0.00210961 -0.0027347   0.00173872  0.00099191 -0.01217805  0.01028329
  0.00332699 -0.01033638 -0.0026269   0.00677698  0.0030391  -0.0027577
 -0.00303515  0.0005807   0.00238627  0.00098318 -0.00058636 -0.00020796
  0.00157797  0.00378444]"
ACN,"[ 0.04807758  0.05040069 -0.0700724  -0.16899484 -0.07197885 -0.09833764
  0.29377676  0.05269021 -0.0592704   0.05429884  0.04133325  0.0193106
  0.08787031  0.07839692 -0.1526728  -0.07464063  0.19147456  0.04795312
  0.12801513 -0.17476799  0.1672623   0.01536271  0.12717503 -0.00234848
  0.01886154  0.04958212 -0.0244426   0.07886417 -0.07078121 -0.11234565
 -0.15363745  0.08556108 -0.16462129  0.59711969 -0.23950812 -0.80007635
  0.17460653  1.28480427 -0.15225844 -1.17800042 -0.04518736  1.49151042
 -0.06788248 -0.92785648  0.44606823  0.12895318 -0.11603733  0.51901413
 -0.74848182 -0.42234263  1.52138549  0.50191404 -1.4019866   0.        ]",0.14639163944185288,"[-2.25015807e-03  1.44938451e-03 -1.45815086e-03  4.34698102e-04
 -4.71943090e-04 -3.72508339e-05]",-4.407756975651729,0.01218247329105395,0.8124985752971459,-0.037294011780993806,"[-0.11650629 -0.10025243 -0.06318182 -0.02589024  0.02509146  0.05936695
  0.09751724  0.14042959  0.16151214  0.17593481  0.157062    0.08017988
 -0.0732377  -0.23764849 -0.30855079 -0.25194263 -0.17451458 -0.18001938
 -0.04738961  0.30880209  0.87687392  1.26156978  1.13083059 -0.1086597
 -0.00363482]","[ 2.20394341e-05  1.68061648e-04 -1.51807232e-03 -1.17556009e-03
  5.22849912e-04  7.19658707e-04]","[ 0.00905169 -0.00538165 -0.0077878   0.00565855 -0.0006354   0.00187042
 -0.00371262 -0.00199175  0.00331208  0.00083737 -0.00118915  0.00034243
 -0.00064495  0.00046674  0.00035975 -0.00289805 -0.00030396  0.00523686
  0.00336291 -0.00349985]",0.08621101836807195,0.8124985752971459,"[ 0.00905169 -0.00538165 -0.0077878   0.00565855 -0.0006354   0.00187042
 -0.00371262 -0.00199175  0.00331208  0.00083737 -0.00118915  0.00034243
 -0.00064495  0.00046674  0.00035975 -0.00289805 -0.00030396  0.00523686
  0.00336291 -0.00349985]"
ADBE,"[-1.18604824e-03  1.34317444e-01 -8.95608038e-02 -1.33041323e-03
 -9.15453513e-02  8.10186705e-02  3.24499096e-01  4.60644458e-01
  3.61942790e-01 -8.68400676e-02  1.78230095e-01  4.56187299e-02
 -1.31602619e-01  8.61944523e-02  1.79757161e-01  1.04191469e-01
  1.64937819e-01  6.14548928e-02  4.86646955e-01 -2.44103066e-02
  1.39829905e-01  1.49618364e-01  1.28563109e-02 -1.57339522e-01
  2.16578253e-02  2.77595358e-01  1.16461448e-01  2.32680679e-01
 -8.91736130e-02 -2.97858341e-01  6.62180888e-02  1.30188657e-01
 -2.66175832e-02 -1.04458335e+00  8.48385964e-01  1.06974988e+00
 -2.18561668e+00  4.54251686e-01  2.86717838e+00 -1.67843673e+00
 -1.93033760e+00  1.48411930e+00  2.82376185e-01 -2.05805081e-01
  5.15709065e-01 -1.16480981e+00  1.97134191e-01  1.16598973e+00
 -1.07245613e+00 -6.48816009e-01  1.03164018e+00  1.19260186e+00
  1.86456684e-02  0.00000000e+00]",0.1592457680212949,"[2.84799764e-04 1.73109752e-04 1.56472188e-04 1.84479663e-04
 7.68425424e-05 2.68675548e-04]",-4.990250993926727,0.0068039565261291774,0.8114291432171743,-0.036479912027652925,"[-0.117013   -0.09592268 -0.06367426 -0.02079443  0.02545507  0.07143098
  0.11207473  0.13468588  0.16714057  0.17757267  0.14770656  0.07929984
 -0.0530979  -0.22560883 -0.31029624 -0.25099539 -0.14002949 -0.1647631
 -0.04646508  0.33446624  0.86066262  1.2253018   1.12963483 -0.08761755
  0.00428117]",[ 0.00046805  0.00013417 -0.00209004 -0.00065995  0.00082645  0.00116736],"[ 4.28058961e-03 -2.12319714e-03 -2.44991302e-03 -9.09809772e-04
 -3.50601401e-03  1.01201095e-02 -5.21146211e-03 -7.25595752e-03
  3.47039433e-03  2.58287997e-03  1.45603454e-03  3.27371900e-04
 -4.17898945e-03  1.07883522e-03  2.04215644e-03 -3.16167479e-03
 -6.91132957e-05  3.83961523e-03  4.91534432e-03  1.01191325e-03]",0.08598898005927154,0.8114291432171743,"[ 4.28058961e-03 -2.12319714e-03 -2.44991302e-03 -9.09809772e-04
 -3.50601401e-03  1.01201095e-02 -5.21146211e-03 -7.25595752e-03
  3.47039433e-03  2.58287997e-03  1.45603454e-03  3.27371900e-04
 -4.17898945e-03  1.07883522e-03  2.04215644e-03 -3.16167479e-03
 -6.91132957e-05  3.83961523e-03  4.91534432e-03  1.01191325e-03]"
ADI,"[ 0.03894734  0.0205955   0.01091746  0.28880594 -0.04385973  0.30958148
  0.22087611  0.40790319  0.2190942  -0.09258631  0.21385966  0.02230379
 -0.17536373  0.03247953  0.36898629  0.17477626  0.05008328  0.14366571
  0.57001411  0.08941204  0.1675543   0.14453574  0.03389385 -0.17318564
 -0.00463131  0.44494419  0.05185574  0.26152449 -0.14957861 -0.14669491
  0.25416308  0.20710607  0.1644861  -1.63644384  0.76497741  2.1500647
 -2.02616932 -1.40591536  3.15258897 -0.08026969 -3.00069556  0.68393808
  1.68919052 -0.28190861 -0.36095228 -0.55796492  0.05886475  0.87063362
 -0.38477506 -0.37393308  0.54737242 -0.10828144 -0.0686268   0.        ]",0.15917550366035904,[-0.00036685  0.00044855 -0.00010664 -0.0002177   0.0001773   0.0001196 ],-5.229299507765117,0.005357276719329391,0.8123003726792173,-0.03758006575961234,"[-1.14751755e-01 -8.85956742e-02 -6.23754685e-02 -1.46259474e-02
  2.18818470e-02  6.98439163e-02  1.07285315e-01  1.34498968e-01
  1.68735733e-01  1.76928130e-01  1.45187822e-01  7.50050009e-02
 -4.27599047e-02 -2.20664998e-01 -3.18270781e-01 -2.42755327e-01
 -1.30832932e-01 -1.53143963e-01 -4.08362769e-02  3.27927137e-01
  8.67238932e-01  1.22582051e+00  1.12111713e+00 -7.21213377e-02
  3.10530549e-04]","[ 5.77607768e-04 -2.85374013e-05 -1.70208664e-03 -2.00875977e-04
  1.06815536e-03  1.76631243e-03]","[ 0.00252142 -0.00237485  0.00060636 -0.00034791 -0.00890997  0.01133162
 -0.00057199 -0.01049588  0.00106151  0.00631447  0.00147815 -0.00192908
 -0.00245537  0.00084518  0.00141908 -0.00101518  0.00055504  0.002477
  0.00094103  0.00086841]",0.0859760673190494,0.8123003726792173,"[ 0.00252142 -0.00237485  0.00060636 -0.00034791 -0.00890997  0.01133162
 -0.00057199 -0.01049588  0.00106151  0.00631447  0.00147815 -0.00192908
 -0.00245537  0.00084518  0.00141908 -0.00101518  0.00055504  0.002477
  0.00094103  0.00086841]"
ADM,"[ 0.01182007  0.06942434  0.02203885  0.18545905 -0.01205672  0.14085713
  0.07075642  0.25572873  0.16382243 -0.09769113  0.05672866  0.05797572
 -0.13354547  0.00174111  0.22053965  0.10375223  0.08458389  0.04876974
  0.26121346  0.06489899  0.06680844  0.08170972  0.04925791 -0.08412285
 -0.03541765  0.18240091  0.12362924  0.13636239 -0.07016507 -0.1357967
  0.1539975   0.09077043  0.13841514 -0.80207816  0.42226419  1.09633374
 -1.01499278 -0.79029921  1.65405362  0.10252705 -1.62872617  0.12380268
  1.00096682  0.10122822 -0.40900448 -0.64584479  0.43007939  0.69596194
 -0.60139413 -0.42532711  0.4303327   0.6057689   0.38649389  0.        ]",0.16437925177193474,"[ 6.77740827e-04  3.67322384e-04  1.32358890e-04  5.99540276e-04
 -9.23316884e-05  3.24533876e-04]",-4.8179329925228735,0.008083478493066405,0.8117114845458121,-0.0371065423183733,"[-0.11455604 -0.09112393 -0.06154438 -0.01916939  0.01793339  0.06545366
  0.10554484  0.13425482  0.1621271   0.1781048   0.14682152  0.07403277
 -0.05087626 -0.2252273  -0.31582933 -0.252541   -0.16185221 -0.15593482
 -0.0586336   0.31869481  0.86687985  1.24374128  1.11076534 -0.09511988
  0.00474675]",[ 0.00021964  0.00019683 -0.00163548 -0.00044647  0.00069867  0.00160011],"[ 4.97238670e-03 -3.44673901e-03 -2.40895114e-03  2.44903933e-03
 -6.91467681e-03  7.12376568e-03 -2.74197813e-05 -6.60771559e-03
 -6.08161010e-04  4.05975394e-03  2.32485653e-03 -1.95471620e-03
 -2.80263375e-03  1.97018763e-03  1.22148532e-03 -2.07668647e-03
  5.53076579e-05  2.05864537e-03  3.31824679e-03  1.86790614e-03]",0.08577130256821926,0.8117114845458121,"[ 4.97238670e-03 -3.44673901e-03 -2.40895114e-03  2.44903933e-03
 -6.91467681e-03  7.12376568e-03 -2.74197813e-05 -6.60771559e-03
 -6.08161010e-04  4.05975394e-03  2.32485653e-03 -1.95471620e-03
 -2.80263375e-03  1.97018763e-03  1.22148532e-03 -2.07668647e-03
  5.53076579e-05  2.05864537e-03  3.31824679e-03  1.86790614e-03]"
