,priors,lt_0 - intercept,"fs_0 - beta(p=7,n=3)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,lt_0 - slope,"fs_1 - beta(p=365.25,n=10)"
A,"[ 0.04695176 -0.06170283 -0.02679516  0.10337803  0.09617909  0.12855898
  0.08995866 -0.19589765  0.0199635   0.16360877  0.07518711  0.05229634
 -0.08087063  0.02372837  0.18065996  0.12484771  0.17713274  0.02504158
  0.04661716 -0.12987593 -0.06604235  0.08085155 -0.04522306 -0.09176155
  0.19446666 -0.21375188 -0.20152247  0.07418267  0.0749381   0.16096587
  0.1221076   0.14407005 -0.14611388  0.62325046 -0.71072792 -0.21262705
 -1.48743548 -1.50386213 -1.10308604 -1.75343166  0.09053139 -1.02806714
  0.83759573 -0.46912549  0.65844113 -0.79723215  0.8541591  -0.51056803
  1.00642194  0.06779475  0.38001272 -1.24769227 -0.71836292  0.        ]",0.16574706560689165,[0.00054348 0.00034245 0.00047926 0.00046144 0.00013099 0.00026959],-5.321067268779886,0.00488753462752629,0.8109808702498473,-0.037765758190440896,"[-0.14327416 -0.11531176 -0.0795388  -0.03700425  0.0031608   0.04054229
  0.08998021  0.13861175  0.17810505  0.2022165   0.20369523  0.18123543
  0.1015213  -0.07036268 -0.25952173 -0.35871561 -0.29346482 -0.24595223
 -0.23471797 -0.13964119  0.35230203  1.09119612  1.83807416  1.54769288
 -0.01028221]","[-7.14511658e-04  5.02352394e-04 -3.99597679e-04 -1.84705477e-05
 -4.07628738e-04 -6.16336842e-04]","[ 0.01235717 -0.00416647 -0.00168119  0.00238952 -0.00608141  0.00034105
 -0.0063321   0.0005714  -0.00268542  0.00208948  0.00165552  0.00344142
 -0.00242538  0.00490799 -0.00129257  0.00257072  0.00061886  0.00044957
 -0.00183939 -0.00361824]",0.08446879324540868,0.8109808702498473,"[ 0.01235717 -0.00416647 -0.00168119  0.00238952 -0.00608141  0.00034105
 -0.0063321   0.0005714  -0.00268542  0.00208948  0.00165552  0.00344142
 -0.00242538  0.00490799 -0.00129257  0.00257072  0.00061886  0.00044957
 -0.00183939 -0.00361824]"
AAL,"[-0.06609226 -0.0024508  -0.09583214 -0.01951545  0.02717774 -0.14164214
  0.15959488 -0.02257126  0.04741695  0.02346694 -0.19798041 -0.01365505
  0.0633062  -0.03280321  0.05336504 -0.15416052  0.07978764  0.0036253
  0.05110742  0.05986123 -0.02553057 -0.02088259 -0.13503347  0.09707525
 -0.06600858 -0.0869656   0.05114929  0.12796617  0.01679096  0.09266298
  0.02669337  0.17524843  0.03250524  0.00653998 -0.08015531 -0.25383326
 -0.14859896 -0.27740691  0.61483947  0.44100405  1.18026608  1.09285149
  0.44767885  0.72656494 -0.63013147 -0.62855518 -0.3524772  -0.87085571
  0.56963908 -0.04419821  0.42942485 -0.79491421 -1.21635837  0.        ]",0.16282024073316392,"[ 3.77734625e-04  1.62164574e-03  2.84984828e-04  5.80313381e-04
  1.66183826e-04 -3.54680353e-05]",-4.606834015334689,0.009983375540500978,0.8086048051645601,-0.037207982400536396,"[-0.14487279 -0.11811363 -0.08093132 -0.04444918  0.00540105  0.04617037
  0.09057608  0.13376248  0.16693288  0.20024011  0.21108889  0.17776066
  0.09416887 -0.08953249 -0.26642632 -0.36438759 -0.29137017 -0.22509791
 -0.23000183 -0.15550368  0.33464071  1.12655225  1.76724746  1.57343853
  0.00589461]",[-0.00062036  0.00037658 -0.00056546 -0.00031684 -0.00016003 -0.00013055],"[ 1.05304831e-02 -2.35558550e-03 -2.08437357e-03  6.36832527e-03
 -2.50646270e-03  5.05291665e-03  5.68227816e-05  3.79022698e-03
  3.07800978e-03  1.69898899e-03  4.50294233e-03 -1.19220186e-04
 -2.06465051e-03  1.54881840e-03 -2.83160393e-03  1.12958283e-03
  1.13416707e-03  1.31063082e-03 -2.88328809e-04 -4.87174114e-03]",0.0840867562454225,0.8086048051645601,"[ 1.05304831e-02 -2.35558550e-03 -2.08437357e-03  6.36832527e-03
 -2.50646270e-03  5.05291665e-03  5.68227816e-05  3.79022698e-03
  3.07800978e-03  1.69898899e-03  4.50294233e-03 -1.19220186e-04
 -2.06465051e-03  1.54881840e-03 -2.83160393e-03  1.12958283e-03
  1.13416707e-03  1.31063082e-03 -2.88328809e-04 -4.87174114e-03]"
AAP,"[-1.70822242e-01  1.15939813e-01 -2.95524806e-01 -6.59587242e-02
  7.80156860e-02 -1.13435192e-01  4.51550250e-02  1.50987770e-01
  2.94197325e-02  2.79718351e-02 -2.59586785e-01  1.22377927e-01
  1.65941478e-01 -5.94411118e-02  6.38542088e-02 -5.20944831e-02
 -2.18439427e-01  1.79754566e-03  1.90410555e-01  5.10687890e-02
 -1.57613795e-01  1.85992505e-02  1.91696076e-01 -1.04592217e-01
 -2.19435345e-02  1.81928007e-03  4.39824850e-02  5.97728083e-02
 -1.41106032e-01 -3.40309117e-02  3.59557810e-02  1.00069863e-01
 -3.72049563e-02 -7.20715136e-01  2.92348649e-01 -2.15067239e-01
  1.16340789e+00  8.69771358e-01  9.21849548e-01  9.87035454e-01
 -1.96980289e-01 -7.26109283e-02 -9.20871552e-01 -1.08701873e+00
 -2.42107807e-01 -1.03050069e+00  9.35343541e-01 -5.69027030e-01
  6.72619626e-01 -7.62491279e-01  2.87836830e-01 -2.14590079e+00
  8.13592135e-01  0.00000000e+00]",0.16705788826751705,"[-7.14176752e-05 -9.03225575e-05  3.63115469e-07  1.29227593e-04
 -3.32268918e-05  1.61611722e-04]",-4.752661923497241,0.008628695677438304,0.8064034921919451,-0.036101727590487,"[-0.1494975  -0.11899754 -0.07939012 -0.04363502  0.0019032   0.05127519
  0.08940033  0.13392263  0.16437934  0.20672965  0.21660529  0.17645684
  0.09566723 -0.08290234 -0.28929529 -0.36486677 -0.27820052 -0.22853094
 -0.24502529 -0.14951708  0.39090907  1.08559796  1.77175562  1.587223
  0.00550901]","[-8.33404859e-04 -5.69029302e-05 -9.30569123e-04 -2.76674642e-04
 -3.55209984e-04 -4.17388412e-04]","[ 0.00845808 -0.00129378 -0.00210721  0.01023659  0.00077531  0.00582981
  0.00156425 -0.00028663 -0.00036053 -0.00190151 -0.00073574  0.00092663
 -0.00302937  0.00522269 -0.001996    0.00134045 -0.00070571  0.0007051
 -0.00421616  0.00090027]",0.08561482320643593,0.8064034921919451,"[ 0.00845808 -0.00129378 -0.00210721  0.01023659  0.00077531  0.00582981
  0.00156425 -0.00028663 -0.00036053 -0.00190151 -0.00073574  0.00092663
 -0.00302937  0.00522269 -0.001996    0.00134045 -0.00070571  0.0007051
 -0.00421616  0.00090027]"
AAPL,"[-0.05363133  0.13650551  0.0587772   0.18076347  0.05149317  0.35412394
  0.01227929 -0.23100188  0.03784083  0.01066154  0.15763557 -0.02683116
 -0.01920864  0.04875791  0.12045562  0.36035455  0.04403039  0.36743564
 -0.24035408 -0.07155202  0.20344419  0.0727368   0.08120801 -0.14349923
  0.0768819  -0.3185588  -0.40813476 -0.07371721  0.17741895 -0.01549422
  0.02567496 -0.00341515  0.05604575  1.58864072 -1.10668693  1.04636875
 -2.5665966  -0.39905468 -2.57888459 -1.06021798 -1.41703093 -0.72146603
 -0.47916599 -0.3558744  -0.32636538 -0.88626347  0.32419739 -0.69131615
  1.005141    0.07160767  0.72251985 -1.14457773 -0.60776915  0.        ]",0.1633437328231355,"[ 3.32074581e-04  4.07305182e-04  3.04144991e-05  2.14074733e-04
 -3.06021431e-05 -1.46325961e-05]",-5.824405158653472,0.0029545611248796167,0.8088667205549908,-0.0359187557961958,"[-1.41196861e-01 -1.13654289e-01 -8.06244968e-02 -3.06761632e-02
  9.28132387e-04  3.95500485e-02  9.08569851e-02  1.32496424e-01
  1.81161108e-01  1.99389066e-01  2.07070695e-01  1.82490209e-01
  9.85679974e-02 -5.36492165e-02 -2.70035917e-01 -3.25795177e-01
 -3.22585933e-01 -2.37069742e-01 -1.98749626e-01 -1.39143838e-01
  3.76233769e-01  1.08423919e+00  1.80868220e+00  1.52619778e+00
 -2.38773791e-02]","[-1.07585031e-03  7.66625126e-04 -9.22459615e-04 -2.23668799e-04
 -9.25684096e-04 -4.10429613e-06]","[ 0.01531761 -0.0053528   0.0023251  -0.00069924 -0.00250749 -0.00355895
 -0.00446132 -0.00407097 -0.00165434 -0.00146511  0.00239852  0.00016493
 -0.00281098  0.0034191  -0.001667    0.00228675  0.00048556  0.00151937
 -0.00162394 -0.00347015]",0.08513658852350292,0.8088667205549908,"[ 0.01531761 -0.0053528   0.0023251  -0.00069924 -0.00250749 -0.00355895
 -0.00446132 -0.00407097 -0.00165434 -0.00146511  0.00239852  0.00016493
 -0.00281098  0.0034191  -0.001667    0.00228675  0.00048556  0.00151937
 -0.00162394 -0.00347015]"
ABBV,"[-0.13299425 -0.04778286 -0.20384478 -0.04043798  0.14295503 -0.27056179
  0.26827146  0.04726306  0.08479821  0.09529979 -0.46848131 -0.02383634
  0.1218746  -0.15652669  0.0892318  -0.37303933  0.14398577 -0.10320995
  0.26135827 -0.05999449 -0.14675572  0.09125102 -0.23305822  0.16481003
 -0.04532446 -0.0609176   0.21790649  0.22986568  0.03973088  0.16726888
  0.04116369  0.4664318  -0.07982348 -0.60497624  0.11256074 -0.85199618
  0.56156079 -0.5531815   1.53769071  0.53910044  1.81697553  0.9349532
  0.58144307  0.28478642 -0.55042934 -1.33682436  0.35217851 -0.90312154
  1.17145432  0.28972084 -0.02636654 -1.78696025 -2.5752818   0.        ]",0.16855987460062313,"[ 2.22567226e-04 -3.80056002e-04  2.49808488e-04  9.46724386e-05
  6.31551973e-05  2.57723220e-04]",-5.424692749280957,0.004406419829501091,0.8071985963190552,-0.03762430164216605,"[-0.14742388 -0.1184028  -0.07788384 -0.04795739  0.0084507   0.04825749
  0.09159929  0.13674362  0.15615655  0.2004586   0.21375169  0.17047345
  0.09559609 -0.1037553  -0.26071762 -0.37611921 -0.27078425 -0.23791214
 -0.24764609 -0.13750203  0.31365631  1.13596842  1.76859733  1.57765022
  0.0162554 ]",[-0.00037964  0.00047422 -0.0003666  -0.00029006  0.00076642 -0.00050807],"[ 8.61141736e-03 -1.85313112e-03 -4.07257799e-03  8.46386733e-03
 -3.48449015e-03  7.57513919e-03  4.42111860e-04  5.79376722e-03
  2.52070586e-03  2.05648944e-03  2.94262022e-03  1.97743848e-04
 -4.03276893e-03  3.62597582e-03 -2.94817176e-03  2.91228055e-03
  2.43636433e-03  9.35363039e-05 -3.20896671e-03 -8.89714507e-03]",0.0834903742853015,0.8071985963190552,"[ 8.61141736e-03 -1.85313112e-03 -4.07257799e-03  8.46386733e-03
 -3.48449015e-03  7.57513919e-03  4.42111860e-04  5.79376722e-03
  2.52070586e-03  2.05648944e-03  2.94262022e-03  1.97743848e-04
 -4.03276893e-03  3.62597582e-03 -2.94817176e-03  2.91228055e-03
  2.43636433e-03  9.35363039e-05 -3.20896671e-03 -8.89714507e-03]"
ABT,"[ 8.67502693e-02 -1.71580514e-03  7.23933437e-02  8.14335182e-02
  3.07255534e-02  2.28540621e-01  2.68268306e-02 -2.52212772e-01
  5.20063913e-02  6.09722154e-02  2.09508600e-01 -9.47951286e-03
 -1.24101081e-01  6.22362743e-02  1.83451746e-01  2.63667111e-01
  1.47164319e-01  1.61149291e-01 -7.44060531e-02 -9.26723257e-02
  8.47471579e-02  4.67329913e-02 -5.87695416e-02 -7.85135403e-02
  1.58955980e-01 -2.95372393e-01 -2.65034716e-01 -5.61714410e-02
  1.11048849e-01  1.21185940e-01  1.90334458e-02  2.17030656e-02
 -4.60875829e-02  9.84876862e-01 -8.54263809e-01  1.63308788e-01
 -2.06814619e+00 -1.48718401e+00 -1.85061539e+00 -1.90194385e+00
 -4.99805123e-01 -1.06732233e+00  3.74682939e-01 -4.37214776e-01
  7.23772310e-02 -7.98742902e-01  1.26375117e-02 -6.98248736e-01
  4.87490775e-01  6.53608141e-02  3.40145971e-01 -4.05279776e-01
 -6.56664137e-01  0.00000000e+00]",0.1640324285948885,[ 0.00147036 -0.000231    0.00090389  0.00023245  0.00026379  0.00027912],-5.327592699486566,0.0048557451916710435,0.811817392603278,-0.03721154091833227,"[-1.40925559e-01 -1.16021908e-01 -8.12201071e-02 -3.42362245e-02
  1.44210482e-03  3.88402400e-02  9.13573028e-02  1.34648766e-01
  1.83372438e-01  1.99259168e-01  2.01845461e-01  1.83750511e-01
  1.02013061e-01 -6.14080251e-02 -2.62043870e-01 -3.45445536e-01
 -3.05743035e-01 -2.41414003e-01 -2.14270132e-01 -1.43257952e-01
  3.51659100e-01  1.09743712e+00  1.83268632e+00  1.53348294e+00
 -1.45589077e-02]",[-0.00105463  0.00056825 -0.00049691 -0.00029933 -0.00078939 -0.00029871],"[ 0.01347792 -0.00459789 -0.00043095  0.00067753 -0.0058737  -0.00170461
 -0.00681282 -0.00125099 -0.0027128   0.00074489  0.00191395  0.00153686
 -0.00246486  0.00254572 -0.0016647   0.00087552  0.00035485  0.00016498
  0.00060723 -0.0033705 ]",0.08480326147332076,0.811817392603278,"[ 0.01347792 -0.00459789 -0.00043095  0.00067753 -0.0058737  -0.00170461
 -0.00681282 -0.00125099 -0.0027128   0.00074489  0.00191395  0.00153686
 -0.00246486  0.00254572 -0.0016647   0.00087552  0.00035485  0.00016498
  0.00060723 -0.0033705 ]"
ACN,"[ 5.92758824e-02 -8.59087315e-02  2.84877957e-03 -2.12377520e-02
  5.58986745e-02 -2.27897746e-02  3.72232917e-02 -8.89340443e-02
  7.21173181e-02  3.71668578e-02 -3.34306117e-02 -3.17945162e-02
 -8.49421691e-02 -2.26306042e-02  1.15989163e-01 -8.05202535e-05
  9.11225317e-02 -1.27860987e-02  1.32222358e-01 -1.67307930e-01
 -5.10545120e-02  1.10252344e-01 -1.30803452e-01  4.25479500e-02
  1.16162511e-01 -1.04678839e-01  3.82860493e-02 -5.77505321e-02
  2.41764800e-02  1.50980873e-01  3.95980787e-03  1.81436141e-01
 -1.12653638e-01 -1.24455962e-01 -7.13771565e-02 -4.38604734e-01
 -2.85855279e-01 -1.00401825e+00 -1.50055189e-01 -1.00960887e+00
  1.65843883e-01 -9.98924847e-01  3.76764873e-01 -8.11621236e-01
  3.37478989e-01 -8.75321395e-01  3.63726909e-01 -4.71153177e-01
  2.54296998e-01 -5.17834064e-02 -4.41739949e-01 -1.95033373e-01
 -1.46279043e+00  0.00000000e+00]",0.17074118781690847,"[8.73196933e-04 6.50466233e-04 6.79116280e-04 3.02691770e-04
 2.87798170e-04 7.70145842e-05]",-4.952568751124277,0.007065236764278642,0.8112399101941112,-0.0379913234181688,"[-1.42590906e-01 -1.18294960e-01 -8.04057183e-02 -4.11993159e-02
  1.76572486e-03  4.39162917e-02  9.17049683e-02  1.34130938e-01
  1.73659352e-01  1.98559264e-01  2.03837193e-01  1.79091485e-01
  9.75945141e-02 -7.95420097e-02 -2.65818859e-01 -3.64242774e-01
 -2.84398121e-01 -2.50998684e-01 -2.31510134e-01 -1.32889689e-01
  3.36121841e-01  1.11787626e+00  1.82021344e+00  1.56762497e+00
  4.30296572e-03]",[-0.00112756  0.00034202 -0.00037599 -0.00041911 -0.0002099  -0.00053874],"[ 0.01013105 -0.00233885 -0.00260269  0.00590897 -0.00463859  0.00285155
 -0.00423598  0.00082149 -0.00273707  0.00109119  0.00036209  0.00255341
 -0.00255994  0.0035989  -0.00132471  0.0001878   0.00052933 -0.00189763
  0.00145698 -0.00573532]",0.08475296618799413,0.8112399101941112,"[ 0.01013105 -0.00233885 -0.00260269  0.00590897 -0.00463859  0.00285155
 -0.00423598  0.00082149 -0.00273707  0.00109119  0.00036209  0.00255341
 -0.00255994  0.0035989  -0.00132471  0.0001878   0.00052933 -0.00189763
  0.00145698 -0.00573532]"
ADBE,"[ 0.06023497 -0.02075132  0.10632025  0.14091663  0.09697341  0.18584348
  0.05275113 -0.29815938  0.05473908  0.04985486  0.13022492 -0.05138172
 -0.10145473  0.04773207  0.16161247  0.25003626  0.16658224  0.22585827
 -0.11711108 -0.17830902  0.11705167  0.11050818 -0.0673812  -0.04337235
  0.14180462 -0.29052744 -0.26860316 -0.09169894  0.12042102  0.15352009
  0.08460764  0.11983191 -0.05564587  1.21484463 -0.84570522  0.45078696
 -2.17248337 -1.11978814 -1.957111   -1.60593197 -0.56500092 -1.10207788
  0.56656199 -0.32391829  0.43042549 -0.8647589   0.41253262 -0.96021918
  0.76897074 -0.22758098  0.31156991 -0.90294058 -1.88255048  0.        ]",0.16208100062418127,"[ 1.61519305e-03 -7.53211728e-04  1.09267936e-03  5.28959446e-05
  3.27876432e-04  2.88617436e-04]",-5.6282990258456405,0.003594684595595418,0.8112600691790508,-0.03738646588984878,"[-0.14014393 -0.11461708 -0.07960932 -0.03532268  0.00206659  0.03738863
  0.09148837  0.13426845  0.18026902  0.19761468  0.20278428  0.18260751
  0.10025467 -0.06166662 -0.26049191 -0.3396355  -0.3106382  -0.24932921
 -0.21088605 -0.13311437  0.35008297  1.10344685  1.8295197   1.53206073
 -0.01490523]","[-1.15134886e-03  5.84136144e-04 -4.18881696e-04 -9.18475315e-05
 -5.02981744e-04 -3.28881234e-04]","[ 0.01412187 -0.00457976  0.00041488  0.00040338 -0.00474614 -0.00192975
 -0.00603377 -0.00146869 -0.0027783   0.00133929  0.00236576  0.00259318
 -0.00266879  0.00366311 -0.00248911  0.00174993 -0.00034886  0.00023153
 -0.00093603 -0.00708521]",0.08458882153409839,0.8112600691790508,"[ 0.01412187 -0.00457976  0.00041488  0.00040338 -0.00474614 -0.00192975
 -0.00603377 -0.00146869 -0.0027783   0.00133929  0.00236576  0.00259318
 -0.00266879  0.00366311 -0.00248911  0.00174993 -0.00034886  0.00023153
 -0.00093603 -0.00708521]"
ADI,"[ 1.00302440e-02 -3.52019883e-02  3.81147857e-02  1.22428305e-01
  5.40216055e-02  1.57820149e-01  1.24965655e-01 -2.67072605e-01
  8.47075130e-02  6.81974654e-02  5.15803573e-02 -4.96021305e-02
 -8.61794008e-02  3.63829435e-02  1.82933764e-01  1.44721869e-01
  2.13474603e-01  1.96631935e-01 -6.37214764e-02 -1.35884688e-01
  7.61904637e-02  1.01460205e-01 -1.59139429e-01  8.24059686e-05
  1.19752463e-01 -3.28665496e-01 -2.44462497e-01  3.72677696e-03
  1.62406706e-01  1.84219591e-01  6.67982003e-02  1.92945327e-01
 -4.04113947e-02  1.20266251e+00 -9.34294119e-01  1.89247613e-01
 -2.25795773e+00 -1.49798099e+00 -1.57569810e+00 -1.53522257e+00
  1.23937583e-01 -5.20569697e-01  7.06753742e-01 -3.34666951e-02
 -5.15700448e-02 -1.27892235e+00  2.00696499e-01 -1.17488364e+00
  1.18478977e+00  1.72065649e-01  5.75243457e-01 -7.61442263e-01
 -2.14823209e+00  0.00000000e+00]",0.16366606397782882,"[ 4.08507753e-04  1.50591349e-04  2.68593548e-04  1.78984088e-04
  4.11382671e-05 -8.41325456e-05]",-5.8698267606173555,0.0028233624092113244,0.8102048192164131,-0.037517215889286006,"[-0.14174937 -0.11493003 -0.08058597 -0.03620427  0.0043001   0.03848696
  0.09242121  0.13496883  0.1771227   0.19810448  0.2033702   0.18174033
  0.10151013 -0.06900884 -0.2567024  -0.34337937 -0.3045934  -0.24467567
 -0.21701503 -0.134929    0.33254253  1.11064287  1.82073328  1.52740702
 -0.01354731]",[-0.00090159  0.00072032 -0.00033803 -0.00014076 -0.00026047 -0.00028906],"[ 0.01402214 -0.00484224 -0.00037436  0.00014397 -0.00591247 -0.00087731
 -0.00569865  0.0006121  -0.00117652  0.00171315  0.0030269   0.0012143
 -0.00393657  0.0030923  -0.00310331  0.00294319  0.0009185   0.00116685
 -0.00057295 -0.00779238]",0.08410282148397738,0.8102048192164131,"[ 0.01402214 -0.00484224 -0.00037436  0.00014397 -0.00591247 -0.00087731
 -0.00569865  0.0006121  -0.00117652  0.00171315  0.0030269   0.0012143
 -0.00393657  0.0030923  -0.00310331  0.00294319  0.0009185   0.00116685
 -0.00057295 -0.00779238]"
ADM,"[-0.24833757 -0.01578743 -0.36816685  0.07620209  0.19081411 -0.19406212
  0.28150077  0.00699114  0.05638284  0.18644021 -0.45762914  0.11693814
  0.18557404 -0.0830937   0.16005116 -0.22714926  0.04982145 -0.01172939
  0.25245319 -0.06745064 -0.25623692  0.12097161  0.00927846 -0.03808933
  0.02982994 -0.14009672 -0.0315735   0.27660355 -0.04281     0.19033134
  0.23822437  0.45285385 -0.15197696 -0.06182105 -0.216707   -0.44813831
  0.15656221 -0.13252312  0.98891957  0.4757297   1.26369536  0.40051443
  0.61093042 -0.28441046  0.27545734 -1.87981117  1.79702432 -1.50955843
  2.40117338 -0.49209333  1.09050713 -3.59073394 -1.76424521  0.        ]",0.16177285257253277,"[ 2.37449185e-04 -3.98652432e-04  2.68701277e-04 -7.29326911e-05
  1.04513395e-04  1.60863404e-04]",-6.3148716548068125,0.0018091979475610513,0.8047742024215279,-0.03731942045466973,"[-1.51261492e-01 -1.15384898e-01 -7.66491756e-02 -4.58811492e-02
  8.63685820e-03  4.68681034e-02  9.02862171e-02  1.39920177e-01
  1.56783463e-01  2.07104301e-01  2.16569102e-01  1.73952560e-01
  1.00180253e-01 -9.37342948e-02 -2.68352119e-01 -3.66927119e-01
 -2.72538052e-01 -2.38751487e-01 -2.62280944e-01 -1.35456493e-01
  3.56793853e-01  1.09394261e+00  1.78186982e+00  1.56191173e+00
  7.58895844e-04]",[-0.0002319   0.00023955 -0.00035895  0.00036849  0.00068915 -0.00075552],"[ 0.01019405 -0.00276731 -0.002727    0.00729192 -0.00226327  0.00616342
  0.00023862  0.00411231  0.00103857  0.00208137  0.00165071  0.00258518
 -0.00562496  0.00762755 -0.0046755   0.00668341  0.0002869   0.00342524
 -0.0088689  -0.0067218 ]",0.08387861055009264,0.8047742024215279,"[ 0.01019405 -0.00276731 -0.002727    0.00729192 -0.00226327  0.00616342
  0.00023862  0.00411231  0.00103857  0.00208137  0.00165071  0.00258518
 -0.00562496  0.00762755 -0.0046755   0.00668341  0.0002869   0.00342524
 -0.0088689  -0.0067218 ]"
