,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.4347980313565874,0.5136808698127385,"[ 7.34399143e-04  5.34329497e-04  1.24373691e-05 -3.15891413e-04
 -1.16999941e-04 -2.21741207e-04]","[ 0.00966796 -0.00859046 -0.00916144  0.00868086  0.00027762  0.00525483
 -0.00075503 -0.00397498 -0.00122935  0.00266999  0.00416992 -0.00091502
 -0.00481683  0.00291271  0.00303326  0.00184489 -0.00178689 -0.00224918
  0.00470592  0.00462936]",-5.566896540834614,0.0038223244722555335
AAL,-1.3657376554132818,2.3168260855270146,"[-1.54657929e-03 -3.68829012e-04 -5.96529578e-04  4.11555049e-04
 -1.02760784e-04 -1.15393444e-05]","[ 1.29532882e-02  3.11937117e-03  7.41313324e-03  5.07339793e-04
 -1.28110598e-02 -6.17464881e-03 -3.36020491e-03  5.77623318e-03
  1.75709145e-03 -1.55489474e-03 -6.68708474e-04  3.40483795e-03
  1.61792384e-03  3.03439818e-03 -7.40047888e-04 -5.02990607e-04
  3.22048897e-04 -1.88399058e-05  6.85372635e-04  5.01455902e-03]",-5.3106389234353575,0.004938770213373743
AAP,-0.21001933433975836,1.1755711660795585,[-0.00024285  0.00066072 -0.00047321 -0.00061453 -0.00025447 -0.00068143],"[ 0.01140433 -0.00352617 -0.00152332  0.00419705 -0.00820867 -0.00058543
 -0.00226115  0.00469172  0.00567442 -0.00051406 -0.00084308 -0.00145451
 -0.00019842  0.00488376 -0.00051728 -0.00397565 -0.00229441  0.003097
  0.00497659 -0.0017394 ]",-5.14809072444764,0.005810487965616918
AAPL,-0.49479089136830773,1.447128175264924,"[-8.67107862e-04  4.84581153e-04 -3.79134323e-04 -2.68272526e-04
 -1.85878810e-06 -1.16171817e-06]","[ 0.01214277 -0.00199023  0.00030453  0.0021948  -0.01148705 -0.00128971
 -0.00174695  0.00744783  0.00785981 -0.00129632 -0.00118591 -0.00300354
 -0.00255424  0.00541113  0.00175384 -0.00113803 -0.00194504 -0.0011908
 -0.00108275  0.00323219]",-5.303257836823527,0.004975358568872719
ABBV,0.4389584677880994,0.510938439354928,[ 0.00054674  0.00027457 -0.00014079 -0.00077029 -0.00028725 -0.00047129],"[ 0.00981663 -0.00985337 -0.01156722  0.00818347 -0.00084731  0.0085299
  0.00353784 -0.00289429 -0.00130224 -0.00159262  0.00146142  0.00139812
 -0.00033397  0.00164699 -0.0017519  -0.00203433 -0.00101948  0.00110056
 -0.0022695  -0.00117091]",-5.075587141948701,0.00624741724183028
ABT,-0.4141992473734533,1.3593537239197888,[-0.00099589 -0.00015689 -0.00078138 -0.00030779 -0.00028706 -0.00087412],"[ 0.01226089 -0.00264092 -0.00157777  0.00211373 -0.01097304  0.00204616
  0.00289789  0.00585204  0.00475867 -0.00565453 -0.00425312 -0.00024904
 -0.00070148  0.00648159  0.00123888 -0.00158719 -0.0022001   0.00016182
  0.00238597  0.00541951]",-4.984362234756567,0.006844141591475474
ACN,0.4423489360428342,0.5202453348324204,"[ 2.31683691e-04  1.06084023e-03 -2.20891964e-04 -2.00874523e-04
 -8.79363298e-05 -2.74947468e-05]","[ 0.01024261 -0.00934466 -0.01078678  0.00712496 -0.00291914  0.00772685
  0.00262952 -0.00026223  0.00264019 -0.00065775  0.00205189 -0.00273794
 -0.00514427  0.00223455 -0.0001293   0.0019019  -0.00032953  0.00046666
  0.00264582  0.00106132]",-5.50404905545703,0.004070257330101998
ADBE,0.4441625826266117,0.5167915131945426,[ 0.00071335  0.00081412 -0.00016099 -0.00051876 -0.00013707 -0.00052862],"[ 0.01020855 -0.00761259 -0.00816506  0.00736672 -0.00215859  0.00558495
  0.00160345 -0.00144086  0.00121767 -0.00095479  0.00082396 -0.00227416
 -0.00604137  0.00375469  0.00079664  0.00382884  0.00034697  0.0008028
  0.00551687  0.00399267]",-5.128776848195041,0.005923801752993515
ADI,0.44680956145190226,0.5189111575882218,"[ 2.09484455e-04  1.58347420e-03 -3.44455714e-04 -7.09163739e-05
 -2.84268942e-04  1.18610977e-05]","[ 0.01111061 -0.00566451 -0.00489496  0.00468053 -0.00770592  0.00237448
 -0.0005552   0.00499232  0.00780548 -0.00078413 -0.00082623 -0.00481613
 -0.00424544  0.00607887  0.0019325  -0.00167539 -0.00368027  0.00138993
  0.00726075  0.00286883]",-5.060586765408259,0.0063418372502451695
ADM,0.435564926759379,0.5111355976737967,"[ 9.74795668e-04  5.37750558e-04  3.18868547e-04 -3.79360269e-04
  4.49770198e-06 -1.09290973e-04]","[ 0.00885301 -0.00893704 -0.00861418  0.01014316  0.00167688  0.00307429
 -0.00376149 -0.00364827  0.00082547  0.00404265  0.00270979 -0.00175448
 -0.00198518  0.00562411  0.00299129 -0.00475531 -0.00563054  0.00158841
  0.0098297   0.00041306]",-5.346120654735958,0.004766606490970677
