,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.45882267252634945,0.5201395979957185,"[ 2.63451643e-04  1.88628014e-06 -1.16675851e-04  1.89839309e-04
 -2.23909469e-04 -2.47544988e-04]","[ 0.01092299  0.00047784 -0.00268731  0.00151473 -0.00261537  0.00614367
  0.00074783 -0.0017126  -0.00019594 -0.00090142  0.00095051  0.0001829
 -0.00081009  0.00377034  0.00018367 -0.00028284  0.00118353 -0.00117587
 -0.00271937  0.00123191]",-6.46445852084476,0.001557834565837008
AAL,0.4624481013854037,0.5158046937838734,"[ 2.12148610e-04 -5.85831617e-04  2.30633633e-04 -1.17896220e-04
  2.03617576e-05 -8.90827521e-05]","[ 1.15014448e-02  1.40710383e-03 -1.44592256e-03  2.14306850e-05
 -4.52044760e-03  5.45475010e-03  7.47643298e-04 -2.06337375e-04
  3.93947102e-04 -1.06819408e-03  1.65421219e-03  5.73539972e-04
 -3.77779040e-04  1.55840713e-03 -3.02517270e-03  1.06589957e-04
  1.70643545e-03  1.35387017e-03  8.61490664e-06  2.23839266e-03]",-5.8689921271160985,0.0028257198657334844
AAP,0.46069857002835873,0.5170377022569288,"[ 2.57416280e-04  2.30338333e-04 -9.61761900e-06  2.82825778e-05
 -1.86867498e-05 -7.17257495e-05]","[ 6.32911798e-03 -2.30588434e-03 -8.42446312e-04  9.57880230e-03
  2.16508413e-04 -5.57678352e-04 -3.16882947e-03  7.84722521e-04
  1.44418426e-03 -1.36994524e-03  7.03511799e-04  1.30289764e-03
  4.63940440e-05  2.55167741e-03 -4.82970657e-04 -7.34511793e-04
 -7.03662470e-06 -7.85780949e-04 -3.57068540e-03  2.76955888e-03]",-6.126191434464561,0.0021848864178467546
AAPL,0.46484937839476675,0.511118265383447,"[ 2.83063634e-04 -4.47153713e-04  1.62552973e-04  2.06288878e-04
 -1.02341574e-04  1.96536209e-05]","[ 0.00931491 -0.00068975 -0.0024994   0.0049809  -0.00010694  0.00349539
 -0.00249662 -0.00195499  0.00075504  0.00110361  0.0021577  -0.00033207
 -0.00059136  0.00213488 -0.00226269 -0.00049683  0.00025608  0.00068473
  0.000387    0.00616135]",-5.34429162279116,0.0047753327443763585
ABBV,0.4580240204196584,0.5220932836741614,"[ 4.10057772e-04  2.18618059e-04  8.89322028e-06  7.86324275e-05
 -5.29619624e-05 -1.07059301e-04]","[ 0.00734888 -0.00265674 -0.0034306   0.00886859  0.00200674  0.0025208
 -0.00200197 -0.00147476  0.00043192 -0.0023117  -0.00098243  0.00284119
  0.0017467   0.00251063 -0.00107551  0.00047736  0.00137118 -0.00206055
  0.00087985  0.0018549 ]",-6.70242447908689,0.001227931197296644
ABT,0.4631304113094051,0.5161236633367469,"[ 7.25517308e-04  3.86593121e-04  1.30868696e-04  2.00660106e-04
 -1.00479035e-06  4.39014799e-05]","[ 7.49223526e-03 -1.77206615e-03 -1.74784418e-03  8.04671225e-03
  6.35753352e-04  9.66138924e-04 -3.39809232e-03 -5.22157368e-04
  1.27611709e-03 -1.89515699e-04  1.27115890e-03  1.10429069e-03
  5.89718301e-04  1.36418967e-03 -3.03027129e-03 -1.54378448e-04
  1.18052194e-03 -2.01070730e-05 -2.06120326e-03  5.95209924e-03]",-5.866593454501074,0.002832505978170451
ACN,0.45921621629045284,0.51475735473469,"[ 4.35876431e-05  7.13409596e-04 -1.24471288e-04  1.85941965e-04
  2.01028132e-05  1.71737810e-04]","[ 7.32518985e-03 -2.31783885e-03 -2.52547460e-03  8.53098688e-03
  9.21463916e-04  1.68477840e-03 -2.27443205e-03 -3.68864881e-04
  1.18418787e-03 -1.87834905e-03  2.11540492e-05  1.57857621e-03
 -3.56740374e-04  1.87114578e-03 -9.63004852e-04  2.64817947e-03
  3.21583269e-03 -2.38738564e-03 -1.70814321e-04  1.23232045e-03]",-6.065796687508592,0.002320908239178601
ADBE,0.4605658119773746,0.5157871827473266,"[2.53562177e-04 3.00579527e-04 3.27212362e-05 2.97356476e-05
 4.52331545e-05 4.06992528e-05]","[ 0.00794181 -0.00153957 -0.00183989  0.00735541  0.00013155  0.00115971
 -0.00326788  0.00026671  0.00227166 -0.0008668   0.00054679  0.00068317
 -0.00028064  0.0010829  -0.00281294  0.00234893  0.00278488 -0.00102217
  0.00121202  0.0046255 ]",-6.037625046095103,0.0023872217280584284
ADI,0.46098261921458894,0.5140199493418288,[ 0.00048293  0.00048337 -0.00016652  0.00024686 -0.00019599 -0.00021405],"[ 8.34280088e-03 -1.62390130e-03 -2.85852431e-03  7.32778153e-03
  1.54532951e-03  1.84862539e-03 -4.49687701e-03 -8.11980552e-04
  3.58840373e-03  3.02228347e-04 -1.13293712e-03 -1.21070490e-03
  6.65892430e-04  3.95139985e-03 -2.32728227e-03  1.30134565e-05
  2.55086377e-03 -6.97044871e-04  6.49326863e-05  5.17374558e-03]",-5.870513262163244,0.0028214248317038706
ADM,0.4588169068720556,0.5168794268917897,"[-1.21878892e-04  2.32263802e-04 -6.13729894e-05  7.72545322e-05
  4.18040004e-06  9.32919189e-05]","[ 8.96370853e-03 -1.68339460e-03 -4.34203295e-03  6.81196531e-03
  3.13598242e-03  4.01156764e-03 -4.19854332e-03 -3.97749105e-03
  1.24184740e-03  2.26462370e-03  1.07712623e-03 -8.67516006e-04
  4.33624540e-04  2.94120226e-03 -3.19845633e-03 -7.29454452e-05
  3.64883267e-03 -1.72710215e-05 -2.31851848e-03  2.81358661e-03]",-6.252568236476052,0.0019255026345349415
