,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,-0.2794361306762419,1.2538675207590766,"[ 1.70356089e-03 -2.32017106e-04  6.48173909e-04  5.69305628e-04
  8.05450045e-05  2.90269781e-04]","[ 0.007922   -0.00689525 -0.00674128  0.00499494 -0.00686926  0.00308785
 -0.00442896 -0.00080611 -0.00296901 -0.00251443  0.00186633  0.00011207
  0.0003613   0.00078142  0.001968    0.00083611  0.00180543  0.0035958
 -0.00068629  0.00425743]",-5.100947406065944,0.006090973206126633
AAL,0.4723692096947213,0.5044463292774669,"[ 1.56605245e-03  3.55789973e-04  3.01689740e-04  3.79685843e-04
 -1.38358377e-04  2.30614974e-05]","[ 1.10398023e-02 -6.23642529e-03 -1.62977406e-03  7.36956335e-03
 -1.10643126e-03  6.75978353e-03  7.53855868e-04  3.64586397e-03
  1.63088146e-04  1.21190995e-03  2.19374908e-03  1.73448390e-03
 -1.30285092e-03 -9.47440987e-04 -4.95304655e-04 -4.36239869e-03
  9.74459095e-05 -1.02010651e-03  3.83362471e-04  2.48773027e-03]",-5.071474344546436,0.006273164513596429
AAP,0.4735664512288323,0.5054764007180129,"[ 1.51899518e-04  1.80201767e-04 -1.58424314e-04  4.15919720e-04
  2.90447572e-05 -1.16421080e-04]","[ 0.01060023 -0.0062356  -0.0020159   0.00743362 -0.00103096  0.00667199
  0.00113818  0.0032047  -0.00016444  0.0005246  -0.00015126  0.0013279
 -0.00560775 -0.00023305 -0.00591869 -0.00203432 -0.003384    0.00092249
  0.0041829   0.00186042]",-5.047442332342464,0.006425747372854968
AAPL,0.4675716073276147,0.5059229809899473,"[ 1.39290470e-03  1.11941961e-03 -4.67864331e-05  5.34506102e-04
 -3.31943766e-04 -8.94227480e-06]","[ 0.01227222 -0.0076495  -0.0004534   0.00233716 -0.00139443 -0.00076074
 -0.001684   -0.0050266  -0.00358999 -0.00564593 -0.00053658 -0.00123393
 -0.00140926  0.00118423  0.00151285  0.00164343  0.00184931  0.00299926
 -0.00252493  0.0015217 ]",-5.579292215967734,0.0037752366255989476
ABBV,0.4703452965213782,0.5128552428239873,"[ 4.25366484e-04 -2.71160193e-04  3.00669155e-04  7.69339323e-05
  4.16875074e-05  2.21694380e-04]","[ 0.00725182 -0.00664818 -0.0076381   0.0061472  -0.00741879  0.00508294
 -0.00408763  0.00185932 -0.00145168 -0.00012971  0.00408959  0.00100506
  0.0021994  -0.00105594  0.00277099 -0.00416354  0.00086243 -0.00068541
 -0.00286554  0.00323228]",-5.794542997012769,0.0030441212813724907
ABT,0.4754658962183742,0.5021951287055219,"[ 2.54436728e-03  2.63685853e-04  1.07015787e-03 -5.12420270e-05
  4.49531753e-04  5.88845673e-04]","[ 0.01126929 -0.00652914 -0.00148218  0.00618357 -0.00145369  0.00480468
 -0.00051303  0.00112281 -0.00219031 -0.00101391 -0.00075116  0.00080994
 -0.00382107  0.000482   -0.00207874 -0.00022514  0.00043705  0.00260676
  0.00314697  0.00328767]",-4.667239646894842,0.009398176039408622
ACN,0.47616440149626066,0.5038253309584768,"[1.37042878e-03 9.13103434e-04 4.02688599e-04 7.91097494e-05
 9.97017877e-05 3.18205336e-04]","[ 1.18974619e-02 -6.53742180e-03 -5.36610522e-04  6.15093136e-03
 -4.56236622e-04  4.90302895e-03  5.62528750e-04  1.61693528e-03
 -7.28730659e-04  9.69712745e-05  1.40208866e-03  2.69171640e-03
 -1.28421035e-03  2.38996818e-03  3.31484303e-04  1.12715485e-03
  9.31022992e-04  1.98172804e-03 -7.07512950e-04  7.91226428e-05]",-4.731871833374415,0.008809964809931658
ADBE,0.47331873150424625,0.5024134270920984,"[ 4.31230814e-03 -1.51132487e-04  1.39718984e-03 -4.06282525e-04
  3.50815941e-05 -2.92878531e-04]","[ 0.0111601  -0.00687021 -0.00217913  0.00499047 -0.00318946  0.00313489
 -0.00326006 -0.00053129 -0.00488599 -0.00185882 -0.00174062  0.00121025
 -0.00264173  0.00169301  0.00023921  0.00065535  0.00113575  0.0012784
 -0.00165724 -0.00148142]",-4.858404076207573,0.00776286294816978
ADI,0.4744696783048133,0.5106404961733664,"[ 1.55330401e-03  9.80152006e-04  1.45544698e-04  3.35740862e-04
 -1.63517035e-04  4.08353561e-05]","[ 0.01240847 -0.00666054 -0.00046231  0.00592951 -0.0019441   0.00462707
 -0.00319381  0.00125075 -0.00616337 -0.00047787 -0.00348726  0.0015427
 -0.00351104  0.0005801   0.00092763 -0.00174583  0.00358384 -0.00020376
  0.00062037 -0.00049646]",-5.344204803138827,0.00477574735510292
ADM,-0.45338959955120967,1.4265882524618039,[ 0.000431   -0.0001547   0.00036217 -0.00040408  0.00024728  0.00010106],"[ 6.66675172e-03 -6.73623243e-03 -8.70727537e-03  5.95097059e-03
 -8.91153595e-03  4.66570093e-03 -6.00284259e-03  1.14745730e-03
 -3.61848027e-03 -8.76652343e-04  2.08341425e-03  8.21485274e-04
  7.70965220e-04  1.11931621e-04  1.80398046e-03 -8.81221915e-04
  5.78495675e-05  2.92446861e-03 -4.30533525e-03  6.59297159e-03]",-5.292927051553397,0.005027024344403851
ADP,0.4732048666207928,0.5007538794039957,[0.00127689 0.00137518 0.00046007 0.00022153 0.00024273 0.00067184],"[ 1.16079226e-02 -7.29370042e-03 -1.06155323e-03  3.40413601e-03
 -1.20010997e-03  7.70389541e-04 -4.36320307e-04 -3.22295596e-03
 -1.94755529e-03 -4.02894643e-03  1.61615816e-04 -3.62212805e-05
 -2.23063493e-03  1.53763998e-03 -1.91026901e-04  9.52304523e-04
  1.22082093e-03  1.23424079e-03  5.82142875e-04 -2.07830559e-03]",-4.758579960151503,0.00857778154459068
ADSK,0.4757772637026938,0.5084891186370215,"[ 1.86389029e-03 -4.86203443e-04  6.55250448e-04 -1.84501411e-04
 -2.06417518e-05 -2.40726113e-04]","[ 0.00907986 -0.00707359 -0.00530869  0.00440957 -0.00613461  0.00235629
 -0.00489175 -0.00129706 -0.00427172 -0.0022881   0.00097624  0.0012896
  0.00078659  0.00222955  0.00348241  0.00162016  0.00291408  0.0023366
 -0.00283069  0.00042862]",-5.073691923695463,0.006259268688013769
AEE,0.46748417908300216,0.5035052841099877,"[2.09332024e-04 8.59234246e-04 7.08892916e-05 4.06032513e-05
 1.79688651e-04 4.16791383e-04]","[ 1.10359826e-02 -6.08294646e-03 -1.49783682e-03  8.23382961e-03
 -6.41198635e-04  8.04673658e-03  1.76622186e-03  4.97531449e-03
  1.75908884e-03  2.02716320e-03  3.98652239e-03  1.84078026e-03
 -2.85917431e-05 -1.24098694e-03 -3.07797854e-04 -4.25146104e-03
 -2.09789904e-03  1.13021078e-04 -5.02260154e-03  4.82192974e-03]",-5.39330362685926,0.004546927145275843
AEP,0.4662332315646295,0.5076749653426699,"[ 3.38028508e-04  6.45896166e-04  9.32891273e-05 -5.89037535e-06
  9.19979309e-05  3.12728801e-04]","[ 0.01243291 -0.00631272  0.0006544   0.00734495  0.00151143  0.00665574
  0.0033617   0.00328483  0.00244998  0.00045352  0.00395304  0.00050364
 -0.0001935  -0.00215581 -0.00015147 -0.00525893 -0.00137045 -0.00089258
 -0.00410361  0.00371593]",-5.801431423109366,0.0030232241337566287
AES,0.4703385973930772,0.5078335484629272,[ 0.00014647 -0.00015365  0.00018272  0.00015358  0.00011551  0.00023058],"[ 0.00676437 -0.00654818 -0.00818851  0.00643315 -0.00762072  0.00520536
 -0.00371999  0.00156746 -0.00068712 -0.00071596  0.00466657  0.00084021
  0.00214466  0.00018366  0.00205831 -0.00088469 -0.00041438  0.00197346
 -0.00443633  0.00291547]",-5.444464101374504,0.004320154552283536
AFL,0.4737380920291876,0.503521950840149,"[ 1.16389097e-03  1.10877868e-03  1.17184994e-04 -1.29945687e-04
  1.01710571e-05  3.15975290e-05]","[ 0.01112124 -0.00702083 -0.00211089  0.00452172 -0.00288625  0.00250088
 -0.00272454 -0.0011211  -0.00436531 -0.00200235 -0.00161143  0.0019556
 -0.00296119  0.00344773 -0.00025083  0.00384895  0.00109762  0.00449068
 -0.00061711  0.00225132]",-4.905278369133466,0.007407380809714148
AIG,0.47274242975289454,0.5103925534711602,"[ 6.50827548e-04 -1.94779989e-04  2.55896274e-04 -1.50918501e-05
  1.04340857e-04  1.08964725e-04]","[ 0.0077805  -0.00680335 -0.00691616  0.00542056 -0.00702243  0.00398295
 -0.00463534  0.00082796 -0.00346452 -0.00023282  0.00087929  0.00278993
 -0.00095953  0.0025295   0.00051221  0.00103099  0.00078829  0.0022099
 -0.00044802  0.00247903]",-5.443962074022513,0.004322323932532159
AIZ,-0.3643044681202733,1.3458293108014476,"[-1.82675738e-04  1.62655583e-04 -1.66797349e-07  7.21397434e-04
  3.11208209e-04  3.85746992e-04]","[ 0.0073126  -0.00653158 -0.0071401   0.00618181 -0.00624222  0.00473964
 -0.00252254  0.00095182 -0.00067756 -0.00127196  0.00273982  0.0005403
 -0.00107088  0.00037399 -0.00129308 -0.00016944 -0.00132012  0.00262795
  0.00019772  0.00307421]",-5.0802827666213375,0.006218150481924187
AJG,0.47349158360003146,0.509363896926227,[0.00083519 0.00105512 0.00020596 0.0002601  0.00022461 0.00047486],"[ 0.00763237 -0.00719342 -0.00692026  0.00390716 -0.00658497  0.00177893
 -0.00365748 -0.00159533 -0.00226862 -0.00198654  0.00165836  0.00218354
 -0.00083629  0.00301422  0.0005055   0.00158879  0.00204994  0.00111052
  0.00356855 -0.00198774]",-5.325413110302473,0.004866340263629221
AKAM,0.47045225125461426,0.5042942376573113,"[ 1.42385803e-03  5.71665612e-04  4.13972007e-04 -2.50491168e-04
 -5.53690037e-05  5.69251604e-05]","[ 0.01119873 -0.00742898 -0.00235344  0.0032386  -0.00376137  0.0008302
 -0.00409237 -0.00264637 -0.0052736  -0.00277114 -0.00078975  0.00190685
 -0.00032713  0.00335709  0.00339789  0.00250802  0.00340321  0.00212572
 -0.00334045 -0.00053742]",-5.224471157649886,0.00538320607462314
ALB,-0.22974589404868645,1.2176825399846545,"[-4.63676308e-04  1.89312769e-04 -1.26039071e-04 -2.42022893e-06
  2.27787674e-05  1.26348584e-04]","[ 8.12057346e-03 -7.05075104e-03 -6.28903734e-03  4.55870961e-03
 -6.04115135e-03  2.81536560e-03 -3.04120855e-03 -2.86917353e-04
 -9.84515769e-04 -7.35183543e-04  4.13094308e-03  3.16244811e-03
  2.29921511e-03  3.31737141e-03  3.35702280e-03  1.07735510e-03
  2.01138910e-03  3.42536564e-05 -2.26918013e-03 -3.53759964e-03]",-5.093435981409579,0.006136897354412695
ALGN,0.46945008492359175,0.5012019809672945,[-0.0003511   0.00099066 -0.00012636  0.00011056  0.00013214  0.00052463],"[ 1.05312194e-02 -6.64053328e-03 -2.51248836e-03  5.70150641e-03
 -2.14072934e-03  4.15341116e-03 -7.36597937e-05  6.01118139e-04
  1.17264771e-04 -9.96191809e-04  3.30263154e-03  1.57695521e-03
  6.37301696e-04  1.45676583e-03  2.00452824e-03 -9.52449015e-05
  2.76770004e-03  4.56392775e-04  2.41080251e-03 -2.63009117e-03]",-5.076169526319746,0.00624377990293671
ALK,0.46554030253558676,0.5060619472713622,"[ 7.63974077e-04  1.72163418e-04  3.69526038e-05  2.30157230e-04
 -1.00478479e-04 -4.85584741e-05]","[ 0.01320364 -0.00701685  0.00180236  0.00480553  0.00251493  0.0030528
  0.00371047 -0.00053935  0.00177302 -0.00230055  0.00250855 -0.00076749
 -0.0015281  -0.002158   -0.00077379 -0.00492787 -0.00060553 -0.00056076
 -0.00198907  0.00531699]",-5.75767375886451,0.0031584503764414706
ALL,0.4724566340012153,0.5073738332326017,[ 0.00134989  0.00115742  0.00025178 -0.00019359  0.00013135  0.00015666],"[ 0.01380679 -0.00654879  0.00211963  0.00623094  0.00166335  0.00488784
  0.0013011   0.00116193 -0.00148543 -0.00111309  0.0001145   0.00044997
 -0.00196124 -0.0001794   0.00040161 -0.00145278  0.00096416  0.00130348
 -0.00235396  0.00192136]",-5.285961032929047,0.00506216494254168
ALLE,0.46943512925437475,0.50513122010336,"[ 1.67125592e-03  7.74426303e-04  2.75351819e-04  3.45065445e-05
 -1.74772893e-04 -6.64434026e-05]","[ 0.01218428 -0.00695943 -0.00023721  0.00460901 -0.00051484  0.00247126
 -0.00022005 -0.00143458 -0.0024409  -0.00267117 -0.00096448  0.00094397
 -0.00352042  0.0024527  -0.00122103  0.0026912   0.00153588  0.00323769
  0.00369235 -0.00010624]",-5.375203314598381,0.004629977295858056
AMAT,0.47293826951417767,0.5032454838235841,[ 0.00183694  0.00091926  0.00021686  0.00029389 -0.00017696 -0.00010956],"[ 1.10689960e-02 -6.33969724e-03 -2.14064171e-03  6.95767905e-03
 -2.81302873e-03  6.00057299e-03 -2.47922829e-03  2.59294909e-03
 -3.94530931e-03  2.87650796e-04 -1.11360585e-03  1.58893526e-03
 -2.53747159e-03  3.15544570e-04  7.32869594e-05 -1.39510042e-03
  1.23728819e-03  1.31365155e-03 -8.11085066e-04  2.42514726e-03]",-4.938185905099206,0.007167589272539264
