,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.4460649761177215,0.5193775236549741,"[ 8.30369336e-05  2.87655479e-04 -9.50340757e-05  4.74027466e-05
 -1.73816076e-06 -4.67565345e-05]","[ 0.00782344 -0.0095501  -0.00805963  0.01159801  0.00174586  0.00157012
 -0.00307229 -0.00138654  0.00286286  0.00019259 -0.00070797 -0.00133481
 -0.00153595  0.00316753 -0.00230969  0.0010105   0.00170276  0.00143575
  0.00054061  0.00586791]",-6.132401458952224,0.0021713602620375455
AAL,0.44593482498436543,0.5188257549589556,"[-1.11180792e-03  7.01663388e-05 -4.38933596e-04  1.78059794e-04
 -8.58255889e-05  1.95009138e-05]","[ 1.26726133e-02 -2.03230767e-03  1.77192685e-03  1.48946370e-03
 -1.12309374e-02 -1.69972198e-03 -1.18848235e-03  7.26496438e-03
  3.88258219e-03 -1.59122098e-03  1.24037954e-03  1.59410963e-03
  6.75129446e-04 -8.41477157e-04 -4.66001111e-03 -3.10338879e-04
 -4.79656978e-05  9.24239962e-04 -3.01099184e-03  7.56348570e-03]",-6.032208261008859,0.0024001878808401263
AAP,0.45269618338545664,0.520206245244838,"[-5.22176770e-04  1.27480567e-04 -3.80291581e-04 -2.01665080e-04
 -6.76360422e-05 -3.41996412e-04]","[ 1.28453558e-02 -2.67869517e-03 -8.85581406e-05  2.06639449e-03
 -8.86167339e-03  2.44002424e-04 -5.90538279e-04  3.45565631e-03
  1.38929691e-03 -4.95201444e-04  1.45998050e-03  9.25987913e-04
 -1.17376622e-03  2.48823643e-03  4.49587894e-04 -5.44489259e-04
 -1.30925094e-03  2.63787846e-04  4.42190585e-03  5.56532819e-04]",-5.443289881360933,0.004325230343685269
AAPL,0.4478163087928892,0.5186037203623053,"[-8.26928112e-04  5.78939121e-05 -2.53040628e-04 -1.54777279e-04
 -3.69967466e-06  4.88500466e-05]","[ 1.25071611e-02 -2.99604856e-03 -1.53757309e-06  2.24292147e-03
 -9.80009753e-03 -5.02821659e-04 -1.12581552e-03  6.18796933e-03
  4.75347746e-03 -1.12357206e-03  2.11437245e-04 -1.35070302e-03
 -1.81787093e-03  2.91870903e-03 -2.17479770e-05 -1.62254690e-04
 -1.00287497e-03 -9.40615852e-04 -1.43333941e-03  3.78895959e-03]",-5.814651876752051,0.002983518778954233
ABBV,0.4486309012039252,0.5152555481010977,"[-1.58392659e-04 -1.94816498e-04 -4.44550046e-05 -1.86382895e-04
  1.32463410e-04 -2.38754350e-04]","[ 0.01131638 -0.00588167 -0.00573663  0.00591589 -0.0019355   0.00403728
 -0.0001742  -0.00416933 -0.00291545  0.00142618  0.00194509  0.00160255
 -0.00068115  0.00500926  0.00299517 -0.00309913 -0.00211815  0.00017469
  0.00134    -0.00581126]",-5.513644264229566,0.0040313891337006675
ABT,-0.3759883914549989,1.3341462944720195,"[-7.28515982e-04  4.40289322e-05 -4.58172555e-04 -2.68557010e-05
 -1.74540653e-04 -3.43931311e-04]","[ 0.01278948 -0.00359088 -0.0019326   0.00199277 -0.00930583  0.00231057
  0.00186942  0.00443711  0.00252107 -0.00336263 -0.00115383  0.00032006
 -0.00102769  0.0040599   0.00073004 -0.00083727 -0.00179649 -0.00033684
  0.00151638  0.00451627]",-5.468154019152305,0.004219013191515736
ACN,0.45050908905716797,0.5209752590763236,"[-1.98381669e-04  4.93232380e-04 -1.91190303e-04  6.60742950e-05
 -1.54358631e-05  6.40998234e-05]","[ 9.79383640e-03 -7.81082776e-03 -7.12297215e-03  8.22210955e-03
 -1.27097571e-03  3.37131798e-03 -3.73541571e-04 -1.11625928e-03
  1.47281633e-03 -9.05360602e-04 -6.05654443e-04 -1.18118634e-03
 -2.80239957e-03  4.40105878e-03  2.56133555e-04  1.60930479e-03
  2.02801217e-03  8.75240505e-04  2.70615377e-03  2.61107964e-05]",-5.763895679252328,0.0031388597584827947
ADBE,0.4507135683861403,0.5189811062391019,"[ 3.15144633e-04  2.69808981e-04 -6.15025169e-05 -2.80657109e-04
 -8.14610602e-05 -2.24499154e-04]","[ 1.01685859e-02 -7.94725753e-03 -7.72502620e-03  7.46901642e-03
 -2.23285124e-03  4.16711244e-03 -2.69754215e-06 -1.86262620e-04
  2.56728346e-03 -2.59564514e-04  7.43214897e-04 -2.62975828e-03
 -3.76087905e-03  3.01017931e-03 -9.10374735e-04  1.08853267e-03
 -1.71325565e-04  1.81685744e-03  2.07468991e-03  3.08013293e-03]",-5.567930250183666,0.0038183753411919585
ADI,0.4501583800889959,0.5179720506892128,"[-7.16451324e-05  7.41033777e-04 -4.59179962e-04  9.16142914e-05
 -1.90776052e-04 -6.49739633e-05]","[ 0.01214864 -0.00483847 -0.00373264  0.00315423 -0.00795294  0.0029733
  0.00104294  0.00420828  0.0045483  -0.0015728   0.00016265 -0.00385473
 -0.00510818  0.00411109  0.001392    0.00129983 -0.00259814  0.00107551
  0.007562    0.00530804]",-5.487496624478107,0.004138190663490043
ADM,0.4454936689411042,0.5163874954982841,"[ 3.70698826e-04  2.43149476e-04  9.04220763e-05 -1.33398554e-04
  4.55871418e-05 -1.84094207e-06]","[ 0.00931372 -0.00758593 -0.00592838  0.00912174 -0.00027846  0.00117318
 -0.00319318 -0.00169273  0.00116719  0.00167943  0.00099286 -0.00041423
 -0.00097735  0.00386574  0.00037196 -0.00202522 -0.00249097  0.00157909
  0.00571169  0.00153243]",-5.943317274155007,0.0026233129529087858
