,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.4722885215420816,0.507502011040986,"[ 6.85411283e-04 -2.14167028e-04  2.98061952e-04  4.34322279e-04
 -7.05721688e-05  2.25064080e-04]","[ 9.44429834e-03 -7.42167897e-03 -2.74141833e-03  2.41710000e-03
 -5.04854401e-03 -1.16009000e-04 -5.52617920e-03 -4.52726359e-04
 -4.01566324e-03  1.67305526e-03  1.17962498e-03  4.88210877e-03
 -1.25689937e-03  3.37772624e-03 -1.06206344e-03  1.24912499e-03
 -8.29538563e-05  1.27225952e-03 -3.33525911e-04 -3.09317190e-03]",-5.210653613076659,0.005458105032684909
AAL,-0.0616722986473441,1.037318142544181,"[ 5.54412189e-04  4.89475110e-04 -3.40190110e-05  3.08962851e-04
 -1.01425354e-04  9.45719855e-06]","[ 0.00710697 -0.00560986 -0.00432443  0.00681884 -0.00348002  0.00574469
 -0.00066001  0.00306727  0.00101251  0.00090881  0.00346975  0.00124185
 -0.00232915  0.00017098 -0.00354716  0.00013925 -0.00083791  0.00127237
  0.00074134 -0.00552631]",-4.570094647445519,0.0103569794095782
AAP,-0.22213635178294355,1.1963899502386024,"[ 1.77826266e-04 -3.70109452e-04  1.44616316e-05  2.23289404e-04
 -1.75982936e-04 -7.51877685e-05]","[ 0.00663137 -0.00432215 -0.00267319  0.00887837  0.0001537   0.00558447
  0.00189092 -0.00102441 -0.00090617 -0.00315855 -0.0001737   0.00182869
 -0.00300633  0.00388609 -0.0009239   0.0019627  -0.00167245  0.00122691
 -0.00400787  0.00086606]",-4.749756806801725,0.008653799492411636
AAPL,0.46715345878886744,0.5097510343458489,"[ 2.46377875e-04  2.85292110e-04 -3.86867767e-05  1.29895989e-04
 -4.27489850e-05 -3.95649800e-06]","[ 0.01104692 -0.00788587 -0.00010874  0.00075335 -0.00279969 -0.00375082
 -0.00446117 -0.00507838 -0.0042195  -0.00235991  0.0006447   0.00177708
 -0.00203563  0.0009882  -0.00205888 -0.00027143 -0.00019441  0.00103365
  0.00100697 -0.0033132 ]",-5.7760788584499965,0.0031008504746683364
ABBV,-0.4918404454763734,1.4612098655639425,"[-1.15162345e-04 -2.69653714e-05  8.48202681e-05 -6.68508679e-05
  1.08054637e-04  1.43887799e-04]","[ 5.31128795e-03 -3.08530026e-03 -3.08603165e-03  1.07686443e-02
 -8.66244681e-05  6.74530783e-03  4.13158856e-04  8.96972006e-04
 -8.81130526e-04  9.93895687e-04  3.31647374e-03  4.24817861e-03
  4.39183807e-04  1.53346192e-03 -2.07533179e-03 -7.36099001e-04
 -9.96451586e-04  1.19975886e-03  1.38296146e-03 -5.85113549e-03]",-5.161834813667162,0.0057311743955241355
ABT,0.47121869163973457,0.5072119408236,"[ 1.49615588e-03 -5.95134439e-04  7.54062312e-04  2.26772035e-04
  8.84825152e-05  1.52385174e-04]","[ 1.08001441e-02 -8.15239064e-03 -1.33021185e-03  5.77463762e-04
 -4.54810753e-03 -2.64308781e-03 -5.53728717e-03 -2.46660262e-03
 -3.69285194e-03  2.28902121e-04  1.90162225e-03  3.14625663e-03
 -9.01767255e-04  1.35244810e-03 -1.49371575e-03 -1.48528934e-04
  7.09605688e-05  1.25835452e-03  1.44941010e-03 -2.71735226e-03]",-5.275140592027189,0.005117237214942667
ACN,0.47118099522976437,0.5070360763035944,"[ 1.45264680e-03 -3.12960146e-05  5.91866592e-04  4.89164365e-04
  5.13123268e-05  3.39056913e-04]","[ 0.00948063 -0.00786893 -0.00367445  0.00258278 -0.00495974  0.00213055
 -0.00214374  0.00101231 -0.00036729 -0.00109318  0.0012373   0.00071241
 -0.00284024  0.00234948  0.00049787  0.00125479  0.00224434 -0.00126037
  0.0002056  -0.00450149]",-5.264447335146411,0.005172250759772603
ADBE,0.4680225225834256,0.5061550201007181,[ 0.00137047 -0.00118056  0.00110018 -0.00015698  0.00035933  0.00028748],"[ 0.00879048 -0.00590747 -0.00078305  0.00408655 -0.00233249 -0.00208566
 -0.0062416  -0.00470033 -0.00720509  0.00067393  0.00073182  0.00612125
  0.00047323  0.00135435 -0.0031052  -0.00307374 -0.0030378   0.00036454
  0.00391189 -0.00558225]",-5.441547852204962,0.004332771587676617
ADI,0.4663300460150154,0.5072556982795697,"[-4.06928308e-05 -9.01955150e-04  2.76267391e-04 -8.87769248e-05
  2.93508942e-05  3.43243940e-05]","[ 9.90271957e-03 -8.27930964e-03 -3.49566992e-03  1.55549502e-03
 -5.62027290e-03  6.41524786e-04 -3.94660849e-03  8.93781615e-05
 -2.26910322e-03 -6.40893402e-04  4.83772868e-04  1.70400840e-03
 -3.08780955e-03  2.09386162e-03 -1.44493644e-03  2.55183230e-04
 -2.16891518e-04 -5.72928503e-04  1.00452617e-03 -4.61106171e-03]",-5.667203715966918,0.0034575199790777885
ADM,0.4626793711689233,0.5073519632565293,"[ 1.54266426e-04 -5.69462515e-04  2.88390266e-04 -3.46482681e-05
  8.37491942e-05  1.28322479e-04]","[ 0.00358524 -0.00213455 -0.00421504  0.01260637 -0.000762    0.007671
 -0.0019877   0.00095074 -0.00478942  0.00228723 -0.00039585  0.0068676
 -0.00382177  0.00416581 -0.00651062  0.00245532 -0.00405524  0.00373767
 -0.00284405 -0.00794811]",-5.921381374691652,0.0026814934701522657
