,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.4586464650675172,0.5220609440806934,"[ 2.14127197e-04 -5.02575756e-04 -9.50848860e-05  1.95861137e-04
 -3.36079985e-04 -3.75615666e-04]","[ 0.00913019 -0.00020491 -0.00049643  0.00293092 -0.00479232  0.00376008
  0.00128732  0.00092329 -0.00045776 -0.0016753   0.00325946  0.00156202
 -0.0015089   0.00059672 -0.00038394 -0.00018509 -0.00167399 -0.00122935
 -0.00427871  0.00295691]",-5.9492251411273935,0.0026078604595383727
AAL,0.45684343986573295,0.5210629525590974,"[-4.54165383e-06 -5.67176422e-04  1.13669961e-04 -2.05524935e-04
  1.26326876e-04 -2.22101924e-05]","[ 9.72895723e-03  9.43311988e-04  9.53432759e-04  1.76171371e-03
 -6.32676449e-03  2.82383882e-03  8.27977652e-04  2.07988749e-03
  1.18767747e-04 -1.22434648e-03  4.05977165e-03  1.36749602e-03
 -1.56475409e-03 -8.83767442e-04 -2.92226821e-03  7.92439149e-06
 -1.00208155e-03  2.19842752e-03 -1.08678551e-04  2.41528188e-03]",-5.908564472125682,0.0027160831031579286
AAP,0.460259464158212,0.518669360412035,"[ 1.19848477e-04 -5.66071883e-04  1.95146034e-04 -2.44461216e-04
  3.21345042e-05 -1.70365360e-04]","[ 4.80985694e-03 -3.95737754e-03 -1.62890197e-03  9.83256661e-03
  4.77708066e-04 -7.94199473e-04 -4.12094445e-03  2.04200601e-03
  4.07747512e-03 -1.54500149e-03 -1.30037025e-05 -5.76150945e-04
 -5.17388282e-04  1.36740417e-03 -3.73263796e-03  8.37560700e-04
  1.27116772e-03  7.88850970e-04 -2.94430120e-03  7.07847252e-03]",-5.634468758624065,0.003572574628647503
AAPL,0.461490411804595,0.5171049267793428,"[ 1.83059332e-04 -8.93085862e-04  1.89717066e-04 -4.88387711e-06
  1.53774788e-04  1.52120370e-04]","[ 6.84900114e-03 -2.58102602e-03 -2.00927541e-03  7.04459449e-03
 -5.46536655e-04  2.48737926e-03 -1.03091627e-03 -8.97700169e-04
 -3.95747109e-04 -9.74694823e-04  2.42798516e-03  1.40421860e-03
 -1.66161198e-03  1.45471412e-03  8.80243591e-05  8.35322644e-04
 -1.05105539e-03 -8.43536179e-04  2.12072768e-03  4.31039986e-03]",-5.415418605849215,0.004447475683694093
ABBV,0.455038880852524,0.5243198622642493,"[ 2.40320407e-04  6.10313525e-05 -3.02752320e-05 -3.04367710e-05
  5.52145912e-06 -1.05326437e-04]","[ 0.00615304 -0.00465517 -0.00496063  0.00834768  0.00103412  0.00452412
 -0.0005576  -0.00116029  0.00132647 -0.00118948  0.00130244 -0.00050593
 -0.00055494  0.00188956 -0.00347935 -0.00228994 -0.00161978  0.00367067
 -0.00365493  0.00347824]",-6.40091945562132,0.0016600302471228912
ABT,0.4616749595489997,0.5193697737727548,"[ 7.52332034e-04 -1.48622415e-04  2.86750944e-04  2.11837949e-04
 -6.10339892e-05  9.45522508e-06]","[ 5.51398619e-03 -3.74480490e-03 -2.38098097e-03  9.16402258e-03
  1.08993288e-03  1.01807787e-03 -2.93083129e-03 -5.32833887e-04
  1.04411670e-03 -5.97457538e-04  1.77704651e-03  9.57048600e-04
 -7.35802952e-04  9.04563273e-04 -2.31497239e-03  6.05049949e-04
  9.25662709e-05  1.84196590e-04 -9.15490431e-04  6.05888234e-03]",-5.567825900808128,0.003818773807063855
ACN,0.45905464861771866,0.5250175138377594,"[ 4.94699239e-04  1.72185776e-04  1.26737758e-04  2.56526842e-04
 -5.11802505e-06  1.45240491e-04]","[ 6.45083654e-03 -3.51100590e-03 -3.11203687e-03  7.65252362e-03
 -1.66691893e-04  3.18108209e-03 -4.56150313e-04 -3.55980909e-04
  9.29534678e-04 -2.15965962e-03  8.71535074e-04  1.19983454e-04
 -2.18919213e-03  2.52041151e-03 -4.18099107e-04  1.75377725e-03
  1.86722769e-03 -9.54470696e-05 -4.90401600e-04  3.08922487e-05]",-6.147336706552464,0.002139171431311957
ADBE,0.46388061049741985,0.5210855772376691,"[ 5.38854263e-04 -1.66904436e-04  2.84952762e-04  5.09577935e-05
  5.33997819e-05  7.23302109e-05]","[ 6.50692435e-03 -1.51491810e-03  3.29919516e-04  7.59994607e-03
 -4.98041151e-05 -8.26771280e-04 -4.44049627e-03 -1.01591947e-03
 -5.47370500e-04  1.27636849e-03  2.99575326e-03  2.55387033e-03
  4.76559183e-04  1.76308918e-03  6.10810226e-04 -1.30424607e-03
 -8.28824011e-04 -2.15955018e-03 -2.61867242e-03  3.35121191e-04]",-5.520205200723539,0.004005026023526341
ADI,0.4583096753931098,0.5234971603520964,"[ 1.99999565e-04 -3.03556597e-04 -6.63558203e-05  2.42794989e-05
 -6.64897910e-05 -1.78046360e-04]","[ 0.0064594  -0.00272257 -0.00165152  0.00760158 -0.0004398   0.00153855
 -0.00170182 -0.0001016   0.00077968 -0.00149535  0.00092692  0.00061829
 -0.00162587  0.00339368  0.00167898  0.00057861 -0.00019853 -0.00139196
  0.00202051 -0.00016041]",-6.09621759207765,0.002251367224280648
ADM,0.4546463765116715,0.5254178575058654,"[ 2.49877291e-06  7.98407293e-05 -8.89411203e-05  2.15603963e-05
 -3.64354679e-05 -5.98285729e-05]","[ 0.00553575 -0.00439458 -0.00360498  0.00935951  0.00172045  0.0024559
 -0.00193895 -0.00159357  0.0001708  -0.0006318   0.0021344   0.00083485
 -0.00161302  0.00144006 -0.00070804  0.00099224  0.00059777 -0.00050156
 -0.00123443  0.00025668]",-6.513279600263968,0.0014836061007016568
