,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.4492736059532238,0.49691391730486256,"[-2.58515231e-03  1.59905662e-03 -1.43235814e-03 -6.20064595e-04
 -5.02713018e-05 -3.73503454e-04]","[ 0.0121783  -0.00461107 -0.00485071  0.01033329 -0.01085192  0.00736488
 -0.00957815  0.00061801 -0.00928192 -0.00274654 -0.00363644 -0.00088417
 -0.00503413  0.00255788 -0.00329627  0.00331262 -0.00011607  0.00570828
  0.00404826  0.00764673]",-4.263542048782685,0.014072369011575986
AAL,-1.0282715617233813,1.973099652850056,"[-1.26847479e-03  8.32959903e-04 -2.32254527e-04  9.53025751e-05
  2.59543958e-04  7.37159934e-04]","[ 0.00463898 -0.00882993 -0.00926746 -0.00221524 -0.00570784 -0.00708512
  0.0010081  -0.00575227 -0.0016084   0.00078526 -0.00380181  0.00502524
 -0.01072623  0.00303035 -0.00633233 -0.00160303  0.00119151 -0.00079922
  0.00781295  0.0025186 ]",-4.421682549310058,0.012014001120234777
AAP,-1.487171080122492,2.412643691807159,"[-2.07220873e-03  2.67897000e-04 -7.83220693e-04 -2.74120368e-04
 -9.84357383e-05 -9.69965155e-05]","[ 0.00267311 -0.01070751 -0.00979064 -0.00726421 -0.00223503 -0.01341353
  0.00712101 -0.009729    0.00438786  0.00071076 -0.00055757  0.00698173
 -0.00987559  0.00409147 -0.00632781 -0.00214124  0.0017468  -0.00139484
  0.00776408  0.00388377]",-4.632666613008911,0.0097287815862065
AAPL,-1.249597623879666,2.199371408872044,"[-4.03777511e-04  1.60532777e-04 -1.16906573e-04  7.40472088e-05
 -5.30771245e-06  1.28887663e-04]","[ 0.0027965  -0.00911903 -0.01301494 -0.00327819 -0.01116548 -0.01066136
 -0.00283505 -0.01241864 -0.00235113 -0.00652922 -0.00200527  0.00016409
 -0.00844273  0.00200069 -0.00600868 -0.00056896  0.00068872  0.00107684
  0.00758588  0.00617061]",-4.837897189394347,0.007923698582727649
ABBV,-0.09689340246077088,1.047024132503236,[-0.00116821 -0.00030043 -0.00020177 -0.00112169  0.0003     -0.00042683],"[ 9.84807499e-03 -6.10753583e-03 -6.09052275e-03  4.67982964e-03
 -7.48699938e-03 -1.72404004e-03 -1.01065103e-03 -7.85456407e-03
  2.47628734e-03 -6.01743425e-03  6.17731233e-03  2.04725599e-03
 -5.82584452e-05  7.90978118e-03 -5.53022735e-03  5.69750158e-03
 -4.73127784e-03  1.57181394e-03  1.94306116e-03 -1.33934261e-03]",-4.178450201417448,0.015322235554118897
ABT,-0.679518830084398,1.6414644959899312,[-0.00281797  0.00213234 -0.00120354 -0.00052063  0.00032231  0.00040007],"[ 0.00589378 -0.00733187 -0.01065382  0.00173601 -0.01187661 -0.00433644
 -0.00582594 -0.00811904 -0.00507635 -0.00526391 -0.00287959  0.0004906
 -0.00845704  0.00353827 -0.00729505  0.00219138 -0.00288774  0.0035264
  0.0020582   0.00623102]",-4.478614316794916,0.011349128560704578
ACN,-1.0209122040800265,1.974686565372704,[-0.0047764   0.00109863 -0.00197709 -0.0008233  -0.00011518 -0.00024286],"[ 0.00427923 -0.0086371  -0.01082476 -0.00180568 -0.00917431 -0.00776227
 -0.00278825 -0.0089911  -0.00428753 -0.00490497 -0.00407977 -0.00157267
 -0.0083106  -0.00165614 -0.0034547  -0.00283254  0.00209866  0.0020495
  0.00374259  0.00754493]",-4.3170461302122884,0.013339227746840576
ADBE,0.4458786693134542,0.4939017381911774,[-0.00316238  0.00308455 -0.00133621 -0.00129378  0.00077859  0.00037982],"[ 0.01137626 -0.00526155 -0.00456623  0.00806081 -0.00826354  0.00478456
 -0.00605918 -0.00042502 -0.00641957 -0.00208479 -0.00239869  0.00019
 -0.00516254  0.00310238 -0.00485604  0.00347659 -0.00396339  0.00506945
 -0.00279587  0.00434444]",-4.313106675314309,0.013391880676749722
ADI,-1.3219000561517258,2.272635946710436,"[-2.24250392e-03  6.96653915e-04 -9.36193389e-04 -2.31481501e-04
 -5.22429019e-05  4.04419320e-05]","[ 2.78476160e-03 -9.80986524e-03 -1.09913559e-02 -4.70721958e-03
 -6.77269122e-03 -1.00365529e-02 -6.80873995e-05 -8.34030590e-03
 -3.34715663e-03 -2.26586329e-03 -4.84631280e-03  6.96584573e-04
 -9.24020938e-03 -3.45664121e-04 -3.76209468e-03 -1.01426783e-03
  1.09159445e-03  4.74584127e-03  2.19757113e-03  9.21024897e-03]",-4.92896748050333,0.007233968640308324
ADM,-1.5980792097144385,2.5304603811290596,"[-1.08703646e-03 -1.39107706e-04 -5.06198755e-04  3.71290721e-04
 -3.62471097e-04 -3.28519640e-05]","[ 0.00223596 -0.01103251 -0.00926627 -0.00746936 -0.00094945 -0.01138605
  0.00658418 -0.00494814  0.00082197  0.00507519 -0.00469428  0.00781858
 -0.01110335  0.00252039 -0.00358952 -0.00179443  0.0039143   0.00299982
  0.00560727  0.00841631]",-5.753948164809789,0.003170239427359028
