,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.46483152231103786,0.5314209642597097,"[ 1.44374796e-04 -6.94327644e-04  1.81884837e-04  1.18007727e-04
 -9.86642979e-05 -2.48450838e-05]","[ 4.55119984e-03 -6.73016980e-03 -4.67252029e-03  3.30958435e-03
 -1.90270057e-03  3.23621394e-03 -3.51980454e-04  5.82631417e-04
 -6.84559580e-04  5.15036447e-04 -5.23838554e-04  5.28328757e-04
  8.42134058e-04  1.47856603e-04 -1.95684951e-05  2.52650247e-03
 -1.09047295e-03  1.10640422e-03 -1.50445646e-03 -1.24496211e-03]",-5.874893164186504,0.002809094290368435
AAL,0.4632730038447235,0.531065380834172,"[ 8.55515261e-05  1.12534260e-04  1.59442099e-04 -1.66138648e-04
  2.01219876e-04  1.55061593e-04]","[ 4.43586352e-03 -4.07120055e-03 -8.15759310e-03  2.49727725e-03
 -8.15171132e-05  3.05725454e-05  7.91403913e-04  2.43817535e-03
 -8.11837376e-04 -5.83501828e-04  8.34244099e-04  3.15950530e-03
 -2.64405898e-03 -7.58276613e-04  2.54559215e-03  1.21200405e-03
 -1.77150416e-03  1.84316514e-03  1.17395095e-03  3.43675223e-03]",-6.000907991131638,0.0024765025131642327
AAP,0.4577979358642843,0.534076615896053,"[ 7.00275169e-05 -2.16567444e-04  3.09012622e-05  1.91883305e-04
 -1.04747364e-04  2.12556676e-05]","[ 4.80050113e-03 -6.93531870e-03 -4.24211307e-03  4.31219901e-03
 -3.45565287e-03  3.38519134e-03 -5.52161394e-04 -1.05067162e-03
  7.82162903e-04  1.11667218e-04  2.44108590e-04  1.13313766e-03
  1.12096744e-03  1.49115959e-03 -1.84126326e-03  3.02013128e-03
 -3.60697134e-04  7.43560940e-06 -4.67020889e-03  8.21819159e-04]",-6.577414963290063,0.0013914415773015366
AAPL,0.46246983256201535,0.5294740323414698,"[-1.47289360e-04  1.85382674e-04  4.41583819e-05 -1.39188954e-04
  1.58336496e-04  1.46305919e-04]","[ 3.68417883e-03 -3.58396877e-03 -7.64829043e-03  3.42208861e-04
  2.02057539e-03  1.57253963e-03 -7.60540840e-05  3.55300535e-03
 -2.10324468e-03  5.37143033e-04 -1.38671747e-03  7.13271158e-04
 -1.19300659e-04 -1.69448957e-03  1.79157705e-03  1.18516927e-03
  6.29690065e-04  7.35737076e-04  4.73413494e-03  2.70868123e-03]",-5.945074699815469,0.002618706724147778
ABBV,0.4605671713297116,0.532142358977326,"[-3.93580537e-04 -3.23827224e-04 -1.02867082e-04 -1.33672217e-04
 -5.24448639e-05 -1.35308932e-04]","[ 4.71967495e-03 -7.52828463e-03 -3.75174595e-03  3.92729922e-03
 -2.86222916e-03  4.03476970e-03 -8.03233662e-04 -2.62192971e-04
 -2.87734154e-04  2.27253871e-04 -3.33294807e-05  4.23111687e-04
  9.72655914e-04  8.24668395e-04 -5.01901904e-04  2.43315607e-03
 -8.12856164e-04  3.81805490e-04  8.45426994e-04  4.18003481e-04]",-6.2445313881347,0.0019410399591194658
ABT,0.45915627287094035,0.5331880242356324,"[-1.89864780e-04 -7.91354476e-04  1.94295548e-04 -7.14545488e-05
  8.51399764e-06  3.26865552e-05]","[ 0.00494882 -0.0074337  -0.00418924  0.00456979 -0.00351001  0.00317133
  0.00015476 -0.00045807 -0.00061778  0.00081753 -0.00013404 -0.00019942
  0.00180122  0.00094042 -0.00042237  0.0034605  -0.0014195   0.00122009
 -0.00131406  0.00107822]",-6.418867761696702,0.0016305013060933058
ACN,0.46302686421146555,0.5270893979107272,"[ 9.93262190e-07  1.12985111e-04  9.60641386e-06  2.06026283e-04
 -1.42828856e-05  1.87658563e-04]","[ 3.56571824e-03 -2.41022352e-03 -8.57059436e-03  4.10563162e-04
  8.16974826e-04  1.16182108e-03  3.19645472e-04  1.00897693e-03
  1.01061782e-03  1.35696004e-03 -1.79299551e-03  2.10481219e-03
  4.33493582e-04  5.89589504e-05 -1.70486221e-03  2.31104562e-03
 -4.14963263e-04 -1.78130618e-04 -4.15901817e-03 -3.22495790e-03]",-5.749459528559002,0.0031845014635769574
ADBE,0.46382057036022706,0.5302744109588285,"[ 1.73722197e-04  2.43819893e-04 -1.17032969e-04  1.65343757e-04
 -1.11454248e-04 -6.96492213e-05]","[ 0.00334651 -0.00131343 -0.00976971 -0.00047763  0.00225963  0.00033794
  0.00031654  0.00229721  0.00052235  0.0008032  -0.00144638  0.00269591
 -0.00043092 -0.00033936 -0.00125065  0.00206966 -0.0006958  -0.00117377
 -0.00150502 -0.0026206 ]",-5.9092413433319715,0.002714245286764178
ADI,0.46892657089652845,0.5313334633575132,"[ 3.28691329e-04 -7.26083557e-04  4.41907749e-04 -2.38663332e-04
  1.89045043e-04  7.24651189e-05]","[ 4.43877053e-03 -4.26636577e-03 -7.56123293e-03  2.97431840e-03
 -1.66796157e-03  5.82871262e-04  1.30084392e-03  2.87283883e-04
  3.61727303e-04  9.84946315e-04  3.78875770e-05  1.85827445e-03
 -1.93279983e-04  1.46045353e-03 -1.60855913e-03  2.47941426e-03
 -2.57990962e-03 -6.82218104e-04 -2.03125040e-04 -4.08107950e-03]",-5.587283618545001,0.0037451874174769554
ADM,0.4649887807613906,0.5271914837258441,"[-5.19017080e-04 -1.74320885e-04 -1.84105081e-04  1.09548076e-04
 -1.20097498e-04  1.90959676e-05]","[ 4.94325973e-03 -6.71970625e-03 -5.12994857e-03  4.52127161e-03
 -3.37613318e-03  2.29805033e-03  3.79849269e-04 -5.05040564e-04
  1.78957451e-04  3.24535897e-04  5.54037569e-04  1.38341311e-03
 -2.54635844e-06  1.25194833e-03 -4.30915289e-04  2.17227003e-03
 -1.07288152e-03  1.28312041e-03 -2.20956121e-03  6.24113351e-04]",-5.59746042589047,0.0037072666501076386
ADP,0.4632530797484146,0.5270070261459194,"[1.57757770e-04 2.11270587e-04 1.10083511e-04 3.80755035e-04
 2.22576765e-05 4.04717032e-04]","[ 0.00490248 -0.00712216 -0.00474001  0.00419332 -0.00253522  0.00270347
 -0.00021246  0.00057545 -0.00057268 -0.00036835  0.00078995  0.0016544
 -0.00095506  0.00049585  0.00072926  0.00143695 -0.00138118  0.00120214
  0.00085375 -0.00094366]",-5.7158966699103155,0.00329319628734618
ADSK,0.4608939532777887,0.53538161965881,"[ 4.75740843e-04 -4.28607686e-05  1.80606855e-04 -8.91741821e-07
  4.63935494e-05 -6.03752381e-06]","[ 3.13044863e-03 -1.08440517e-03 -9.56696702e-03 -1.22646909e-03
  3.03269983e-03  1.27576718e-03 -1.10030926e-03  2.48758600e-03
  1.02249616e-03 -4.78916865e-04 -6.87624940e-04  3.35481267e-03
 -7.56470683e-04  5.55576815e-05 -1.69507724e-03  2.04853193e-03
 -5.45003562e-04 -1.54852301e-03 -2.22962228e-03 -2.58896811e-03]",-6.462513353659382,0.0015608677635967094
