,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.4603366313131059,0.518633358310894,"[ 9.25876149e-06 -2.95884778e-04 -1.99548014e-04  1.87008596e-04
 -3.08502477e-04 -3.24706013e-04]","[ 0.01046597  0.00084085 -0.00088844  0.00155454 -0.00477407  0.00501938
  0.00132818 -0.00082102 -0.00137096 -0.0005399   0.00323026  0.00078661
 -0.00179557  0.00263986  0.00097595 -0.00113877 -0.00133934 -0.00083814
 -0.00404772  0.00070623]",-6.232186139882686,0.0019651511020835452
AAL,0.4638642733495415,0.5162791512425856,"[-5.74084432e-05 -8.79665094e-04  2.14761537e-04 -1.53908584e-04
  4.67145656e-06 -7.92315768e-05]","[ 0.01003161  0.00128031  0.00089497  0.00147517 -0.00682267  0.00294328
  0.00110037  0.00199048 -0.00054025 -0.00162073  0.00411273  0.00190995
 -0.00177151 -0.00067024 -0.00211728  0.00062505 -0.00070091  0.00175065
  0.00115145  0.00186082]",-5.8153731451045205,0.0029813676371484845
AAP,0.46267574468745665,0.5152183852885497,"[ 4.73173662e-05 -4.97680702e-04  1.75434773e-04 -1.97889610e-04
  6.71850304e-05 -6.22097117e-05]","[ 0.00686864 -0.00131578  0.00028847  0.00756959 -0.00069788 -0.00139953
 -0.00463754  0.00149371  0.00280341  0.00099889  0.00200743  0.00033905
  0.00060414  0.00124825 -0.00267611 -0.00165773 -0.00059604  0.00058563
 -0.00455216  0.0051375 ]",-5.856286369092081,0.0028618518345344787
AAPL,0.46554396035115353,0.5130137877860383,"[ 1.60362525e-04 -9.17668879e-04  2.84866382e-04  9.04400511e-05
 -6.19331793e-05  2.59467009e-05]","[ 6.89958565e-03 -2.61610439e-03 -2.43750395e-03  7.77757975e-03
  4.10621479e-04  2.52618577e-03 -7.75320914e-04 -9.51536526e-04
 -2.34353829e-04 -1.86108049e-03  1.46094346e-03  1.59498158e-03
 -1.60103887e-03  1.90529374e-03  1.84237208e-04  1.62741800e-03
  3.00759471e-05 -1.31692775e-03  2.69025294e-03  4.23838566e-03]",-5.481417858796713,0.004163422365986442
ABBV,0.4606477383008003,0.5235980954030331,"[ 2.11817588e-04  6.41454791e-05 -3.25748144e-05  1.08840722e-05
 -5.04712569e-05 -1.20166587e-04]","[ 0.00531037 -0.00301325 -0.00082173  0.00988763  0.00071861 -0.00051134
 -0.001953    0.00020564 -0.00103175 -0.00249918  0.00187938  0.00453495
  0.00084592  0.00067175  0.00021728 -0.00054631 -0.00227757 -0.00161687
 -0.00024106  0.0003847 ]",-6.607450309829504,0.0013502705356517135
ABT,0.4642346775232607,0.5159706468823285,"[ 8.05897092e-04  1.05120372e-04  1.78226960e-04  1.83670965e-04
 -3.19027990e-05 -1.88481630e-05]","[ 5.55263291e-03 -2.95929242e-03 -1.08915648e-03  9.68924892e-03
  8.99216633e-04 -6.12099183e-04 -2.95895248e-03  7.64100454e-04
  1.02320398e-03 -1.64138379e-03  1.56044468e-03  2.60437990e-03
  5.53345719e-05  6.05787999e-05 -2.07513938e-03  1.46708775e-03
  5.17548604e-04 -1.26153656e-03 -1.85343534e-04  5.94402877e-03]",-5.799881405018597,0.0030279138194663096
ACN,0.4626708866980972,0.5211986863889492,[0.00017603 0.00013244 0.00015545 0.00010289 0.00010093 0.00024459],"[ 0.00601664 -0.00320494 -0.00215465  0.00885019  0.00027882  0.00152522
 -0.00069621  0.00049612  0.00059958 -0.00339781  0.00049776  0.00183237
 -0.00183918  0.00180082  0.00018626  0.00295147  0.00220995 -0.00175427
  0.00117898  0.00014594]",-6.274095181866034,0.0018844954082160275
ADBE,0.46201301639637354,0.516028258880579,"[ 2.20024824e-04  1.63081815e-04  2.96969591e-05  1.49834433e-05
  2.04051678e-05 -1.74967806e-06]","[ 0.00540913 -0.00347897 -0.00184731  0.00996189  0.00110737  0.00042445
 -0.00159996  0.00048506  0.00060479 -0.00317852  0.00049426  0.0023407
 -0.00142607  0.00164464  0.00043377  0.00303871  0.00187162 -0.00256489
  0.00216466  0.00143757]",-5.965816496516783,0.0025649494798538524
ADI,0.46208709121717495,0.5202671098988513,"[ 6.69691214e-05 -2.88573496e-05 -1.31251021e-04  9.94229007e-05
 -1.66890630e-04 -2.00887186e-04]","[ 0.00495457 -0.00438584 -0.00308881  0.01064208  0.0015987   0.00140194
 -0.00064621  0.0010711   0.00194565 -0.00517146 -0.00174043  0.00127261
 -0.00226873  0.00302444  0.00094578  0.00446916  0.00288711 -0.00260318
  0.00549204  0.00215272]",-6.257065568081412,0.0019168624541216813
ADM,0.45979080523481075,0.5221340203148443,"[-6.49666977e-05  1.03576143e-04 -5.77862853e-05  1.61705573e-06
 -7.49168062e-06 -6.35597050e-06]","[ 0.00551363 -0.00352968 -0.00238108  0.01008732  0.00244782  0.00103138
 -0.00209579 -0.00169536 -0.0008986  -0.001152    0.0020032   0.00247532
 -0.00131106  0.00165186  0.00091638  0.00170971  0.00087719 -0.00230738
  0.00041669 -0.00098629]",-6.5646781206201865,0.0014092774952746225
ADP,0.4634369935103326,0.5152996506703329,"[ 2.67251827e-04  3.51862338e-04 -1.47973819e-04  2.78680320e-04
 -1.67084183e-04 -7.44310922e-05]","[ 7.91379469e-03 -1.27801042e-03 -1.15710642e-03  5.62560329e-03
 -2.23342724e-03  2.79323379e-03  4.80821103e-04 -2.68686123e-04
 -1.55387619e-03 -2.09211861e-03  3.18743393e-03  2.55184456e-03
 -2.65873325e-03  3.92483515e-04  5.90308640e-04  3.30563525e-03
  1.96428122e-03 -2.56093971e-03  3.62012677e-06 -1.30805910e-03]",-5.790828573047161,0.0030554494642266545
ADSK,0.4619974790773326,0.5157327847944025,"[ 8.35070695e-05  1.54413273e-04 -1.44154888e-04  1.34984311e-04
 -1.35110159e-04 -1.20507909e-04]","[ 0.01095578  0.00204867  0.00085378  0.00021745 -0.00708512  0.00371847
  0.00096935  0.00129112 -0.00023706 -0.00082733  0.00305801  0.00091342
 -0.00078394  0.00203496 -0.00049269 -0.00206388 -0.00149423  0.00054405
 -0.0045091   0.00129655]",-5.836184186118208,0.002919963431853496
AEE,0.4615231741181547,0.5175631530596719,"[ 1.37646599e-05 -4.22083528e-04 -4.28811277e-05  1.72900272e-04
 -2.02812319e-04 -1.45115028e-04]","[ 9.63809088e-03 -7.55295121e-05 -1.26828742e-03  2.53067272e-03
 -5.30363120e-03  4.77215841e-03  2.38154244e-03  1.68656615e-03
  6.94795616e-04 -3.95722798e-03  1.08226956e-03  4.23345557e-04
 -3.44149209e-03  1.50010232e-03 -7.08759233e-04  4.12845212e-03
  2.72269080e-03 -4.76350747e-04  4.95521747e-03  4.34391559e-03]",-6.0683122324215315,0.0023150772274249834
AEP,0.4658046394579842,0.513256685556304,"[ 5.27956509e-04 -7.65783559e-04  9.00338209e-05  2.62081894e-04
 -3.16867780e-04 -3.24334880e-04]","[ 0.00848568 -0.00083987 -0.00110541  0.00441784 -0.00386573  0.00347468
  0.00156319  0.00118356 -0.00039788 -0.00372135  0.00188314  0.00215299
 -0.00246382  0.00044842 -0.00059701  0.00343173  0.00102461 -0.00086966
  0.00531043  0.00390132]",-5.4636550200893295,0.004238037290523976
AES,0.4624080000842243,0.5195362982396198,"[ 2.56170945e-06  6.04515546e-06 -1.31100676e-04 -1.92798269e-04
 -5.75150879e-05 -3.08771618e-04]","[ 0.00597008 -0.00352052 -0.00285595  0.00918864  0.00125127  0.00222208
 -0.00033542 -0.00055388 -0.00031584 -0.00404662 -0.00025349  0.00328603
 -0.00013358  0.00165484 -0.00066515  0.00275362  0.00315769 -0.0023316
  0.00084411  0.0017377 ]",-6.174949031774567,0.0020809119751373758
AFL,0.4648275093034763,0.5149265632140826,[-0.00036057  0.00054385 -0.00033066  0.0004046  -0.000166    0.00017178],"[ 9.59240957e-03  5.53542966e-04  1.93391894e-05  2.64443768e-03
 -5.07182341e-03  3.09635535e-03  6.43874141e-04  1.11054795e-03
 -2.71426623e-04 -1.86752651e-03  2.34089425e-03  1.86533721e-03
 -5.11158626e-04  1.36725197e-03 -9.95670288e-04 -4.23162594e-04
  3.64417984e-04 -2.93822991e-04 -4.07103438e-03  6.32717467e-04]",-5.649127121126571,0.0035205884814107045
AIG,0.4602732858704113,0.5192239234799092,"[ 2.90746219e-04  2.25193836e-04  1.50142698e-05  9.26255836e-05
 -1.48819301e-05  9.86625800e-07]","[ 6.35217459e-03 -2.11015363e-03 -6.14617170e-04  8.49233571e-03
  3.84118637e-04 -2.74870928e-04 -2.97175624e-03 -1.61360354e-04
  2.33088643e-05 -5.89183043e-04  1.77431066e-03  2.81666233e-03
  1.33311708e-03  1.86154004e-03 -4.44049712e-04 -2.15742658e-03
 -1.04653072e-03 -6.35533473e-04 -4.16620497e-03 -1.47792334e-03]",-6.321855619905616,0.0017966065922109915
