,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,-0.19101608162559428,1.16602567040328,"[1.11824387e-03 1.37603541e-04 3.43145227e-04 2.26359663e-04
 1.24162276e-05 3.32324786e-05]","[ 0.00822337 -0.00705433 -0.00621174  0.00441509 -0.00647749  0.00228788
 -0.0051463  -0.00147825 -0.00397028 -0.0025279   0.0012289   0.00080115
  0.00069437  0.00151823  0.00317915  0.0010576   0.00246954  0.00340712
 -0.00165046  0.00370416]",-5.045723632626939,0.006436800799076061
AAL,0.46698539511353976,0.5096074660558284,"[ 1.46916846e-03  2.87045650e-04  2.85113584e-04  4.70664345e-04
 -1.35823038e-04 -4.37314147e-05]","[ 0.01194425 -0.00626949 -0.00034403  0.00715592 -0.00059382  0.00652839
  0.00035567  0.00346786 -0.00099116  0.00126057  0.00129824  0.00208179
 -0.00118318 -0.0005697   0.00058651 -0.00394253  0.0011004  -0.0017455
 -0.00037504  0.00219899]",-5.0182041471276895,0.006616398124042572
AAP,0.466895659395073,0.5098639753645058,[ 0.00032285  0.00065312 -0.00021854  0.00025905 -0.00016634 -0.00013146],"[ 0.00998828 -0.00598905 -0.00248997  0.00818492 -0.00125166  0.00767974
  0.00148708  0.00393352  0.00044489  0.00060757  0.0002768   0.00082702
 -0.00580612 -0.00096305 -0.00699534 -0.00231438 -0.00382234  0.00109229
  0.00467581  0.00268693]",-5.005825309689526,0.006698810473008735
AAPL,0.46178512840552743,0.5118549878497212,[ 0.00105927  0.00093794 -0.00014087  0.000563   -0.00025666 -0.00012676],"[ 1.32906144e-02 -7.99508958e-03  8.51451524e-04  1.30778439e-03
 -1.00653701e-03 -2.09885605e-03 -2.38793374e-03 -5.94093748e-03
 -4.85000469e-03 -5.34753727e-03 -1.42639621e-03  5.92690553e-05
 -9.68293933e-04  2.17870206e-03  3.14315065e-03  1.46818530e-03
  2.78894409e-03  2.13182935e-03 -4.17204459e-03  1.09133380e-03]",-5.598648989597129,0.0037028629450768205
ABBV,0.4646436406191713,0.5183046199114353,"[ 3.80294979e-04 -3.28574727e-04  3.10795529e-04  1.59764818e-04
  4.52884260e-05  1.99584759e-04]","[ 8.05024334e-03 -6.68196683e-03 -6.50839990e-03  5.98144397e-03
 -6.72611562e-03  4.92035702e-03 -5.02865798e-03  1.77423916e-03
 -3.03512555e-03  4.88434098e-06  3.14414058e-03  1.32682771e-03
  2.75695772e-03 -9.35395290e-04  4.65202338e-03 -4.10708597e-03
  1.89672608e-03 -1.44510320e-03 -4.65757383e-03  3.57229335e-03]",-5.761527807228169,0.003146300983149723
ABT,0.4685733342106926,0.5071446304197171,"[ 1.46450162e-03  6.23701734e-05  7.78590381e-04 -1.60425161e-04
  4.00647340e-04  2.45614999e-04]","[ 0.01190842 -0.00680715 -0.00055429  0.0050759  -0.00115722  0.00330815
 -0.00094815 -0.00018057 -0.00302815 -0.00129863 -0.00130508  0.00170471
 -0.00345051  0.00175191 -0.00100553  0.00046     0.00134172  0.00198525
  0.00243406  0.00164955]",-4.716277104960321,0.008948430681129252
ACN,0.4709235364580827,0.5096271563038179,[0.00104952 0.00069523 0.00026301 0.00010556 0.00016179 0.00014544],"[ 1.19261201e-02 -6.63187972e-03 -2.92294927e-04  5.68097637e-03
 -4.31807947e-04  4.25513760e-03  6.13437877e-04  1.03881685e-03
 -7.97364205e-04  2.38815986e-05  1.30869260e-03  3.19288205e-03
 -1.30217474e-03  3.22881540e-03  4.87294444e-04  1.65873713e-03
  1.06168324e-03  1.90885878e-03 -8.97309832e-04 -7.89687402e-04]",-4.691678097878161,0.0091712829253777
ADBE,0.4659385820806761,0.5084017371435013,[ 0.00285591 -0.00066537  0.00103466 -0.00028481  0.00016474 -0.00051725],"[ 0.01202187 -0.00741574 -0.00097523  0.00321272 -0.00258439  0.0008348
 -0.00364713 -0.00236639 -0.00565444 -0.002052   -0.00222158  0.00268747
 -0.00194926  0.00361281  0.00197167  0.00153577  0.00223556  0.00024519
 -0.00335501 -0.00350262]",-5.018649438514385,0.006613452554813964
ADI,0.4663578792270233,0.5142761400108578,"[ 1.29868903e-03  7.39473948e-04  7.72351995e-05  4.35295654e-04
 -1.37643129e-04 -8.24437509e-05]","[ 0.01290811 -0.00688988  0.00025953  0.00508266 -0.00171215  0.00356537
 -0.00354806  0.00044326 -0.00668676 -0.00045419 -0.00401118  0.00235939
 -0.00328345  0.00146935  0.00190988 -0.00137852  0.00410559 -0.00107627
 -0.00033157 -0.00099227]",-5.372834704704645,0.004640956903959737
ADM,-0.4026549656895512,1.3756565209275782,"[ 2.88705105e-04 -2.98611341e-04  3.66955668e-04 -3.49119235e-04
  2.55855889e-04  3.87670225e-05]","[ 0.00668117 -0.00680209 -0.00849569  0.00563879 -0.00848367  0.00426472
 -0.0066211   0.00079211 -0.00441235 -0.00086205  0.00149687  0.00126114
  0.00092693  0.00056968  0.00269827 -0.00068291  0.00067767  0.00271227
 -0.00517658  0.00639116]",-5.239996494769087,0.005300275414527073
