,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.4371922302882976,0.5278036213830665,"[ 5.46872601e-05  3.39831326e-04 -8.71263029e-05  9.87538754e-06
 -3.01427361e-06 -3.33006812e-05]","[ 8.22576433e-03 -1.00209117e-02 -8.43927615e-03  1.26581971e-02
  1.26246662e-03  1.82362978e-03 -2.85409666e-03 -9.82944412e-04
  2.98396844e-03  3.49832866e-05 -6.31472794e-04 -1.52650870e-03
 -1.80207171e-03  3.11523121e-03 -2.73073246e-03  1.07488989e-03
  1.72838821e-03  1.67269840e-03  4.36627161e-04  6.25986758e-03]",-6.152215572568984,0.002128760118863451
AAL,0.4368300786782341,0.5262632399688482,"[-1.09025755e-03  3.05419812e-04 -4.59454151e-04  7.27585384e-06
 -6.59077684e-05  8.10682948e-05]","[ 1.29947888e-02 -2.00232011e-03  1.40627617e-03  4.28225986e-05
 -1.11461510e-02 -9.36471624e-04 -7.37623004e-04  6.37928861e-03
  4.03228260e-03 -1.39974344e-03  1.42870367e-03  5.45084160e-04
  2.88532608e-05 -7.01025637e-04 -4.83988681e-03 -5.60023523e-04
 -7.02446032e-04  1.54723598e-03 -3.11813280e-03  7.33805247e-03]",-6.012861553969029,0.002447075712703438
AAP,0.4448479702907538,0.5275843093503921,"[-6.03171086e-04  2.57210168e-04 -3.73365821e-04 -2.94388236e-04
 -4.88396743e-05 -3.08791310e-04]","[ 1.24969498e-02 -3.33222096e-03 -7.32694619e-04  2.05161634e-03
 -8.36066728e-03  4.56611042e-04 -3.64183690e-04  3.49845289e-03
  2.15039141e-03 -1.13772948e-03  9.25209887e-04  4.21386605e-04
 -1.42653372e-03  2.31152376e-03 -3.68434942e-04 -5.37939436e-05
 -9.19035812e-04  8.02191480e-04  4.44098788e-03  1.33236844e-03]",-5.453458637840571,0.004281470995750642
AAPL,0.43984336794765316,0.5271006089789075,"[-7.80024648e-04 -6.07184428e-05 -2.42850666e-04 -6.96244102e-05
 -3.52179367e-05  1.82902554e-05]","[ 0.01265747 -0.00253605  0.00084486  0.00129177 -0.00967461 -0.00109007
 -0.00150964  0.00536353  0.00422548 -0.00088951  0.00030517 -0.0009573
 -0.00161081  0.00331437  0.00056499 -0.00041391 -0.00115489 -0.00130827
 -0.00138925  0.00307808]",-5.8315763791593325,0.002933449105504386
ABBV,0.44001472037777944,0.5226608946555058,"[-1.81696793e-04  9.33836258e-05 -3.72808351e-05 -3.92351244e-04
  1.30438280e-04 -1.64821259e-04]","[ 0.01149146 -0.00627441 -0.00642948  0.00587165 -0.00200262  0.00476707
  0.00025721 -0.00380839 -0.00271223  0.00144212  0.00213387  0.00124056
 -0.0011451   0.00492539  0.00297882 -0.00279687 -0.00235453  0.00060984
  0.00163146 -0.00560936]",-5.519953705163682,0.004006033396457968
ABT,-0.3873996467387827,1.3447964913270418,[-0.00072596  0.00019596 -0.00047006 -0.00013564 -0.00016018 -0.0003055 ],"[ 1.28038205e-02 -3.70609607e-03 -2.07766464e-03  1.23159505e-03
 -9.09560416e-03  2.51583391e-03  2.00877904e-03  4.02241289e-03
  2.64564024e-03 -3.51331623e-03 -1.05121274e-03  1.55882313e-05
 -1.29658189e-03  4.22406331e-03  6.97625608e-04 -7.08591563e-04
 -1.93649899e-03 -9.02315503e-05  1.67910119e-03  4.51728466e-03]",-5.470157127915515,0.004210570507849514
ACN,0.4424585546611336,0.5278821425597864,"[-2.18554228e-04  4.90165004e-04 -1.95055062e-04  9.58000145e-05
 -2.59984107e-05  5.90631372e-05]","[ 9.90844795e-03 -8.22981426e-03 -7.42734146e-03  8.97571279e-03
 -1.25090010e-03  3.44797040e-03 -3.60630663e-04 -1.00718578e-03
  1.45913175e-03 -1.04266943e-03 -6.31182574e-04 -1.11449824e-03
 -2.98683123e-03  4.66617390e-03  3.61987090e-04  1.65178792e-03
  2.25297400e-03  8.73296045e-04  2.87044729e-03 -1.67791843e-05]",-5.700531859956531,0.003344186345589632
ADBE,0.4434125235485109,0.527216403636376,"[ 3.63407687e-04 -1.30115232e-04 -2.43365126e-05  3.43136723e-06
 -1.53975976e-04 -3.35040775e-04]","[ 1.04301193e-02 -7.63210415e-03 -6.76799190e-03  7.75327056e-03
 -2.36381723e-03  3.19270943e-03 -7.50811068e-04 -3.26357520e-04
  1.88056044e-03  9.19714465e-05  8.06742952e-04 -1.61155938e-03
 -3.21197669e-03  3.33745975e-03 -2.76890558e-04  6.81513685e-04
 -1.98552443e-04  1.05599636e-03  1.83844664e-03  2.35538009e-03]",-5.56501397618913,0.0038295270226767785
ADI,0.4433680331607988,0.526247914658999,[-0.00012332  0.00033514 -0.00035618  0.00038124 -0.00032068 -0.00016883],"[ 0.01194884 -0.00482005 -0.00300326  0.00316228 -0.00764618  0.00191409
  0.00030898  0.00401457  0.00443636 -0.00172655 -0.00016672 -0.00303076
 -0.00459112  0.00426291  0.00134303  0.00111322 -0.00234557  0.00070931
  0.00702727  0.00505981]",-5.470858215596982,0.004207619563290824
ADM,0.4375113994434179,0.5253546346864789,"[ 3.52443948e-04  6.66997127e-05  1.11489196e-04 -5.77660559e-06
  2.13430330e-05 -4.76434914e-05]","[ 0.00941111 -0.00774274 -0.00554166  0.01009303 -0.00043281  0.00054718
 -0.00351175 -0.00134608  0.00101707  0.00151637  0.00081722  0.0001991
 -0.0005168   0.00384728  0.00038664 -0.00176058 -0.00225025  0.0011605
  0.00571053  0.00156366]",-5.943561440834087,0.0026226725054880264
