,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,-0.44678666207102136,1.425832525099976,[ 0.00056162 -0.00041487  0.00022776  0.00094582 -0.00029298  0.00023966],"[ 3.55602897e-03 -9.52559078e-03  1.89254044e-05  1.85306333e-03
 -4.79532780e-04  4.46920808e-03  3.87339755e-04  2.99385795e-03
 -2.39466076e-03  1.89569035e-03 -1.86921040e-04  5.95476530e-04
 -1.23109391e-04  7.37225163e-04  1.23090339e-03  3.17559954e-03
 -4.37022783e-03  4.69619409e-03 -3.83920168e-03 -3.31670427e-03]",-4.917515412229562,0.007317288726106801
AAL,0.4606071525385263,0.5136085338716582,"[ 1.50399889e-04  9.98865971e-05  2.36445310e-04 -1.53203592e-04
  2.93981598e-04  2.59709429e-04]","[ 0.00523475 -0.00141257 -0.00953005  0.00695156 -0.0063345  -0.0028406
  0.00202132 -0.0015471  -0.00179749 -0.00093696  0.00318115 -0.0018864
  0.00105069  0.00209203  0.00164445 -0.00118751  0.00383264  0.00415549
 -0.00108719  0.00055687]",-6.01394764535134,0.002444419407616153
AAP,0.4654287525276206,0.5115554092226805,"[-5.88846781e-04  8.66382591e-04 -9.82905455e-05 -3.11624368e-04
  4.05277056e-04  3.78719600e-04]","[ 0.00501152 -0.00616676 -0.00291256  0.00626743 -0.00551761  0.00458369
 -0.00387046 -0.000813   -0.00227049 -0.00362977  0.00256775 -0.00229391
  0.00192396 -0.00120882  0.00561978  0.00024755  0.00250531  0.00573799
  0.00339825  0.00053748]",-5.516292715873486,0.00402072632072719
AAPL,0.4722923906050864,0.5126949853246324,"[-6.70845047e-04  6.04037887e-04 -6.15945123e-05 -4.46145313e-06
  3.12590733e-04  4.53984759e-04]","[ 3.81593889e-03 -6.16473923e-03 -4.51778613e-03  2.46827281e-03
 -7.53619409e-04 -5.40470075e-04  4.71259256e-03  3.80168391e-03
 -4.81146204e-03  5.15664971e-03 -2.61038127e-03 -2.25460120e-03
  1.28166297e-03 -6.46936065e-04  6.67112386e-05  1.01655524e-03
  1.48104112e-03 -2.16832174e-04  5.20842290e-03  4.87095073e-03]",-5.1162791071309925,0.005998300456488014
ABBV,-0.4646743371904349,1.4509098001102523,"[-1.07424342e-03  8.32284880e-04 -8.41596969e-04  7.43135858e-04
 -2.67555437e-04 -1.78624446e-05]","[ 3.54143770e-03 -9.74042430e-03  4.17699940e-04  1.91200129e-03
 -5.69802181e-04  5.16435245e-03 -6.83761536e-04  2.94621441e-03
 -2.55139513e-03  5.32954878e-04  1.28835983e-03  2.27083142e-04
  1.41783387e-04  2.22782583e-03 -1.25119775e-05  2.51557402e-03
 -1.89126868e-03  3.51579450e-03 -2.03448209e-03  1.61814184e-03]",-4.733744786081214,0.0087934796053175
ABT,-0.6732405427511757,1.6506411002501336,[ 0.000617   -0.00116662  0.00038095  0.0005021  -0.00023639 -0.00011351],"[ 0.0031726  -0.01117438  0.00179197  0.00064869  0.00091751  0.00542832
  0.00088546  0.00409795 -0.00266408  0.00331651 -0.00146472  0.00104056
 -0.00066844  0.00030893  0.00052142  0.00284296 -0.00361517  0.00302791
 -0.00101794 -0.00097978]",-5.314894883794747,0.004917795668197567
ACN,0.47328947451649217,0.5121224736493255,"[ 7.59385575e-04  4.69400521e-04  4.77815378e-04  2.63717716e-04
 -3.34133278e-06  7.90685011e-04]","[ 4.88372275e-03 -3.05692603e-03 -7.56453489e-03  5.87629652e-03
 -4.88570202e-03 -1.52608585e-03  2.60812339e-03 -5.63401002e-05
 -2.54011151e-03  1.73316341e-03 -4.72313411e-04 -1.52419438e-03
  6.06056803e-04 -1.13530585e-03  2.79650037e-03  4.31495838e-04
 -1.13978537e-03  3.34601296e-03  5.17697816e-04 -6.34238144e-03]",-5.0220576474196665,0.006590950893883964
ADBE,0.4741064485001804,0.5121871834842249,[-0.00058216  0.00045634 -0.00030773  0.0001395  -0.00025174  0.00011284],"[ 4.00973568e-03 -4.85667172e-03 -5.99221465e-03  3.08545868e-03
 -1.48398097e-03 -1.55020620e-03  4.81319599e-03  3.09348160e-03
 -4.15257519e-03  4.80018457e-03 -2.63596559e-03 -1.40411061e-03
 -1.50635621e-05 -1.58963795e-03  1.67209508e-03  3.19147528e-04
 -1.04608503e-03  1.28890131e-03  4.19995190e-03 -4.71398366e-03]",-4.9590405252075564,0.007019659789116865
ADI,0.4618838411562614,0.512204302542936,[-0.00029652  0.00021498  0.00013274 -0.00033755  0.00023978  0.00020998],"[ 0.00568158 -0.00212407 -0.00772117  0.00801523 -0.00705297  0.00050059
 -0.00170957 -0.00108645 -0.00377081 -0.00271408  0.0017624  -0.00404091
  0.00202885 -0.00179355  0.00453716 -0.00139674  0.00276084  0.00256243
  0.00660447 -0.00468757]",-5.826126710016865,0.0029494790719096185
ADM,0.46711430278021976,0.5016078106626182,"[-1.44132364e-03  1.41275466e-03 -4.70481682e-04 -2.60998279e-04
  4.95165144e-05  6.83134447e-04]","[ 4.60864749e-03 -4.82491236e-03 -5.44004576e-03  5.24893517e-03
 -4.54171941e-03  3.12341592e-04  1.54691602e-03 -7.23124849e-04
 -1.06654330e-04  8.97570367e-04  1.22433005e-03  2.05897782e-03
 -3.06358228e-03  2.27441953e-03 -1.47730124e-03 -1.60549408e-03
 -9.85251248e-04  2.74057298e-04  8.37320744e-05 -6.43690541e-03]",-4.736763372065799,0.008766975753228328
