,priors,lt_0 - intercept,"fs_0 - beta(p=7,n=3)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,lt_0 - slope,"fs_1 - beta(p=365.25,n=10)"
A,"[ 0.0368104  -0.06308882  0.1174075  -0.13093102 -0.15235395 -0.02049787
 -0.02196108 -0.05899915  0.15080448  0.02734985  0.05874728 -0.16475051
 -0.01414348  0.0294932   0.2144875  -0.09937947 -0.02803491  0.13907659
  0.04059179 -0.01772651  0.03022294  0.0235307  -0.0315255   0.23728792
 -0.08661755  0.1290881   0.13598837 -0.0556405   0.09292748  0.00135548
  0.11902915 -0.09828814  0.09547379 -0.30757867 -0.12195263  0.44399847
 -0.55567693  0.87181985  0.36918873 -0.407458    1.00512522 -1.0648185
  0.21111682 -0.58698267 -1.04863931  0.99536372 -1.11456253  0.93473492
  0.63610626  0.02635849  0.69250986 -0.40316155  0.78552526  0.        ]",0.19424889504557621,"[-9.56230931e-05 -6.44316896e-04  7.74849339e-05  9.16231199e-05
 -1.11259548e-04 -3.13958250e-05]",-5.6367671692255366,0.003564372814425488,0.8062863925216068,-0.037783070010767555,"[-0.113367   -0.09770973 -0.06451528 -0.02362763  0.01687858  0.05790054
  0.10638475  0.14121648  0.16829153  0.16499025  0.1472053   0.06363083
 -0.07225332 -0.25572402 -0.32840063 -0.24228231 -0.18498793 -0.16074196
 -0.06028601  0.37271656  0.8922296   1.32904089  1.02287304 -0.12930766
  0.00626539]",[-0.00034431  0.00014088  0.00061771  0.00077956  0.00062961 -0.00076705],"[ 9.89052147e-03 -4.17040964e-03 -2.54434081e-03  4.87738005e-03
 -3.56511541e-03  4.53763195e-03 -1.52545025e-03  1.44794494e-03
 -1.87364015e-03 -7.06618351e-05  4.20617158e-04 -1.99905422e-03
  1.16950001e-03 -1.15469311e-03  2.02101508e-03  2.22499844e-03
 -2.15915757e-03  3.83580473e-03  6.84414440e-04  1.41146856e-03]",0.0847390572225423,0.8062863925216068,"[ 9.89052147e-03 -4.17040964e-03 -2.54434081e-03  4.87738005e-03
 -3.56511541e-03  4.53763195e-03 -1.52545025e-03  1.44794494e-03
 -1.87364015e-03 -7.06618351e-05  4.20617158e-04 -1.99905422e-03
  1.16950001e-03 -1.15469311e-03  2.02101508e-03  2.22499844e-03
 -2.15915757e-03  3.83580473e-03  6.84414440e-04  1.41146856e-03]"
AAL,"[ 6.37663744e-02 -1.83213307e-01  4.07749093e-02 -2.52933171e-01
 -2.97079332e-01  1.21004636e-02 -3.07671477e-02  1.27189931e-01
  8.46102627e-03  6.44783418e-02 -9.33867976e-02 -1.67386195e-01
 -1.84497887e-02  6.83325609e-02  4.57506113e-03 -2.02019967e-01
  2.43825019e-02  3.24979801e-01  1.01639742e-01  1.60861157e-01
 -2.20472102e-01  1.14622947e-01 -7.12519057e-02 -9.58885256e-02
 -7.71807116e-04  3.12818099e-01  2.85292637e-01  2.03146702e-01
 -6.07408533e-02 -2.63393804e-01 -6.97856901e-02  2.47007119e-01
 -1.21892018e-01 -7.52775683e-01  2.14296268e+00 -2.36329907e+00
 -1.87639230e+00  2.01237707e+00 -1.38595916e+00  1.21582900e-01
  1.03863536e+00  5.22004662e-01 -1.64462914e-01 -4.35303714e-01
  9.51145125e-01 -1.45269627e-01 -1.03600564e+00  3.43187162e-01
  9.02573831e-01 -2.88480835e-01 -2.75273793e-01 -9.80472247e-01
  2.10181033e+00  0.00000000e+00]",0.19139321391438294,"[ 8.28602375e-05  1.97972457e-04  1.81323715e-04 -2.35175309e-04
  2.60542639e-04  1.78697299e-04]",-5.912138791233692,0.0027063922847793136,0.8068626008672235,-0.03886765346057198,"[-0.1149571  -0.10043261 -0.06769107 -0.02234628  0.01692199  0.06306171
  0.10149032  0.14234706  0.16217542  0.16480306  0.14702413  0.06678152
 -0.08631663 -0.26269136 -0.32430569 -0.22706963 -0.17751151 -0.14244856
 -0.09246018  0.38534153  0.89132714  1.26082371  1.0406466  -0.10867726
  0.01325911]","[ 3.48826296e-04 -2.55181231e-04 -4.19146678e-05  4.14621877e-04
  1.55156304e-03 -1.31037335e-03]","[ 0.00857094  0.00218183 -0.01013496  0.00134063 -0.00042632  0.00029585
  0.00012989  0.00155569  0.00249933 -0.00134165  0.00078801  0.00380762
 -0.00152777 -0.00045235  0.00154779  0.00259286 -0.00292945  0.00118172
 -0.00092206  0.00483568]",0.08438602482365198,0.8068626008672235,"[ 0.00857094  0.00218183 -0.01013496  0.00134063 -0.00042632  0.00029585
  0.00012989  0.00155569  0.00249933 -0.00134165  0.00078801  0.00380762
 -0.00152777 -0.00045235  0.00154779  0.00259286 -0.00292945  0.00118172
 -0.00092206  0.00483568]"
AAP,"[ 0.02113991  0.02656675  0.0203799  -0.15519693 -0.0403004  -0.03494403
  0.0589728  -0.04236582  0.03954652 -0.05245004  0.05074645 -0.13576333
  0.01778687  0.00349201  0.21812579 -0.12265817 -0.02710621  0.1225955
 -0.00982972 -0.02718495 -0.05416156 -0.03490296 -0.03910026  0.10286376
 -0.04537084  0.03964417  0.07117338 -0.00629811  0.03186596  0.0161479
  0.17114115 -0.04290494  0.1003457  -0.09579113 -0.43565867  0.62391761
 -0.0016927   0.08942165  0.45840863 -0.17710241  0.28420536 -0.74250279
  0.2642693  -0.16583128 -0.96015796  0.8420497  -0.34138312  0.29439348
  0.24224379  0.5453979   0.62394465 -1.1166733   1.12038894  0.        ]",0.1910764147517894,"[-6.72529162e-05 -2.94860408e-04  7.99177703e-06  2.04399945e-04
 -1.06856148e-04  6.73061241e-05]",-6.323434945987998,0.0017937714039927947,0.8059514215745759,-0.03697454420953,"[-1.15568920e-01 -9.82164620e-02 -6.18486300e-02 -2.42132081e-02
  1.92438788e-02  5.83148746e-02  1.02952083e-01  1.38480432e-01
  1.67746164e-01  1.65764864e-01  1.48481912e-01  6.28890402e-02
 -7.19490025e-02 -2.57695933e-01 -3.28130934e-01 -2.43242869e-01
 -1.90711937e-01 -1.63506364e-01 -7.13394587e-02  3.62500811e-01
  8.89224389e-01  1.29985090e+00  1.03428139e+00 -1.36186672e-01
  6.42769913e-04]","[-1.82630598e-04 -1.90215737e-05  6.56885828e-04  9.37486408e-04
  8.26743120e-04 -7.17467708e-04]","[ 1.04159637e-02 -5.08268381e-03 -2.06277843e-03  6.38665244e-03
 -5.70163093e-03  4.67688862e-03 -9.07398461e-04 -4.12858993e-04
 -1.02165544e-03  4.76707789e-06  1.62727345e-03 -1.74784715e-03
  9.11811709e-04  1.02849792e-03  2.74748453e-05  1.30056767e-03
 -7.12304158e-04  3.75298981e-03 -9.07265915e-04  2.11950473e-03]",0.08459668117038203,0.8059514215745759,"[ 1.04159637e-02 -5.08268381e-03 -2.06277843e-03  6.38665244e-03
 -5.70163093e-03  4.67688862e-03 -9.07398461e-04 -4.12858993e-04
 -1.02165544e-03  4.76707789e-06  1.62727345e-03 -1.74784715e-03
  9.11811709e-04  1.02849792e-03  2.74748453e-05  1.30056767e-03
 -7.12304158e-04  3.75298981e-03 -9.07265915e-04  2.11950473e-03]"
AAPL,"[-4.55225534e-02 -2.12084355e-01  2.73070362e-01 -3.41323593e-02
 -4.67830370e-01 -1.27482387e-02 -4.47096666e-02 -6.25713686e-02
  1.74911719e-01 -2.73075839e-02 -2.47041200e-02 -9.95621860e-02
  8.52886936e-02  1.11353720e-01  1.21294307e-01 -1.86621006e-01
  3.89796663e-03  1.68408872e-01  9.46934920e-02 -5.03526849e-02
  5.01859675e-02  1.88660852e-01 -1.63928707e-01  1.99931574e-01
 -1.15251179e-01  3.43826720e-01  1.34084655e-01  2.75222931e-04
  9.57869735e-02 -1.11595884e-01 -6.41450574e-02 -1.83071522e-02
 -5.45913002e-03 -6.98694460e-01  1.25497958e+00 -1.39217169e+00
 -1.63938121e+00  2.44928686e+00 -1.08451290e+00  3.09130418e-01
  2.29667442e+00 -1.39925970e+00  2.93799362e-01 -7.94432388e-01
 -5.91491901e-01  2.66361765e-01 -1.35717624e+00  1.10360779e+00
  1.76954006e-01  5.16203128e-01 -1.88961518e-01  1.54553155e+00
  1.65111039e+00  0.00000000e+00]",0.19223814506625125,"[-2.06158553e-04  1.80895973e-04  9.93075228e-05 -1.24671226e-04
  2.06092869e-04  2.54977662e-04]",-5.700744407301185,0.0033434756231956017,0.804526451086887,-0.039103363665677626,"[-0.10987217 -0.09558856 -0.07193618 -0.02286666  0.01631202  0.05777076
  0.10669703  0.13855968  0.1654884   0.16907327  0.15141466  0.0675723
 -0.07771687 -0.26065452 -0.32710421 -0.23998726 -0.17951822 -0.16248839
 -0.05841551  0.40047159  0.87580575  1.32559288  1.01092676 -0.1109807
  0.00782286]","[-2.50282577e-04  9.40825308e-05  3.02917887e-04  3.15622408e-04
  7.86510669e-04 -1.13048767e-03]","[ 0.00891689 -0.00027348 -0.0074564   0.00193134  0.00069283  0.00097746
  0.00042736  0.00479167 -0.00273609  0.00010089 -0.00013912 -0.00061173
 -0.00104996 -0.0015421   0.00343378  0.00069481 -0.00094646  0.00156177
  0.00632619  0.00387709]",0.08482350982309377,0.804526451086887,"[ 0.00891689 -0.00027348 -0.0074564   0.00193134  0.00069283  0.00097746
  0.00042736  0.00479167 -0.00273609  0.00010089 -0.00013912 -0.00061173
 -0.00104996 -0.0015421   0.00343378  0.00069481 -0.00094646  0.00156177
  0.00632619  0.00387709]"
ABBV,"[ 0.00400297 -0.0324234   0.29361758  0.0107549  -0.22497101 -0.03327162
 -0.05086657 -0.18269342  0.19212709 -0.06041215  0.15558453  0.02432384
  0.1135404  -0.0037281   0.22028675 -0.13330853 -0.04236958  0.06097899
 -0.02525679 -0.11397761  0.14957631  0.08295573 -0.11547484  0.40408463
 -0.11224155  0.11668512  0.00696195 -0.12639831  0.13571263  0.0952221
  0.09715351 -0.21587932  0.12325575 -0.26078619 -0.83279618  1.27463226
 -0.39327507  1.00729097  0.90530504 -0.47258261  1.42713883 -1.7031064
  0.32275603 -0.82078265 -1.36714003  0.51876774 -1.19964774  1.20346632
 -0.46335712  1.08445696  0.32079015  1.2373338   0.68140918  0.        ]",0.19510407427809537,"[-5.25808223e-04  1.06472959e-04 -2.27734540e-04  1.29698272e-04
 -9.17797118e-05  6.99299712e-05]",-6.176920304879033,0.0020768139697989207,0.8055851040199326,-0.03750060695740605,"[-1.09527339e-01 -9.45823883e-02 -6.64697957e-02 -2.39843202e-02
  1.57769960e-02  5.44624846e-02  1.07670312e-01  1.37750448e-01
  1.72386701e-01  1.74312186e-01  1.52587557e-01  6.07377912e-02
 -7.08244155e-02 -2.57563355e-01 -3.30677121e-01 -2.48151999e-01
 -1.92995302e-01 -1.69820449e-01 -4.61399133e-02  3.84611507e-01
  8.77034858e-01  1.36649398e+00  1.01489806e+00 -1.32811948e-01
 -3.35835114e-05]",[-0.00054407  0.00020745  0.00083337  0.00067435  0.00031852 -0.0007967 ],"[ 0.01008515 -0.00614117 -0.00025264  0.00530046 -0.00322674  0.00583875
 -0.0018335   0.00253336 -0.003615    0.00030836 -0.00015693 -0.00306659
 -0.00017277 -0.00162968  0.00249399 -0.00067214  0.00049241  0.00314044
  0.00558986  0.00129024]",0.08484643153306005,0.8055851040199326,"[ 0.01008515 -0.00614117 -0.00025264  0.00530046 -0.00322674  0.00583875
 -0.0018335   0.00253336 -0.003615    0.00030836 -0.00015693 -0.00306659
 -0.00017277 -0.00162968  0.00249399 -0.00067214  0.00049241  0.00314044
  0.00558986  0.00129024]"
ABT,"[-1.47199439e-02 -1.70471790e-02  4.12450538e-02 -1.26718118e-01
 -9.31471433e-02 -5.39548635e-03  5.05031999e-02 -9.44371686e-02
  1.31678511e-01 -3.43398691e-02  4.59150761e-02 -1.75750654e-01
  6.05211817e-03  3.63877436e-02  2.48380556e-01 -5.37650417e-02
 -2.28374485e-02  9.40232113e-02  2.38655578e-02 -5.59387388e-02
  2.53844823e-04  1.84185187e-02 -4.39574547e-02  1.78317927e-01
 -8.44816533e-02  7.32829466e-02  8.15485289e-02 -5.03973796e-02
  8.84944390e-02  3.56766410e-02  1.47343934e-01 -9.42640870e-02
  1.29794324e-01 -1.67491958e-01 -3.28746936e-01  5.58604205e-01
 -1.95584450e-01  3.88258207e-01  2.62609299e-01 -1.08423040e-01
  6.42743974e-01 -1.01382447e+00  5.08913376e-01 -5.86475850e-01
 -1.20946056e+00  1.15639741e+00 -8.02030933e-01  5.47788802e-01
  6.43165285e-01  2.45111997e-01  3.96242189e-01 -3.30181794e-01
  1.10484457e+00  0.00000000e+00]",0.19412059066366005,"[-5.03274328e-05 -5.90343612e-04  1.19077614e-04  4.40994171e-05
 -5.84533329e-05 -2.26563780e-06]",-6.2559156282314055,0.0019190679985233124,0.8051848847527754,-0.037358484697845536,"[-0.11509345 -0.09758294 -0.06305938 -0.02332702  0.01902239  0.05685659
  0.10584459  0.13911708  0.16778213  0.16424623  0.14808751  0.06436099
 -0.0698913  -0.25287863 -0.32797071 -0.24567917 -0.18722661 -0.16519052
 -0.06404957  0.37147415  0.88968179  1.3152185   1.02568408 -0.13444882
  0.00271435]",[-0.00031947  0.00012881  0.00070354  0.00084557  0.00065066 -0.00065733],"[ 0.01027911 -0.00477365 -0.00223303  0.00584927 -0.00490393  0.00419997
 -0.00073713  0.0004929  -0.00177489  0.00072531  0.00047955 -0.00241481
  0.00156109 -0.00022456  0.00091425  0.00237377 -0.00152551  0.00303786
  0.00108694  0.00212634]",0.08466464999672481,0.8051848847527754,"[ 0.01027911 -0.00477365 -0.00223303  0.00584927 -0.00490393  0.00419997
 -0.00073713  0.0004929  -0.00177489  0.00072531  0.00047955 -0.00241481
  0.00156109 -0.00022456  0.00091425  0.00237377 -0.00152551  0.00303786
  0.00108694  0.00212634]"
ACN,"[-1.42677866e-01 -1.92768550e-01  5.44472537e-02  1.23913917e-02
 -7.77946064e-02 -4.16135834e-02 -2.97572146e-02  3.31872574e-02
  1.60489737e-01  7.34923104e-02 -2.01056340e-01 -1.41057474e-01
 -7.79984644e-02  3.81009939e-02  9.71027705e-02 -3.97989986e-02
 -6.65587382e-02  7.89871151e-02  1.26276163e-01 -2.90480720e-02
  7.06494964e-02 -4.73667292e-04  8.66616356e-02 -8.97717800e-02
 -9.42232172e-02  2.97748507e-01  1.24180345e-01  4.15387219e-02
  1.33730135e-02 -9.56063173e-02 -6.50895672e-02  3.40901325e-02
 -2.79376869e-02 -3.82004038e-01  1.03220862e+00 -1.31046186e+00
 -6.84614079e-01  1.27184755e+00 -1.33012965e+00  8.66417540e-01
  1.28893855e+00 -1.02480697e+00  5.56475425e-01 -3.06262936e-01
 -5.03776373e-01  1.10987525e-01 -4.22022596e-01  4.90476551e-01
 -3.94677060e-02 -2.86055386e-01  8.01571742e-01 -9.71876200e-01
 -7.01368319e-01  0.00000000e+00]",0.19559258752693442,"[1.17846036e-04 1.60299850e-05 1.18756922e-04 2.03960710e-04
 4.27064667e-05 2.76665812e-04]",-5.556701747356028,0.0038614915919749125,0.8024496683221226,-0.03890895073134585,"[-0.11472928 -0.09445959 -0.06251775 -0.02427728  0.01689329  0.06062118
  0.10670017  0.14263737  0.15799729  0.1654363   0.14481255  0.06548611
 -0.08025881 -0.25206731 -0.3321047  -0.24712241 -0.17656412 -0.162557
 -0.05411727  0.36967494  0.91413676  1.25969647  1.01483925 -0.11353084
  0.00417068]",[-0.00011297 -0.00011041  0.00031275  0.00036481  0.00101109 -0.00101336],"[ 0.00963749 -0.00098399 -0.00728154  0.00456809 -0.00246322  0.00019748
  0.00198775  0.00215878 -0.00179854  0.00084119  0.00126255 -0.00028056
 -0.0013398   0.00117523  0.00147718  0.00031415 -0.0028506   0.00397942
 -0.00059064 -0.00268385]",0.08444704903434352,0.8024496683221226,"[ 0.00963749 -0.00098399 -0.00728154  0.00456809 -0.00246322  0.00019748
  0.00198775  0.00215878 -0.00179854  0.00084119  0.00126255 -0.00028056
 -0.0013398   0.00117523  0.00147718  0.00031415 -0.0028506   0.00397942
 -0.00059064 -0.00268385]"
ADBE,"[-0.09287016 -0.24254565  0.17612604  0.02591097 -0.27793408 -0.04068935
 -0.07048137  0.02118795  0.17767933  0.06318098 -0.15352824 -0.09924005
 -0.02620723  0.06798883  0.05555856 -0.09121432 -0.04906691  0.13581067
  0.12402753 -0.02870069  0.0945187   0.11097042  0.00541459  0.02486112
 -0.1138165   0.3742484   0.15106415  0.04043602  0.04709548 -0.13498451
 -0.13485466  0.01695928 -0.06173172 -0.61887687  1.45269143 -1.68529855
 -1.38922425  2.1712136  -1.39036198  0.56636026  1.98584284 -1.16163577
  0.2715223  -0.47805661 -0.33119124 -0.01377248 -0.83364931  0.73851875
  0.05908683 -0.17345296  0.24281283  0.28560569 -0.11943743  0.        ]",0.19710126528498761,"[ 7.63987386e-05  1.81619555e-04 -1.27536490e-04  1.27064552e-04
 -1.05109904e-04 -7.53817576e-05]",-5.632989253731563,0.003577864182284784,0.8035143530871022,-0.03936671061914499,"[-0.11200025 -0.09420359 -0.06733747 -0.02391051  0.01563923  0.06022453
  0.10700324  0.14196788  0.16011028  0.16820163  0.14680751  0.06628608
 -0.0826091  -0.25486698 -0.3310791  -0.24278246 -0.17652487 -0.16131685
 -0.05167558  0.38804787  0.90289579  1.28699001  1.00874511 -0.10735972
  0.00721915]","[-1.34465002e-04 -3.38065942e-05  2.17974858e-04  1.65445100e-04
  9.28662946e-04 -1.18589441e-03]","[ 9.04277331e-03  2.36601725e-04 -8.27348377e-03  2.64383431e-03
 -2.20098025e-05  1.51092542e-04  1.18972339e-03  3.96694197e-03
 -2.12417301e-03  6.05478778e-05  7.29540458e-04  1.65545324e-04
 -1.71632805e-03 -2.02443794e-05  2.41211379e-03  4.05831789e-04
 -2.65920449e-03  2.59164517e-03  2.81453530e-03 -9.70639025e-04]",0.08456825262760116,0.8035143530871022,"[ 9.04277331e-03  2.36601725e-04 -8.27348377e-03  2.64383431e-03
 -2.20098025e-05  1.51092542e-04  1.18972339e-03  3.96694197e-03
 -2.12417301e-03  6.05478778e-05  7.29540458e-04  1.65545324e-04
 -1.71632805e-03 -2.02443794e-05  2.41211379e-03  4.05831789e-04
 -2.65920449e-03  2.59164517e-03  2.81453530e-03 -9.70639025e-04]"
ADI,"[-0.13655643 -0.13996193 -0.00744008  0.05819875 -0.0257443  -0.01317482
 -0.00225539 -0.01212405  0.16624777  0.05762509 -0.15892863 -0.0969283
 -0.08033041  0.03269031  0.05862624  0.11236135 -0.06677086  0.02464458
  0.08421218 -0.05952712  0.10147834  0.06812273  0.1052363  -0.04876593
 -0.10444909  0.20780335  0.07421835  0.01858757  0.04763928 -0.04128258
 -0.10760614 -0.03184964 -0.01025866 -0.27810985  0.75025751 -0.84340818
 -0.54082756  0.9120107  -0.96370854  0.5426545   0.8905269  -0.67818807
  0.50477827 -0.44553731 -0.4344353   0.36177507 -0.29663564  0.00539965
  0.44005277 -0.62119029 -0.13019006  0.01177214 -0.92812596  0.        ]",0.2034784787732733,[ 0.00035461 -0.00066185  0.00047269 -0.00024452  0.00022705  0.00012443],-5.361211179604403,0.004695215912603215,0.8025805196192043,-0.03843604367874208,"[-0.11612447 -0.09340683 -0.06130629 -0.02360967  0.01758382  0.05924701
  0.10697238  0.14223505  0.15964095  0.16738564  0.14454692  0.06520599
 -0.08245279 -0.24197785 -0.33222687 -0.25191365 -0.18169597 -0.16537284
 -0.04975227  0.3806329   0.91617178  1.26781713  1.0147848  -0.12233115
  0.00167215]","[-1.48227841e-04 -1.35331063e-05  4.46278584e-04  2.15008447e-04
  8.49995594e-04 -9.74125580e-04]","[ 9.91311008e-03 -1.79258115e-03 -6.02363280e-03  4.96808620e-03
 -3.44824721e-03  1.09062800e-03  1.13445240e-03  1.08277594e-03
 -9.12625279e-04  7.18064910e-04  8.56375664e-04 -1.35428757e-04
 -5.57313478e-04  1.41579019e-03 -1.70726518e-05  1.71595158e-03
 -3.70792344e-03  1.52017034e-03  2.06298934e-03 -3.38334127e-03]",0.08427837844267033,0.8025805196192043,"[ 9.91311008e-03 -1.79258115e-03 -6.02363280e-03  4.96808620e-03
 -3.44824721e-03  1.09062800e-03  1.13445240e-03  1.08277594e-03
 -9.12625279e-04  7.18064910e-04  8.56375664e-04 -1.35428757e-04
 -5.57313478e-04  1.41579019e-03 -1.70726518e-05  1.71595158e-03
 -3.70792344e-03  1.52017034e-03  2.06298934e-03 -3.38334127e-03]"
ADM,"[ 0.00524569 -0.05199758 -0.18878481 -0.24704721  0.00415557 -0.01410734
  0.08935898  0.12843418 -0.04496153  0.02945023 -0.1354114  -0.22476667
 -0.09060557  0.03503048  0.06806733 -0.03008789 -0.02137432  0.23538971
  0.05246217  0.08995762 -0.21847742  0.0157022   0.05873506 -0.22882284
 -0.00914283  0.13953914  0.20458387  0.18775964 -0.07120756 -0.17057539
  0.01711807  0.18098423 -0.0466073  -0.34437283  1.2425547  -1.37116355
 -0.73433434  0.47265703 -0.87944336  0.17924071 -0.14796315  0.63415567
  0.05303733  0.05573771  0.32812414  0.60284189  0.07006183 -0.67928988
  1.22329344 -0.56429116 -0.16512535 -2.17525697  1.13166278  0.        ]",0.1882209371149617,"[-7.95741479e-04 -1.07912843e-04  3.63320298e-05 -2.25937482e-04
  2.58157052e-04  3.81922229e-04]",-5.837146914327617,0.002917153653430703,0.8056116683448579,-0.03767665980153667,"[-0.12011822 -0.10021099 -0.06046692 -0.02355551  0.02046707  0.06305325
  0.10018868  0.14157105  0.16013029  0.16094238  0.14390752  0.06621811
 -0.08258026 -0.25199438 -0.32709068 -0.23433048 -0.18326581 -0.15236386
 -0.09126797  0.36813493  0.90935798  1.22887474  1.04291151 -0.12409123
  0.00663229]",[ 0.00034997 -0.000263    0.00019169  0.00061831  0.00144134 -0.00100844],"[ 0.00962407 -0.00041262 -0.00749189  0.00443561 -0.00460973  0.0013945
  0.00029152 -0.00156195  0.00271201 -0.00071839  0.00216693  0.00208695
  0.00051391  0.00254524 -0.0018794   0.00378974 -0.00347129  0.00140715
 -0.00401231  0.00189998]",0.08418032434334113,0.8056116683448579,"[ 0.00962407 -0.00041262 -0.00749189  0.00443561 -0.00460973  0.0013945
  0.00029152 -0.00156195  0.00271201 -0.00071839  0.00216693  0.00208695
  0.00051391  0.00254524 -0.0018794   0.00378974 -0.00347129  0.00140715
 -0.00401231  0.00189998]"
