,priors,lt_0 - intercept,"fs_0 - beta(p=7,n=3)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,lt_0 - slope,"fs_1 - beta(p=365.25,n=10)"
A,"[ 1.37728030e-01 -2.33022202e-01  4.20318900e-02  2.19026231e-01
  3.19709625e-01  4.41291925e-01  5.32209291e-02 -1.03084763e-01
 -1.62426755e-01  3.18746785e-01 -2.88181536e-01  1.06572264e-02
 -7.03055173e-02  4.02344785e-01 -3.04863105e-01  8.53548288e-02
 -6.00925710e-02  2.16471049e-01 -1.07072644e-01 -6.14701080e-02
  2.61598231e-03 -2.28302446e-02  1.06533170e-01  2.08425822e-01
 -5.56986235e-02 -1.02294655e-01 -1.81225648e-01  1.68055782e-01
 -1.17558954e-01  1.09070510e-01  1.63312037e-01  1.57089478e-01
 -3.20126976e-01  1.31572939e+00  1.84947788e+00 -1.32997964e+00
  3.11232097e+00 -3.51028451e+00  4.55990877e-01 -1.40830979e+00
 -1.56743195e+00 -1.23964712e-01 -7.13903781e-01 -1.15556569e+00
 -4.04437314e-01 -5.35611538e-01 -1.88194177e+00  1.40637176e+00
 -1.08387630e+00  9.13157179e-01  5.73365399e-01  3.91419017e-01
 -2.18409215e-01  0.00000000e+00]",0.1835390279236158,"[-2.80831172e-04  5.60797220e-04 -5.65602498e-04  3.18108585e-05
 -2.71239946e-04 -4.30860325e-04]",-4.874723906093027,0.007637202512883131,0.7820718081791811,-0.03834361317241369,"[-0.12232263 -0.09459814 -0.0605295  -0.01676693  0.01202778  0.05208321
  0.09127956  0.15094886  0.1599401   0.19022263  0.18139092  0.15563085
 -0.01019232 -0.16770807 -0.33262263 -0.31189081 -0.24995912 -0.2104824
 -0.17728841  0.04000206  0.71556367  1.33352147  1.69829904  0.56319493
 -0.01265584]","[-1.13706651e-03 -1.37064296e-03  6.03351699e-04  1.27201191e-03
 -2.87845109e-05 -1.06481071e-03]","[ 1.87466415e-02  6.69852217e-04 -5.60957670e-03  1.50666418e-02
 -1.07039574e-02  3.73418621e-03 -2.29979797e-04 -4.53783564e-03
 -7.90604068e-04 -1.29400574e-03 -8.66940808e-04  1.88343816e-03
 -1.95268037e-03 -2.06833918e-04  2.94066084e-03 -3.11343095e-03
  2.21779464e-03  3.09626265e-03  3.20778161e-03  9.70968952e-05]",0.08340771483618038,0.7820718081791811,"[ 1.87466415e-02  6.69852217e-04 -5.60957670e-03  1.50666418e-02
 -1.07039574e-02  3.73418621e-03 -2.29979797e-04 -4.53783564e-03
 -7.90604068e-04 -1.29400574e-03 -8.66940808e-04  1.88343816e-03
 -1.95268037e-03 -2.06833918e-04  2.94066084e-03 -3.11343095e-03
  2.21779464e-03  3.09626265e-03  3.20778161e-03  9.70968952e-05]"
AAL,"[-0.42815832 -0.36955679 -0.39721544 -0.06238404 -0.3071472  -0.12368329
  0.07282285  0.17565839  0.01569617  0.32327483 -0.18518687 -0.17784494
 -0.29705522  0.17215808  0.0101839  -0.13399258  0.0713617   0.14828983
  0.1698785  -0.1789723   0.20960229  0.20402832  0.19590174  0.05009202
 -0.07411929 -0.29428073 -0.31171413  0.02009377  0.13434267  0.17955791
  0.1454713   0.04987186 -0.22823913 -0.41389309  0.14437535 -0.91695576
 -0.6310088   0.04110003 -2.18314643  2.18758504 -1.67243398  2.28678002
  0.78458685 -0.82942714  1.57055413 -1.65442671 -1.06630387  0.54986121
 -2.62301369  2.36215803 -0.78528536  0.78832343 -0.14384468  0.        ]",0.1957240584246255,"[-7.90501313e-04 -3.11623152e-04  7.30432751e-05 -1.68678303e-04
  2.16871889e-04  3.84413420e-04]",-4.558141955145089,0.010481515988652114,0.7709236570566711,-0.03968393759826418,"[-0.13206519 -0.10195593 -0.07464437 -0.03194514  0.013558    0.05863532
  0.09689845  0.15080958  0.165757    0.18131663  0.17110642  0.14059013
  0.00548072 -0.18508249 -0.32006264 -0.31713636 -0.22364803 -0.22238371
 -0.14894482  0.07629504  0.72699286  1.29774656  1.69881727  0.5441764
 -0.02167807]",[-0.00150951 -0.00080483  0.00079344  0.00104462 -0.00026506 -0.00080311],"[ 0.0133818  -0.00419339 -0.00444189  0.00473738 -0.00101696 -0.00365515
  0.0093367  -0.00419027  0.00570053  0.00276625 -0.00023508  0.00735446
 -0.00519295  0.00089966  0.00094345 -0.00611793  0.00623659 -0.00152688
  0.00487181 -0.00056842]",0.08525155017991323,0.7709236570566711,"[ 0.0133818  -0.00419339 -0.00444189  0.00473738 -0.00101696 -0.00365515
  0.0093367  -0.00419027  0.00570053  0.00276625 -0.00023508  0.00735446
 -0.00519295  0.00089966  0.00094345 -0.00611793  0.00623659 -0.00152688
  0.00487181 -0.00056842]"
AAP,"[-0.50512988  0.0201124  -0.22917672 -0.07964264 -0.58823636 -0.54788266
 -0.01067683  0.43629347  0.13641565  0.03438778  0.21489944 -0.16249335
  0.08389543 -0.26570239  0.27471363  0.03452203  0.34457683 -0.12969638
  0.16702699 -0.02884717  0.2329468   0.40376835 -0.23844974  0.01760382
  0.00647147 -0.20063709  0.01120079 -0.14186161  0.20961996  0.05379287
  0.03526992 -0.13354824  0.0630421  -1.92038611 -1.72895228  0.26948601
 -4.15122451  4.3803939  -3.37064295  4.83993509  0.68121672  1.755255
  2.46723852 -0.15976161  0.98203579  0.66680511 -0.10124832  0.96626167
  0.52726036  0.34358228  0.23520392  1.77377945 -0.89313242  0.        ]",0.19465437588631618,[-0.00184996  0.00142233 -0.0014534  -0.00024045 -0.00037253 -0.00066266],-4.394173328715113,0.01234908474075065,0.7694072915409393,-0.03605112355313357,"[-1.28483586e-01 -1.02523828e-01 -8.08406826e-02 -4.36754969e-02
  1.18981225e-02  6.58846198e-02  1.00208607e-01  1.39065776e-01
  1.82016644e-01  1.81476606e-01  1.89596121e-01  1.13405851e-01
  2.15689080e-02 -1.75998730e-01 -2.98787064e-01 -3.46149230e-01
 -2.24065529e-01 -2.11788059e-01 -1.40850717e-01  1.10221061e-01
  6.44412551e-01  1.27428587e+00  1.73188875e+00  5.62459532e-01
  1.53669746e-03]","[-1.78162582e-03 -7.07012275e-04  5.36939656e-04  8.19423747e-04
 -5.97728097e-04 -2.66765471e-05]","[ 0.00896737 -0.00931656 -0.00101045 -0.00510852  0.0110988  -0.00692859
  0.01619912  0.00253113  0.00433064  0.00800289  0.00182031  0.00556951
  0.00108891  0.00201869  0.0026419   0.00328796  0.00088936  0.0010592
  0.00693798 -0.00311779]",0.08715702764439028,0.7694072915409393,"[ 0.00896737 -0.00931656 -0.00101045 -0.00510852  0.0110988  -0.00692859
  0.01619912  0.00253113  0.00433064  0.00800289  0.00182031  0.00556951
  0.00108891  0.00201869  0.0026419   0.00328796  0.00088936  0.0010592
  0.00693798 -0.00311779]"
AAPL,"[-5.50507196e-01  5.21590386e-02 -3.77710054e-01 -6.46282942e-02
 -4.99349149e-02  1.93473069e-01  5.54436059e-02  5.60861649e-02
  1.92040558e-01  1.74192514e-01 -7.84551639e-02 -4.80022989e-01
  6.75667376e-02 -1.14528135e-02  7.82419423e-02  1.17625831e-01
  2.65374473e-01  1.32620299e-01 -1.73157235e-01 -2.51441137e-01
  1.46034033e-03  1.45786826e-01 -2.22495514e-01  3.33943146e-01
  1.02156413e-02  3.47048139e-02 -5.09416643e-02  1.02913144e-01
  1.80212424e-01  3.46424597e-01  6.79551096e-02  9.33783343e-02
 -2.38317572e-01 -6.69200308e-01 -7.71107431e-02 -9.88102001e-01
 -1.04865679e+00 -5.65747464e-01 -2.51985421e+00  1.31655582e+00
 -2.61417883e+00  2.51823883e+00 -1.41404800e+00  1.72383436e+00
 -2.42051005e-02  9.97531830e-01  7.75579102e-02  8.30731510e-01
 -7.11380306e-01  2.09047043e+00 -9.23164210e-01  3.32859559e+00
 -9.14246637e-04  0.00000000e+00]",0.19269627440908524,[ 0.00113897  0.00031448 -0.0001852   0.00028283 -0.000389   -0.00062838],-4.403363765006678,0.01223611119744097,0.7685133432172523,-0.03575680030374757,"[-0.13161853 -0.10234807 -0.06841145 -0.02404554  0.01365343  0.05568231
  0.1032129   0.14541096  0.16926827  0.16815442  0.18827844  0.12978244
  0.00900695 -0.1678611  -0.30751775 -0.32030883 -0.25375022 -0.23736588
 -0.16670171  0.07050862  0.64509869  1.34767529  1.72684204  0.5894334
 -0.00569953]",[-0.00122793 -0.00079013  0.00132612  0.00097616 -0.00020792 -0.00092206],"[ 0.01278625 -0.0047289  -0.00454045  0.00343374 -0.00268176 -0.00444518
  0.00682163 -0.00666925  0.00601755 -0.00376837  0.00686171  0.00181628
  0.00166203  0.00353672  0.00158173 -0.00150264  0.005636   -0.00209181
  0.01136357  0.00021447]",0.08527310866151688,0.7685133432172523,"[ 0.01278625 -0.0047289  -0.00454045  0.00343374 -0.00268176 -0.00444518
  0.00682163 -0.00666925  0.00601755 -0.00376837  0.00686171  0.00181628
  0.00166203  0.00353672  0.00158173 -0.00150264  0.005636   -0.00209181
  0.01136357  0.00021447]"
ABBV,"[-0.0976721   0.04122435 -0.13102994  0.24752367 -0.09771927  0.01283574
  0.08353036 -0.01265088  0.12449232 -0.07263376 -0.03256249 -0.14081265
  0.029315   -0.0357478  -0.07968515  0.10342807  0.23162819 -0.05071757
 -0.03920353 -0.16108798 -0.22003326 -0.13381082 -0.06210706 -0.01281289
  0.10468869 -0.00254116  0.09532721 -0.06794628 -0.00684939  0.13987096
 -0.30205797 -0.03803109 -0.05091786 -0.07303177  0.17520703 -0.71083342
  0.02851069 -0.87433084 -1.15632713  0.46382078 -1.79516426  1.69025027
 -0.92036163  1.69373448  0.27291586  1.01818402  0.83986156  0.3905306
  1.13812324 -0.62705736  0.73544303 -0.4944465  -0.7910763   0.        ]",0.1890225575831794,"[-7.49648590e-04 -9.06775920e-04 -1.06041514e-04 -8.02500530e-04
  5.83531339e-05 -5.42102339e-04]",-4.174587445614359,0.015381536066386169,0.7774343466300756,-0.03580747791210881,"[-0.12605621 -0.09436538 -0.06965703 -0.02855623  0.01373592  0.05364361
  0.10046979  0.1352931   0.17144512  0.18285231  0.18743505  0.12871526
  0.00191217 -0.16782519 -0.31182854 -0.3385027  -0.24439705 -0.2279886
 -0.20013108  0.02876099  0.67863779  1.2746      1.74660458  0.58675973
  0.00522511]","[-1.66811057e-03 -1.11484902e-03  8.34594851e-04  1.85649006e-06
 -5.79563492e-04 -3.00199390e-04]","[ 1.44796047e-02 -3.92578378e-03 -3.74440939e-03  6.43190908e-03
 -3.43495797e-03 -7.85989567e-04  4.57523278e-03 -4.72360811e-03
  3.88350674e-03 -2.10999563e-03  6.85167201e-03  2.89421932e-03
  1.70621643e-03  6.04468013e-03 -8.09220058e-05  3.27418102e-03
 -1.81471628e-03  2.76448260e-03  8.21631683e-04 -1.93107752e-03]",0.08491820288756104,0.7774343466300756,"[ 1.44796047e-02 -3.92578378e-03 -3.74440939e-03  6.43190908e-03
 -3.43495797e-03 -7.85989567e-04  4.57523278e-03 -4.72360811e-03
  3.88350674e-03 -2.10999563e-03  6.85167201e-03  2.89421932e-03
  1.70621643e-03  6.04468013e-03 -8.09220058e-05  3.27418102e-03
 -1.81471628e-03  2.76448260e-03  8.21631683e-04 -1.93107752e-03]"
ABT,"[-0.13879828 -0.23728586 -0.2517066   0.21397419  0.08297043  0.27079679
  0.12401402 -0.07821721  0.00713264  0.19256703 -0.27446266 -0.15749689
 -0.18507408  0.32230686 -0.17930436 -0.01029163  0.07347423  0.20149793
 -0.00778825 -0.24271371 -0.02986061 -0.09540879  0.17235047  0.08325509
  0.02281597 -0.12012296 -0.12549953  0.03003744 -0.01103703  0.18073855
 -0.0588998   0.0946727  -0.26905306  0.74555541  1.30334915 -1.49119564
  1.89328108 -2.91287482 -0.80118084 -0.29709718 -2.70503911  1.7801627
 -0.97394952  0.26335036  0.71843487 -0.6985086  -0.40220362  0.46503209
 -1.12841959  1.06037609 -0.0110231   0.13856918  0.1557949   0.        ]",0.20227734694626162,"[ 2.08185358e-04  1.43962100e-03 -4.73998054e-04  1.76266870e-04
 -8.61196650e-05 -1.04418935e-04]",-4.83721749720758,0.007929086089460335,0.7766241470413892,-0.03841491328355531,"[-0.12871493 -0.09510578 -0.06570487 -0.02144498  0.01449369  0.05210134
  0.09697425  0.14596381  0.1615721   0.18253387  0.17678408  0.15031549
 -0.00445789 -0.17444477 -0.32313946 -0.31310859 -0.24077255 -0.2321847
 -0.17874438  0.03179663  0.72298428  1.30596285  1.71865151  0.56546636
 -0.01051391]",[-0.00152698 -0.00109004  0.00085292  0.00060435 -0.00027848 -0.00091259],"[ 0.01691417 -0.00086851 -0.0060501   0.01169124 -0.0091569   0.00018087
  0.00274321 -0.00734508  0.00419915 -0.00243134  0.00279466  0.00457523
 -0.00278215  0.00352228  0.0001068  -0.00304413  0.00273465  0.00087454
  0.00285054  0.00073207]",0.08401271437060051,0.7766241470413892,"[ 0.01691417 -0.00086851 -0.0060501   0.01169124 -0.0091569   0.00018087
  0.00274321 -0.00734508  0.00419915 -0.00243134  0.00279466  0.00457523
 -0.00278215  0.00352228  0.0001068  -0.00304413  0.00273465  0.00087454
  0.00285054  0.00073207]"
ACN,"[-1.82538257e-01 -3.93998771e-01 -2.08895153e-01  3.31893967e-01
 -6.50526996e-02  1.52067316e-01  1.02302884e-01  1.27947417e-01
 -1.16285072e-01  4.66862440e-01 -3.15657128e-01 -1.36358132e-01
 -1.90887917e-01  3.00800124e-01 -3.13341894e-01 -2.65598517e-03
  1.54318511e-01  2.09971641e-01 -2.04906864e-02 -1.56190074e-01
  4.66287747e-02  1.89234237e-01  6.46859357e-02  2.39189104e-01
  9.46241393e-04 -3.29199856e-01 -2.86654776e-01  1.49368196e-01
  1.52790548e-02  1.97345015e-01  1.44075097e-01  9.60958760e-02
 -4.10809688e-01  4.09376890e-01  1.39736131e+00 -2.11327896e+00
  1.30725159e+00 -2.24640790e+00 -2.20726516e+00  1.36465649e+00
 -2.54666197e+00  1.67560736e+00  8.50613959e-02 -1.18035025e+00
  2.74549022e-01 -5.42398210e-01 -2.49688005e+00  2.31299842e+00
 -1.66322378e+00  1.65678239e+00  7.43098264e-01  2.48577488e-01
 -5.27833599e-01  0.00000000e+00]",0.20116918071699041,[-0.0007901   0.00046098 -0.00087543  0.00018292 -0.00049884 -0.00056567],-4.600253247627056,0.010049290463390516,0.7757624548196149,-0.039884415477551546,"[-0.1279149  -0.09209873 -0.06927305 -0.02433487  0.01360405  0.05830664
  0.09263511  0.15668543  0.16029432  0.18392789  0.17696838  0.14897339
 -0.01251608 -0.17514825 -0.31455806 -0.31134298 -0.243866   -0.2187197
 -0.17456458  0.07411042  0.70698063  1.33735684  1.71210346  0.53319029
 -0.01968496]","[-1.21994056e-03 -1.14125490e-03  8.44503693e-04  1.12137756e-03
 -9.48095243e-05 -1.38298920e-03]","[ 0.0159516  -0.00071197 -0.0079166   0.01006971 -0.00735932 -0.00376986
  0.00727663 -0.00670131  0.00400953  0.00057044 -0.00130682  0.00360472
 -0.0022759  -0.00247826  0.00578058 -0.00368418  0.00456029  0.0028837
  0.0029601  -0.00118204]",0.08421355047207418,0.7757624548196149,"[ 0.0159516  -0.00071197 -0.0079166   0.01006971 -0.00735932 -0.00376986
  0.00727663 -0.00670131  0.00400953  0.00057044 -0.00130682  0.00360472
 -0.0022759  -0.00247826  0.00578058 -0.00368418  0.00456029  0.0028837
  0.0029601  -0.00118204]"
ADBE,"[ 0.04829238 -0.25619304 -0.07802207  0.22574056  0.12187024  0.21160212
  0.0981857  -0.09421444 -0.07827733  0.150863   -0.23641305  0.03219954
 -0.22188176  0.3499215  -0.19835395 -0.07762342 -0.03370938  0.18350696
  0.01401897 -0.11333949 -0.00721624 -0.0950068   0.20032293 -0.02127407
  0.0465889  -0.14065441 -0.10903731  0.04736696 -0.04480268  0.01539491
  0.003496    0.07681594 -0.17011582  0.92575019  1.27938776 -1.06067341
  2.16753755 -2.48128362  0.12703663 -0.70519281 -1.41903915  0.60932183
 -0.33187151 -0.60200292  0.52549707 -1.01357546 -0.67094868  0.42164537
 -0.94003769  0.57182494  0.46738273 -1.03438234  0.66738395  0.        ]",0.1923133862381068,"[ 1.04792324e-03  3.39632510e-04  1.69612142e-04  8.49866787e-05
  3.87054300e-06 -1.24319482e-04]",-4.93137095894039,0.00721660283020181,0.7803098957558818,-0.03857032460557703,"[-0.12492152 -0.0945686  -0.06496541 -0.0229243   0.01348172  0.05172698
  0.09387097  0.14414326  0.16281915  0.19076607  0.17465658  0.15216315
 -0.00431604 -0.17845964 -0.33108716 -0.3151466  -0.2395971  -0.21743782
 -0.17802927  0.02979024  0.73143826  1.28495314  1.72465353  0.56276185
 -0.00863479]",[-0.0014733  -0.0011228   0.00038016  0.00078544 -0.00028368 -0.00061532],"[ 1.74905204e-02 -9.11549980e-04 -4.81259023e-03  1.24715997e-02
 -7.87895979e-03  2.74775627e-03  1.62310200e-03 -4.01648007e-03
  1.18637174e-03 -2.12108338e-04  5.98722129e-04  4.42982666e-03
 -3.36814552e-03  2.87973187e-03  9.99686778e-05 -2.57645638e-03
  1.26625541e-03  2.56388492e-03 -4.00251916e-04  2.34836417e-03]",0.08399483817146126,0.7803098957558818,"[ 1.74905204e-02 -9.11549980e-04 -4.81259023e-03  1.24715997e-02
 -7.87895979e-03  2.74775627e-03  1.62310200e-03 -4.01648007e-03
  1.18637174e-03 -2.12108338e-04  5.98722129e-04  4.42982666e-03
 -3.36814552e-03  2.87973187e-03  9.99686778e-05 -2.57645638e-03
  1.26625541e-03  2.56388492e-03 -4.00251916e-04  2.34836417e-03]"
ADI,"[-0.46293701 -0.27421166 -0.28781559  0.17887658 -0.19364675  0.02247739
  0.12265631  0.17118526  0.03704277  0.3131932  -0.1651232  -0.20557905
 -0.23136754  0.29576002 -0.03588742 -0.0779944   0.25109633  0.24499542
 -0.0650597  -0.15298188  0.12840977  0.28620368 -0.12916461  0.13584368
  0.13676694 -0.29117705 -0.15726267  0.15493027  0.21717547  0.10509024
  0.23440397  0.08548143 -0.2199807  -0.45521086  0.29210732 -1.32051282
 -0.56448016 -0.08657857 -2.77813174  2.61328661 -1.62298485  2.25414696
  0.6094907  -0.46877022  0.73730765 -0.25916476 -1.33342789  2.11676994
 -1.22883363  2.3303618   0.86123663  0.89347135  1.30318865  0.        ]",0.19009260760202856,[-0.00091931  0.00332567 -0.0020589   0.00077785 -0.00084317 -0.00071748],-4.662510741165705,0.009442724377352246,0.7702385052166774,-0.03879686628336651,"[-0.12977566 -0.09607509 -0.07206436 -0.02807903  0.01476925  0.05922774
  0.09775206  0.15064242  0.16672033  0.18046604  0.17469553  0.14795568
  0.0031012  -0.18026955 -0.30770589 -0.30900654 -0.24808799 -0.22089707
 -0.16032495  0.08978542  0.6682781   1.30847055  1.75208992  0.54250904
 -0.01181943]",[-0.00120439 -0.0006554   0.00058871  0.00138915 -0.00010657 -0.00087064],"[ 1.34408269e-02 -3.76694320e-03 -5.58693196e-03  4.83794040e-03
 -1.36901190e-03 -5.29807659e-03  1.04305158e-02 -4.03997909e-03
  5.60861958e-03  2.24781329e-03  7.28453006e-04  4.79529127e-03
 -1.50791201e-03  8.86806216e-06  5.46639116e-03 -2.23606450e-03
  6.34067394e-03  3.05493685e-03  4.76564740e-03  3.78456526e-03]",0.08525786208197542,0.7702385052166774,"[ 1.34408269e-02 -3.76694320e-03 -5.58693196e-03  4.83794040e-03
 -1.36901190e-03 -5.29807659e-03  1.04305158e-02 -4.03997909e-03
  5.60861958e-03  2.24781329e-03  7.28453006e-04  4.79529127e-03
 -1.50791201e-03  8.86806216e-06  5.46639116e-03 -2.23606450e-03
  6.34067394e-03  3.05493685e-03  4.76564740e-03  3.78456526e-03]"
ADM,"[-0.64713929 -0.00966822 -0.20308297 -0.35046081 -0.68156884 -0.59098411
 -0.0367745   0.45328383  0.18107412  0.10081922  0.26516926 -0.15570888
 -0.04461467 -0.29971965  0.39211378 -0.05411587  0.24526955 -0.10953374
  0.06495094  0.10613088  0.22008351  0.54589055 -0.36060302 -0.01739132
 -0.00671842 -0.20459547 -0.12844346  0.08245167  0.35090597  0.01376199
  0.31590106 -0.07689775  0.15634834 -2.42599197 -2.68590597  1.25155533
 -5.35487176  5.77936196 -3.20837017  4.94725935  1.54962715  1.62197519
  2.36412056 -0.29132234  0.91763023  0.22599923 -0.46275213  1.396671
 -0.71135203  1.97392644  0.17004491  1.77721853 -0.08103046  0.        ]",0.19499120687284682,[-0.00014742 -0.00053247 -0.00020688  0.00036093 -0.00037998 -0.00021457],-5.395143287458596,0.00453857003204155,0.766609658439818,-0.036345585632781466,"[-0.12807686 -0.10909434 -0.08305004 -0.04482294  0.01145273  0.06613267
  0.10183989  0.1417019   0.18385332  0.1815659   0.18233928  0.11162132
  0.02817794 -0.18233556 -0.30544792 -0.34366964 -0.23372081 -0.19580412
 -0.14312782  0.12965479  0.62393195  1.26265287  1.73319711  0.56339217
 -0.0068767 ]",[-0.00114999 -0.000431    0.00035184  0.00158954 -0.0003613   0.00022629],"[ 7.53703681e-03 -1.20130398e-02  1.87959734e-03 -8.48368625e-03
  1.50280519e-02 -6.32748034e-03  1.62253055e-02  4.87047047e-03
  4.01314235e-03  8.01658899e-03  1.65631959e-03  5.48044025e-03
  1.61834133e-04  5.15601882e-04  4.15349978e-03 -2.03594311e-05
  5.04767789e-03  1.07810505e-03  7.13894702e-03 -4.44341800e-04]",0.08757530781224085,0.766609658439818,"[ 7.53703681e-03 -1.20130398e-02  1.87959734e-03 -8.48368625e-03
  1.50280519e-02 -6.32748034e-03  1.62253055e-02  4.87047047e-03
  4.01314235e-03  8.01658899e-03  1.65631959e-03  5.48044025e-03
  1.61834133e-04  5.15601882e-04  4.15349978e-03 -2.03594311e-05
  5.04767789e-03  1.07810505e-03  7.13894702e-03 -4.44341800e-04]"
