,priors,lt_0 - intercept,"fs_0 - beta(p=7,n=3)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,lt_0 - slope,"fs_1 - beta(p=365.25,n=10)"
A,"[ 0.15970876 -0.25868099  0.15273494  0.16858399  0.06777942  0.13669937
 -0.12315216  0.01040116  0.22521648 -0.10125743  0.15383966 -0.04417095
 -0.23972022  0.07629285 -0.11026762  0.09406543 -0.07035298 -0.10319808
 -0.11382512  0.27966102 -0.08554338 -0.18572881  0.10962194 -0.01235838
  0.01564428  0.1653529   0.10774979  0.02257269 -0.04613816 -0.02130943
 -0.20780316  0.09236752  0.0403515  -0.37689158 -1.19803028 -1.39748248
  0.98150541  1.80001321  0.58470427 -0.20683809 -1.28034079 -0.32930201
  0.97956424  0.72712911 -0.78248385 -1.20680453  0.47444065  1.2613639
  0.39898454 -0.78142681 -0.69993342  0.9372135   1.53945095  0.        ]",0.13545342767671362,"[ 6.96515303e-04  5.09400981e-04  1.00571244e-05 -2.92492358e-04
 -1.00757854e-04 -2.28299539e-04]",-5.552061137808407,0.003879452910223712,0.8184726996380167,-0.03981087248950725,"[-0.11920407 -0.09485492 -0.06407729 -0.0237965   0.01215472  0.05746832
  0.10683736  0.13544631  0.18018891  0.1818111   0.15695986  0.10254943
 -0.04053306 -0.20679178 -0.34636425 -0.30629944 -0.22068674 -0.15051293
 -0.14057156  0.16730316  0.8470544   1.2937999   1.39152847 -0.03250926
  0.01014137]","[ 9.51839795e-04  5.38009013e-04  1.15651251e-04 -1.24708581e-04
  2.85261768e-04  2.03916955e-06]","[ 0.00554928 -0.01005593 -0.00856778  0.00858341  0.00153655  0.00290004
 -0.00056637 -0.00313214 -0.00141107  0.00159244  0.00378319 -0.0019051
 -0.00497368  0.00365319  0.0018541   0.00046659 -0.0011935  -0.00071986
  0.00300678  0.00458495]",0.08527045748548055,0.8184726996380167,"[ 0.00554928 -0.01005593 -0.00856778  0.00858341  0.00153655  0.00290004
 -0.00056637 -0.00313214 -0.00141107  0.00159244  0.00378319 -0.0019051
 -0.00497368  0.00365319  0.0018541   0.00046659 -0.0011935  -0.00071986
  0.00300678  0.00458495]"
AAL,"[-0.43080934  0.3537688  -0.57899017  0.26442367 -0.40671066  0.13774748
 -0.02043231  0.29335411 -0.56501039  0.2946862   0.0737622  -0.11209583
  0.52892806  0.05997989 -0.32250987  0.1957012   0.21683934  0.50803149
  0.12805345 -0.04390952 -0.06323115  0.32289883 -0.21466641  0.03375234
 -0.10290012 -0.39722604 -0.24885827  0.1355958  -0.16713684  0.20006742
 -0.043416    0.2136367  -0.18317475  0.88109193  3.68184745  4.77433397
 -1.84380659 -3.44155122 -3.65399714 -1.42165655  2.47803424  0.55554203
 -0.40869699 -0.72782613  1.10082914  1.51278286  0.01772484 -0.35459763
 -0.48970794  0.01234948 -0.03225762 -0.36922028  1.62440771  0.        ]",0.15492781963007282,"[-1.60165654e-03 -4.22934130e-04 -6.03432659e-04  4.53576696e-04
 -6.90462009e-05 -2.76883097e-05]",-5.2731810757850095,0.005127274355138417,0.8070593037907844,-0.033910507924977844,"[-0.1345461  -0.09340198 -0.07559417 -0.02181062  0.01597309  0.0653674
  0.0795281   0.15133799  0.17658735  0.17898688  0.19911486  0.10135755
 -0.05259912 -0.19765452 -0.31794579 -0.258322   -0.2085921  -0.18434173
 -0.13288253  0.24285444  0.78716807  1.31553145  1.36758496 -0.08775538
 -0.01007239]",[ 0.00120167  0.00017147  0.0006768   0.00038904  0.00063032 -0.00059826],"[ 0.00936185  0.00340646  0.00914629  0.00150764 -0.01459443 -0.00807616
 -0.00522654  0.00664415  0.00186298 -0.00264479 -0.00077764  0.00420084
  0.00174406  0.00405317 -0.00151066 -0.00164264  0.00136431  0.00059435
 -0.00014099  0.00481187]",0.08434736067804463,0.8070593037907844,"[ 0.00936185  0.00340646  0.00914629  0.00150764 -0.01459443 -0.00807616
 -0.00522654  0.00664415  0.00186298 -0.00264479 -0.00077764  0.00420084
  0.00174406  0.00405317 -0.00151066 -0.00164264  0.00136431  0.00059435
 -0.00014099  0.00481187]"
AAP,"[-0.22447759  0.17547178 -0.1167079  -0.05416007 -0.35742484  0.26398904
 -0.11468183  0.15330177 -0.36826347 -0.16525515 -0.00817233 -0.17390548
  0.34088051  0.10044983 -0.19857657  0.18123718 -0.0371606   0.13208188
  0.21451044 -0.13383092  0.10276727 -0.04238839  0.03419077 -0.12122233
 -0.05711413 -0.03014143 -0.10143931  0.21004128 -0.00598851  0.08606565
  0.10399744 -0.2312803   0.0878485   0.13330123  0.91353987  1.47532516
 -0.75826191 -1.69594972 -1.34020714 -0.73489627  1.97548453  2.01687884
 -0.06811819 -0.74443132 -0.76656027  0.56598936  0.75127935 -0.00652032
 -1.58930698 -0.86967545  1.08166033  1.28989152 -0.69223722  0.        ]",0.16183144339813046,[-0.00027892  0.00062482 -0.00047528 -0.0005858  -0.00023433 -0.00068841],-5.160553008743512,0.005738525353323081,0.8110472356182042,-0.03563983480957297,"[-0.12472545 -0.10026649 -0.07490164 -0.0191641   0.01331414  0.06181258
  0.08598003  0.13360098  0.17334658  0.17723468  0.18737315  0.10446275
 -0.04505378 -0.1983004  -0.3395454  -0.28690925 -0.19599658 -0.19626504
 -0.1103031   0.19369067  0.83388252  1.27929015  1.3740941  -0.0545185
 -0.00468749]",[ 0.00147499  0.00054366  0.0004409   0.00061875 -0.00053812  0.00019646],"[ 0.00708382 -0.00425084 -0.00024619  0.00426706 -0.00876356 -0.00203397
 -0.00278794  0.00523126  0.00584622 -0.00146509 -0.00061516 -0.00130554
 -0.00030631  0.00560061 -0.00101756 -0.00520578 -0.00117391  0.00363227
  0.00439119 -0.00158597]",0.08469770432821791,0.8110472356182042,"[ 0.00708382 -0.00425084 -0.00024619  0.00426706 -0.00876356 -0.00203397
 -0.00278794  0.00523126  0.00584622 -0.00146509 -0.00061516 -0.00130554
 -0.00030631  0.00560061 -0.00101756 -0.00520578 -0.00117391  0.00363227
  0.00439119 -0.00158597]"
AAPL,"[-0.35587907  0.16871334 -0.26578524  0.20549319 -0.20177793  0.27458108
 -0.30324496  0.3276708  -0.41085484  0.01743555  0.02233928 -0.03900303
  0.09139406  0.20000321  0.06232633  0.23941742  0.03551476  0.23720841
  0.08942911 -0.04504752  0.0838553   0.04361916  0.1041743  -0.13803169
 -0.03048635 -0.1865383  -0.31266912  0.28390256 -0.04153732  0.07298038
 -0.09032224 -0.0142749  -0.29556515  0.66624664  1.64664122  2.14775412
 -1.34406111 -3.00993017 -1.62450399 -0.55875057  2.97350508  2.70891424
 -0.38161393 -0.86503689 -1.35648189 -0.17652139  0.92400349  0.65360649
 -0.56474532 -0.81970453 -0.53345405 -0.88358832  0.98183422  0.        ]",0.15137922412017407,"[-9.07229930e-04  4.42800006e-04 -3.84744400e-04 -2.36806870e-04
  2.01507525e-05 -1.16535153e-05]",-5.305525913956261,0.004964086859260885,0.8085075385210881,-0.03565843853314819,"[-0.12783856 -0.09463773 -0.07061378 -0.01897116  0.00740791  0.06685698
  0.08445401  0.14093747  0.17556548  0.18234491  0.17589829  0.10934253
 -0.03004938 -0.19664077 -0.33238863 -0.27834326 -0.20684926 -0.18908327
 -0.11726211  0.19989744  0.84722748  1.27521464  1.38278056 -0.07094347
 -0.01649239]","[ 1.60176382e-03  4.68336933e-04  3.44788057e-04  2.21506072e-04
  3.04755264e-05 -8.37909892e-04]","[ 0.0087945  -0.00231793  0.0015829   0.00273477 -0.01256745 -0.00282047
 -0.00266705  0.00790142  0.00793272 -0.00232901 -0.00091265 -0.00281718
 -0.00248563  0.00639442  0.00095791 -0.00212279 -0.0012396  -0.0006869
 -0.00181827  0.00305943]",0.08502393178258237,0.8085075385210881,"[ 0.0087945  -0.00231793  0.0015829   0.00273477 -0.01256745 -0.00282047
 -0.00266705  0.00790142  0.00793272 -0.00232901 -0.00091265 -0.00281718
 -0.00248563  0.00639442  0.00095791 -0.00212279 -0.0012396  -0.0006869
 -0.00181827  0.00305943]"
ABBV,"[ 1.74597747e-01 -1.08170292e-01  2.59406604e-01 -1.75641608e-01
  2.86137563e-01 -2.81637903e-03 -1.12791133e-01 -2.04209494e-01
  2.45790866e-01  1.99456865e-03 -1.39536458e-01  8.48476385e-02
 -2.32065659e-01 -1.23042479e-01  3.22766107e-01 -1.60397057e-01
 -1.28223634e-01 -2.45663583e-01  1.10538426e-01 -2.17672112e-02
  9.94446748e-02 -1.07463085e-01 -8.95047439e-02  1.35130268e-02
  4.51500079e-02  1.58554450e-01  1.06624233e-02 -1.28445037e-01
  8.49909154e-02 -1.08310564e-01  1.44073487e-01 -1.63240628e-01
  9.71624211e-02 -5.44689389e-01 -1.52826917e+00 -2.36376704e+00
  7.26374013e-01  1.16258789e+00  2.13730077e+00  1.14574184e+00
 -8.34387883e-01 -2.77103603e-01 -6.11669481e-01 -2.88611529e-01
  1.00832351e-01  5.93714047e-01 -9.66538325e-02 -3.89961015e-01
 -8.94459233e-01 -5.67775039e-01  1.70076760e-01 -1.36858498e+00
 -3.74909570e-01  0.00000000e+00]",0.1366619673741882,[ 0.00049302  0.00022158 -0.00014738 -0.00072664 -0.00025649 -0.00048359],-5.102756546516812,0.006079963741950591,0.8187604704185543,-0.03841480377911998,"[-0.11691705 -0.10249442 -0.05873396 -0.02678732  0.01260414  0.05073515
  0.10771635  0.1390229   0.16745358  0.18921169  0.15820763  0.09335596
 -0.01535242 -0.22474638 -0.35219828 -0.31630286 -0.19764861 -0.18642988
 -0.11232938  0.17414006  0.80806926  1.30559995  1.38989133 -0.03642924
  0.0035516 ]","[ 5.34805306e-04  9.53144767e-04 -7.52874855e-06  6.17836179e-04
 -2.96708949e-04  2.98065838e-04]","[ 5.18209417e-03 -1.10107881e-02 -1.13720394e-02  8.08298324e-03
  5.69791739e-05  6.92040332e-03  3.41757941e-03 -2.16853498e-03
 -1.09520815e-03 -2.42378341e-03  1.26452345e-03 -1.66028582e-04
  2.37328788e-04  1.59203795e-03 -2.35421108e-03 -3.78945176e-03
 -5.21524599e-04  1.74135974e-03 -3.38730691e-03 -1.72355250e-03]",0.08561325067666306,0.8187604704185543,"[ 5.18209417e-03 -1.10107881e-02 -1.13720394e-02  8.08298324e-03
  5.69791739e-05  6.92040332e-03  3.41757941e-03 -2.16853498e-03
 -1.09520815e-03 -2.42378341e-03  1.26452345e-03 -1.66028582e-04
  2.37328788e-04  1.59203795e-03 -2.35421108e-03 -3.78945176e-03
 -5.21524599e-04  1.74135974e-03 -3.38730691e-03 -1.72355250e-03]"
ABT,"[-0.28360731  0.06528643 -0.28408549  0.14006377 -0.3844438   0.49798746
 -0.39900654  0.22911186 -0.39739733  0.16970417 -0.18398376  0.1146389
  0.08838854  0.05759903  0.16410512  0.09158487 -0.25994028  0.25682173
  0.20427355 -0.15915707 -0.01051333  0.04713503 -0.05546635 -0.19507759
 -0.17502689 -0.21190816 -0.26883359  0.0943689  -0.10132869 -0.09005547
  0.0831106  -0.05841508  0.05244952  0.50585586  1.48467048  1.38600586
 -1.26531306 -2.59649952 -0.38827456  1.12823846  2.49100782  1.74312141
 -1.99725367 -1.99545556 -0.30592242  0.5179031   1.3336541   0.56935869
 -0.86769822 -0.96380601 -0.00851172  0.27545027  1.9007967   0.        ]",0.1434278638971869,[-0.00105062 -0.00020971 -0.00078579 -0.00026212 -0.00025337 -0.00088568],-4.969028354934712,0.00694989758882608,0.8099043903530752,-0.03664560032384428,"[-0.1282888  -0.096059   -0.0753949  -0.0134675   0.00477777  0.06384228
  0.0846423   0.14587191  0.16787718  0.18984586  0.17473075  0.10208549
 -0.02174354 -0.20592459 -0.35506718 -0.27642028 -0.19708277 -0.20087088
 -0.13124957  0.20066104  0.82161218  1.26050697  1.34021891 -0.0756154
 -0.01251056]","[ 1.11414601e-03  3.95749422e-04  6.65769040e-06  6.59907641e-04
 -1.59558632e-04  1.76628533e-04]","[ 0.00828522 -0.00280232 -0.0004588   0.0029847  -0.01129123  0.00049533
  0.00226955  0.0065311   0.00534722 -0.00648561 -0.00388444 -0.00053332
 -0.00036904  0.00717469  0.00073404 -0.00313548 -0.00159791  0.0006276
  0.00171261  0.0046396 ]",0.08486927575474736,0.8099043903530752,"[ 0.00828522 -0.00280232 -0.0004588   0.0029847  -0.01129123  0.00049533
  0.00226955  0.0065311   0.00534722 -0.00648561 -0.00388444 -0.00053332
 -0.00036904  0.00717469  0.00073404 -0.00313548 -0.00159791  0.0006276
  0.00171261  0.0046396 ]"
ACN,"[ 0.03552572 -0.30124344  0.14381541  0.06936714  0.06373669  0.1124325
 -0.12705019  0.00620768  0.12911404 -0.12248533 -0.0937275   0.11569766
 -0.28292902  0.02115713  0.2455032  -0.00347297 -0.14986946 -0.09441834
 -0.11342786  0.00355272 -0.01170674 -0.11055105  0.16414461 -0.21866971
 -0.03758319  0.04045708  0.01031442 -0.09497515  0.03829699 -0.10638041
 -0.02594171 -0.02544696  0.01952187 -0.2514973  -1.17676912 -1.7983673
  0.28414658  0.45943025  1.60260669  1.19087943  0.07771835  0.81888143
 -0.39884483 -0.05242356 -1.22912488 -1.37666077  0.0523236   0.15028782
  0.76828614 -0.09693632  0.03253863  0.39909486  0.75817739  0.        ]",0.15202935393151293,"[ 2.22850301e-04  1.06084980e-03 -2.18456790e-04 -1.99037083e-04
 -8.73104285e-05 -2.79132702e-05]",-5.501456988546869,0.004080821394909779,0.81607251890396,-0.040165206370755574,"[-0.11929577 -0.09727781 -0.06428378 -0.02407004  0.01223708  0.05731012
  0.10377125  0.13460944  0.1704854   0.18998552  0.15512382  0.10007927
 -0.01964921 -0.21324011 -0.35241343 -0.30452843 -0.21917145 -0.18397781
 -0.13079227  0.17476408  0.85870789  1.25194258  1.37165818 -0.04937508
  0.00434805]","[ 6.21235642e-04  8.06373855e-04 -5.01245299e-05  2.42517572e-04
  3.26023087e-05  1.03827803e-04]","[ 0.00601428 -0.01006658 -0.00970505  0.00682249 -0.00194782  0.00556486
  0.00316102  0.00021445  0.00218844 -0.00193578  0.00176567 -0.00348194
 -0.00526816  0.00260184 -0.00100262  0.00135888  0.00043681  0.00138098
  0.00170871  0.00165974]",0.08547987203996808,0.81607251890396,"[ 0.00601428 -0.01006658 -0.00970505  0.00682249 -0.00194782  0.00556486
  0.00316102  0.00021445  0.00218844 -0.00193578  0.00176567 -0.00348194
 -0.00526816  0.00260184 -0.00100262  0.00135888  0.00043681  0.00138098
  0.00170871  0.00165974]"
ADBE,"[ 0.02288666 -0.28591328  0.07659422  0.1122003  -0.08384252  0.18002153
 -0.11106375  0.03717378  0.08237051 -0.15466449 -0.01208274  0.03693528
 -0.1911887   0.0630752   0.03829121  0.03294983 -0.18606595 -0.00544148
 -0.13484258  0.05137754 -0.10912264 -0.14231872  0.14653119 -0.1893108
 -0.07626711  0.04224648  0.06848684 -0.04870707 -0.02374522 -0.09689441
 -0.08517029  0.00648069  0.1047746  -0.28133825 -0.89773593 -1.21174294
  0.43600557  0.80177092  0.90125395  0.7562031  -0.20002642  0.62961915
 -0.18056681 -0.20999873 -1.20419202 -1.57361746  0.57031037  0.64353402
  0.88747362 -0.12884263  0.10649648  1.40485789  1.17348583  0.        ]",0.15027875034381505,[ 0.00065519  0.00075622 -0.00016815 -0.00047414 -0.0001058  -0.00054099],-5.124478367467441,0.005949319906015933,0.8158282339661064,-0.04001823731961272,"[-0.12073745 -0.09633895 -0.06800421 -0.02234538  0.01281594  0.05827737
  0.10202264  0.13340511  0.17381218  0.18618106  0.15941547  0.10206378
 -0.0312929  -0.20993317 -0.35459523 -0.2976101  -0.22334759 -0.17736707
 -0.14381095  0.17309742  0.85701471  1.25702889  1.36403022 -0.04767314
  0.00803433]","[ 7.70199373e-04  6.30844246e-04 -4.16642170e-05  1.25823420e-04
  8.26904734e-05  2.98685867e-04]","[ 0.00585641 -0.00926929 -0.00797676  0.00718693 -0.00119852  0.00377958
  0.00192288 -0.00045365  0.00161219 -0.00147257  0.00121351 -0.0031339
 -0.00593479  0.00427065  0.00020309  0.0018776   0.00051387  0.00142333
  0.00451062  0.00299776]",0.08518414584682144,0.8158282339661064,"[ 0.00585641 -0.00926929 -0.00797676  0.00718693 -0.00119852  0.00377958
  0.00192288 -0.00045365  0.00161219 -0.00147257  0.00121351 -0.0031339
 -0.00593479  0.00427065  0.00020309  0.0018776   0.00051387  0.00142333
  0.00451062  0.00299776]"
ADI,"[-0.20120256 -0.14033444 -0.05967121  0.16669662 -0.37170256  0.48771245
 -0.33205818  0.25326804 -0.27477887 -0.20900645 -0.03147265 -0.05266495
  0.03063927  0.17499074 -0.03858387  0.2628444  -0.19814375  0.11125419
  0.07528044 -0.02230495  0.03016121 -0.15050661  0.21402863 -0.3225734
 -0.1165104  -0.01869441 -0.11753628  0.16956202 -0.03769939 -0.01053856
 -0.03837839 -0.13687006  0.0690564   0.13489524  0.13539302  0.21205001
 -0.56258406 -1.38102975 -0.24198687  0.22910094  2.04368666  2.64318057
 -0.29353808 -0.70552164 -1.96264752 -1.07645163  1.17897507  0.89868125
 -0.60180255 -1.29758519  0.48665009  2.04488751  1.24619846  0.        ]",0.15926628255575204,"[ 1.97708175e-04  1.57197556e-03 -3.43678812e-04 -6.58352325e-05
 -2.79076003e-04  9.94370266e-06]",-5.0597841359790285,0.006346929438754414,0.8114970900173577,-0.03858749284382177,"[-0.12350379 -0.09538656 -0.07524951 -0.01426926  0.00665244  0.06503585
  0.08903173  0.13180067  0.17415719  0.18201917  0.17050616  0.10784634
 -0.03453718 -0.19378254 -0.35152521 -0.28842102 -0.20684746 -0.18528926
 -0.12606348  0.17632685  0.87102983  1.22858592  1.35871758 -0.05572911
 -0.00509263]",[ 0.00135341  0.00048531  0.0001592   0.00034007 -0.00036283  0.00016346],"[ 7.10311895e-03 -6.46904942e-03 -3.81711423e-03  4.67668726e-03
 -7.51449344e-03  8.45801534e-04 -8.28333411e-05  5.41599184e-03
  7.65702924e-03 -1.94012671e-03 -3.94781108e-04 -4.81578073e-03
 -4.63574543e-03  6.70616749e-03  1.25804021e-03 -2.29706797e-03
 -2.68209941e-03  2.06639827e-03  6.54021954e-03  3.64529598e-03]",0.08490270075087901,0.8114970900173577,"[ 7.10311895e-03 -6.46904942e-03 -3.81711423e-03  4.67668726e-03
 -7.51449344e-03  8.45801534e-04 -8.28333411e-05  5.41599184e-03
  7.65702924e-03 -1.94012671e-03 -3.94781108e-04 -4.81578073e-03
 -4.63574543e-03  6.70616749e-03  1.25804021e-03 -2.29706797e-03
 -2.68209941e-03  2.06639827e-03  6.54021954e-03  3.64529598e-03]"
ADM,"[ 1.89962799e-01 -9.49467850e-02  2.51078664e-01 -3.80460168e-02
 -2.13771175e-01  3.55751514e-01 -1.60332365e-01 -5.43981972e-04
  8.06054951e-02 -3.25443751e-01  2.06159720e-01 -2.78976575e-01
  8.02119022e-02  1.15480293e-01 -4.50127175e-01  2.18713464e-01
 -1.45970713e-01 -1.88542674e-01  1.66413441e-01  2.40276836e-01
  4.08195323e-02 -3.47695509e-01  1.11147497e-01  2.08204961e-02
  2.21844437e-02  3.65888620e-01  1.77748608e-01  2.28683475e-01
 -2.57277419e-02  5.30874330e-02 -6.75036413e-02 -2.25823731e-01
  3.32230057e-01 -7.09784944e-01 -1.43130563e+00 -1.22078061e+00
  1.18262085e+00  2.02405422e+00 -2.55054424e-02 -1.17469763e+00
 -1.07116626e+00  3.49893121e-01  1.67577591e+00  6.38605763e-01
 -9.34499150e-01 -2.04339274e-01  1.23190326e+00  1.60455676e+00
 -1.90212115e+00 -2.08448066e+00  4.55187190e-01  3.06530971e+00
 -9.78970660e-02  0.00000000e+00]",0.1321698653966254,"[ 9.49901597e-04  5.11723494e-04  3.13607458e-04 -3.60183633e-04
  1.80664247e-05 -1.15124619e-04]",-5.35231887917086,0.0047371533669772715,0.8190574425525945,-0.03829688870306653,"[-0.11710956 -0.09937304 -0.07147736 -0.0181273   0.01151254  0.05756379
  0.10117333  0.12694123  0.18201115  0.17169961  0.1719212   0.10502488
 -0.05941724 -0.19644275 -0.35090954 -0.31333586 -0.19714432 -0.15221964
 -0.12057558  0.15315163  0.84700435  1.30155503  1.39632451 -0.01195465
  0.01149179]",[ 0.00157281  0.0004688   0.00033501  0.00022134 -0.00061101  0.00071043],"[ 0.00444161 -0.01065248 -0.00794552  0.00915379  0.00213542  0.00137794
 -0.00319684 -0.00256657  0.00050065  0.00333334  0.00335025 -0.00204079
 -0.00213901  0.00592997  0.00278075 -0.00621465 -0.00448293  0.00204544
  0.00907587  0.00064976]",0.08484844394382966,0.8190574425525945,"[ 0.00444161 -0.01065248 -0.00794552  0.00915379  0.00213542  0.00137794
 -0.00319684 -0.00256657  0.00050065  0.00333334  0.00335025 -0.00204079
 -0.00213901  0.00592997  0.00278075 -0.00621465 -0.00448293  0.00204544
  0.00907587  0.00064976]"
