,priors,lt_0 - intercept,"fs_0 - beta(p=7,n=3)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,lt_0 - slope,"fs_1 - beta(p=365.25,n=10)"
A,"[ 1.26164086e-01 -2.62819050e-01 -1.21697051e-02  1.91203699e-02
  3.12881254e-02  4.51345504e-01  1.25114223e-01  2.11485371e-01
 -1.81798136e-01 -2.62450988e-01  7.76233952e-02  6.82969604e-02
 -1.71158271e-01 -1.82459406e-01 -3.17452146e-01 -2.12896339e-01
  9.11840985e-02 -2.76929663e-01  1.87544651e-01 -1.21104422e-01
  1.49035795e-01  3.27062723e-03 -1.21890674e-01 -3.02276015e-02
  7.76025877e-02  2.67423493e-04 -1.26527122e-01  5.78611743e-02
 -1.13566271e-01  1.66320294e-01 -2.68898632e-02  8.36526215e-02
  1.21687915e-01  5.42302523e-01  1.96410987e+00 -2.27373205e+00
  1.98582721e+00 -2.51653731e+00 -1.34782706e+00 -2.16512786e-01
 -1.62715455e+00 -6.37836574e-02 -5.64496346e-01 -2.68065297e-01
 -1.04362215e+00  7.79019569e-01 -1.14404917e+00  1.04725168e+00
 -7.98870993e-01  1.57743969e+00 -2.61203844e-03  7.39298255e-01
  2.95944191e-01  0.00000000e+00]",0.14926918017689456,[ 0.00036455  0.0006744  -0.00067719  0.00048251 -0.00045794 -0.00048989],-4.896122681406102,0.007475511892813727,0.8064247959509935,-0.04163506281500421,"[-1.33477752e-01 -1.09975779e-01 -7.49672361e-02 -2.19839323e-02
  1.28181769e-02  6.02159846e-02  8.81821603e-02  1.27978126e-01
  1.77693582e-01  1.99312516e-01  1.77540840e-01  1.29765505e-01
 -1.27784694e-03 -1.79574835e-01 -3.19367506e-01 -3.65814176e-01
 -2.27703299e-01 -2.28375484e-01 -1.71264311e-01  2.17801877e-02
  6.64417662e-01  1.28897331e+00  1.78735499e+00  6.88122806e-01
 -1.23178381e-02]",[-0.00165921  0.00097145 -0.00051572 -0.00050203 -0.00065998  0.00113301],"[ 0.01542759  0.00223302 -0.00873808  0.01254754 -0.01000738  0.00091595
  0.0021262  -0.00497163 -0.00040012 -0.00152303  0.00125611 -0.00213628
  0.00220808 -0.00080972  0.00199157 -0.00319617  0.00586993 -0.00043633
  0.00431356  0.000448  ]",0.08342796635063963,0.8064247959509935,"[ 0.01542759  0.00223302 -0.00873808  0.01254754 -0.01000738  0.00091595
  0.0021262  -0.00497163 -0.00040012 -0.00152303  0.00125611 -0.00213628
  0.00220808 -0.00080972  0.00199157 -0.00319617  0.00586993 -0.00043633
  0.00431356  0.000448  ]"
AAL,"[-0.01301534  0.12544038 -0.19594862 -0.15613271 -0.08447852 -0.18495349
 -0.36184329 -0.33103133 -0.20538891  0.12180725  0.01562725 -0.36413519
  0.02320448  0.1145778   0.04169541  0.38151287  0.05238423 -0.229807
 -0.32269901  0.11762705 -0.05371711 -0.1407664   0.20794509 -0.23506387
  0.35248867 -0.25124972 -0.01173351  0.30986576  0.11133265  0.03228158
 -0.46551761 -0.06436315 -0.14052285 -0.26673312  0.62601984 -1.8733393
 -0.68092154  0.6653906  -2.72519597  3.17316028 -0.10052848  1.36232766
  2.57601561 -0.30305625  1.60075903 -1.90269419  1.3264694  -2.21880807
 -1.4018716   1.09962356 -1.30983338 -0.51707252  2.25837143  0.        ]",0.15805196599293994,"[ 1.08552367e-03 -8.75218375e-04  4.38764494e-04  4.82089871e-04
 -3.22736792e-05  1.96341491e-04]",-4.6911017471648035,0.009176570324385876,0.8036944074170181,-0.03806592070760924,"[-1.37008008e-01 -1.14536058e-01 -7.76630750e-02 -3.88784489e-02
 -1.96424777e-03  4.35214762e-02  8.69095781e-02  1.43221691e-01
  1.74792580e-01  1.78843238e-01  1.90343308e-01  1.44744188e-01
  1.77429816e-02 -1.39718251e-01 -3.24875088e-01 -3.61044256e-01
 -2.78421884e-01 -2.04187646e-01 -1.96037912e-01  5.67970686e-03
  7.24864454e-01  1.26175107e+00  1.84297136e+00  6.45654329e-01
  1.37664864e-04]",[-0.00083665  0.00154986 -0.00093668 -0.00173985 -0.00078717  0.00034633],"[ 1.31947187e-02 -1.63021518e-03 -7.68708239e-03  5.30400969e-03
 -1.32808776e-03 -3.49974044e-03  1.15613012e-02 -7.35322413e-05
  3.20362126e-03  7.26516321e-03  9.65211238e-04  4.47317075e-03
 -5.19666865e-03  5.59936383e-03 -6.07735042e-03 -3.93779948e-03
  5.97563297e-03 -4.09780942e-03  8.34981151e-04  6.09501034e-03]",0.08291246829451607,0.8036944074170181,"[ 1.31947187e-02 -1.63021518e-03 -7.68708239e-03  5.30400969e-03
 -1.32808776e-03 -3.49974044e-03  1.15613012e-02 -7.35322413e-05
  3.20362126e-03  7.26516321e-03  9.65211238e-04  4.47317075e-03
 -5.19666865e-03  5.59936383e-03 -6.07735042e-03 -3.93779948e-03
  5.97563297e-03 -4.09780942e-03  8.34981151e-04  6.09501034e-03]"
AAP,"[-0.1467864   0.2205681   0.08212301 -0.10497949 -0.05360792 -0.45848317
 -0.09428802  0.21638383 -0.27703149  0.41280511  0.18748218 -0.44765022
  0.04022915 -0.05848083  0.12220753 -0.15648932 -0.02403158 -0.26786602
 -0.21152313  0.32462609  0.27636453 -0.33419527  0.25071953  0.35180184
  0.09817981 -0.31732957 -0.15761685  0.48876917 -0.10811306 -0.05109085
 -0.30708175 -0.14147609 -0.17243658 -0.71524099 -0.69727274 -0.0981472
 -1.7269043   2.60198269 -1.26139564  3.13538688  2.13438315 -0.22194559
  3.58527439 -2.78244797  1.14492478 -2.02143116 -0.79473025 -1.04329689
 -1.11194394 -0.76178896 -1.86130671  0.47372895 -2.81967329  0.        ]",0.1644664806166641,[-0.00166283  0.00112048 -0.00143542  0.00028815 -0.00098076 -0.00097828],-4.183988923387855,0.015237604541598884,0.8010701186534164,-0.03721224145759227,"[-0.13051994 -0.11328263 -0.07676066 -0.04605393  0.00563092  0.06058756
  0.08431652  0.15560286  0.18084125  0.17450781  0.19092108  0.13508951
  0.02175743 -0.17303619 -0.32903992 -0.36524425 -0.26663502 -0.18268187
 -0.14942103 -0.02538593  0.73221306  1.38461399  1.78966214  0.64746064
 -0.00886441]",[-0.00031629  0.00100875 -0.00109707 -0.00142076 -0.00100184  0.00016064],"[ 0.01184068 -0.00541914 -0.00292993  0.00245732  0.00347008 -0.00019162
  0.01136008  0.00608594 -0.00152608  0.01066292 -0.0063171   0.00338978
 -0.00555281 -0.00056682 -0.00242344 -0.0031192   0.00090681 -0.00519568
  0.00229462 -0.00878112]",0.08337927504131726,0.8010701186534164,"[ 0.01184068 -0.00541914 -0.00292993  0.00245732  0.00347008 -0.00019162
  0.01136008  0.00608594 -0.00152608  0.01066292 -0.0063171   0.00338978
 -0.00555281 -0.00056682 -0.00242344 -0.0031192   0.00090681 -0.00519568
  0.00229462 -0.00878112]"
AAPL,"[ 0.06506488 -0.13334053 -0.20616405 -0.21407927  0.053972    0.13527162
 -0.23456835  0.06030858 -0.12555137 -0.22423505  0.05617532  0.03862961
  0.07826834 -0.00736788 -0.11624937 -0.0860454  -0.00882807 -0.22115733
 -0.04181589 -0.04351345 -0.03253523 -0.08198951 -0.13258002 -0.10264131
  0.17238068  0.02222483  0.15963212  0.20435105  0.07164915  0.05552511
 -0.15680419  0.04164178  0.04556551  0.25993343  1.29008363 -1.95176005
  1.24522411 -1.57956018 -1.78147603  0.87044138 -1.6178428   0.80817798
  0.33898899  0.38328803  0.24301721  0.16335449  0.68221052 -1.10695801
 -0.3563694   0.63500222 -1.74709859  2.2401523   0.24960318  0.        ]",0.1548487433881865,[ 0.00133383 -0.00016581 -0.00043161  0.00114971 -0.0013018  -0.00117414],-4.3729629499116,0.01261381105415311,0.805226166283498,-0.040447873512718446,"[-0.13762805 -0.11553429 -0.07438051 -0.03041596  0.00194255  0.05556848
  0.09058327  0.1297238   0.17679281  0.19791799  0.19000948  0.13892492
  0.01019233 -0.17004946 -0.32844964 -0.35894497 -0.25381106 -0.22232973
 -0.19492383  0.01124089  0.66624109  1.28333881  1.80525941  0.68852711
  0.00762081]",[-0.00113549  0.00150981 -0.00090126 -0.00089257 -0.00069151  0.00094949],"[ 0.01467902  0.00025242 -0.007848    0.01053741 -0.00742176 -0.00051011
  0.00515684 -0.00475986  0.00186725  0.00087621  0.00303683  0.00131963
  0.00041793  0.0040316  -0.00369023 -0.00164963  0.0039991  -0.00548927
  0.00854884  0.00063808]",0.08303728380727739,0.805226166283498,"[ 0.01467902  0.00025242 -0.007848    0.01053741 -0.00742176 -0.00051011
  0.00515684 -0.00475986  0.00186725  0.00087621  0.00303683  0.00131963
  0.00041793  0.0040316  -0.00369023 -0.00164963  0.0039991  -0.00548927
  0.00854884  0.00063808]"
ABBV,"[ 1.16396238e-01  9.62465283e-02 -9.12079682e-02  5.27637256e-02
  6.06035033e-02 -2.80073718e-02  1.55334707e-04 -1.60143698e-01
  1.33455538e-01 -8.11732012e-02  9.74757391e-02  1.39095107e-01
  5.50748144e-02  2.23430946e-01 -3.18869532e-02  1.52301905e-01
  5.60944911e-02  1.58831864e-01  1.35845881e-02 -2.34455548e-02
 -9.46525163e-02  6.69535441e-02 -4.89308990e-02 -1.23054905e-02
  1.75985161e-02  5.44233633e-02  2.16219179e-01 -1.16141560e-01
  2.80187362e-02 -2.48354685e-01  2.35507791e-02  4.08330935e-02
 -8.34781177e-02  1.40792450e-01 -2.30776924e-02  5.34398969e-01
  4.71434384e-01 -1.04641869e+00  5.89811114e-01 -9.40201926e-01
 -1.39798172e+00  1.16494419e+00 -1.38683221e+00  1.22484309e+00
  7.67725751e-01 -4.40935593e-01  8.66361366e-01 -2.23430669e-01
  4.95618401e-01 -1.08169249e+00  4.70286500e-01 -1.43953329e+00
 -1.30930419e+00  0.00000000e+00]",0.17046787793847096,[ 0.00026242 -0.00221642  0.00074995  0.00018807 -0.00080535 -0.00073743],-4.1564875992882,0.01566247430524737,0.8062331726455898,-0.03830946901921924,"[-0.13479785 -0.10965753 -0.07410063 -0.03467015  0.00863957  0.04864969
  0.0990288   0.13511043  0.17822595  0.19950322  0.18935655  0.14990091
  0.01585989 -0.1548126  -0.3227547  -0.33166417 -0.24791422 -0.21585718
 -0.2034794   0.03367182  0.67853445  1.29748538  1.77380599  0.69133254
  0.01203285]",[-0.00193128  0.00140553 -0.00170006 -0.00032595 -0.00059037  0.00066833],"[ 1.41962044e-02 -3.56763680e-03 -1.27390604e-03  8.29609027e-03
 -6.44771957e-03  5.74723391e-03  3.39697734e-04 -4.55501834e-03
  2.45407653e-03 -3.39493438e-03  5.07844285e-03  3.91998707e-03
 -1.47449962e-03  3.91562555e-03 -1.69528496e-03  3.62841212e-04
 -1.22999778e-03  3.21595400e-05 -1.90601508e-03 -3.26416325e-03]",0.08297279117126045,0.8062331726455898,"[ 1.41962044e-02 -3.56763680e-03 -1.27390604e-03  8.29609027e-03
 -6.44771957e-03  5.74723391e-03  3.39697734e-04 -4.55501834e-03
  2.45407653e-03 -3.39493438e-03  5.07844285e-03  3.91998707e-03
 -1.47449962e-03  3.91562555e-03 -1.69528496e-03  3.62841212e-04
 -1.22999778e-03  3.21595400e-05 -1.90601508e-03 -3.26416325e-03]"
ABT,"[ 2.07903991e-01 -1.03090373e-01 -9.14000900e-02  4.07269309e-03
  7.13871770e-02  2.19174847e-01 -1.07093167e-01 -1.18257291e-01
  1.22536279e-01 -1.82005079e-01  1.54950899e-01  1.01735327e-01
 -5.82485449e-02  1.34242299e-01 -1.17925827e-01  8.59019068e-02
 -2.34052699e-03 -6.36288334e-02  2.87499029e-02 -9.40078087e-02
  6.08496037e-02  5.24063004e-02 -7.18526692e-02 -1.15432035e-01
  2.00629755e-01  7.43854601e-02  2.03581051e-01  3.67950818e-02
  1.45245574e-02 -8.69045841e-02 -1.61288342e-01  6.94186285e-02
  8.82285080e-02  3.97174957e-01  8.49024765e-01 -7.38533600e-01
  1.46984412e+00 -2.42630252e+00 -6.11176278e-01 -2.56105602e-01
 -2.62524682e+00  2.08271450e+00 -4.78363830e-01  5.83465005e-01
  1.24023641e+00 -5.91744816e-01  1.08595945e-01  1.88871709e-01
 -4.06925205e-01  4.58151679e-01  1.59113241e-01  3.13305627e-01
  4.57159477e-01  0.00000000e+00]",0.17078560724185743,[ 0.00076573  0.00015668  0.0002584   0.00121685 -0.00116053 -0.00043489],-4.743031710225242,0.008712193261539327,0.8080283498109082,-0.040137723796043676,"[-0.13512932 -0.11048439 -0.07395443 -0.02812147  0.00584079  0.0499359
  0.09899667  0.13081053  0.18077393  0.19943161  0.18385392  0.14564773
  0.01086544 -0.16034288 -0.32764713 -0.3492428  -0.24519592 -0.22531337
 -0.18331453  0.03088087  0.67639918  1.27691262  1.81451257  0.69474999
  0.01014751]",[-0.00163172  0.00131264 -0.00131087 -0.00085317 -0.00062106  0.00110683],"[ 0.01501872 -0.00101397 -0.00465394  0.01113241 -0.00989632  0.00281277
  0.00214526 -0.00784502  0.00514545 -0.00130443  0.00350591  0.00468934
 -0.00185256  0.00210141 -0.00046098 -0.00209846  0.002983   -0.00065619
  0.00342154  0.00164277]",0.08295775573238563,0.8080283498109082,"[ 0.01501872 -0.00101397 -0.00465394  0.01113241 -0.00989632  0.00281277
  0.00214526 -0.00784502  0.00514545 -0.00130443  0.00350591  0.00468934
 -0.00185256  0.00210141 -0.00046098 -0.00209846  0.002983   -0.00065619
  0.00342154  0.00164277]"
ACN,"[-0.13011322 -0.27627033 -0.05123708 -0.17521154 -0.17618655  0.36459662
 -0.01964912  0.07318533 -0.27250014 -0.15161029 -0.05370163 -0.13618172
 -0.16557345 -0.0387688  -0.19849586 -0.06541852  0.16595914 -0.4871224
 -0.16207417 -0.19809892  0.12384975 -0.15089008 -0.07989817 -0.31175001
  0.35017035 -0.34868588 -0.38709872  0.19891835  0.03979056  0.16333905
 -0.34949779  0.08330662 -0.09371745  0.03093303  2.5345167  -3.87949357
  0.79615739 -1.14269768 -3.97874794  3.17367738 -0.8365987   0.2675815
  2.06073827 -0.89851168 -0.50773669  0.86462807 -0.35044476  0.07950171
  0.16814922  0.81412185  0.01456706  0.19692356  1.59859436  0.        ]",0.17249816192018985,[ 0.00070193  0.00041194 -0.00047323  0.00087318 -0.00049454 -0.00021148],-4.875293817712885,0.007632851222471085,0.8013972091761603,-0.04181320112983893,"[-1.34156469e-01 -1.14514355e-01 -8.00310363e-02 -2.43466488e-02
  8.58011545e-03  5.60827558e-02  8.52995030e-02  1.32310116e-01
  1.71931363e-01  1.90618149e-01  1.79025112e-01  1.37667047e-01
  4.06667314e-03 -1.70049610e-01 -3.13270773e-01 -3.82280892e-01
 -2.61532294e-01 -2.38374264e-01 -1.73088172e-01  8.16253662e-04
  6.72012645e-01  1.23936413e+00  1.84570186e+00  6.31135034e-01
 -2.82903377e-02]",[-0.00124701  0.00135051 -0.00060277 -0.00136656 -0.00058305  0.00044588],"[ 1.40740981e-02  3.99321553e-03 -1.29823614e-02  9.38870168e-03
 -5.99542444e-03 -6.47666973e-03  1.14180811e-02 -2.11720088e-03
  6.21284639e-04  5.48735113e-03 -3.64687064e-04 -1.96938905e-03
  2.69120190e-03  1.69943419e-03  3.72116380e-05  3.21879355e-05
  4.83429685e-03  1.08879013e-04  2.57700571e-03  3.87848566e-03]",0.08329883870772724,0.8013972091761603,"[ 1.40740981e-02  3.99321553e-03 -1.29823614e-02  9.38870168e-03
 -5.99542444e-03 -6.47666973e-03  1.14180811e-02 -2.11720088e-03
  6.21284639e-04  5.48735113e-03 -3.64687064e-04 -1.96938905e-03
  2.69120190e-03  1.69943419e-03  3.72116380e-05  3.21879355e-05
  4.83429685e-03  1.08879013e-04  2.57700571e-03  3.87848566e-03]"
ADBE,"[-1.48979536e-01 -3.86058663e-01 -9.94236461e-02 -2.74632747e-01
 -1.47062649e-01  4.70434235e-01 -1.97952968e-02  1.65750681e-01
 -2.00246141e-01 -2.87001558e-01 -9.21587756e-02  4.46347533e-02
 -1.18434233e-01  2.42853471e-03 -1.92732714e-01 -1.98128656e-01
  1.18143428e-01 -4.72555104e-01 -1.64342652e-01 -2.92381883e-01
  5.81944070e-02 -1.50198323e-01 -2.59340082e-01 -3.62124540e-01
  3.12299331e-01 -2.61206862e-01 -3.29150777e-01  1.44716963e-01
  1.13042258e-01  1.62580736e-01 -2.65732831e-01  1.19866869e-01
 -6.46882457e-02  1.56442619e-01  2.72414138e+00 -3.94188175e+00
  1.38456890e+00 -1.80674355e+00 -3.81256989e+00  2.63457480e+00
 -1.39087583e+00  1.48171182e-01  1.47014716e+00 -4.80353991e-01
 -9.41655075e-01  1.90033091e+00 -1.12452571e-01 -2.49628289e-02
  1.16240951e+00  9.09217239e-02 -4.31239981e-01  1.33347293e+00
  1.32485467e+00  0.00000000e+00]",0.17201540919599798,"[ 1.16287528e-03  2.26146503e-05  2.04035151e-04  6.82180512e-04
 -2.72866614e-04  2.54427918e-05]",-4.985098772387373,0.006839102479618345,0.8010270943231135,-0.04283459892232663,"[-1.35362028e-01 -1.16687090e-01 -7.93646831e-02 -2.15769636e-02
  8.60965902e-03  5.89246047e-02  8.84125997e-02  1.26943658e-01
  1.70553959e-01  1.99080577e-01  1.80202912e-01  1.40232133e-01
  4.96614669e-03 -1.78634089e-01 -3.16384628e-01 -3.80315603e-01
 -2.63692158e-01 -2.49394848e-01 -1.81796036e-01  3.04701094e-04
  6.41817732e-01  1.22958165e+00  1.83698658e+00  6.42636567e-01
 -2.58953310e-02]",[-0.00136933  0.00158415 -0.00065884 -0.0011145  -0.00054461  0.00057947],"[ 0.01443055  0.0045374  -0.0131168   0.01098318 -0.00779661 -0.00590362
  0.00992098 -0.00379971  0.00036971  0.00376119  0.00087934 -0.00301577
  0.00551702  0.00246178 -0.00045221  0.00262806  0.00278871 -0.0012063
  0.00574399  0.00323735]",0.08323757480053387,0.8010270943231135,"[ 0.01443055  0.0045374  -0.0131168   0.01098318 -0.00779661 -0.00590362
  0.00992098 -0.00379971  0.00036971  0.00376119  0.00087934 -0.00301577
  0.00551702  0.00246178 -0.00045221  0.00262806  0.00278871 -0.0012063
  0.00574399  0.00323735]"
ADI,"[-3.76078470e-02 -1.18379755e-01 -4.45818210e-02 -9.04145370e-02
 -1.15160662e-01  1.61157002e-01 -1.14886233e-01 -8.10228090e-02
 -2.10814785e-01  2.22428455e-03 -7.40059579e-03 -2.45296809e-01
 -1.45284339e-01 -3.76430070e-02 -9.43732480e-02  1.10864750e-01
  7.87196238e-02 -3.51115291e-01 -1.66289262e-01 -3.75669366e-02
  1.08131847e-01 -1.10609315e-01  8.34252196e-02 -2.28050093e-01
  3.04438750e-01 -2.48626695e-01 -2.43801957e-01  2.27799083e-01
  2.10132112e-02  1.63498266e-01 -3.60673035e-01  5.16219416e-04
 -3.35858002e-02 -5.51643519e-02  1.45072938e+00 -2.54590446e+00
  2.08077246e-01 -3.85304641e-01 -2.84387171e+00  2.62145885e+00
 -3.71550130e-01  6.15441857e-01  2.16883380e+00 -9.64298238e-01
  3.54634409e-01 -5.12268212e-01 -2.18494682e-01 -4.09766696e-01
 -9.75206650e-01  1.46069143e+00 -2.95429281e-01 -4.95323392e-02
  2.30618100e+00  0.00000000e+00]",0.15579705291499513,[-0.0002894   0.00284942 -0.00205593  0.00132738 -0.00120196 -0.00090822],-4.601772238620543,0.010034037269350723,0.8032119574225203,-0.040330650150839885,"[-0.13388733 -0.11270144 -0.0784832  -0.02969378  0.00563915  0.05125505
  0.08702559  0.13833024  0.17388126  0.18486844  0.18111582  0.13727006
  0.01009106 -0.15842004 -0.32116059 -0.37187004 -0.26151669 -0.22061099
 -0.17433989  0.00729136  0.70242092  1.25785625  1.833621    0.6481551
 -0.01738122]",[-0.00116213  0.00129789 -0.00057302 -0.00142645 -0.00073883  0.000634  ],"[ 0.01378016  0.00080318 -0.00946082  0.00775064 -0.00416085 -0.00359498
  0.00996173 -0.00094149  0.00132429  0.00607165 -0.00075597  0.00089171
 -0.00126822  0.00165636 -0.00126462 -0.00302452  0.00651358 -0.00099431
  0.00195785  0.00590262]",0.0832460960189687,0.8032119574225203,"[ 0.01378016  0.00080318 -0.00946082  0.00775064 -0.00416085 -0.00359498
  0.00996173 -0.00094149  0.00132429  0.00607165 -0.00075597  0.00089171
 -0.00126822  0.00165636 -0.00126462 -0.00302452  0.00651358 -0.00099431
  0.00195785  0.00590262]"
ADM,"[-1.29866756e-01  4.12017246e-01  1.78936489e-01  8.20818390e-02
 -5.70789849e-02 -7.00556494e-01 -1.37464449e-01 -8.30931924e-02
 -1.11126622e-01  6.52051725e-01  1.11400936e-01 -5.71759810e-01
  2.21459896e-02 -6.02031695e-02  3.32184453e-01  1.81289191e-01
 -1.21306395e-01  1.41782729e-02 -2.20787220e-01  4.49350619e-01
  2.10277781e-01 -1.97310962e-01  4.90471548e-01  3.41370262e-01
  2.25081294e-03 -1.98850977e-01 -9.86573562e-02  3.60879336e-01
 -1.02151878e-01 -8.34399563e-03 -2.44901077e-01 -2.40407626e-01
 -9.95315720e-02 -9.99987639e-01 -2.40618945e+00  2.13328840e+00
 -3.11985260e+00  4.26154641e+00  5.56881448e-01  2.23253140e+00
  3.39426415e+00 -1.46401936e-01  3.54617803e+00 -2.62698544e+00
  1.87888681e+00 -3.24372554e+00 -6.57554087e-01 -1.03544816e+00
 -2.04673853e+00  1.99156338e-01 -9.59649859e-01 -8.17622548e-01
 -5.55594375e-01  0.00000000e+00]",0.17101000843672123,[-0.0003043  -0.00102897  0.00023292  0.00107698 -0.00110043 -0.00023558],-5.135853214763581,0.005882030728158542,0.8014020442717371,-0.0354344601437556,"[-0.12811652 -0.10918776 -0.07674297 -0.05240359  0.00425531  0.05123271
  0.08954162  0.16474609  0.17778238  0.16684448  0.19179509  0.13455721
  0.0337828  -0.15150217 -0.33741171 -0.34438258 -0.26657044 -0.16719083
 -0.15578406 -0.00604055  0.77794732  1.38238154  1.76267308  0.66700379
 -0.00351699]",[-0.000671    0.00103653 -0.00093815 -0.00123983 -0.0011443   0.00043705],"[ 0.01089712 -0.01042827  0.00297714 -0.00144791  0.00748631  0.00434333
  0.00899836  0.00939774 -0.00173264  0.01114074 -0.00622253  0.00618117
 -0.00914675 -0.00078007 -0.00240575 -0.00559438  0.00326131 -0.00302115
 -0.00146125 -0.00257572]",0.08346526798362999,0.8014020442717371,"[ 0.01089712 -0.01042827  0.00297714 -0.00144791  0.00748631  0.00434333
  0.00899836  0.00939774 -0.00173264  0.01114074 -0.00622253  0.00618117
 -0.00914675 -0.00078007 -0.00240575 -0.00559438  0.00326131 -0.00302115
 -0.00146125 -0.00257572]"
