,priors,lt_0 - intercept,"fs_0 - beta(p=7,n=3)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,lt_0 - slope,"fs_1 - beta(p=365.25,n=10)"
A,"[-0.07020568  0.17584858 -0.02303487 -0.24713727 -0.12332927 -0.09044817
  0.36452735 -0.10555063  0.11522366 -0.17949785 -0.0681248  -0.13259816
  0.16361614  0.13465415 -0.09866858 -0.13869045  0.08979328 -0.05135211
  0.09483137  0.10522077  0.12322499 -0.14667639 -0.16527705 -0.03295124
 -0.05081323 -0.141361    0.12191677 -0.04317729  0.10827015 -0.01838757
  0.07189251 -0.20839097 -0.07896082  0.32877411  0.04587991 -0.24620929
 -0.485221   -0.94678721  0.44587387  0.71523061  0.87423538  0.76044469
 -0.65498015 -0.35445705  0.00285271 -0.06859348 -0.52984801 -0.93943549
  0.23288855 -0.14376029 -0.11332804 -2.13659047  1.94198917  0.        ]",0.17253723059176493,"[ 2.45842743e-05 -7.42909652e-04 -1.38401264e-04  2.87969202e-04
 -4.16931775e-04 -3.82454542e-04]",-5.793039553612771,0.0030487013875242293,0.8044626006333767,-0.03708656208837038,"[-0.14137479 -0.12224193 -0.08554156 -0.04268362  0.0138815   0.0443391
  0.09393018  0.12630599  0.17141724  0.19255616  0.21090074  0.17426867
  0.06082335 -0.11903988 -0.28573379 -0.37129873 -0.2639706  -0.21126601
 -0.20254055 -0.12099345  0.44966105  1.17154543  1.8116466   1.35780647
  0.00518129]",[-0.00122838  0.00135428  0.00012647 -0.00083633 -0.00073542  0.00105586],"[ 0.01152642 -0.00223507 -0.00129232  0.0030738  -0.00338547  0.00430861
  0.00119463  0.00124673  0.00227583 -0.00359323  0.00160331  0.00184637
 -0.00195327  0.00039375 -0.00371     0.00110514  0.00053331 -0.00139292
 -0.00433251  0.00663419]",0.08609794900833079,0.8044626006333767,"[ 0.01152642 -0.00223507 -0.00129232  0.0030738  -0.00338547  0.00430861
  0.00119463  0.00124673  0.00227583 -0.00359323  0.00160331  0.00184637
 -0.00195327  0.00039375 -0.00371     0.00110514  0.00053331 -0.00139292
 -0.00433251  0.00663419]"
AAL,"[-0.12185227  0.22103989  0.01179695 -0.40979089 -0.20063309  0.06269127
  0.26106908 -0.01764895  0.12187059 -0.05159128 -0.09854612 -0.10887205
  0.15597854 -0.03850556  0.06355989 -0.09464348  0.05010297 -0.19080051
  0.16761896  0.04778495  0.10373552 -0.03482116 -0.10645869 -0.03998519
 -0.04673179  0.03155463  0.10115815 -0.075567    0.12320237  0.09216216
  0.06168887 -0.04322558  0.05146234  0.37416686  0.72527488  0.58358392
 -1.07074919 -1.52156826 -0.0446066   0.45885045  1.21983449  0.57320182
 -0.13836967  0.2107907   0.01902307  0.09712652 -1.04057944 -1.32516714
  0.07748485 -0.1364943   0.87671271 -0.40512272  1.33949615  0.        ]",0.17334784441334156,"[-6.23729449e-05 -5.75153857e-04  2.05427131e-04 -2.35193825e-04
  8.57076845e-05 -5.04098790e-05]",-5.877876259581387,0.0028007269805736595,0.8033968902940746,-0.03667898971605035,"[-0.14066991 -0.12615181 -0.08714705 -0.03859203  0.01065448  0.04725225
  0.09465914  0.13122364  0.17040672  0.19355803  0.21060908  0.16426608
  0.07153069 -0.11502087 -0.28929799 -0.38176476 -0.25563186 -0.21649425
 -0.20544514 -0.10381047  0.45712086  1.17110671  1.80971187  1.38633792
  0.00319344]",[-0.00131627  0.00136743  0.00033758 -0.00086308 -0.00036427  0.00145535],"[ 0.01175871 -0.00023343  0.00124876  0.00134923 -0.00506644  0.00274565
  0.00046257  0.00206438  0.00177533 -0.00215078  0.00281171  0.00178094
 -0.00170025 -0.00115086 -0.00493156  0.00036805  0.0008212   0.00146445
  0.00055734  0.00444086]",0.08609355960192298,0.8033968902940746,"[ 0.01175871 -0.00023343  0.00124876  0.00134923 -0.00506644  0.00274565
  0.00046257  0.00206438  0.00177533 -0.00215078  0.00281171  0.00178094
 -0.00170025 -0.00115086 -0.00493156  0.00036805  0.0008212   0.00146445
  0.00055734  0.00444086]"
AAP,"[-8.29869087e-02  1.85571726e-01  1.55441518e-01 -2.48139549e-03
 -7.28965152e-02 -1.60693446e-02  2.69178728e-01 -7.87338172e-02
 -4.96898812e-02 -3.01950899e-03 -1.63444225e-01 -3.66747946e-02
 -5.28184374e-02  1.70835700e-01 -2.46276620e-01 -2.49470780e-01
 -1.41825008e-02  7.62257667e-02 -2.52251626e-01  1.61999971e-01
  1.63293575e-01 -1.67315461e-01 -1.67531282e-01  2.35815794e-02
 -2.09643290e-01 -1.38003811e-01  1.22689471e-01  2.54030842e-03
 -1.54096458e-02  2.39948157e-04 -2.36321197e-02 -8.19602279e-02
 -1.31590128e-01 -5.18689556e-01 -5.55527655e-01 -3.39699882e-01
  1.17120676e+00  6.02785349e-01 -9.82836804e-01 -1.13249996e+00
  8.10911117e-01  1.65334288e+00  2.02447684e-01 -8.00097002e-01
 -7.46003061e-01  1.31560117e-01 -1.44597121e-02 -1.14265133e+00
  2.40142134e-02  1.96069989e-01  4.70903418e-01 -1.46007233e+00
  2.16604781e+00  0.00000000e+00]",0.17102036481238966,"[-1.43874674e-04 -5.91850599e-04  1.18975318e-04 -1.35631041e-04
  1.38126897e-06 -7.38908640e-05]",-5.583842223508279,0.0037580982898309063,0.8041988642532841,-0.036998888952585365,"[-0.13732228 -0.11676233 -0.08462914 -0.04015488  0.01137497  0.04528948
  0.0881972   0.13230582  0.16764088  0.19665755  0.2002867   0.1753521
  0.05188929 -0.12953555 -0.29212865 -0.3581587  -0.30078248 -0.20664351
 -0.19281518 -0.12517657  0.45301299  1.18774957  1.77915357  1.35797938
  0.0045567 ]",[-0.00117438  0.0010758   0.00012775 -0.00107648 -0.00027483  0.00095203],"[ 8.78364014e-03 -3.94976354e-03 -1.70343654e-03  7.82305260e-03
  1.00063816e-03 -7.03800393e-05 -4.46380482e-03  8.49904460e-04
  5.25900649e-03 -1.03727425e-03  5.65315876e-04 -2.89717831e-04
 -9.71594544e-04  2.08745458e-03 -4.17294615e-03  5.99418287e-04
  8.00894989e-04 -4.24518436e-05 -2.26204151e-03  6.78533267e-03]",0.08584749323532065,0.8041988642532841,"[ 8.78364014e-03 -3.94976354e-03 -1.70343654e-03  7.82305260e-03
  1.00063816e-03 -7.03800393e-05 -4.46380482e-03  8.49904460e-04
  5.25900649e-03 -1.03727425e-03  5.65315876e-04 -2.89717831e-04
 -9.71594544e-04  2.08745458e-03 -4.17294615e-03  5.99418287e-04
  8.00894989e-04 -4.24518436e-05 -2.26204151e-03  6.78533267e-03]"
AAPL,"[-1.87154963e-03  2.13935886e-03  2.07599450e-02  9.21028784e-02
  8.59277358e-02 -6.57603475e-02 -4.59824570e-02 -1.41661076e-01
 -5.59499908e-02 -6.69754789e-02 -8.88843051e-02  7.86491523e-02
  4.36507634e-02  1.05040925e-01 -3.93534462e-02 -1.30428780e-01
 -2.23236375e-02  4.02882112e-02 -1.14967118e-01 -3.89063603e-02
  1.13662136e-02  5.76212006e-02 -8.25250064e-02  5.71760073e-02
  7.48033991e-03 -1.93250646e-03 -8.68990966e-04  1.21970981e-01
 -4.29105580e-02  4.29662823e-02  1.27712099e-02  2.69713424e-02
 -3.61037001e-02 -6.58441581e-02 -2.99186437e-01 -3.48591186e-01
  2.28448785e-01  2.85411452e-01  2.97601422e-01  2.41779090e-03
 -2.02187196e-01  1.20005524e-01  1.57029941e-01  1.05591233e-01
 -3.00207581e-01 -3.61265597e-01 -2.71591072e-03  2.57742018e-01
  1.47345307e-01 -5.44779588e-01 -1.41102428e-01  6.50090404e-01
  1.28314658e+00  0.00000000e+00]",0.16878642421128784,"[-2.79967423e-04 -8.11454749e-04  2.64347840e-04  1.02331845e-04
  1.95136915e-05  2.52968132e-04]",-5.369029397089291,0.0046586508166480654,0.8058726530257357,-0.03865463288453553,"[-1.40249173e-01 -1.14088180e-01 -8.08933838e-02 -4.15954723e-02
  2.43128498e-03  4.33572666e-02  8.68696974e-02  1.30700572e-01
  1.70299304e-01  2.01430036e-01  2.05120491e-01  1.72599622e-01
  6.31903947e-02 -1.20801378e-01 -2.92611553e-01 -3.59591257e-01
 -2.86586728e-01 -2.32737429e-01 -2.16325487e-01 -9.63483754e-02
  4.66667790e-01  1.20039187e+00  1.83175505e+00  1.38187514e+00
 -7.04170698e-04]","[-9.04913546e-04  1.02596969e-03  2.75404866e-04 -9.72597121e-04
  1.44202985e-05  1.22058020e-03]","[ 0.0102701  -0.00316716 -0.00177812  0.00522952  0.00019739  0.0038445
 -0.00095072 -0.0019217   0.00037327 -0.00116606  0.00267008  0.00111107
 -0.00261594  0.00205067 -0.00047153  0.0010789  -0.00115482 -0.00147002
  0.00372701  0.00422721]",0.08558918757260411,0.8058726530257357,"[ 0.0102701  -0.00316716 -0.00177812  0.00522952  0.00019739  0.0038445
 -0.00095072 -0.0019217   0.00037327 -0.00116606  0.00267008  0.00111107
 -0.00261594  0.00205067 -0.00047153  0.0010789  -0.00115482 -0.00147002
  0.00372701  0.00422721]"
ABBV,"[-7.28149825e-02  2.31842034e-01  2.98601222e-01  1.27268129e-01
 -5.07657169e-02 -3.57275138e-02  1.94618571e-01 -1.62225213e-02
 -1.72449046e-02 -9.59860294e-02 -1.31350283e-01 -5.79104217e-02
 -6.42664055e-02  1.46373531e-01 -1.11374703e-01 -1.20535004e-01
 -2.33325960e-02  2.11106977e-01 -2.41971568e-01  1.03142563e-01
  1.78464939e-01 -1.43132782e-01 -3.13181487e-01 -7.58844796e-02
 -1.51781075e-01 -1.74355445e-01  9.11196221e-02  8.59002356e-04
 -1.29116897e-01  1.09748178e-01 -8.98040935e-03 -7.02619554e-02
 -2.15238421e-02 -5.81276803e-01 -1.44068772e+00 -1.55972317e+00
  1.48607159e+00  1.16113603e+00  3.62210253e-01 -1.04114029e-01
  2.56513732e-01  1.16599855e+00 -3.76055058e-01 -1.13141397e+00
 -5.23029166e-01  5.23772595e-01 -1.00828259e-01 -1.77525618e+00
 -4.09537094e-01  4.42534168e-02  1.46248962e+00 -1.43262166e+00
  1.88484248e+00  0.00000000e+00]",0.17364769268365238,"[ 1.88143940e-04 -3.09748129e-06  1.53483492e-05 -4.24258314e-05
 -2.26457271e-05 -1.24579255e-04]",-6.401629646397194,0.001658851727490133,0.8044087586065659,-0.03658089847020767,"[-0.134039   -0.11394323 -0.08420808 -0.04044978  0.00938666  0.04744744
  0.08937716  0.12936277  0.16899192  0.19511801  0.19937316  0.17388343
  0.05884613 -0.12088677 -0.29286321 -0.3461668  -0.29965121 -0.2139818
 -0.19113916 -0.12396402  0.42563475  1.16682099  1.7953233   1.35117281
  0.00305143]",[-0.00118501  0.00077042  0.00042872 -0.00106245 -0.00024314  0.00125799],"[ 8.56726608e-03 -6.45582955e-03 -5.41094043e-03  8.84977658e-03
  2.62524944e-03  4.04102374e-03 -1.44930806e-03 -4.63030059e-04
  3.48279737e-03 -2.71612445e-03 -8.46420716e-05  5.59549589e-04
  2.09245069e-04  1.81617314e-03 -5.89030840e-03 -3.89573368e-04
  3.17021378e-04  2.78378541e-03 -2.73135783e-03  6.23883476e-03]",0.08511657555727978,0.8044087586065659,"[ 8.56726608e-03 -6.45582955e-03 -5.41094043e-03  8.84977658e-03
  2.62524944e-03  4.04102374e-03 -1.44930806e-03 -4.63030059e-04
  3.48279737e-03 -2.71612445e-03 -8.46420716e-05  5.59549589e-04
  2.09245069e-04  1.81617314e-03 -5.89030840e-03 -3.89573368e-04
  3.17021378e-04  2.78378541e-03 -2.73135783e-03  6.23883476e-03]"
ABT,"[-0.05148472  0.10599337  0.1615802   0.07672217  0.04719282 -0.01540103
  0.12442928 -0.12741677 -0.12195631 -0.04687921 -0.10648874  0.01665956
 -0.00439143  0.14118295 -0.15138393 -0.16038001 -0.04442672  0.1126405
 -0.22312674  0.10328326  0.08414847 -0.07913821 -0.22335047  0.01520974
 -0.11757129 -0.09747274  0.07192633  0.03615756 -0.03223322  0.04454037
  0.02741828 -0.04689629 -0.08282661 -0.40395113 -0.65845594 -0.60874463
  1.03696111  0.88150131 -0.36841663 -0.73625894  0.00391132  0.71611593
  0.36830747 -0.26708293 -0.30526309  0.12441735 -0.24706569 -0.82914225
 -0.00828792 -0.12143418  0.32076054 -0.77415518  1.99506949  0.        ]",0.17244487903018368,[ 0.00045301 -0.00020451  0.00019183  0.00035329 -0.00010006  0.00012506],-5.547615297586238,0.0038967387345466217,0.8048489015219988,-0.03771723952555357,"[-0.13712419 -0.11477489 -0.08177528 -0.04006724  0.00729635  0.04384188
  0.0850941   0.13096365  0.169828    0.19887761  0.20254345  0.17409908
  0.05709141 -0.12348053 -0.2940873  -0.35353807 -0.29782547 -0.21540469
 -0.20452532 -0.11443328  0.44222447  1.18885763  1.80174518  1.3646088
  0.00247878]",[-0.00113445  0.00104728  0.00024326 -0.00093334 -0.00017179  0.00110199],"[ 9.15548047e-03 -4.23049631e-03 -2.55525952e-03  7.49195872e-03
  1.83055198e-03  1.82641238e-03 -3.26945706e-03 -1.41865518e-03
  2.30982315e-03 -5.76289282e-04  1.90182286e-03  1.06759978e-03
 -1.15399120e-03  1.38620842e-03 -3.41532265e-03  6.56305880e-04
 -6.86157324e-05 -4.14823671e-04 -4.50385896e-04  6.30602738e-03]",0.08563634704827054,0.8048489015219988,"[ 9.15548047e-03 -4.23049631e-03 -2.55525952e-03  7.49195872e-03
  1.83055198e-03  1.82641238e-03 -3.26945706e-03 -1.41865518e-03
  2.30982315e-03 -5.76289282e-04  1.90182286e-03  1.06759978e-03
 -1.15399120e-03  1.38620842e-03 -3.41532265e-03  6.56305880e-04
 -6.86157324e-05 -4.14823671e-04 -4.50385896e-04  6.30602738e-03]"
ACN,"[-0.01730799  0.0734478   0.06082848  0.11257971 -0.04587283 -0.01961772
  0.05784863 -0.04960871  0.06081048 -0.02549747 -0.05667285 -0.03851929
 -0.07920745  0.0787076  -0.13289261 -0.03570597  0.06067721  0.09132041
 -0.11477565  0.09261124  0.05849942 -0.14313467 -0.02352158 -0.03950189
  0.01760473 -0.18837508 -0.03941642  0.03382769 -0.02872988  0.01020347
 -0.04691371 -0.06909473 -0.05152316 -0.28299969 -0.6951419  -0.83471846
  0.66585022  0.40849648  0.22667218  0.05977358  0.2389353   0.83631592
 -0.40457762 -0.66791998 -0.64750343 -0.35130305  0.25437909 -0.43812231
  0.41289888  0.67313835  0.27170069 -0.82681723  0.13848447  0.        ]",0.17663843080707722,"[ 3.25030294e-04  1.14645825e-04  1.00445076e-04  2.83277664e-04
 -3.35245838e-05  1.72940423e-04]",-6.213987873287861,0.00200124083502742,0.8055541270628417,-0.03801079511513753,"[-0.13936451 -0.11377997 -0.08415229 -0.04023555  0.00543376  0.04613333
  0.09158754  0.13204916  0.17172637  0.19593577  0.19931076  0.17064851
  0.05734273 -0.11430464 -0.28690795 -0.35586892 -0.2864835  -0.21498763
 -0.20711781 -0.12393652  0.47923806  1.17816903  1.83798806  1.35115211
 -0.00408882]",[-0.00109278  0.00105378  0.00021795 -0.00113094 -0.0002294   0.00115138],"[ 9.57799365e-03 -4.29752471e-03 -3.21553561e-03  6.46169850e-03
  5.03886621e-04  3.66519750e-03 -8.75222798e-04 -5.93857616e-04
  2.50494969e-03 -2.73951155e-03  8.80743112e-04  8.78606934e-05
 -2.35078314e-03  2.82661306e-03 -2.26726361e-03  1.84921917e-03
  2.18027486e-03 -2.85837932e-04 -4.37941889e-04  1.14428014e-03]",0.08542847074452124,0.8055541270628417,"[ 9.57799365e-03 -4.29752471e-03 -3.21553561e-03  6.46169850e-03
  5.03886621e-04  3.66519750e-03 -8.75222798e-04 -5.93857616e-04
  2.50494969e-03 -2.73951155e-03  8.80743112e-04  8.78606934e-05
 -2.35078314e-03  2.82661306e-03 -2.26726361e-03  1.84921917e-03
  2.18027486e-03 -2.85837932e-04 -4.37941889e-04  1.14428014e-03]"
ADBE,"[-0.03508767 -0.06565859 -0.01782632  0.04953995  0.05201122 -0.00291116
  0.11041486  0.06729165 -0.09212009  0.05174107  0.10356496 -0.0213014
 -0.02002117 -0.03108088 -0.07939597 -0.00600842 -0.07224765  0.04669563
 -0.0755923   0.06170942 -0.0213842  -0.05409361 -0.05599868  0.02552497
 -0.16116921 -0.00251557  0.1175895  -0.07916191  0.01047103 -0.10413819
  0.09536563 -0.03705282 -0.12647727 -0.20056141  0.10558925  0.31715729
  0.47545027  0.60270104 -1.00159878 -1.20951826 -0.17223517  0.09737544
  0.80812332  0.21860317  0.14305634  0.42319893  0.08720362  0.08862077
 -0.61482519 -0.45666846 -0.4637838  -1.4012912   0.16917831  0.        ]",0.17607347589922565,"[ 2.18261633e-04 -2.27328601e-04  1.97341538e-04  1.89395790e-04
  7.73736856e-06  1.90966570e-04]",-5.481666771970896,0.00416238616427734,0.8051872493839644,-0.03926729632501542,"[-0.14118299 -0.11496466 -0.08167117 -0.03999683  0.00683155  0.04947704
  0.08568469  0.13440634  0.17846031  0.19769697  0.20266476  0.16487308
  0.0611564  -0.11280641 -0.29677659 -0.35737649 -0.28181814 -0.21713662
 -0.21752701 -0.1117429   0.47278441  1.19352914  1.79380611  1.38593881
  0.00571388]",[-0.00148533  0.00114682 -0.0001284  -0.0006437  -0.00014392  0.00099623],"[ 9.99933814e-03 -2.06400058e-03  2.91304740e-04  5.79067738e-03
  9.76631460e-04 -6.91408985e-05 -4.67261242e-03 -2.12237687e-03
  5.85060961e-04  6.71484110e-04  2.88586571e-03  2.18340077e-03
 -5.90127571e-04  2.21913201e-03 -1.02401946e-03 -1.27936167e-03
 -7.11980832e-04 -2.50605337e-03 -2.05465831e-03  1.21749406e-03]",0.08575331059817094,0.8051872493839644,"[ 9.99933814e-03 -2.06400058e-03  2.91304740e-04  5.79067738e-03
  9.76631460e-04 -6.91408985e-05 -4.67261242e-03 -2.12237687e-03
  5.85060961e-04  6.71484110e-04  2.88586571e-03  2.18340077e-03
 -5.90127571e-04  2.21913201e-03 -1.02401946e-03 -1.27936167e-03
 -7.11980832e-04 -2.50605337e-03 -2.05465831e-03  1.21749406e-03]"
ADI,"[ 0.01117032 -0.04083902 -0.03228373  0.16196422  0.01161522 -0.06885762
 -0.04552849  0.01647957  0.03791315  0.02521958 -0.02770785  0.03538191
 -0.08535282  0.04785221 -0.07682732 -0.07502399  0.00173419  0.04953265
 -0.11382666 -0.03389643  0.01554238 -0.00407493  0.08265334  0.04547162
 -0.03143391 -0.03359151 -0.01421332  0.07545689 -0.07648777 -0.05146405
 -0.05396789  0.02847873 -0.06874487 -0.22438097 -0.3050598  -0.20764322
  0.42050939  0.36716469 -0.08739516 -0.28810047  0.08578695  0.53914179
 -0.06185079 -0.44122472 -0.65348481 -0.31115728  0.75301451  0.61551416
 -0.05836243 -0.12208671 -0.17953781  0.13597185 -0.1509018   0.        ]",0.17216697107969478,"[-3.32407457e-05 -2.69209908e-04 -4.54323801e-05  8.36610773e-05
 -1.35488237e-04 -1.24824355e-04]",-6.064389730623561,0.0023241759552339956,0.8061417676659757,-0.039042640255780935,"[-1.41435681e-01 -1.12350489e-01 -8.28496917e-02 -4.16806324e-02
  2.51792753e-03  4.80637037e-02  9.02429610e-02  1.33969285e-01
  1.72846198e-01  1.99432684e-01  1.99345884e-01  1.69129982e-01
  6.03775757e-02 -1.17625501e-01 -2.91100460e-01 -3.58509711e-01
 -2.86467331e-01 -2.29840249e-01 -2.13335089e-01 -1.05683573e-01
  4.98488387e-01  1.19899554e+00  1.82732568e+00  1.37955740e+00
 -1.73090409e-03]","[-1.01914224e-03  9.39374396e-04  6.24210047e-05 -1.11135135e-03
  5.59916623e-05  1.11967881e-03]","[ 9.83794159e-03 -3.17832469e-03 -1.34552576e-03  5.75779503e-03
  4.02958471e-04  2.67715949e-03 -1.86008776e-03 -1.11487415e-03
  1.69421399e-03 -1.74810857e-03  1.23852474e-03  2.73319054e-05
 -2.28870580e-03  4.23721485e-03  5.86681768e-04  4.11153020e-04
 -5.74088559e-05 -1.49701928e-03  2.44683676e-03  2.12452207e-04]",0.08544678420051346,0.8061417676659757,"[ 9.83794159e-03 -3.17832469e-03 -1.34552576e-03  5.75779503e-03
  4.02958471e-04  2.67715949e-03 -1.86008776e-03 -1.11487415e-03
  1.69421399e-03 -1.74810857e-03  1.23852474e-03  2.73319054e-05
 -2.28870580e-03  4.23721485e-03  5.86681768e-04  4.11153020e-04
 -5.74088559e-05 -1.49701928e-03  2.44683676e-03  2.12452207e-04]"
ADM,"[-0.0205068  -0.01118041  0.08269497  0.2317901   0.0688094   0.00558846
 -0.0097657  -0.04416157 -0.051742   -0.00122751  0.03085243 -0.00446317
 -0.08650166  0.02434643 -0.11533475  0.03145329 -0.00988792  0.16298598
 -0.17998936  0.09499982 -0.01144234 -0.11984026 -0.09559838 -0.03925205
 -0.00946203 -0.17056928 -0.01861971  0.02182205 -0.0531608   0.00859184
  0.03656764 -0.03936173 -0.08200514 -0.41369779 -0.8296715  -0.94354659
  1.0546234   1.13798646  0.01023981 -0.50835952 -0.44928715  0.33119751
  0.27143707 -0.16394761 -0.39599567 -0.1729032   0.12396707 -0.28652206
  0.08030461  0.28250429  0.13078788 -0.96185074  0.00577865  0.        ]",0.17123027308557137,"[-1.37520663e-04  7.67542855e-05 -1.10684580e-04  7.11282584e-05
 -6.48119017e-05 -1.74053790e-05]",-6.501252368594316,0.0015015575114741733,0.8054881207370289,-0.03877513034254956,"[-0.13886613 -0.11090982 -0.08153282 -0.03937863  0.00359219  0.04625066
  0.0871819   0.13282372  0.17527615  0.19754032  0.19904443  0.16779688
  0.05801363 -0.11057842 -0.29165415 -0.34771601 -0.29319218 -0.21584992
 -0.2154619  -0.12238259  0.46717998  1.18110257  1.83299359  1.35536893
 -0.00230642]",[-0.00119493  0.00100341  0.00019924 -0.00086223 -0.00011139  0.00109706],"[ 0.00919138 -0.00469875 -0.00358861  0.00757698  0.00257037  0.00304186
 -0.00261331 -0.00268312  0.0010532  -0.00078127  0.00219604  0.00085071
 -0.00193408  0.00247298 -0.00193684  0.00103937  0.00095695 -0.00079272
 -0.00095919  0.0007079 ]",0.08528225618838893,0.8054881207370289,"[ 0.00919138 -0.00469875 -0.00358861  0.00757698  0.00257037  0.00304186
 -0.00261331 -0.00268312  0.0010532  -0.00078127  0.00219604  0.00085071
 -0.00193408  0.00247298 -0.00193684  0.00103937  0.00095695 -0.00079272
 -0.00095919  0.0007079 ]"
