,priors,lt_0 - intercept,"fs_0 - beta(p=7,n=3)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,lt_0 - slope,"fs_1 - beta(p=365.25,n=10)"
A,"[ 3.51370792e-01 -1.22352986e-01  2.70481728e-01  2.13484943e-02
 -8.77571622e-02  2.31143234e-01 -7.11196974e-02  9.22882300e-03
 -1.40204109e-01 -1.86817183e-01  1.20322484e-01  3.47025745e-02
 -1.53765803e-01  1.75694612e-01  1.86186119e-01  8.42969077e-02
 -5.26156266e-02  6.68683225e-02  7.69105460e-02 -2.21501350e-01
 -1.84335102e-01 -3.23741164e-01  2.55981925e-02  9.14353972e-02
  1.97879438e-03  7.53955616e-02 -2.33811779e-01  9.74771046e-04
 -1.22889960e-01 -3.68928476e-01 -3.57633966e-02 -2.28661452e-01
 -3.43947029e-01 -1.54146485e+00 -6.20518733e-01  1.27290189e+00
  1.73060687e+00 -3.55376239e-01 -2.11381172e+00 -7.82962663e-01
  9.48123384e-01  9.52034504e-01  8.10617962e-01  4.45891165e-02
 -1.96908052e+00 -1.45610452e+00  1.58145695e+00  1.23084058e+00
 -4.04250484e-01  1.80658980e-01 -2.82515251e-01 -1.87865737e+00
 -8.12509408e-01  0.00000000e+00]",0.1299913748059676,"[ 5.20159981e-04  1.97344610e-03 -2.37050562e-04 -8.16986191e-05
 -1.99680667e-05  1.87916157e-04]",-5.200637823009774,0.005513046950919161,0.8337142395425206,-0.041148630827597926,"[-0.11817899 -0.10126353 -0.07167981 -0.02349284  0.01064407  0.05620973
  0.09217264  0.13138798  0.17642695  0.18325142  0.15135847  0.09454466
 -0.04227397 -0.21910132 -0.33410608 -0.27557493 -0.19368026 -0.19655403
 -0.12785433  0.20802674  0.83668238  1.28785306  1.21897874 -0.10445423
 -0.01856235]",[ 0.00025125  0.00014647 -0.00047904 -0.00049922  0.00021707 -0.00097615],"[ 0.00084071 -0.00544288  0.00107045  0.00857591 -0.00524915 -0.00173829
 -0.00242895  0.0032389   0.00189797  0.0021569   0.00249511 -0.00608716
 -0.00395473  0.00710854  0.00258218 -0.00081873  0.00079363 -0.00081188
 -0.0023388  -0.0011281 ]",0.08648879144133458,0.8337142395425206,"[ 0.00084071 -0.00544288  0.00107045  0.00857591 -0.00524915 -0.00173829
 -0.00242895  0.0032389   0.00189797  0.0021569   0.00249511 -0.00608716
 -0.00395473  0.00710854  0.00258218 -0.00081873  0.00079363 -0.00081188
 -0.0023388  -0.0011281 ]"
AAL,"[ 8.92900178e-02  8.76509348e-02  5.05187212e-02  1.15817036e-01
 -9.61571716e-02 -1.14669981e-01 -2.63051158e-01 -1.74179356e-01
  3.17331099e-05  1.65490335e-01  8.77459283e-02 -2.61771332e-01
 -7.78017387e-02  9.94367019e-02 -6.09337437e-02  6.75884408e-02
  4.94837853e-02  2.45942169e-01 -2.64373937e-01 -1.21688490e-01
  1.66315744e-01  2.38132490e-01 -2.43927890e-01  4.17575357e-02
  5.41125494e-02  1.40654762e-01  1.32397741e-01  3.40425011e-02
  2.69776055e-01  1.45682086e-01  3.11125188e-02 -3.82111399e-02
  2.00717569e-01 -1.19168878e-01  3.82681925e-01  4.80058429e-01
 -6.80417317e-01 -1.00820584e+00  6.68282890e-01  1.48502113e+00
 -7.15285638e-01 -1.12515933e+00  4.82464690e-01  8.81839878e-01
 -7.78283254e-01 -7.55774561e-01  1.30982701e+00  6.26275136e-01
 -1.48433342e+00 -5.62549325e-01  1.44328396e+00 -5.96525218e-01
 -1.70092419e+00  0.00000000e+00]",0.14033414786639134,"[-1.02623276e-03  7.20442597e-04 -4.89716010e-04 -4.22220784e-04
  2.25587882e-04 -6.63192260e-05]",-5.173266777540466,0.0056660288968626285,0.8284898246315765,-0.039248017431634155,"[-0.12296456 -0.0990097  -0.07168115 -0.03215094  0.0052349   0.05037137
  0.09784521  0.14396266  0.17335535  0.17028587  0.15673547  0.09183257
 -0.06019999 -0.21958004 -0.32702971 -0.25632422 -0.22701346 -0.18730158
 -0.08025394  0.30028927  0.78962573  1.28440927  1.22246042 -0.09646763
  0.00237966]",[ 0.00024017  0.00131634  0.00087559 -0.00024132  0.00076062  0.00041154],"[ 0.0053387  -0.00225411 -0.00115949  0.00161386 -0.00697832  0.00613324
  0.00416794 -0.00068225 -0.00387758  0.00198705  0.00432567 -0.00245132
 -0.0013353   0.00588325  0.00104212 -0.00339844 -0.0006363   0.00425677
  0.00014105 -0.00439748]",0.08523795934414921,0.8284898246315765,"[ 0.0053387  -0.00225411 -0.00115949  0.00161386 -0.00697832  0.00613324
  0.00416794 -0.00068225 -0.00387758  0.00198705  0.00432567 -0.00245132
 -0.0013353   0.00588325  0.00104212 -0.00339844 -0.0006363   0.00425677
  0.00014105 -0.00439748]"
AAP,"[ 0.35683228  0.04706846  0.07819259 -0.15359118 -0.06029603  0.17859553
  0.06452106  0.12005786 -0.05704911  0.14117662 -0.00273124  0.20389508
 -0.09155322 -0.07916122 -0.1772131   0.0404922  -0.08189746  0.03566183
  0.11851069  0.02331613 -0.10571206  0.08018722 -0.0568489  -0.11555274
 -0.02581189  0.03808063 -0.10617298 -0.09855394 -0.08041264 -0.13082392
 -0.02295627 -0.21394018  0.1998128  -1.48044964  0.07027759  2.13957372
  0.67666007 -1.99730599 -0.97295114  1.46132122  1.08889109 -0.20781662
 -0.72426231 -0.57005075 -0.21307119  0.77026357  0.8399779  -0.20868852
 -0.84686111 -0.32323407 -0.02046278  0.48438148  1.82645292  0.        ]",0.1357599032398202,"[ 6.30498623e-04  7.35589999e-05  1.92080520e-04 -3.97486177e-04
 -7.85191682e-05 -2.85315714e-04]",-5.292132772454075,0.005031018790915078,0.8338231107605585,-0.039578475919614435,"[-0.12219792 -0.10515263 -0.07089164 -0.02479195  0.01440439  0.05992632
  0.09587488  0.1435807   0.17025204  0.19108098  0.15415646  0.08048339
 -0.06330616 -0.2227163  -0.3336806  -0.27538854 -0.18936245 -0.16888875
 -0.11842613  0.27282791  0.82167273  1.24543119  1.20487132 -0.11165054
 -0.00952606]","[-4.44006831e-05  2.36364988e-04  1.47200988e-04 -4.42479063e-04
  2.41567129e-04  4.11466896e-04]","[ 0.00104518 -0.00340932  0.00349694  0.00550258 -0.00975573  0.00171883
  0.00427781  0.00413633 -0.00152678 -0.00152215  0.00044234 -0.00125942
  0.00219558  0.00412258 -0.00096429 -0.00178488 -0.00081829  0.00038914
  0.00301598  0.00524476]",0.08532050285872246,0.8338231107605585,"[ 0.00104518 -0.00340932  0.00349694  0.00550258 -0.00975573  0.00171883
  0.00427781  0.00413633 -0.00152678 -0.00152215  0.00044234 -0.00125942
  0.00219558  0.00412258 -0.00096429 -0.00178488 -0.00081829  0.00038914
  0.00301598  0.00524476]"
AAPL,"[ 0.20674425 -0.10598772  0.23649293 -0.05655338 -0.00746837  0.21815955
 -0.05163295  0.05197524  0.02057132 -0.01832256  0.04005726  0.09264026
 -0.08717397 -0.0744443  -0.08377594  0.13524369  0.03984993  0.01803082
  0.04175508 -0.12903264 -0.11335822  0.03514024 -0.24762953 -0.0582498
 -0.01542056  0.12944425 -0.35406157 -0.15469591 -0.09179082 -0.0914061
  0.11815444 -0.26616876  0.02648162 -1.04102873 -0.0495296   1.26473083
  0.72811643 -0.88906921 -0.6514027   0.24460693 -0.09607684  0.61382306
  0.93716169 -0.54476115 -1.88836552 -0.03790926  1.86694591  0.44671775
 -1.06636093 -0.40971661 -0.09896653 -0.03456629  1.19685952  0.        ]",0.12778897818358817,[-0.00022808  0.00196281 -0.00082363 -0.00016038 -0.00053821 -0.00014516],-5.143648824642065,0.005836354977789174,0.8308312006507261,-0.04102160816494088,"[-0.11901186 -0.10297907 -0.06955609 -0.02372692  0.01110546  0.05760379
  0.09783081  0.13774129  0.17266719  0.18616548  0.15480842  0.0803802
 -0.05870193 -0.21662999 -0.32629703 -0.27811847 -0.19800992 -0.18701285
 -0.12056509  0.26710068  0.78884172  1.25889749  1.21014877 -0.10193575
 -0.02500935]","[-1.29724558e-04  2.17034252e-04  2.92750575e-04 -2.12472016e-05
  1.58307090e-04 -4.89488059e-05]","[ 0.00236198 -0.00375884  0.00100216  0.00565471 -0.00669397  0.00240435
  0.0005665   0.00073632  0.00096731  0.00289527  0.00047199 -0.00593889
  0.00031981  0.00766393  0.000385   -0.00273314 -0.00084249 -0.00019297
  0.00197693  0.0039624 ]",0.08582423825831882,0.8308312006507261,"[ 0.00236198 -0.00375884  0.00100216  0.00565471 -0.00669397  0.00240435
  0.0005665   0.00073632  0.00096731  0.00289527  0.00047199 -0.00593889
  0.00031981  0.00766393  0.000385   -0.00273314 -0.00084249 -0.00019297
  0.00197693  0.0039624 ]"
ABBV,"[ 0.33285872  0.01115098  0.07544338  0.02590379  0.01151513 -0.02411749
 -0.07777246  0.06988388 -0.0474531   0.14300835 -0.03209761  0.07144597
  0.04914206 -0.04690964 -0.11588593  0.20299688  0.12131462  0.20693423
  0.04724395 -0.07211134  0.11702383  0.20793825 -0.2153099  -0.18722274
  0.07412953  0.03367001 -0.10596041 -0.05871186  0.10157014  0.0597966
  0.00700376 -0.10978408  0.13547689 -1.10312069 -0.0111223   1.54363203
  0.56948612 -1.60143446 -0.34301144  1.20743454 -0.17789105 -0.76828329
  0.67189391  0.75317616 -0.71124388 -0.35087039  0.55000553 -0.01643359
 -0.31235047 -0.33287232  0.3325472   1.7843389   0.26926526  0.        ]",0.12389265702470308,"[ 1.28731595e-03  1.58467156e-03  1.44716379e-06 -6.79766056e-04
 -3.39510209e-04 -4.72805603e-05]",-4.693198081542593,0.009157353314221805,0.8333452131615182,-0.03991522403880685,"[-0.12230845 -0.10112081 -0.06909915 -0.03012948  0.01037376  0.05812424
  0.09600823  0.14345428  0.16844051  0.18558544  0.16225745  0.08311306
 -0.06008628 -0.21051428 -0.31872507 -0.25928688 -0.19618112 -0.18151096
 -0.08948404  0.29369565  0.79115891  1.22846578  1.22503073 -0.11191461
 -0.01126126]","[ 3.70266984e-05  7.80665709e-04  6.43773383e-04 -3.87661423e-04
  5.65640034e-04  1.83803494e-04]","[ 0.00221601 -0.00365606  0.00179697  0.00512323 -0.00863049  0.00338859
  0.00351104  0.00066533 -0.00295577  0.00234483  0.00422311 -0.00250214
 -0.00052492  0.0036959  -0.0006016  -0.00042722 -0.00055987  0.00103866
  0.00640163  0.0007925 ]",0.08534233064823223,0.8333452131615182,"[ 0.00221601 -0.00365606  0.00179697  0.00512323 -0.00863049  0.00338859
  0.00351104  0.00066533 -0.00295577  0.00234483  0.00422311 -0.00250214
 -0.00052492  0.0036959  -0.0006016  -0.00042722 -0.00055987  0.00103866
  0.00640163  0.0007925 ]"
ABT,"[ 0.57346342 -0.05050992  0.1689866  -0.09717509 -0.05393001  0.17169631
 -0.02816257  0.14315653 -0.09752852  0.14859167 -0.00829632  0.15312855
  0.01270024 -0.06059846 -0.11970049  0.20609079  0.09299694  0.22833417
  0.18080026 -0.11670747  0.04131844  0.23512104 -0.30528972 -0.23125253
  0.05769984  0.10086545 -0.24749239 -0.13248499  0.03706968 -0.08296331
 -0.00436192 -0.26533974  0.15066877 -2.16283109  0.01872667  3.07239504
  1.01401261 -2.86670455 -0.88362655  1.95985269  0.05517696 -0.72924778
  0.95673044  0.3036483  -1.56485285  0.08235207  1.30062652 -0.3699026
 -0.57954871  0.09106627 -0.10295201  1.45980737  1.03436094  0.        ]",0.11314736094107657,"[ 1.24830359e-03  1.31842096e-03 -8.75760153e-06  4.25100759e-04
 -1.75759657e-04  2.54537996e-04]",-5.551432743794284,0.003881891501328348,0.8381415159188085,-0.04044549054668966,"[-0.12015045 -0.10396552 -0.07089085 -0.02528354  0.01173411  0.0605339
  0.09389767  0.14354465  0.17025311  0.18895249  0.16048521  0.08200809
 -0.05928114 -0.21062286 -0.32047201 -0.25832261 -0.18189669 -0.18460155
 -0.10072325  0.29879056  0.77596113  1.21815107  1.22851385 -0.10479611
 -0.01887557]","[-7.22565616e-05  5.83180020e-04  2.76003264e-04 -3.86101743e-04
  1.05189111e-04  2.29426736e-04]","[-0.00106061 -0.00370751  0.0061559   0.00632315 -0.01203554  0.00206452
  0.00597975  0.00150144 -0.00296328  0.00310585  0.00319043 -0.00508669
  0.00062443  0.00555763 -0.00138297 -0.00118897  0.00049883 -0.00029174
  0.00542596  0.00300096]",0.08519061408659864,0.8381415159188085,"[-0.00106061 -0.00370751  0.0061559   0.00632315 -0.01203554  0.00206452
  0.00597975  0.00150144 -0.00296328  0.00310585  0.00319043 -0.00508669
  0.00062443  0.00555763 -0.00138297 -0.00118897  0.00049883 -0.00029174
  0.00542596  0.00300096]"
ACN,"[-0.19036426 -0.06510647  0.10952863  0.15274529  0.0156703  -0.16541195
 -0.06094271  0.01609298 -0.0601493  -0.17730619 -0.08732862 -0.03718277
  0.02142982  0.06295183  0.19780343  0.04195285  0.09505268  0.05286698
 -0.09344637 -0.04537854  0.02088156 -0.17098218  0.09827853  0.03293986
  0.04627149 -0.04699743 -0.20056292  0.03576278 -0.01539451 -0.02547309
  0.10376076  0.00694376 -0.3016291   0.70131845 -0.35269712 -1.55865437
  0.3317635   2.00919111 -0.31733147 -2.35097186 -0.42613269  1.44739459
  0.79745796 -0.06200475 -0.61972364 -1.01905605  0.12880167  0.88432763
  0.32208569 -0.49447155  0.21940243  0.24113774 -2.03538928  0.        ]",0.14035928720593271,"[-1.86836718e-03  1.52669073e-03 -1.06230061e-03 -1.93729577e-05
 -9.50192083e-05  2.14199885e-04]",-4.6146118365136575,0.00990602781908297,0.8229150930804225,-0.04071038206060438,"[-0.12203317 -0.09816724 -0.06875974 -0.03336689  0.01098149  0.05635143
  0.09585128  0.13248781  0.16605985  0.1812557   0.16006804  0.08872873
 -0.04127691 -0.22195932 -0.32248911 -0.27445816 -0.21312768 -0.18082894
 -0.09918396  0.23212348  0.84937495  1.27033969  1.21209583 -0.11881714
 -0.01866027]",[ 0.00020223  0.00044744  0.00041989 -0.00019828  0.00091574 -0.00090139],"[ 0.00768322 -0.00442952 -0.00698448  0.00466638  0.00110063  0.00289725
 -0.00760715 -0.00065308  0.00360893  0.00218392  0.00145415 -0.00208399
 -0.00247301  0.00349443  0.0010569   0.00082185 -0.0012297   0.00070238
  0.00320921 -0.00489117]",0.08644555238119879,0.8229150930804225,"[ 0.00768322 -0.00442952 -0.00698448  0.00466638  0.00110063  0.00289725
 -0.00760715 -0.00065308  0.00360893  0.00218392  0.00145415 -0.00208399
 -0.00247301  0.00349443  0.0010569   0.00082185 -0.0012297   0.00070238
  0.00320921 -0.00489117]"
ADBE,"[ 7.05586114e-02 -1.09870365e-01  1.96089328e-01  1.27312566e-01
  4.41972593e-02  1.87406688e-02 -1.57191824e-01 -3.09039310e-02
 -3.83609683e-03 -1.27600462e-01  5.28500822e-02 -4.22915184e-02
 -5.47171336e-02  4.30797414e-02  6.72533425e-02  1.81312372e-01
  1.24846086e-01  6.40273313e-02 -8.29360601e-02 -2.00423861e-01
 -9.15202437e-03 -1.29219216e-01 -1.56336823e-01  6.28517298e-03
  3.56639895e-02  7.30665551e-02 -2.28439167e-01 -5.22416949e-02
 -1.30850647e-02 -4.90472041e-02  9.37484138e-02 -1.23331892e-01
 -2.05082513e-01 -3.48228677e-01 -3.26185784e-01 -7.87911464e-02
  7.54405517e-01  4.90792489e-01 -6.45234444e-01 -9.75192813e-01
 -4.16244211e-01  6.98829850e-01  1.39455695e+00  4.08853220e-01
 -1.72702874e+00 -1.51434895e+00  1.23282711e+00  1.34604905e+00
 -3.11093585e-01 -5.99897263e-01  1.34778666e-03 -1.80236311e-01
 -7.95653285e-01  0.00000000e+00]",0.13966856984881926,[-0.00106309  0.00074051 -0.00015319 -0.00020996  0.00016206  0.00052812],-4.82145053237384,0.008055094485537897,0.8281164258621494,-0.04108069397365377,"[-0.11999612 -0.09881247 -0.06819967 -0.02881244  0.00817134  0.05480503
  0.09705558  0.13371363  0.17266234  0.18039607  0.15662603  0.08749664
 -0.05038072 -0.21255585 -0.32076897 -0.27396605 -0.21094542 -0.19677318
 -0.10557658  0.23928027  0.8033033   1.27093197  1.2175537  -0.10684171
 -0.0191359 ]","[ 6.44342847e-05  4.64816174e-04  3.79026377e-04 -1.27875241e-04
  5.78438282e-04 -6.64522588e-04]","[ 4.50813089e-03 -4.49406695e-03 -2.80880637e-03  5.76789786e-03
 -2.95101861e-03  2.21517370e-03 -3.21451199e-03 -4.33315454e-04
  1.36199108e-03  3.97976087e-03  3.15549585e-03 -5.27738287e-03
 -3.70234174e-03  6.38464295e-03  2.63193970e-03 -6.95737140e-04
 -1.18130914e-03 -1.01526400e-05  1.94162228e-03 -1.39140510e-03]",0.08624207317448027,0.8281164258621494,"[ 4.50813089e-03 -4.49406695e-03 -2.80880637e-03  5.76789786e-03
 -2.95101861e-03  2.21517370e-03 -3.21451199e-03 -4.33315454e-04
  1.36199108e-03  3.97976087e-03  3.15549585e-03 -5.27738287e-03
 -3.70234174e-03  6.38464295e-03  2.63193970e-03 -6.95737140e-04
 -1.18130914e-03 -1.01526400e-05  1.94162228e-03 -1.39140510e-03]"
ADI,"[ 0.2633526  -0.06465232  0.19274225 -0.06306999 -0.05133276  0.22881681
 -0.07129309 -0.00405843  0.0154958   0.04790433  0.0855564   0.02371692
 -0.08748102 -0.02549913 -0.09288194  0.09966123 -0.00721918  0.06351106
  0.037996   -0.12745981 -0.08492087  0.10715243 -0.25434414 -0.02373274
 -0.01309093  0.14842764 -0.21990308 -0.10452752 -0.01799663 -0.07670584
  0.05708577 -0.22452378  0.10632058 -1.16058602  0.0693907   1.61888627
  0.5100703  -1.46326226 -0.46702169  1.05059919 -0.03417733 -0.0815744
  0.71435832 -0.21176113 -1.65580059  0.05849524  1.79784016  0.13590667
 -1.25607629 -0.03603083  0.19978224 -0.51818616  1.00402079  0.        ]",0.12157730987100726,"[-1.47696300e-04  1.47363893e-03 -4.44464766e-04 -1.54110998e-04
 -8.17668597e-05 -7.91669294e-06]",-5.3244586116594474,0.004870987396295447,0.8319596524874925,-0.04062913658725887,"[-0.11988185 -0.10312676 -0.07067485 -0.0234421   0.01057443  0.05585167
  0.09776445  0.13994373  0.17451358  0.18286079  0.15513374  0.0835137
 -0.05993755 -0.2187912  -0.33026045 -0.27401891 -0.19751375 -0.18620665
 -0.11621734  0.279576    0.78791629  1.26828178  1.21294285 -0.09851334
 -0.01683574]","[-5.29853709e-06  4.44576841e-04  3.11727290e-04 -1.70918401e-04
  2.49017572e-04  1.68405438e-04]","[ 0.00203622 -0.00336128  0.00202446  0.00501429 -0.00822662  0.00299571
  0.003014    0.00104822 -0.00103891  0.00240143  0.00145641 -0.00522941
  0.00062414  0.00723935 -0.00030063 -0.00306356  0.0003155   0.00064299
  0.00048469  0.00330836]",0.08558379848968244,0.8319596524874925,"[ 0.00203622 -0.00336128  0.00202446  0.00501429 -0.00822662  0.00299571
  0.003014    0.00104822 -0.00103891  0.00240143  0.00145641 -0.00522941
  0.00062414  0.00723935 -0.00030063 -0.00306356  0.0003155   0.00064299
  0.00048469  0.00330836]"
ADM,"[ 3.45633036e-01 -4.70484457e-02  2.97837632e-01 -1.02527769e-01
 -4.13874705e-02  2.36416682e-01  7.10118903e-03  1.60951355e-01
 -6.63640996e-02  4.90951990e-03 -1.75436351e-02  2.71290209e-01
 -1.80998172e-01 -1.02570377e-01 -1.37445912e-01  1.39570075e-01
 -3.54189032e-02  1.86512167e-02  6.69004969e-02 -7.67895666e-02
 -2.23430324e-01 -7.52013197e-02 -1.08396518e-01 -1.08676288e-01
 -3.20282634e-02  8.46952637e-02 -4.48679921e-01 -1.84327494e-01
 -2.01007935e-01 -2.33051999e-01  1.24886773e-01 -3.90574475e-01
  2.63600555e-02 -1.64304734e+00 -2.05573377e-01  1.79927532e+00
  1.38756000e+00 -1.07780133e+00 -1.79150607e+00 -4.43086210e-02
  1.11797643e+00  1.32223431e+00 -1.80910700e-02 -1.19342958e+00
 -1.62265183e+00  1.17421326e-01  2.17151835e+00  9.11140260e-01
 -1.47317398e+00 -1.15739504e+00 -7.06311534e-04  3.70561676e-01
  1.72589724e+00  0.00000000e+00]",0.13477691344613227,"[1.36241195e-03 8.46088094e-04 5.06085614e-04 6.94142223e-05
 4.48220740e-05 2.44058870e-04]",-5.212860305030774,0.005446073955547231,0.8335998609964693,-0.04045211392695307,"[-0.11752058 -0.10401801 -0.07047902 -0.0233823   0.01275261  0.06115227
  0.0948772   0.13867088  0.17040361  0.19404761  0.14962     0.07813051
 -0.06067807 -0.21628302 -0.3304017  -0.27807217 -0.195501   -0.18070395
 -0.13486522  0.24734053  0.81343687  1.24690531  1.20601788 -0.10785181
 -0.03002004]","[-1.94692967e-04 -1.21607838e-04 -3.87111089e-05 -5.04067533e-05
 -1.97528077e-04 -3.79674115e-05]","[ 0.00049452 -0.00435285  0.00253163  0.0075668  -0.00728119 -0.00065215
 -0.00017508  0.00391749  0.00281312  0.00017144 -0.00122888 -0.00534109
  0.00037139  0.00836486  0.0017906  -0.00380671 -0.00307973  0.00037073
  0.0033578   0.00552626]",0.08605303621016118,0.8335998609964693,"[ 0.00049452 -0.00435285  0.00253163  0.0075668  -0.00728119 -0.00065215
 -0.00017508  0.00391749  0.00281312  0.00017144 -0.00122888 -0.00534109
  0.00037139  0.00836486  0.0017906  -0.00380671 -0.00307973  0.00037073
  0.0033578   0.00552626]"
