,priors,lt_0 - intercept,"fs_0 - beta(p=7,n=3)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,lt_0 - slope,"fs_1 - beta(p=365.25,n=10)"
A,"[-0.08476145  0.10692052  0.19670233 -0.00702018  0.2158325   0.16952664
  0.10609125 -0.11907866  0.05255455 -0.00715771  0.28420265  0.00603052
  0.10586152  0.19517653  0.18848986  0.01805479  0.21684236  0.18644556
  0.51894911 -0.03441384  0.00422891 -0.13474995 -0.04651443 -0.05571654
 -0.4671054  -0.22105872 -0.40445417 -0.00691064 -0.04663095 -0.13996563
 -0.07180014 -0.22283954  0.11071524  0.19984471 -0.03927569  0.10054417
  1.57058778 -2.62828481 -1.47562263  2.19406626 -2.24026994  1.03310999
  2.17958496 -0.89628085 -0.46689656  1.0675477   0.73947921 -1.50278182
  0.43467535  1.06213776 -0.73680983 -1.78881475  2.04246267  0.        ]",0.153793398942438,"[ 1.19847928e-04 -8.64190770e-06 -3.81997087e-05  4.64063385e-04
 -1.87781876e-04  1.34563332e-04]",-4.669798493168076,0.009374158293639677,0.8061776469044404,-0.036805731966585334,"[-0.1296148  -0.10835405 -0.06791319 -0.03047507  0.01299918  0.05013355
  0.09664632  0.13919401  0.18257447  0.19427989  0.19507815  0.15385057
  0.03354748 -0.15279041 -0.30522611 -0.32020536 -0.20173128 -0.20980255
 -0.1871073  -0.00903217  0.66085605  1.26685619  1.66531723  0.74709869
 -0.03048379]",[ 0.00022757  0.00047564 -0.0005083  -0.00120538 -0.0003866   0.00138538],"[ 1.42822303e-02 -3.31116689e-03 -2.61468784e-03  1.09829013e-02
 -8.92855943e-03 -5.51094227e-04  6.01544121e-03 -6.34522784e-03
  4.03655047e-03  6.18797461e-03 -2.32193087e-05 -6.54231805e-04
  1.41929325e-03  4.45037223e-03 -5.21491625e-03  1.96226780e-03
  4.50396352e-03 -1.53134843e-03 -2.10864746e-03  3.77878955e-03]",0.0842648197162864,0.8061776469044404,"[ 1.42822303e-02 -3.31116689e-03 -2.61468784e-03  1.09829013e-02
 -8.92855943e-03 -5.51094227e-04  6.01544121e-03 -6.34522784e-03
  4.03655047e-03  6.18797461e-03 -2.32193087e-05 -6.54231805e-04
  1.41929325e-03  4.45037223e-03 -5.21491625e-03  1.96226780e-03
  4.50396352e-03 -1.53134843e-03 -2.10864746e-03  3.77878955e-03]"
AAL,"[ 0.04326638  0.09234786  0.22168353  0.1122235   0.12022172  0.04826215
  0.05235538 -0.16659939 -0.06781616  0.05901193  0.00562409 -0.17751554
  0.17686718  0.01639129  0.0901416   0.09156094  0.16167708  0.1986727
  0.03747728 -0.28300286  0.02565472  0.10583298  0.10700443  0.08398499
 -0.42237553 -0.1693576  -0.11063519  0.29830746  0.2002583  -0.0917793
 -0.06252963  0.05156971  0.02062972 -0.22817737  1.80122213 -2.14319587
 -0.55034159  0.30434515 -2.86049702  1.99413222 -0.2465039   0.45153214
  1.26564765 -0.53782058  0.7700021  -0.83182766  0.01481591 -0.66952717
 -0.79924467  1.52762889 -1.14660776  0.7403475   3.11016572  0.        ]",0.15920678457248266,[-0.00029065  0.0012028   0.00050657  0.00017768  0.00050007  0.00033108],-4.532356513459202,0.010755301174365704,0.8087602333486765,-0.036953352295955186,"[-0.12895627 -0.10558015 -0.07028287 -0.03388629  0.01130788  0.04872453
  0.09294984  0.14138501  0.17137052  0.18642977  0.19869224  0.14511152
  0.02856418 -0.14705908 -0.30880706 -0.31845245 -0.2494728  -0.2380691
 -0.18425286  0.02279466  0.68311943  1.31155695  1.67576629  0.76127862
 -0.0096744 ]",[ 0.00099294  0.00113404 -0.000437   -0.0010887   0.00027826  0.00119597],"[ 0.01301862  0.00243808 -0.00864372  0.00464956 -0.00077693 -0.00425029
  0.00519881 -0.00074464  0.00226418  0.00379081  0.00120241  0.00284765
 -0.00331823  0.00179551 -0.00291829 -0.0021768   0.0061068  -0.00267712
  0.0051627   0.0071408 ]",0.08442637009683363,0.8087602333486765,"[ 0.01301862  0.00243808 -0.00864372  0.00464956 -0.00077693 -0.00425029
  0.00519881 -0.00074464  0.00226418  0.00379081  0.00120241  0.00284765
 -0.00331823  0.00179551 -0.00291829 -0.0021768   0.0061068  -0.00267712
  0.0051627   0.0071408 ]"
AAP,"[ 0.01610168  0.33865715  0.06409888 -0.06682961  0.33501176  0.12247427
  0.30036566  0.28534733 -0.17458507  0.22891758  0.26391177 -0.05803479
  0.12986326  0.15681735 -0.08409277  0.07081877 -0.15105828  0.22038612
 -0.03516563 -0.14424791  0.22167396  0.49949686  0.26486355  0.12369232
 -0.19246184 -0.08609382 -0.18465287  0.01289076  0.60416246  0.14319103
 -0.01930813  0.13509575  0.14022152 -0.26734951  2.49689617 -3.3075346
 -0.83919161  0.85740262 -3.95954086  3.14968594  0.82003112 -0.15767839
  2.08762946 -1.200942    0.25611951 -0.16847184 -0.65076626  0.2592455
  0.25347328 -0.86335568  0.03120751 -0.26939939 -0.97459727  0.        ]",0.1522878918028182,"[ 1.84060590e-03  3.76724443e-03  3.49758223e-04  1.44309755e-03
  3.17295230e-05 -3.63493895e-04]",-4.229736155475301,0.014556230623552734,0.8082122650244739,-0.034525925695561586,"[-0.13205373 -0.1096849  -0.06488988 -0.03131297  0.01869113  0.06283325
  0.08980107  0.14680841  0.18210005  0.19067879  0.19622862  0.15153355
  0.01831657 -0.1490551  -0.33001706 -0.32008872 -0.25681536 -0.22919229
 -0.15678798  0.0862717   0.70317416  1.31458634  1.7198192   0.77037629
 -0.01428767]","[ 2.19786016e-04  2.23401027e-03  4.88766781e-05 -1.14206756e-03
  6.25122045e-04  1.47875639e-03]","[ 0.01268682  0.00456781 -0.01184459  0.00365244  0.00080261 -0.00729862
  0.0084193   0.00239954  0.0008316   0.00622488 -0.00033252  0.00161732
 -0.00158968 -0.00077816 -0.00048006  0.0009412  -0.0002282   0.00060701
  0.00224241 -0.00367219]",0.08430950545280877,0.8082122650244739,"[ 0.01268682  0.00456781 -0.01184459  0.00365244  0.00080261 -0.00729862
  0.0084193   0.00239954  0.0008316   0.00622488 -0.00033252  0.00161732
 -0.00158968 -0.00077816 -0.00048006  0.0009412  -0.0002282   0.00060701
  0.00224241 -0.00367219]"
AAPL,"[ 0.07287485  0.16940655  0.03621919  0.05894966  0.00837676  0.15538544
  0.01532318 -0.04272624 -0.06133855  0.04830864  0.267767   -0.15023643
  0.07382043  0.03757358  0.04636788 -0.05237712  0.1584875   0.06479693
  0.05186082 -0.12357007  0.09048487  0.02126185  0.16330219  0.02710856
 -0.23016445 -0.08518231 -0.05322465  0.25984759  0.01128552 -0.03073524
  0.00890336  0.00597054  0.09245828 -0.35173585  0.88087402 -1.29570513
  0.1752542  -0.46083956 -1.77920436  1.41042455 -0.30855833  0.13871459
  0.66661268  0.39742649  0.04181239 -0.09329631  1.30701112 -1.51584999
 -0.32296078  0.57244412 -0.88520413 -0.48540268  0.51469515  0.        ]",0.16852202858067286,"[ 1.47616684e-04  8.91858429e-04  7.07418542e-05  4.28941527e-04
 -2.01664373e-05 -1.58927832e-04]",-4.615668007883811,0.009895570879240805,0.8093574973715633,-0.036195130717853526,"[-0.13277119 -0.10685882 -0.0730045  -0.03082485  0.01018886  0.05252997
  0.09303739  0.14059463  0.18260765  0.18830615  0.19383233  0.14635119
  0.0255669  -0.15731092 -0.31026212 -0.3298286  -0.24840163 -0.2213803
 -0.1759166   0.01072613  0.69389618  1.30193986  1.71616738  0.76676518
 -0.00603806]",[ 0.00087197  0.00065618 -0.00019831 -0.00084254  0.00027644  0.00139069],"[ 0.01277137 -0.00049437 -0.00640325  0.00677806 -0.00279873 -0.00136864
  0.0036244  -0.00097218  0.00117175  0.00181979  0.00323295  0.00056376
 -0.00114905  0.00576173 -0.00519365 -0.00074555  0.00357069 -0.00198076
  0.00173118 -0.00030404]",0.08427320607325132,0.8093574973715633,"[ 0.01277137 -0.00049437 -0.00640325  0.00677806 -0.00279873 -0.00136864
  0.0036244  -0.00097218  0.00117175  0.00181979  0.00323295  0.00056376
 -0.00114905  0.00576173 -0.00519365 -0.00074555  0.00357069 -0.00198076
  0.00173118 -0.00030404]"
ABBV,"[-0.05269252  0.03657465  0.11591441 -0.09286742  0.19807007  0.044466
 -0.04354755 -0.00487595  0.11435385 -0.21347778  0.16983286  0.15344653
 -0.03931158  0.24154004  0.17095892  0.01175142  0.13356102  0.20084085
  0.35250349  0.04415806 -0.01877593 -0.31408678 -0.16914036 -0.13454647
 -0.15623587 -0.0243123  -0.34335644 -0.19923796 -0.18344409 -0.18229617
  0.05341746 -0.16717093  0.01488219  0.38268869 -0.99343274  1.64228663
  1.83662352 -3.02620534  1.04697059 -0.14165381 -2.80643683  1.63388844
  0.3947909  -0.22377157 -0.10885368  1.55005253  0.56188038 -0.76475564
  1.68028562 -0.68852562 -0.20361529 -1.73080994  0.80817237  0.        ]",0.1627902721243121,"[ 9.78390695e-04 -6.50483765e-04  3.63059442e-04  7.70458910e-05
 -1.39169523e-04 -4.25082773e-04]",-4.492515635925195,0.011192452229660848,0.8068245437197235,-0.03749977427015544,"[-0.13137163 -0.11039018 -0.06833693 -0.03359538  0.00848273  0.05332901
  0.09869717  0.13166174  0.17786613  0.20076645  0.18774991  0.15558864
  0.03231327 -0.15391859 -0.31066889 -0.31947521 -0.21904023 -0.20046991
 -0.18933705 -0.03668859  0.63642381  1.24502999  1.72619987  0.77049558
 -0.0251335 ]",[-0.00022536  0.00014395 -0.0006208  -0.00084942 -0.00021733  0.00102748],"[ 1.47372190e-02 -6.39476092e-03  1.45903017e-03  1.18260047e-02
 -9.83042089e-03  6.43141487e-03 -5.66634034e-04 -8.17753096e-03
  5.15344825e-03  1.15778308e-03  8.77366383e-04  9.08633693e-05
  3.33605499e-03  4.60582247e-03 -3.16371281e-03  5.40398159e-03
 -6.49333513e-04 -1.39313218e-04 -1.88639629e-03  9.33112340e-04]",0.08355076826608342,0.8068245437197235,"[ 1.47372190e-02 -6.39476092e-03  1.45903017e-03  1.18260047e-02
 -9.83042089e-03  6.43141487e-03 -5.66634034e-04 -8.17753096e-03
  5.15344825e-03  1.15778308e-03  8.77366383e-04  9.08633693e-05
  3.33605499e-03  4.60582247e-03 -3.16371281e-03  5.40398159e-03
 -6.49333513e-04 -1.39313218e-04 -1.88639629e-03  9.33112340e-04]"
ABT,"[-0.08602352 -0.0875991   0.17712126 -0.10514083  0.25867269  0.07489416
 -0.00847554 -0.136937    0.1167581  -0.15066086  0.09676501  0.19662547
  0.13719275  0.239904    0.20673122  0.05190207  0.1921246   0.18655224
  0.56597915  0.03512177 -0.14403461 -0.35088924 -0.25161629 -0.16290746
 -0.4416115  -0.17353625 -0.37602418 -0.19739006 -0.14598426 -0.16405041
 -0.12386053 -0.28075465  0.00986333  0.60277938 -0.9663073   1.69168702
  1.89389206 -3.19565878  0.32999171  0.86993882 -3.052415    1.55321828
  1.72237146 -1.30556217 -0.13839755  1.22717384 -0.05125646 -0.98194908
  0.82873343  0.71474809 -1.09052695 -0.51776096  2.28331107  0.        ]",0.15446339915416868,"[ 1.51347542e-03  1.80511295e-04  2.40851209e-04  8.95471281e-04
 -3.43879906e-04  1.87002200e-05]",-4.98875334660009,0.006814154087700454,0.8061521884733136,-0.03872204168039344,"[-0.13025025 -0.11069826 -0.06685763 -0.03271318  0.00949327  0.0493424
  0.09843425  0.13439615  0.17484518  0.20214966  0.19613672  0.15556029
  0.03469053 -0.15130579 -0.30595437 -0.32086301 -0.19852524 -0.20049685
 -0.20739233 -0.04292128  0.62307795  1.23415031  1.66694853  0.75284556
 -0.02746208]",[-0.0002413   0.00020709 -0.00054895 -0.00135305 -0.00057436  0.00104014],"[ 0.01537266 -0.00627893  0.00168075  0.01199215 -0.01042991  0.00446535
  0.00229573 -0.00882634  0.0051595   0.00497132 -0.00162224  0.00011974
  0.00209868  0.00265906 -0.00371334  0.00318521  0.00299932 -0.00249609
  0.00138808  0.0047088 ]",0.0835823684671675,0.8061521884733136,"[ 0.01537266 -0.00627893  0.00168075  0.01199215 -0.01042991  0.00446535
  0.00229573 -0.00882634  0.0051595   0.00497132 -0.00162224  0.00011974
  0.00209868  0.00265906 -0.00371334  0.00318521  0.00299932 -0.00249609
  0.00138808  0.0047088 ]"
ACN,"[-0.04587862  0.23269601  0.17058531  0.01031656  0.32562765  0.16121896
  0.27655139  0.06449957 -0.08896538  0.19863368  0.32307002 -0.07677289
  0.24772925  0.17646715  0.04629788  0.04356239  0.06076843  0.17997272
  0.31637395 -0.17204216  0.08234891  0.29512253  0.14915066  0.08971717
 -0.4682023  -0.22468426 -0.25250925  0.12322882  0.37170369  0.03098556
 -0.09434935 -0.09695756  0.16150069 -0.1539492   1.7726126  -2.45360934
 -0.00853119 -0.35807978 -4.010856    3.75242642 -0.07668587 -0.22382834
  3.01861434 -1.47228586 -0.56069924  0.51549423  0.02472565 -0.97007107
 -0.00908459  0.86342131 -0.85045096 -0.68726764  1.44846107  0.        ]",0.1609814701722897,"[ 3.16903134e-04  1.36053433e-03 -1.63187165e-04  7.78458447e-04
 -1.89998796e-04 -1.74956450e-05]",-4.707124943324358,0.009030704080554435,0.8069619940884337,-0.03556786048787135,"[-0.1299836  -0.10791119 -0.06516124 -0.03051582  0.01807478  0.05605306
  0.09235793  0.14616114  0.18425707  0.19011368  0.20198204  0.1529367
  0.02564947 -0.15069212 -0.31550286 -0.32202133 -0.22156423 -0.22895516
 -0.1763414   0.05565367  0.68908543  1.30353134  1.66390341  0.75156632
 -0.01999861]","[ 5.22573719e-04  1.58058783e-03 -1.42517725e-04 -1.30633037e-03
 -4.71810577e-05  1.60041813e-03]","[ 1.31631316e-02  2.37342992e-03 -9.47349891e-03  6.18461141e-03
 -2.70178581e-03 -7.50544619e-03  1.02336323e-02 -8.97742935e-05
  8.13611100e-04  8.67031363e-03 -9.03139926e-04 -6.99814110e-04
 -6.28034069e-05  1.25053533e-03 -3.79239222e-03  4.51983967e-04
  4.41282947e-03 -1.69978365e-03  9.80486106e-04  2.35360375e-03]",0.08475349933020271,0.8069619940884337,"[ 1.31631316e-02  2.37342992e-03 -9.47349891e-03  6.18461141e-03
 -2.70178581e-03 -7.50544619e-03  1.02336323e-02 -8.97742935e-05
  8.13611100e-04  8.67031363e-03 -9.03139926e-04 -6.99814110e-04
 -6.28034069e-05  1.25053533e-03 -3.79239222e-03  4.51983967e-04
  4.41282947e-03 -1.69978365e-03  9.80486106e-04  2.35360375e-03]"
ADBE,"[ 0.04093329  0.19913206  0.09350354 -0.01448535  0.31300999  0.09641562
  0.18119709  0.16291587 -0.11788676  0.12555645  0.26902275 -0.02425585
  0.27718386  0.18061456 -0.01665148  0.04145992  0.00918292  0.15859265
  0.09947355 -0.23943898  0.06588944  0.29291368  0.14806017  0.09543672
 -0.32780501 -0.10158975 -0.055892    0.17607363  0.40602286  0.06269532
 -0.04354713 -0.01433987  0.10462745 -0.28936931  2.02786303 -2.66903725
 -0.54689211  0.34067264 -3.55196289  2.80662815  0.43553365 -0.43549761
  2.02804035 -0.99093178 -0.29222442  0.42158273 -0.01016881 -0.71179543
  0.32719087 -0.01403178 -1.12495179  0.65543054  0.82352036  0.        ]",0.15940296017656053,"[5.61292449e-04 7.19740715e-04 7.44456679e-04 5.09401121e-04
 2.55692060e-04 1.68766148e-05]",-4.569911395807589,0.01035887751692934,0.8087131700352944,-0.035901272044429014,"[-0.13155853 -0.10851619 -0.06544723 -0.03200265  0.01517445  0.0589819
  0.09146962  0.14326095  0.1822468   0.19247687  0.20324199  0.15290478
  0.02216856 -0.15121991 -0.31863757 -0.32417444 -0.24405922 -0.23611873
 -0.17859278  0.05331804  0.68511694  1.30638702  1.69022585  0.76836132
 -0.00572809]","[ 6.69690464e-04  1.67814366e-03 -4.84933105e-05 -1.12733188e-03
  1.86778642e-04  1.45164261e-03]","[ 1.27602473e-02  3.12726172e-03 -1.00716293e-02  4.58450684e-03
 -6.84671315e-04 -6.20673678e-03  7.51016176e-03  1.26080206e-03
 -2.86574102e-05  5.87940255e-03  1.16094268e-04 -7.87499955e-05
  9.28896313e-05  1.14635472e-03 -3.07802380e-03  1.18890988e-03
  2.06684008e-03 -2.54494364e-03  4.86986246e-03  8.83814244e-04]",0.0844988751561661,0.8087131700352944,"[ 1.27602473e-02  3.12726172e-03 -1.00716293e-02  4.58450684e-03
 -6.84671315e-04 -6.20673678e-03  7.51016176e-03  1.26080206e-03
 -2.86574102e-05  5.87940255e-03  1.16094268e-04 -7.87499955e-05
  9.28896313e-05  1.14635472e-03 -3.07802380e-03  1.18890988e-03
  2.06684008e-03 -2.54494364e-03  4.86986246e-03  8.83814244e-04]"
ADI,"[-0.09324339  0.0709627   0.21272516  0.12460684  0.09852616  0.08278747
  0.18044492 -0.17290019 -0.0253744   0.17077372  0.05774113 -0.15522499
  0.14224422 -0.00696675  0.08804414  0.07132681  0.12279476  0.09154069
  0.25265418 -0.14786776  0.01317691  0.17357593  0.07302585  0.10127399
 -0.39541513 -0.23407511 -0.18970572  0.18139974  0.16117951 -0.05092928
 -0.10725544 -0.08407758  0.0799043  -0.11125628  1.12921964 -1.59842219
 -0.10937354  0.01373979 -2.83549844  2.58924697  0.02073963 -0.18721595
  2.06583902 -0.96419465 -0.32651425 -0.20556493 -0.09309872 -0.51937696
 -0.91838018  2.06488514 -0.34042907 -0.58808089  2.68224523  0.        ]",0.15875740169607697,[-0.0004195   0.00230082 -0.00113496  0.00149312 -0.00098294 -0.00104694],-4.58256513140494,0.010228624849122238,0.8060065487125616,-0.03715970912088503,"[-0.12932484 -0.10533212 -0.07082932 -0.03311681  0.01518375  0.0486297
  0.09417483  0.14563857  0.17341832  0.18721125  0.19721098  0.14412562
  0.02800093 -0.14823072 -0.31184305 -0.32780515 -0.22770498 -0.22581053
 -0.18594829  0.03546989  0.67821675  1.31181894  1.68355574  0.7527779
 -0.0162054 ]","[ 6.70663397e-04  1.04860903e-03 -3.29889244e-04 -1.21704955e-03
 -8.54565799e-05  1.34568411e-03]","[ 1.33620560e-02  3.04325895e-04 -7.15779935e-03  5.92970898e-03
 -1.61381240e-03 -4.25888879e-03  6.88578651e-03  2.70209943e-05
  4.76606954e-04  5.85864829e-03  1.48325682e-05 -2.72172863e-04
 -1.71716672e-03  1.24071955e-03 -2.36186838e-03 -2.27452759e-03
  7.39404278e-03 -5.19732730e-05  1.14033259e-03  5.87705726e-03]",0.08460043331760056,0.8060065487125616,"[ 1.33620560e-02  3.04325895e-04 -7.15779935e-03  5.92970898e-03
 -1.61381240e-03 -4.25888879e-03  6.88578651e-03  2.70209943e-05
  4.76606954e-04  5.85864829e-03  1.48325682e-05 -2.72172863e-04
 -1.71716672e-03  1.24071955e-03 -2.36186838e-03 -2.27452759e-03
  7.39404278e-03 -5.19732730e-05  1.14033259e-03  5.87705726e-03]"
ADM,"[-0.23232086 -0.21688304  0.25342915 -0.06355127  0.32497637 -0.08314791
  0.2032516  -0.14137008  0.06839961  0.0809387  -0.27450842  0.20026324
  0.23042452  0.10405507  0.10318273  0.20049429 -0.04802312  0.13251372
  0.4847277   0.01346715 -0.21659125  0.04810385 -0.27446993 -0.01675465
 -0.42326974 -0.25443867 -0.30065457 -0.30282966  0.23715625 -0.02634833
 -0.26324996 -0.22913574 -0.03964648  0.6856361  -0.05759608  0.51757261
  0.25556484 -0.63901362 -1.0478721   1.82635582 -0.90671868  0.32169925
  2.79000999 -2.91869569 -0.22679402  0.25109918 -2.53975613  1.20905246
 -0.3027945   1.69238552 -0.21036155  0.90101027  3.21743501  0.        ]",0.16287713084673053,[ 0.00236727 -0.00099109 -0.00012533  0.00146191 -0.00103542  0.00016407],-4.490704682003879,0.011212739609125529,0.8032010682408168,-0.03999107535374277,"[-0.12894203 -0.10978152 -0.06524471 -0.03710376  0.01577853  0.04934386
  0.09682159  0.14325004  0.159336    0.20101604  0.20069207  0.14860373
  0.02894986 -0.14051116 -0.32129248 -0.32684442 -0.20646409 -0.20859365
 -0.21679169  0.01743113  0.6122666   1.26359081  1.67158577  0.7519707
 -0.02248127]",[-0.00055351  0.00124257 -0.00032759 -0.0017688  -0.00056314  0.00088331],"[ 1.54049697e-02 -3.50692869e-03 -1.42472638e-03  7.04948878e-03
 -3.39098222e-03  7.26859740e-04  4.72682133e-03 -2.78956241e-03
  1.66351266e-03  8.13485964e-03 -5.60881550e-03  3.00367751e-07
 -3.75692865e-04 -5.53178338e-03  2.50302945e-03 -1.37396734e-04
  5.35237020e-03  5.96658166e-04  4.95243124e-03  8.01684359e-03]",0.08369646407378868,0.8032010682408168,"[ 1.54049697e-02 -3.50692869e-03 -1.42472638e-03  7.04948878e-03
 -3.39098222e-03  7.26859740e-04  4.72682133e-03 -2.78956241e-03
  1.66351266e-03  8.13485964e-03 -5.60881550e-03  3.00367751e-07
 -3.75692865e-04 -5.53178338e-03  2.50302945e-03 -1.37396734e-04
  5.35237020e-03  5.96658166e-04  4.95243124e-03  8.01684359e-03]"
