,priors,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,lt_0 - slope
A,"[0.00447094 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.1623166503891168,[ 0.00044978 -0.00071971  0.00027489  0.00043452 -0.00018359  0.00010758],"[ 4.34752768e-03 -8.60071129e-03 -1.23898021e-03  4.08952013e-03
 -2.49100758e-03  4.58627179e-03 -1.13747254e-03  1.57271882e-03
 -2.95776620e-03  6.45894764e-05  1.85804678e-04 -1.21315248e-03
  1.31666437e-03 -6.68740840e-04  2.80384199e-03  2.20416975e-03
 -2.27049274e-03  4.95986765e-03 -7.30623547e-04 -2.18363243e-03]",-5.156835742877742,0.005759896674571151,0.8290711727088961,-0.042500766221479074,"[-0.11957645 -0.09838296 -0.06536795 -0.02680479  0.01600893  0.05754689
  0.09566641  0.13638899  0.16098683  0.17036612  0.13840746  0.05760601
 -0.08271301 -0.24890292 -0.31715775 -0.25155507 -0.19274575 -0.16075174
 -0.05026269  0.37426333  0.89184115  1.25848792  1.00463778 -0.13269006
  0.0038815 ]",[ 0.00060853 -0.00099633 -0.00075951 -0.0006478  -0.00024364  0.0010586 ],"[ 1.04695963e-02 -2.74399427e-03 -3.93011838e-03  6.00316320e-03
 -5.21933050e-03  3.17476371e-03 -9.81821013e-04 -4.11961878e-04
 -1.85993553e-03 -9.80134588e-04  2.41169125e-04  4.39680344e-04
  1.48957249e-04  1.69485478e-03  4.25107587e-04 -5.40495539e-04
  7.88930805e-04  1.21248481e-03  1.71807394e-03 -5.12356864e-05]",0.08527218632956789,0.8290711727088961
AAL,"[0.00454121 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.15433842633529485,"[-9.66303325e-05  2.83064396e-04  1.21107634e-04 -9.09704221e-05
  2.45363642e-04  3.40466614e-04]","[ 5.09009836e-03 -3.50939883e-03 -7.78301273e-03  6.62396916e-03
 -5.83593399e-03 -1.51172079e-03  2.43765084e-03 -1.53698822e-03
 -1.25036601e-03  6.27263194e-04  1.94989875e-03 -1.02707318e-03
  9.33165864e-04  2.13710698e-03  2.81613335e-04 -5.16302200e-05
  2.61845187e-03  3.24510177e-03 -1.80949368e-03  1.60852492e-03]",-6.043045600148109,0.002374316671521687,0.8290726419541264,-0.04250077826934661,"[-0.11957644 -0.09838296 -0.06536806 -0.02680478  0.01600895  0.05754692
  0.09566646  0.13638897  0.16098702  0.17036602  0.13840747  0.05760589
 -0.08271291 -0.24890272 -0.31715799 -0.25155484 -0.19274545 -0.16075171
 -0.05026278  0.37426379  0.89184142  1.25848845  1.00463769 -0.13268985
  0.00388141]",[ 0.00060852 -0.00099632 -0.00075952 -0.0006478  -0.00024364  0.00105859],"[ 1.04695880e-02 -2.74400473e-03 -3.93012651e-03  6.00316691e-03
 -5.21934001e-03  3.17477023e-03 -9.81817950e-04 -4.11966810e-04
 -1.85992821e-03 -9.80141143e-04  2.41173479e-04  4.39682023e-04
  1.48956007e-04  1.69485125e-03  4.25102713e-04 -5.40501956e-04
  7.88938192e-04  1.21248672e-03  1.71807484e-03 -5.12424597e-05]",0.08527218085342389,0.8290726419541264
AAP,"[0.0044999 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.       ]",0.15989736418298478,[-0.00080364  0.00082713 -0.00021085 -0.00011477  0.00027637  0.00046705],"[ 0.00529664 -0.00734093 -0.00206232  0.0069673  -0.00597758  0.00539029
 -0.00375684 -0.00110989 -0.00245216 -0.00326553  0.00176238 -0.00247886
  0.00207244 -0.00163751  0.00489785  0.00034816  0.002446    0.0053273
  0.00330054  0.00068205]",-5.4929419734215,0.00411571801257557,0.8290717781948521,-0.042500771186487256,"[-0.11957645 -0.09838296 -0.06536799 -0.02680479  0.01600894  0.0575469
  0.09566643  0.13638898  0.16098691  0.17036608  0.13840746  0.05760596
 -0.08271297 -0.24890284 -0.31715785 -0.25155498 -0.19274562 -0.16075173
 -0.05026273  0.37426352  0.89184126  1.25848814  1.00463775 -0.13268997
  0.00388146]",[ 0.00060853 -0.00099632 -0.00075951 -0.0006478  -0.00024364  0.00105859],"[ 1.04695929e-02 -2.74399858e-03 -3.93012173e-03  6.00316473e-03
 -5.21933442e-03  3.17476640e-03 -9.81819751e-04 -4.11963910e-04
 -1.85993252e-03 -9.80137289e-04  2.41170920e-04  4.39681036e-04
  1.48956737e-04  1.69485332e-03  4.25105578e-04 -5.40498183e-04
  7.88933849e-04  1.21248560e-03  1.71807431e-03 -5.12384777e-05]",0.08527218407281169,0.8290717781948521
AAPL,"[0.00445707 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.15957088066623706,"[-6.99983375e-04  6.04211515e-04 -1.79719861e-04  3.47900481e-05
  1.74867861e-04  4.42478722e-04]","[ 3.92809222e-03 -5.54556760e-03 -5.56156994e-03  2.54831983e-03
 -1.76705899e-04 -3.60820283e-04  3.32189183e-03  4.24495661e-03
 -5.13627396e-03  3.56103797e-03 -1.45336705e-03 -1.76945596e-03
  9.90812749e-05 -4.62526219e-04  7.21716140e-04 -2.46787285e-04
  1.62399504e-03  6.65065520e-04  4.87266330e-03  2.88512639e-03]",-5.295341268026272,0.005014902657497695,0.8290708828626647,-0.0425007638447288,"[-0.11957645 -0.09838296 -0.06536792 -0.02680479  0.01600893  0.05754689
  0.0956664   0.13638899  0.16098679  0.17036614  0.13840746  0.05760603
 -0.08271303 -0.24890296 -0.3171577  -0.25155512 -0.19274581 -0.16075175
 -0.05026267  0.37426324  0.8918411   1.25848781  1.0046378  -0.1326901
  0.00388152]",[ 0.00060853 -0.00099633 -0.0007595  -0.0006478  -0.00024364  0.0010586 ],"[ 1.04695979e-02 -2.74399221e-03 -3.93011678e-03  6.00316246e-03
 -5.21932863e-03  3.17476243e-03 -9.81821617e-04 -4.11960905e-04
 -1.85993698e-03 -9.80133294e-04  2.41168267e-04  4.39680013e-04
  1.48957493e-04  1.69485547e-03  4.25108548e-04 -5.40494273e-04
  7.88929348e-04  1.21248443e-03  1.71807376e-03 -5.12343501e-05]",0.08527218740987746,0.8290708828626647
ABBV,"[0.00455395 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.16448143489226602,"[-6.22836248e-04  2.81609373e-04 -4.67243715e-04  1.67170153e-04
 -2.15236723e-04 -9.56510221e-05]","[ 4.66888230e-03 -9.22890626e-03 -4.55856230e-04  5.16833286e-03
 -3.99217670e-03  5.30452591e-03 -1.58983075e-03  9.26021499e-05
 -2.25486169e-03 -1.76742039e-04  4.10042778e-04 -1.79335232e-03
  2.70296234e-03 -1.51341424e-04  1.81004793e-03  2.86482977e-03
 -2.89813006e-04  3.04469915e-03  2.30972976e-03  3.95107758e-03]",-5.315400748503798,0.004915308558046367,0.8290729084289008,-0.04250078045445003,"[-0.11957644 -0.09838296 -0.06536808 -0.02680478  0.01600896  0.05754692
  0.09566647  0.13638896  0.16098705  0.17036601  0.13840747  0.05760587
 -0.08271289 -0.24890268 -0.31715803 -0.2515548  -0.19274539 -0.1607517
 -0.0502628   0.37426387  0.89184146  1.25848855  1.00463767 -0.13268981
  0.00388139]",[ 0.00060852 -0.00099632 -0.00075952 -0.0006478  -0.00024364  0.00105859],"[ 1.04695865e-02 -2.74400663e-03 -3.93012798e-03  6.00316758e-03
 -5.21934173e-03  3.17477142e-03 -9.81817395e-04 -4.11967704e-04
 -1.85992689e-03 -9.80142332e-04  2.41174269e-04  4.39682327e-04
  1.48955782e-04  1.69485061e-03  4.25101829e-04 -5.40503120e-04
  7.88939532e-04  1.21248707e-03  1.71807500e-03 -5.12436882e-05]",0.08527217986022398,0.8290729084289008
ABT,"[0.00451676 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.15880306842645317,"[ 6.95774623e-05 -8.43209053e-04  1.87018805e-04  1.06557933e-04
 -1.12555390e-04 -3.51012005e-05]","[ 0.00432153 -0.01091204  0.00131603  0.00398551 -0.00231372  0.00604705
 -0.00051355  0.00173267 -0.00305011  0.00258667 -0.00228642 -0.00119812
  0.00116174 -0.00135219  0.00089803  0.00182361 -0.00128498  0.0013704
  0.00096047 -0.00026292]",-5.678372419036152,0.003419118809882746,0.8290721306846286,-0.04250077407691701,"[-0.11957645 -0.09838296 -0.06536802 -0.02680478  0.01600894  0.05754691
  0.09566644  0.13638897  0.16098695  0.17036606  0.13840747  0.05760593
 -0.08271295 -0.24890279 -0.31715791 -0.25155492 -0.19274555 -0.16075172
 -0.05026275  0.37426363  0.89184132  1.25848827  1.00463772 -0.13268992
  0.00388144]",[ 0.00060853 -0.00099632 -0.00075951 -0.0006478  -0.00024364  0.00105859],"[ 1.04695909e-02 -2.74400109e-03 -3.93012368e-03  6.00316562e-03
 -5.21933670e-03  3.17476796e-03 -9.81819016e-04 -4.11965093e-04
 -1.85993076e-03 -9.80138862e-04  2.41171964e-04  4.39681439e-04
  1.48956439e-04  1.69485248e-03  4.25104409e-04 -5.40499723e-04
  7.88935622e-04  1.21248606e-03  1.71807452e-03 -5.12401027e-05]",0.08527218275901823,0.8290721306846286
ACN,"[0.00437148 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.15519180195959265,[0.00030776 0.00032941 0.00029508 0.0003766  0.00015709 0.00059433],"[ 0.00408839 -0.00412991 -0.00724652  0.00312478 -0.00118228 -0.00159347
  0.00330529  0.00266285 -0.00286894  0.00202542  0.00077266  0.00066763
 -0.00209648  0.00129619  0.00102415 -0.00078929 -0.00174539  0.00428136
 -0.00197685 -0.00743028]",-5.28686327646892,0.005057599696715972,0.8290690933433678,-0.04250074917060157,"[-0.11957646 -0.09838297 -0.06536778 -0.02680481  0.0160089   0.05754685
  0.09566634  0.13638902  0.16098656  0.17036627  0.13840745  0.05760617
 -0.08271315 -0.24890321 -0.31715741 -0.2515554  -0.19274618 -0.16075178
 -0.05026256  0.37426268  0.89184079  1.25848716  1.00463791 -0.13269036
  0.00388163]",[ 0.00060855 -0.00099634 -0.00075949 -0.0006478  -0.00024363  0.00105861],"[ 1.04696080e-02 -2.74397947e-03 -3.93010687e-03  6.00315794e-03
 -5.21931705e-03  3.17475449e-03 -9.81825347e-04 -4.11954898e-04
 -1.85994589e-03 -9.80125309e-04  2.41162964e-04  4.39677968e-04
  1.48959006e-04  1.69485977e-03  4.25114485e-04 -5.40486456e-04
  7.88920351e-04  1.21248210e-03  1.71807267e-03 -5.12261003e-05]",0.08527219407974111,0.8290690933433678
ADBE,"[0.00436641 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.15630059183383607,[-0.00070048  0.00051825 -0.00041831  0.00033786 -0.0001695   0.00015646],"[ 0.00367939 -0.00376014 -0.0077873   0.00149896  0.00134175 -0.0022417
  0.00403963  0.00568122 -0.00549061  0.00296826 -0.00026221 -0.00029634
 -0.00286925  0.00030672  0.00130603 -0.00247044 -0.00010205  0.00288542
  0.0021089  -0.00743262]",-5.182426435022898,0.005614366976827521,0.829068987328459,-0.04250074830127523,"[-0.11957646 -0.09838297 -0.06536778 -0.02680481  0.0160089   0.05754685
  0.09566634  0.13638902  0.16098654  0.17036627  0.13840745  0.05760617
 -0.08271316 -0.24890322 -0.31715739 -0.25155541 -0.1927462  -0.16075178
 -0.05026255  0.37426265  0.89184077  1.25848712  1.00463792 -0.13269038
  0.00388163]",[ 0.00060855 -0.00099634 -0.00075949 -0.0006478  -0.00024363  0.00105861],"[ 1.04696086e-02 -2.74397871e-03 -3.93010629e-03  6.00315767e-03
 -5.21931636e-03  3.17475402e-03 -9.81825568e-04 -4.11954542e-04
 -1.85994642e-03 -9.80124836e-04  2.41162650e-04  4.39677847e-04
  1.48959095e-04  1.69486002e-03  4.25114836e-04 -5.40485993e-04
  7.88919818e-04  1.21248196e-03  1.71807261e-03 -5.12256116e-05]",0.08527219447487794,0.829068987328459
ADI,"[0.00443862 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.15659169341052268,[-0.00019324 -0.00026489  0.00019254 -0.00012204  0.00017355  0.00023429],"[ 4.91708391e-03 -3.68624263e-03 -7.07864476e-03  5.93521191e-03
 -4.73631880e-03  6.67521485e-05  2.10973730e-04 -1.61097362e-04
 -2.54611072e-03 -1.47154943e-03  2.38965921e-03 -1.74850359e-03
  1.30508769e-03  3.93091880e-04  2.93974056e-03  6.78042030e-04
  1.00157850e-04  3.83546424e-03  4.83942881e-03 -3.26685480e-03]",-5.456250176306724,0.004269535771343925,0.829070497047555,-0.04250076068103002,"[-0.11957645 -0.09838296 -0.06536789 -0.0268048   0.01600892  0.05754688
  0.09566639  0.136389    0.16098674  0.17036617  0.13840746  0.05760606
 -0.08271306 -0.24890301 -0.31715764 -0.25155518 -0.19274589 -0.16075175
 -0.05026265  0.37426312  0.89184103  1.25848767  1.00463783 -0.13269016
  0.00388154]",[ 0.00060854 -0.00099633 -0.0007595  -0.0006478  -0.00024364  0.0010586 ],"[ 1.04696001e-02 -2.74398946e-03 -3.93011464e-03  6.00316149e-03
 -5.21932613e-03  3.17476072e-03 -9.81822421e-04 -4.11959610e-04
 -1.85993890e-03 -9.80131573e-04  2.41167123e-04  4.39679572e-04
  1.48957820e-04  1.69485640e-03  4.25109828e-04 -5.40492587e-04
  7.88927408e-04  1.21248393e-03  1.71807353e-03 -5.12325715e-05]",0.08527218884788049,0.829070497047555
ADM,"[0.00407414 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.14431579571671557,[-0.00169802  0.0010086  -0.00052356 -0.00011111  0.00021641  0.00051462],"[ 0.00419921 -0.0075761  -0.00325598  0.00365322 -0.0022932   0.00128117
  0.00278427  0.00072218 -0.00010129  0.00328235  0.00010985  0.0032766
 -0.00391985  0.00342468 -0.0038101  -0.0012411  -0.00201309 -0.00090994
 -0.00289998 -0.00630502]",-5.020446747523326,0.0066015768123433285,0.8290628764834171,-0.04250069819211029,"[-0.11957649 -0.09838299 -0.0653673  -0.02680487  0.0160088   0.05754674
  0.09566614  0.13638912  0.16098575  0.17036669  0.13840743  0.05760664
 -0.08271356 -0.24890407 -0.31715639 -0.25155637 -0.19274747 -0.16075191
 -0.05026217  0.37426074  0.89183968  1.2584849   1.0046383  -0.13269127
  0.00388202]",[ 0.00060858 -0.00099637 -0.00075945 -0.0006478  -0.00024363  0.00105864],"[ 1.04696429e-02 -2.74393521e-03 -3.93007247e-03  6.00314224e-03
 -5.21927683e-03  3.17472691e-03 -9.81838305e-04 -4.11934029e-04
 -1.85997686e-03 -9.80097569e-04  2.41144541e-04  4.39670864e-04
  1.48964259e-04  1.69487468e-03  4.25135107e-04 -5.40459300e-04
  7.88889095e-04  1.21247399e-03  1.71806888e-03 -5.11974400e-05]",0.08527221725110799,0.8290628764834171
