,priors,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,lt_0 - slope
A,"[0.0039932 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.       ]",0.16461640520818577,"[ 1.76662129e-03 -2.01857095e-03  5.72117705e-04  2.44702520e-04
 -9.67621909e-05 -7.52419194e-04]","[ 0.01132268 -0.00820181 -0.00854687  0.00050978 -0.01180358  0.0013946
 -0.0042303   0.00553217  0.00191751  0.0041372   0.00430042  0.00106236
 -0.00118567  0.00069255 -0.00090055 -0.00032284  0.00023239 -0.00209015
 -0.00298705 -0.00421433]",-4.603242269767775,0.01001929775845668,0.793553052628001,-0.03799840646750578,"[-1.19744320e-01 -9.63246118e-02 -6.44523774e-02 -2.49810715e-02
  1.59520289e-02  5.84355363e-02  1.01631080e-01  1.40944809e-01
  1.72090109e-01  1.86015252e-01  1.72694138e-01  1.11204771e-01
 -2.00415104e-02 -2.02246240e-01 -3.32894355e-01 -3.05487401e-01
 -2.20480254e-01 -1.94319002e-01 -1.32137130e-01  1.44857851e-01
  7.88268775e-01  1.31152626e+00  1.48537863e+00  3.08363763e-02
  2.42616473e-04]",[ 0.00162927  0.00095829  0.00011825  0.00025059  0.00036496 -0.00053431],"[ 7.53267407e-03 -8.82223352e-03 -6.84714047e-03  6.74484700e-03
 -2.16794883e-03  2.87797588e-03  6.09658558e-04  1.55267330e-04
 -1.20867849e-03  9.76861361e-05  4.12930198e-04  3.32937410e-03
 -6.99439848e-04  2.39727700e-03 -1.02839447e-03  7.08856610e-04
  2.16672698e-04  1.12432338e-04  2.01702289e-03  7.74116389e-04]",0.08628366282116312,0.793553052628001
AAL,"[0.00382594 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.15643569875877547,[-0.00041463 -0.00088288 -0.00050846  0.00065572 -0.0004834  -0.00048143],"[ 1.01068584e-02 -4.98883204e-03 -4.27027912e-03  3.87165657e-03
 -7.11445228e-03 -1.91127685e-03 -7.21134181e-03  7.01337181e-04
 -2.76476439e-03  7.46363845e-03  7.64071739e-03  6.28006213e-03
  4.21051200e-03 -1.46597112e-03 -1.96211398e-03 -3.90027245e-03
 -4.11165054e-05  3.87547732e-04  3.38147448e-03 -5.22753306e-03]",-4.602555557918263,0.01002618049190803,0.7935498693994569,-0.037998339483259584,"[-1.19744509e-01 -9.63246005e-02 -6.44523806e-02 -2.49809824e-02
  1.59519375e-02  5.84352830e-02  1.01631202e-01  1.40944851e-01
  1.72090408e-01  1.86015048e-01  1.72694376e-01  1.11204739e-01
 -2.00416820e-02 -2.02246480e-01 -3.32894451e-01 -3.05486777e-01
 -2.20480779e-01 -1.94319742e-01 -1.32136349e-01  1.44856619e-01
  7.88268311e-01  1.31152555e+00  1.48538106e+00  3.08368421e-02
  2.42346685e-04]",[ 0.00162926  0.00095829  0.00011826  0.0002506   0.00036497 -0.00053433],"[ 7.53268026e-03 -8.82225521e-03 -6.84712148e-03  6.74483225e-03
 -2.16795918e-03  2.87794903e-03  6.09643704e-04  1.55249020e-04
 -1.20865616e-03  9.76799815e-05  4.12936259e-04  3.32936455e-03
 -6.99440238e-04  2.39728288e-03 -1.02838877e-03  7.08851081e-04
  2.16681714e-04  1.12463000e-04  2.01700608e-03  7.74109090e-04]",0.08628366030962156,0.7935498693994569
AAP,"[0.00379279 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.15417410294442363,[-0.00221562 -0.00055283 -0.0006674  -0.00107423  0.00038246 -0.00067921],"[ 0.0119947  -0.0087199  -0.00782187 -0.00092423 -0.01231275 -0.00063712
 -0.00554748  0.0044731   0.00158203  0.00356622  0.0040144  -0.0010807
 -0.00399548 -0.00182058 -0.00539968 -0.00019511 -0.0021953  -0.00039275
 -0.00539638 -0.00390083]",-4.567198400158194,0.01038701926352234,0.793549238686907,-0.03799832621126101,"[-1.19744546e-01 -9.63245983e-02 -6.44523813e-02 -2.49809647e-02
  1.59519194e-02  5.84352328e-02  1.01631226e-01  1.40944859e-01
  1.72090468e-01  1.86015008e-01  1.72694423e-01  1.11204732e-01
 -2.00417160e-02 -2.02246528e-01 -3.32894470e-01 -3.05486653e-01
 -2.20480883e-01 -1.94319889e-01 -1.32136194e-01  1.44856375e-01
  7.88268219e-01  1.31152541e+00  1.48538154e+00  3.08369344e-02
  2.42293230e-04]",[ 0.00162926  0.00095829  0.00011826  0.00025061  0.00036497 -0.00053433],"[ 7.53268148e-03 -8.82225951e-03 -6.84711771e-03  6.74482933e-03
 -2.16796123e-03  2.87794371e-03  6.09640761e-04  1.55245392e-04
 -1.20865174e-03  9.76787620e-05  4.12937460e-04  3.32936266e-03
 -6.99440315e-04  2.39728405e-03 -1.02838764e-03  7.08849985e-04
  2.16683500e-04  1.12469076e-04  2.01700275e-03  7.74107644e-04]",0.08628365981199447,0.793549238686907
AAPL,"[0.00366146 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.14432014472603502,"[ 2.70155325e-04 -1.43852880e-04  1.57896462e-04 -6.94122304e-04
  2.20550937e-05 -2.90365275e-04]","[ 1.24343732e-02 -1.07595073e-02 -1.10206906e-02 -2.58424883e-03
 -1.52739528e-02  2.28091199e-03 -3.55400057e-03  8.12118095e-03
  4.15518893e-03  2.69182543e-03  2.80929804e-03 -1.56531529e-03
 -3.61700832e-03  1.46144504e-03 -6.10735341e-04  1.09333506e-03
  9.68175622e-05 -2.06827605e-03 -3.04685567e-03 -9.92037100e-04]",-4.786067177116807,0.008345213173674258,0.7935467391580119,-0.03799827361401373,"[-1.19744695e-01 -9.63245894e-02 -6.44523838e-02 -2.49808948e-02
  1.59518476e-02  5.84350338e-02  1.01631322e-01  1.40944892e-01
  1.72090703e-01  1.86014848e-01  1.72694610e-01  1.11204707e-01
 -2.00418508e-02 -2.02246717e-01 -3.32894546e-01 -3.05486163e-01
 -2.20481294e-01 -1.94320471e-01 -1.32135581e-01  1.44855407e-01
  7.88267855e-01  1.31152486e+00  1.48538345e+00  3.08373001e-02
  2.42081388e-04]",[ 0.00162925  0.00095829  0.00011828  0.00025062  0.00036498 -0.00053435],"[ 7.53268634e-03 -8.82227654e-03 -6.84710279e-03  6.74481775e-03
 -2.16796936e-03  2.87792263e-03  6.09629097e-04  1.55231014e-04
 -1.20863420e-03  9.76739293e-05  4.12942220e-04  3.32935516e-03
 -6.99440621e-04  2.39728867e-03 -1.02838316e-03  7.08845643e-04
  2.16690580e-04  1.12493152e-04  2.01698954e-03  7.74101912e-04]",0.0862836578398864,0.7935467391580119
ABBV,"[0.00363469 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.15157945946149157,[ 0.00113472  0.00152762 -0.00039566  0.00034639 -0.00024576  0.00011796],"[ 0.01092342 -0.00734585 -0.00748626  0.00239069 -0.00817299  0.002375
  0.00018068  0.00270725  0.00305443 -0.00056025  0.00311517 -0.00176206
 -0.00093293 -0.0007      0.00023855 -0.00401105 -0.00144168 -0.00681781
 -0.00523958 -0.00604856]",-4.133531857724609,0.016026176573864563,0.7935462297503791,-0.03799826289461806,"[-1.19744726e-01 -9.63245876e-02 -6.44523844e-02 -2.49808805e-02
  1.59518329e-02  5.84349933e-02  1.01631341e-01  1.40944899e-01
  1.72090751e-01  1.86014815e-01  1.72694648e-01  1.11204702e-01
 -2.00418782e-02 -2.02246755e-01 -3.32894561e-01 -3.05486064e-01
 -2.20481378e-01 -1.94320590e-01 -1.32135457e-01  1.44855210e-01
  7.88267780e-01  1.31152475e+00  1.48538384e+00  3.08373746e-02
  2.42038214e-04]",[ 0.00162925  0.00095828  0.00011828  0.00025062  0.00036498 -0.00053435],"[ 7.53268733e-03 -8.82228001e-03 -6.84709975e-03  6.74481539e-03
 -2.16797101e-03  2.87791833e-03  6.09626720e-04  1.55228084e-04
 -1.20863063e-03  9.76729444e-05  4.12943190e-04  3.32935363e-03
 -6.99440684e-04  2.39728961e-03 -1.02838225e-03  7.08844759e-04
  2.16692022e-04  1.12498059e-04  2.01698685e-03  7.74100744e-04]",0.0862836574379679,0.7935462297503791
ABT,"[0.00391415 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.1580772078149859,[-0.00149358 -0.00019053 -0.00111651 -0.00141387 -0.00033712 -0.00143596],"[ 0.01034051 -0.00813302 -0.01060505  0.0024928  -0.01103571  0.00602809
  0.00067113  0.00796727  0.00548237  0.0023269   0.00444485  0.00022754
  0.00063505  0.00241468  0.00376262 -0.00067593  0.00298746 -0.00400455
  0.00138961 -0.00397836]",-4.8210451864252315,0.0080583602472902,0.7935515483041211,-0.03799837481222256,"[-1.19744409e-01 -9.63246065e-02 -6.44523789e-02 -2.49810294e-02
  1.59519857e-02  5.84354166e-02  1.01631138e-01  1.40944829e-01
  1.72090250e-01  1.86015156e-01  1.72694250e-01  1.11204756e-01
 -2.00415915e-02 -2.02246354e-01 -3.32894401e-01 -3.05487106e-01
 -2.20480502e-01 -1.94319352e-01 -1.32136761e-01  1.44857269e-01
  7.88268555e-01  1.31152592e+00  1.48537978e+00  3.08365964e-02
  2.42488977e-04]",[ 0.00162927  0.00095829  0.00011825  0.0002506   0.00036496 -0.00053432],"[ 7.53267699e-03 -8.82224377e-03 -6.84713150e-03  6.74484003e-03
 -2.16795372e-03  2.87796319e-03  6.09651538e-04  1.55258677e-04
 -1.20866794e-03  9.76832275e-05  4.12933063e-04  3.32936959e-03
 -6.99440032e-04  2.39727978e-03 -1.02839178e-03  7.08853997e-04
  2.16676959e-04  1.12446829e-04  2.01701494e-03  7.74112940e-04]",0.08628366163426375,0.7935515483041211
ACN,"[0.00376721 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.15009478137999585,"[ 1.09935614e-03 -1.20341727e-04  2.62264355e-04 -1.09869953e-04
  6.61159907e-06 -2.09414962e-04]","[ 0.01171356 -0.00903954 -0.00905523 -0.00046823 -0.01239013  0.00168634
 -0.00264331  0.00606927  0.00451478  0.00159869  0.0033731  -0.00392997
 -0.00589863 -0.00159588 -0.0043392   0.0012599  -0.0001061  -0.00219714
 -0.00673585 -0.00718444]",-4.806037604117977,0.008180208791025552,0.7935487518612163,-0.037998315967054073,"[-1.19744575e-01 -9.63245966e-02 -6.44523818e-02 -2.49809511e-02
  1.59519054e-02  5.84351940e-02  1.01631245e-01  1.40944866e-01
  1.72090514e-01  1.86014977e-01  1.72694459e-01  1.11204727e-01
 -2.00417422e-02 -2.02246565e-01 -3.32894485e-01 -3.05486558e-01
 -2.20480963e-01 -1.94320003e-01 -1.32136075e-01  1.44856186e-01
  7.88268148e-01  1.31152531e+00  1.48538191e+00  3.08370056e-02
  2.42251970e-04]",[ 0.00162926  0.00095829  0.00011827  0.00025061  0.00036497 -0.00053433],"[ 7.53268243e-03 -8.82226282e-03 -6.84711481e-03  6.74482707e-03
 -2.16796281e-03  2.87793960e-03  6.09638489e-04  1.55242591e-04
 -1.20864832e-03  9.76778208e-05  4.12938387e-04  3.32936120e-03
 -6.99440375e-04  2.39728495e-03 -1.02838677e-03  7.08849139e-04
  2.16684879e-04  1.12473765e-04  2.01700017e-03  7.74106527e-04]",0.08628365942789294,0.7935487518612163
ADBE,"[0.00394247 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.1643067330497125,"[ 1.47965422e-03  3.63009907e-04  1.81089686e-04 -1.92134987e-04
  2.74712658e-05 -4.79973765e-04]","[ 9.97536596e-03 -6.76596525e-03 -8.67818162e-03  3.70294242e-03
 -9.23121986e-03  4.60546918e-03 -4.86459055e-05  6.43772267e-03
  5.39649346e-03  2.85955521e-03  6.14133151e-03 -1.12166430e-03
 -5.49150155e-04 -1.37063738e-03 -7.67229085e-04 -1.70297238e-03
  9.32980091e-04 -3.21476157e-03 -2.26043166e-03 -6.73380992e-03]",-4.436704495745362,0.011834876209752656,0.7935520871275812,-0.03799838615061149,"[-1.19744377e-01 -9.63246084e-02 -6.44523784e-02 -2.49810445e-02
  1.59520012e-02  5.84354595e-02  1.01631117e-01  1.40944822e-01
  1.72090200e-01  1.86015190e-01  1.72694210e-01  1.11204761e-01
 -2.00415624e-02 -2.02246313e-01 -3.32894385e-01 -3.05487211e-01
 -2.20480413e-01 -1.94319226e-01 -1.32136893e-01  1.44857478e-01
  7.88268634e-01  1.31152604e+00  1.48537936e+00  3.08365176e-02
  2.42534644e-04]",[ 0.00162927  0.00095829  0.00011825  0.0002506   0.00036496 -0.00053431],"[ 7.53267595e-03 -8.82224010e-03 -6.84713471e-03  6.74484252e-03
 -2.16795197e-03  2.87796774e-03  6.09654052e-04  1.55261776e-04
 -1.20867172e-03  9.76842693e-05  4.12932037e-04  3.32937121e-03
 -6.99439966e-04  2.39727878e-03 -1.02839274e-03  7.08854933e-04
  2.16675432e-04  1.12441638e-04  2.01701779e-03  7.74114175e-04]",0.0862836620593911,0.7935520871275812
ADI,"[0.00383617 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.15388968860224003,"[ 1.28432316e-03  4.24656843e-04  2.06265266e-04  2.60872683e-04
 -2.79756268e-04 -1.75238961e-05]","[ 0.0134274  -0.01147701 -0.00975798 -0.00495757 -0.01653785 -0.00170682
 -0.00780753  0.00620068  0.00115623  0.0040741   0.002686   -0.00096336
 -0.00488483 -0.00026731 -0.00434799  0.00073707 -0.00172611 -0.00131975
 -0.00598725 -0.00443279]",-4.735581683522754,0.008777341711493894,0.7935500642624898,-0.03799834358373594,"[-1.19744497e-01 -9.63246012e-02 -6.44523804e-02 -2.49809878e-02
  1.59519431e-02  5.84352985e-02  1.01631194e-01  1.40944848e-01
  1.72090390e-01  1.86015061e-01  1.72694361e-01  1.11204741e-01
 -2.00416715e-02 -2.02246466e-01 -3.32894446e-01 -3.05486815e-01
 -2.20480747e-01 -1.94319697e-01 -1.32136397e-01  1.44856695e-01
  7.88268339e-01  1.31152560e+00  1.48538091e+00  3.08368136e-02
  2.42363200e-04]",[ 0.00162926  0.00095829  0.00011826  0.0002506   0.00036497 -0.00053433],"[ 7.53267988e-03 -8.82225388e-03 -6.84712264e-03  6.74483315e-03
 -2.16795855e-03  2.87795067e-03  6.09644613e-04  1.55250141e-04
 -1.20865753e-03  9.76803582e-05  4.12935888e-04  3.32936513e-03
 -6.99440214e-04  2.39728252e-03 -1.02838912e-03  7.08851419e-04
  2.16681162e-04  1.12461123e-04  2.01700711e-03  7.74109537e-04]",0.08628366046336693,0.7935500642624898
ADM,"[0.00385535 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.15836967415736783,[ 0.00241565 -0.00099385  0.00074441  0.00072073 -0.00025307 -0.00036471],"[ 0.01158407 -0.00784269 -0.00694916  0.00011307 -0.01110879 -0.00140667
 -0.00688088  0.00261371 -0.00186616  0.0045537   0.00303097  0.0029218
 -0.00177643  0.00073442 -0.00434607 -0.00034328 -0.003888    0.00176877
 -0.00408478  0.00261949]",-4.512313721967889,0.010973042213273495,0.7935504292277837,-0.03799835126365108,"[-1.19744476e-01 -9.63246025e-02 -6.44523801e-02 -2.49809981e-02
  1.59519536e-02  5.84353275e-02  1.01631180e-01  1.40944844e-01
  1.72090356e-01  1.86015084e-01  1.72694334e-01  1.11204744e-01
 -2.00416518e-02 -2.02246438e-01 -3.32894435e-01 -3.05486887e-01
 -2.20480686e-01 -1.94319612e-01 -1.32136486e-01  1.44856836e-01
  7.88268392e-01  1.31152568e+00  1.48538063e+00  3.08367602e-02
  2.42394132e-04]",[ 0.00162926  0.00095829  0.00011826  0.0002506   0.00036497 -0.00053432],"[ 7.53267917e-03 -8.82225139e-03 -6.84712482e-03  6.74483484e-03
 -2.16795736e-03  2.87795375e-03  6.09646316e-04  1.55252240e-04
 -1.20866009e-03  9.76810639e-05  4.12935193e-04  3.32936623e-03
 -6.99440169e-04  2.39728185e-03 -1.02838977e-03  7.08852053e-04
  2.16680128e-04  1.12457608e-04  2.01700903e-03  7.74110374e-04]",0.08628366075132159,0.7935504292277837
