,priors,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,lt_0 - slope
A,"[0.0040574 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.       ]",0.15323597270821837,"[ 5.95092111e-05 -2.14820706e-04  1.45788656e-04  3.87450672e-04
 -6.33284554e-05  3.04920220e-04]","[ 3.65415956e-03 -9.41921693e-03 -1.95941137e-04  2.79245050e-03
 -8.03709877e-04  4.99795344e-03 -4.82501663e-04  2.68047491e-03
 -2.49332391e-03  1.22064027e-03 -2.54938238e-04  4.76369014e-05
  5.85471392e-05 -4.00782890e-05  1.59829111e-03  2.46743461e-03
 -3.23116313e-03  4.46493749e-03 -2.27695783e-03 -3.03117661e-03]",-5.066657619160466,0.006303453512694031,0.8346663457707345,-0.039404927979702666,"[-0.11824627 -0.09553047 -0.06327516 -0.0244743   0.01608935  0.05742779
  0.10116041  0.13850321  0.16298327  0.17097524  0.14444868  0.05800765
 -0.08775216 -0.24591608 -0.31607942 -0.24877352 -0.18784435 -0.15917465
 -0.06025493  0.38455414  0.88678997  1.25691857  0.9912125  -0.12360517
  0.0023173 ]",[ 0.00046439 -0.00016739  0.00095117 -0.00025778 -0.00019591  0.00019015],"[ 8.27960651e-03 -5.68887596e-03 -4.33625467e-03  5.60459132e-03
 -3.98364264e-03  4.97087566e-03  6.37233016e-04 -2.56708985e-03
  7.12519356e-05  4.56067903e-04  4.73602422e-04 -1.31793846e-04
 -9.05478036e-04  2.17038559e-03 -1.34616119e-03  9.67108741e-05
  6.20255361e-04  1.47259321e-03  1.34156072e-03 -5.08693380e-04]",0.08610855029109891,0.8346663457707345
AAL,"[0.0042028 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.       ]",0.147292264902057,"[ 8.10390150e-05  2.38617280e-04  1.75548914e-04 -1.57093742e-04
  2.47142732e-04  2.37839726e-04]","[ 5.24311664e-03 -3.26736937e-03 -7.85575450e-03  7.15183977e-03
 -6.74456163e-03 -1.49133071e-03  1.81000625e-03 -1.72214724e-03
 -1.77105790e-03 -4.45796517e-07  1.94367413e-03 -2.09296147e-03
  1.34074710e-03  1.51197761e-03  8.12851704e-04 -8.03624169e-04
  3.48268385e-03  3.01032342e-03 -1.10272328e-03  7.86347499e-04]",-6.117354453387342,0.002204279780962822,0.8346692571376448,-0.03940491527112441,"[-0.11824623 -0.09553049 -0.06327507 -0.02447405  0.01608926  0.05742803
  0.10116044  0.13850327  0.16298338  0.17097529  0.14444912  0.05800768
 -0.08775188 -0.24591652 -0.31607948 -0.24877339 -0.18784435 -0.1591753
 -0.06025502  0.38455459  0.88679183  1.25691628  0.99121185 -0.12360554
  0.00231671]",[ 0.00046441 -0.00016738  0.00095116 -0.00025778 -0.00019591  0.00019016],"[ 8.27959055e-03 -5.68887388e-03 -4.33626779e-03  5.60457691e-03
 -3.98364348e-03  4.97088408e-03  6.37223545e-04 -2.56709581e-03
  7.12562373e-05  4.56071596e-04  4.73595999e-04 -1.31788183e-04
 -9.05464888e-04  2.17035969e-03 -1.34615093e-03  9.67228255e-05
  6.20263701e-04  1.47261283e-03  1.34153605e-03 -5.08688014e-04]",0.0861085063747635,0.8346692571376448
AAP,"[0.00415285 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.15350610398335,[-0.0006319   0.00103787 -0.0001586  -0.00030886  0.00039119  0.00041244],"[ 0.00519351 -0.00661312 -0.00266798  0.00686222 -0.0062198   0.0053149
 -0.00463855 -0.0011054  -0.00236431 -0.00351403  0.00227072 -0.00275
  0.00216319 -0.00178853  0.00547231  0.00022838  0.00259476  0.00589449
  0.00366182  0.00070646]",-5.451535500056901,0.004289712776892461,0.8346682568945553,-0.03940491963734412,"[-0.11824624 -0.09553048 -0.0632751  -0.02447413  0.01608929  0.05742795
  0.10116043  0.13850325  0.16298334  0.17097527  0.14444897  0.05800767
 -0.08775198 -0.24591637 -0.31607946 -0.24877344 -0.18784435 -0.15917508
 -0.06025499  0.38455444  0.88679119  1.25691707  0.99121207 -0.12360541
  0.00231691]",[ 0.0004644  -0.00016738  0.00095116 -0.00025778 -0.00019591  0.00019016],"[ 8.27959604e-03 -5.68887460e-03 -4.33626328e-03  5.60458186e-03
 -3.98364319e-03  4.97088119e-03  6.37226799e-04 -2.56709376e-03
  7.12547594e-05  4.56070327e-04  4.73598206e-04 -1.31790128e-04
 -9.05469405e-04  2.17036859e-03 -1.34615445e-03  9.67187194e-05
  6.20260836e-04  1.47260609e-03  1.34154452e-03 -5.08689857e-04]",0.08610852146286897,0.8346682568945553
AAPL,"[0.00414313 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.15458688614744856,"[-4.25879230e-04  5.77255543e-04 -1.13348245e-04 -2.58706640e-05
  1.88285027e-04  3.53856745e-04]","[ 0.00383383 -0.00588126 -0.00503967  0.00312396 -0.00073123 -0.00030616
  0.00374198  0.00384747 -0.00475889  0.00366577 -0.00189283 -0.0024358
  0.00085668 -0.00085179  0.00055331  0.00012533  0.00184204  0.00013203
  0.00504591  0.00369462]",-5.270843437086771,0.0051392740901455,0.8346680623468747,-0.039404920486575595,"[-0.11824624 -0.09553048 -0.0632751  -0.02447415  0.0160893   0.05742793
  0.10116043  0.13850325  0.16298334  0.17097527  0.14444894  0.05800767
 -0.087752   -0.24591634 -0.31607945 -0.24877344 -0.18784435 -0.15917503
 -0.06025498  0.38455441  0.88679107  1.25691722  0.99121212 -0.12360539
  0.00231695]",[ 0.0004644  -0.00016738  0.00095116 -0.00025778 -0.00019591  0.00019016],"[ 8.27959710e-03 -5.68887473e-03 -4.33626241e-03  5.60458283e-03
 -3.98364313e-03  4.97088063e-03  6.37227432e-04 -2.56709336e-03
  7.12544719e-05  4.56070080e-04  4.73598635e-04 -1.31790507e-04
 -9.05470284e-04  2.17037032e-03 -1.34615514e-03  9.67179208e-05
  6.20260278e-04  1.47260478e-03  1.34154617e-03 -5.08690216e-04]",0.08610852439751152,0.8346680623468747
ABBV,"[0.00411469 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.1555890457815155,"[-1.25257328e-03  1.09235402e-03 -6.94929045e-04  3.52737981e-05
 -2.45277874e-05  1.59459517e-04]","[ 0.003811   -0.00985487  0.00041699  0.00333399 -0.0017159   0.00568376
 -0.00109823  0.00172501 -0.00197915  0.00073323  0.0002982  -0.00019248
  0.00084988  0.00073836  0.00062808  0.00275081 -0.00140084  0.00282605
  0.0004222   0.00252584]",-5.115110254561095,0.006005315684476533,0.8346674928825363,-0.03940492297237774,"[-0.11824625 -0.09553048 -0.06327512 -0.0244742   0.01608932  0.05742788
  0.10116042  0.13850323  0.16298331  0.17097526  0.14444885  0.05800766
 -0.08775205 -0.24591625 -0.31607944 -0.24877347 -0.18784435 -0.15917491
 -0.06025496  0.38455432  0.8867907   1.25691767  0.99121224 -0.12360532
  0.00231707]",[ 0.0004644  -0.00016738  0.00095117 -0.00025778 -0.00019591  0.00019015],"[ 8.27960022e-03 -5.68887514e-03 -4.33625984e-03  5.60458565e-03
 -3.98364297e-03  4.97087898e-03  6.37229284e-04 -2.56709220e-03
  7.12536305e-05  4.56069358e-04  4.73599891e-04 -1.31791615e-04
 -9.05472856e-04  2.17037538e-03 -1.34615714e-03  9.67155831e-05
  6.20258647e-04  1.47260094e-03  1.34155100e-03 -5.08691266e-04]",0.08610853298756137,0.8346674928825363
ABT,"[0.0041185 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.       ]",0.1499614282966275,"[-1.01730012e-04 -5.65916245e-04  1.33886689e-04  1.66234192e-05
 -1.80070551e-05  4.86932849e-05]","[ 0.0036713  -0.01077725  0.00146152  0.00281249 -0.00080872  0.00615982
 -0.00023054  0.00271181 -0.00259318  0.00260793 -0.00202421 -0.00012547
  0.00016416 -0.00104752  0.00078976  0.0021806  -0.00213394  0.00179401
  0.00060368 -0.00054437]",-5.635400370964116,0.0035692479238779136,0.8346675692240245,-0.03940492263913504,"[-0.11824625 -0.09553048 -0.06327512 -0.02447419  0.01608931  0.05742789
  0.10116042  0.13850324  0.16298332  0.17097526  0.14444886  0.05800766
 -0.08775204 -0.24591626 -0.31607944 -0.24877347 -0.18784435 -0.15917492
 -0.06025497  0.38455433  0.88679075  1.25691761  0.99121223 -0.12360533
  0.00231705]",[ 0.0004644  -0.00016738  0.00095117 -0.00025778 -0.00019591  0.00019015],"[ 8.27959981e-03 -5.68887509e-03 -4.33626018e-03  5.60458527e-03
 -3.98364299e-03  4.97087920e-03  6.37229036e-04 -2.56709235e-03
  7.12537433e-05  4.56069455e-04  4.73599723e-04 -1.31791466e-04
 -9.05472511e-04  2.17037471e-03 -1.34615688e-03  9.67158965e-05
  6.20258866e-04  1.47260145e-03  1.34155035e-03 -5.08691125e-04]",0.08610853183599287,0.8346675692240245
ACN,"[0.00406742 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.1512111805954294,"[ 5.69329671e-04 -1.32888809e-04  3.88726307e-04  5.29252627e-04
  1.62453949e-05  4.92213947e-04]","[ 0.00418201 -0.00392299 -0.00733239  0.00423032 -0.00255455 -0.00174958
  0.00311824  0.00172546 -0.00271104  0.00154959  0.00061936 -0.00041839
 -0.00090251  0.00058061  0.0015827  -0.00042133 -0.00112232  0.00412085
 -0.0011553  -0.00665435]",-5.208102252729559,0.0054720484051557945,0.8346665465372266,-0.03940492710332509,"[-0.11824626 -0.09553047 -0.06327515 -0.02447428  0.01608934  0.0574278
  0.10116041  0.13850322  0.16298328  0.17097524  0.14444871  0.05800765
 -0.08775214 -0.24591611 -0.31607942 -0.24877351 -0.18784435 -0.1591747
 -0.06025493  0.38455418  0.8867901   1.25691841  0.99121246 -0.1236052
  0.00231726]",[ 0.00046439 -0.00016739  0.00095117 -0.00025778 -0.00019591  0.00019015],"[ 8.27960541e-03 -5.68887582e-03 -4.33625557e-03  5.60459033e-03
 -3.98364269e-03  4.97087624e-03  6.37232363e-04 -2.56709026e-03
  7.12522322e-05  4.56068157e-04  4.73601979e-04 -1.31793456e-04
 -9.05477129e-04  2.17038380e-03 -1.34616048e-03  9.67116983e-05
  6.20255936e-04  1.47259456e-03  1.34155902e-03 -5.08693010e-04]",0.08610854726264909,0.8346665465372266
ADBE,"[0.00407042 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.15292630990170783,"[-2.18401548e-04  6.24163317e-05 -2.89889291e-04  4.03756225e-04
 -2.92452878e-04 -4.61512048e-05]","[ 0.00377725 -0.00375128 -0.00765435  0.00284172 -0.00014148 -0.00234302
  0.00402193  0.00456441 -0.0050531   0.00258092 -0.00056242 -0.00160885
 -0.00126153 -0.00048993  0.00175775 -0.00192552  0.00040261  0.00255283
  0.00296522 -0.00599426]",-5.08226304668423,0.00620584898671965,0.8346666065119922,-0.03940492684152573,"[-0.11824626 -0.09553047 -0.06327515 -0.02447427  0.01608934  0.05742781
  0.10116041  0.13850322  0.16298328  0.17097524  0.14444872  0.05800766
 -0.08775214 -0.24591612 -0.31607942 -0.24877351 -0.18784435 -0.15917471
 -0.06025493  0.38455418  0.88679014  1.25691836  0.99121244 -0.12360521
  0.00231725]",[ 0.00046439 -0.00016738  0.00095117 -0.00025778 -0.00019591  0.00019015],"[ 8.27960509e-03 -5.68887577e-03 -4.33625584e-03  5.60459003e-03
 -3.98364271e-03  4.97087642e-03  6.37232167e-04 -2.56709038e-03
  7.12523208e-05  4.56068233e-04  4.73601847e-04 -1.31793339e-04
 -9.05476859e-04  2.17038327e-03 -1.34616027e-03  9.67119445e-05
  6.20256108e-04  1.47259496e-03  1.34155851e-03 -5.08692899e-04]",0.08610854635796342,0.8346666065119922
ADI,"[0.0041041 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.       ]",0.14867987127911064,"[-1.37922042e-05 -3.92145787e-04  2.26528803e-04 -1.36679537e-04
  1.39599022e-04  1.35369410e-04]","[ 5.02180939e-03 -3.03357326e-03 -7.66658312e-03  6.42706913e-03
 -5.51557921e-03 -1.71435786e-04 -6.96421813e-04 -3.35291518e-04
 -2.85534703e-03 -2.20242714e-03  2.75505360e-03 -2.66699262e-03
  1.59525058e-03 -2.13594389e-04  3.85947272e-03 -2.96623853e-05
  1.23002203e-03  4.15883752e-03  5.89714297e-03 -3.66763218e-03]",-5.595892897968853,0.0037130824511189438,0.834667280846153,-0.03940492389795018,"[-0.11824625 -0.09553048 -0.06327513 -0.02447422  0.01608932  0.05742786
  0.10116042  0.13850323  0.1629833   0.17097526  0.14444882  0.05800766
 -0.08775207 -0.24591622 -0.31607944 -0.24877348 -0.18784435 -0.15917486
 -0.06025496  0.38455429  0.88679057  1.25691783  0.99121229 -0.12360529
  0.00231711]",[ 0.00046439 -0.00016738  0.00095117 -0.00025778 -0.00019591  0.00019015],"[ 8.27960139e-03 -5.68887529e-03 -4.33625888e-03  5.60458669e-03
 -3.98364291e-03  4.97087837e-03  6.37229974e-04 -2.56709176e-03
  7.12533172e-05  4.56069089e-04  4.73600359e-04 -1.31792027e-04
 -9.05473813e-04  2.17037727e-03 -1.34615789e-03  9.67147127e-05
  6.20258040e-04  1.47259951e-03  1.34155280e-03 -5.08691656e-04]",0.08610853618601118,0.834667280846153
ADM,"[0.00374093 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.13838570887518137,"[-1.74155724e-03  7.40971500e-04 -5.09899320e-04 -7.20694772e-05
  1.61134602e-04  4.87487192e-04]","[ 0.00412993 -0.00592953 -0.00478285  0.00423885 -0.00298743  0.00050855
  0.00208682  0.00042616 -0.00042992  0.00140033  0.00123277  0.00258612
 -0.00353802  0.00302804 -0.00222443 -0.00170606 -0.00121462  0.00029962
 -0.00150393 -0.00632646]",-4.921154385951069,0.0072907096942493015,0.8346600094099321,-0.0394049556389224,"[-0.11824634 -0.09553044 -0.06327536 -0.02447484  0.01608954  0.05742726
  0.10116035  0.13850308  0.16298301  0.17097514  0.14444774  0.05800759
 -0.08775277 -0.24591512 -0.31607929 -0.2487738  -0.18784433 -0.15917326
 -0.06025472  0.38455317  0.88678592  1.25692354  0.99121392 -0.12360439
  0.00231859]",[ 0.00046435 -0.0001674   0.00095119 -0.00025777 -0.00019591  0.0001901 ],"[ 8.27964126e-03 -5.68888049e-03 -4.33622610e-03  5.60462268e-03
 -3.98364080e-03  4.97085734e-03  6.37253627e-04 -2.56707686e-03
  7.12425731e-05  4.56059866e-04  4.73616403e-04 -1.31806172e-04
 -9.05506651e-04  2.17044194e-03 -1.34618351e-03  9.66848630e-05
  6.20237211e-04  1.47255049e-03  1.34161442e-03 -5.08705060e-04]",0.08610864587154442,0.8346600094099321
