,priors,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,lt_0 - slope
A,"[0.00488785 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.1836086882251113,[ 0.00252731 -0.00055266  0.0009481   0.00057337  0.00013137  0.00021876],"[ 0.00975095 -0.00558518 -0.00736289  0.00589902 -0.00873406  0.00166238
 -0.00590148 -0.00556039 -0.00196533 -0.00768878  0.00367604 -0.00060024
 -0.00109116  0.00474618 -0.00320671  0.00455283 -0.00130936  0.00381942
  0.00509767  0.00387514]",-4.551853496561804,0.010547636247198424,0.7825815646269194,-0.03838798816009743,"[-1.41814236e-01 -1.18395516e-01 -8.36578347e-02 -4.32353312e-02
  5.26948393e-04  4.45190417e-02  8.37843154e-02  1.28577159e-01
  1.68603457e-01  1.97912527e-01  2.08366079e-01  1.87241670e-01
  1.03852167e-01 -6.10798337e-02 -2.57212707e-01 -3.74582248e-01
 -3.17020585e-01 -2.40725326e-01 -2.34743487e-01 -1.86808335e-01
  2.54485501e-01  1.03917583e+00  1.75305032e+00  1.68913193e+00
  5.06502966e-04]",[-0.00026536  0.00049812  0.00050928 -0.00050694  0.00086074 -0.00100258],"[ 0.00957032 -0.00445014 -0.00236705  0.00520285 -0.00187778  0.0038402
  0.00117228 -0.00044374  0.00152792 -0.00365735  0.00074453  0.00129596
 -0.00143583  0.00120316 -0.0013991   0.0001368  -0.0004371  -0.00016104
  0.00315199 -0.00077915]",0.08513070264047504,0.7825815646269194
AAL,"[0.00523824 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.18633681386369125,"[ 1.77294060e-03  4.71927533e-04  6.00530519e-04 -2.45938735e-04
  7.08625173e-05  2.91697828e-04]","[ 0.0148579  -0.00394324 -0.00147434  0.01190577 -0.00553241  0.00937515
 -0.00541471  0.00194813 -0.00323793 -0.00238465  0.00228375  0.0020506
 -0.00154967  0.00554508 -0.00276148  0.00406825  0.00039251  0.0017503
  0.01035126 -0.00153094]",-5.635932259859447,0.003567349985333482,0.7825891155394558,-0.03838779890097147,"[-1.41813868e-01 -1.18395464e-01 -8.36577646e-02 -4.32346933e-02
  5.26407852e-04  4.45191779e-02  8.37843090e-02  1.28576979e-01
  1.68603796e-01  1.97912584e-01  2.08366125e-01  1.87242336e-01
  1.03851663e-01 -6.10806861e-02 -2.57213506e-01 -3.74580245e-01
 -3.17023581e-01 -2.40724673e-01 -2.34744267e-01 -1.86808724e-01
  2.54484146e-01  1.03917642e+00  1.75304552e+00  1.68913038e+00
  5.07059224e-04]",[-0.00026535  0.00049817  0.00050934 -0.00050694  0.00086075 -0.0010026 ],"[ 0.0095703  -0.00445011 -0.00236699  0.00520288 -0.00187777  0.00384021
  0.00117224 -0.00044374  0.0015279  -0.00365734  0.00074455  0.00129597
 -0.00143583  0.00120313 -0.00139908  0.00013681 -0.00043703 -0.00016103
  0.00315195 -0.00077916]",0.08513068361576501,0.7825891155394558
AAP,"[0.00496411 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.18042728654458973,"[ 1.71633435e-04  2.41572875e-04 -8.37023615e-06 -1.30954145e-04
  2.41671591e-05 -2.07982071e-05]","[ 0.01420763 -0.00418648 -0.00162292  0.01143456 -0.00500523  0.00997902
 -0.005234    0.00436046 -0.00476892  0.00090946 -0.00081976  0.00405452
 -0.00395301  0.00516571 -0.00378521  0.00229212 -0.00014813  0.00033262
  0.00600951 -0.00348346]",-5.035212539555698,0.006504815439258356,0.7825832080580402,-0.0383879469684751,"[-1.41814156e-01 -1.18395505e-01 -8.36578194e-02 -4.32351923e-02
  5.26830746e-04  4.45190713e-02  8.37843140e-02  1.28577119e-01
  1.68603531e-01  1.97912539e-01  2.08366089e-01  1.87241815e-01
  1.03852057e-01 -6.10800192e-02 -2.57212881e-01 -3.74581812e-01
 -3.17021237e-01 -2.40725184e-01 -2.34743656e-01 -1.86808420e-01
  2.54485206e-01  1.03917596e+00  1.75304927e+00  1.68913159e+00
  5.06624034e-04]",[-0.00026535  0.00049813  0.00050929 -0.00050694  0.00086074 -0.00100259],"[ 0.00957031 -0.00445013 -0.00236703  0.00520286 -0.00187778  0.0038402
  0.00117227 -0.00044374  0.00152792 -0.00365734  0.00074454  0.00129597
 -0.00143583  0.00120315 -0.00139909  0.0001368  -0.00043709 -0.00016103
  0.00315198 -0.00077915]",0.08513069849980986,0.7825832080580402
AAPL,"[0.00499849 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.1844754120378653,[ 0.00184394  0.00137036  0.00021881  0.00036018 -0.00020721  0.00020517],"[ 0.01140629 -0.00500403 -0.00572853  0.00731541 -0.00778395  0.00245631
 -0.00484231 -0.00587399 -0.00036851 -0.00859581  0.00477143 -0.00181908
 -0.00093673  0.00231057 -0.00269653  0.00109798 -0.00038195  0.0020601
  0.00197946  0.00598196]",-4.922090167859785,0.007283890371212921,0.7825839488661842,-0.03838792840056014,"[-1.41814120e-01 -1.18395500e-01 -8.36578125e-02 -4.32351298e-02
  5.26777714e-04  4.45190847e-02  8.37843134e-02  1.28577102e-01
  1.68603564e-01  1.97912545e-01  2.08366094e-01  1.87241881e-01
  1.03852008e-01 -6.10801028e-02 -2.57212959e-01 -3.74581616e-01
 -3.17021531e-01 -2.40725120e-01 -2.34743733e-01 -1.86808458e-01
  2.54485073e-01  1.03917602e+00  1.75304880e+00  1.68913144e+00
  5.06678608e-04]",[-0.00026535  0.00049813  0.0005093  -0.00050694  0.00086074 -0.00100259],"[ 0.00957031 -0.00445013 -0.00236703  0.00520286 -0.00187778  0.0038402
  0.00117227 -0.00044374  0.00152791 -0.00365734  0.00074454  0.00129597
 -0.00143583  0.00120315 -0.00139909  0.0001368  -0.00043708 -0.00016103
  0.00315198 -0.00077915]",0.08513069663332551,0.7825839488661842
ABBV,"[0.005228 0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.      ]",0.19103796507391635,"[ 1.41554901e-03  1.28010143e-04  4.12176284e-04  9.64904589e-05
 -1.51927383e-04  2.08400999e-04]","[ 0.01360598 -0.00382529 -0.00461506  0.0110141  -0.0088378   0.00558096
 -0.00636574 -0.00458415 -0.00075143 -0.00800639  0.00468799 -0.00020818
 -0.00246239  0.00381595 -0.00487929 -0.00014319  0.0009534  -0.00110284
  0.00778679  0.00490396]",-5.2580851100075705,0.005205262686882678,0.7825888948440225,-0.03838780443257108,"[-1.41813878e-01 -1.18395465e-01 -8.36577666e-02 -4.32347120e-02
  5.26423650e-04  4.45191739e-02  8.37843092e-02  1.28576984e-01
  1.68603786e-01  1.97912582e-01  2.08366124e-01  1.87242317e-01
  1.03851678e-01 -6.10806611e-02 -2.57213482e-01 -3.74580303e-01
 -3.17023494e-01 -2.40724692e-01 -2.34744244e-01 -1.86808713e-01
  2.54484185e-01  1.03917641e+00  1.75304566e+00  1.68913043e+00
  5.07042966e-04]",[-0.00026535  0.00049817  0.00050934 -0.00050694  0.00086075 -0.0010026 ],"[ 0.0095703  -0.00445012 -0.002367    0.00520288 -0.00187777  0.00384021
  0.00117224 -0.00044374  0.0015279  -0.00365734  0.00074455  0.00129597
 -0.00143583  0.00120313 -0.00139909  0.00013681 -0.00043703 -0.00016103
  0.00315196 -0.00077916]",0.08513068417181259,0.7825888948440225
ABT,"[0.00503784 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.18854155489619168,[ 0.00158646  0.00130974  0.00052968 -0.00026028  0.00020275  0.00042507],"[ 1.36499046e-02 -4.47412369e-03 -2.16580294e-03  9.69696872e-03
 -4.84478450e-03  6.91638872e-03 -3.83602888e-03  1.27105635e-04
 -1.72334195e-03 -3.40832667e-03  2.82320864e-03  1.01734500e-03
 -1.72632042e-03  3.79481029e-03 -3.26931606e-03  2.05123740e-03
 -1.14230412e-03  8.68140038e-04  4.56852726e-03 -4.83478449e-05]",-4.668413793367673,0.009387147679882617,0.7825847968377865,-0.038387907146656915,"[-1.41814078e-01 -1.18395494e-01 -8.36578047e-02 -4.32350581e-02
  5.26717011e-04  4.45191000e-02  8.37843127e-02  1.28577081e-01
  1.68603602e-01  1.97912551e-01  2.08366099e-01  1.87241955e-01
  1.03851951e-01 -6.10801985e-02 -2.57213049e-01 -3.74581391e-01
 -3.17021867e-01 -2.40725046e-01 -2.34743821e-01 -1.86808502e-01
  2.54484921e-01  1.03917609e+00  1.75304826e+00  1.68913127e+00
  5.06741076e-04]",[-0.00026535  0.00049814  0.00050931 -0.00050694  0.00086075 -0.00100259],"[ 0.00957031 -0.00445013 -0.00236702  0.00520286 -0.00187778  0.0038402
  0.00117226 -0.00044374  0.00152791 -0.00365734  0.00074454  0.00129597
 -0.00143583  0.00120315 -0.00139909  0.0001368  -0.00043707 -0.00016103
  0.00315197 -0.00077915]",0.08513069449684019,0.7825847968377865
ACN,"[0.00499671 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.18566451961295957,"[ 1.77806994e-03  1.59401936e-03  3.51568349e-04 -8.61466199e-05
  1.14925942e-04  3.74028352e-04]","[ 0.01549433 -0.00413986  0.00035687  0.0109737  -0.00276008  0.00854815
 -0.00220969  0.00156629 -0.00018634 -0.00272838  0.0044955   0.00102613
 -0.00025552  0.00380962 -0.00234415  0.00265876 -0.00216686  0.00198989
  0.00072426  0.00116463]",-4.71907335575995,0.008923443576069189,0.7825839105730367,-0.03838792936035508,"[-1.41814122e-01 -1.18395500e-01 -8.36578129e-02 -4.32351330e-02
  5.26780455e-04  4.45190840e-02  8.37843134e-02  1.28577103e-01
  1.68603562e-01  1.97912545e-01  2.08366093e-01  1.87241877e-01
  1.03852011e-01 -6.10800985e-02 -2.57212955e-01 -3.74581626e-01
 -3.17021516e-01 -2.40725123e-01 -2.34743729e-01 -1.86808456e-01
  2.54485080e-01  1.03917602e+00  1.75304883e+00  1.68913145e+00
  5.06675787e-04]",[-0.00026535  0.00049813  0.0005093  -0.00050694  0.00086074 -0.00100259],"[ 0.00957031 -0.00445013 -0.00236703  0.00520286 -0.00187778  0.0038402
  0.00117227 -0.00044374  0.00152791 -0.00365734  0.00074454  0.00129597
 -0.00143583  0.00120315 -0.00139909  0.0001368  -0.00043708 -0.00016103
  0.00315198 -0.00077915]",0.08513069672980604,0.7825839105730367
ADBE,"[0.00510515 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.1888269832073812,"[ 3.43369969e-03 -2.52530173e-05  1.05758847e-03 -6.36393515e-04
  1.39760289e-04 -6.02242347e-04]","[ 1.32131768e-02 -4.35148792e-03 -3.58607732e-03  9.90256302e-03
 -6.89015075e-03  6.21902435e-03 -5.59770121e-03 -1.85526806e-03
 -2.36240115e-03 -5.60412325e-03  2.84899249e-03  1.83616426e-04
 -2.63100508e-03  4.24862744e-03 -5.83420025e-03  2.15893000e-03
 -3.55492947e-03 -5.63158585e-05  3.68208522e-03 -3.91389379e-04]",-4.933781221387855,0.00719922986851097,0.7825862473653606,-0.038387870790047095,"[-1.41814008e-01 -1.18395484e-01 -8.36577912e-02 -4.32349356e-02
  5.26613173e-04  4.45191261e-02  8.37843114e-02  1.28577047e-01
  1.68603667e-01  1.97912562e-01  2.08366108e-01  1.87242083e-01
  1.03851855e-01 -6.10803623e-02 -2.57213202e-01 -3.74581006e-01
 -3.17022443e-01 -2.40724921e-01 -2.34743971e-01 -1.86808576e-01
  2.54484661e-01  1.03917620e+00  1.75304734e+00  1.68913097e+00
  5.06847933e-04]",[-0.00026535  0.00049815  0.00050932 -0.00050694  0.00086075 -0.00100259],"[ 0.00957031 -0.00445012 -0.00236701  0.00520287 -0.00187777  0.0038402
  0.00117226 -0.00044374  0.00152791 -0.00365734  0.00074455  0.00129597
 -0.00143583  0.00120314 -0.00139909  0.0001368  -0.00043706 -0.00016103
  0.00315197 -0.00077916]",0.08513069084220025,0.7825862473653606
ADI,"[0.00521778 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.18766429194332987,[ 0.00189443  0.00067243  0.00024734  0.00016428 -0.00010857 -0.00010972],"[ 1.53986035e-02 -3.60641728e-03 -1.37828222e-03  1.30203733e-02
 -6.59264605e-03  1.03217879e-02 -7.52434940e-03  1.53705914e-03
 -5.45559798e-03 -4.79342577e-03  1.24498494e-03 -1.26579705e-03
 -2.00129711e-03  2.70315463e-03 -4.17753805e-03  1.84380950e-03
 -1.85063981e-03 -9.01145552e-05  7.41747363e-03 -6.92863389e-04]",-5.429450673288999,0.004385504215712302,0.782588674540143,-0.03838780995435662,"[-1.41813889e-01 -1.18395467e-01 -8.36577687e-02 -4.32347306e-02
  5.26439421e-04  4.45191699e-02  8.37843094e-02  1.28576989e-01
  1.68603776e-01  1.97912581e-01  2.08366122e-01  1.87242297e-01
  1.03851693e-01 -6.10806363e-02 -2.57213459e-01 -3.74580362e-01
 -3.17023406e-01 -2.40724712e-01 -2.34744222e-01 -1.86808701e-01
  2.54484225e-01  1.03917639e+00  1.75304580e+00  1.68913048e+00
  5.07026737e-04]",[-0.00026535  0.00049817  0.00050934 -0.00050694  0.00086075 -0.00100259],"[ 0.0095703  -0.00445012 -0.002367    0.00520288 -0.00187777  0.00384021
  0.00117224 -0.00044374  0.0015279  -0.00365734  0.00074455  0.00129597
 -0.00143583  0.00120313 -0.00139909  0.0001368  -0.00043704 -0.00016103
  0.00315196 -0.00077916]",0.08513068472687363,0.782588674540143
ADM,"[0.00503088 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.18656870064948572,"[-6.01530720e-05  9.58545798e-04  4.63737753e-05 -9.10583298e-04
  3.36557285e-04 -4.84098700e-05]","[ 0.01128715 -0.00484166 -0.00651812  0.00874509 -0.01001006  0.00473639
 -0.00893202 -0.00397379 -0.00523255 -0.00842968  0.00227014 -0.00212636
 -0.00116321  0.00467563 -0.00411363  0.00627834 -0.00377919  0.0055372
  0.00322895  0.00488327]",-4.837808975987708,0.007924397590003265,0.7825846469761005,-0.038387910902850826,"[-1.41814086e-01 -1.18395495e-01 -8.36578060e-02 -4.32350708e-02
  5.26727739e-04  4.45190973e-02  8.37843128e-02  1.28577085e-01
  1.68603595e-01  1.97912550e-01  2.08366098e-01  1.87241942e-01
  1.03851961e-01 -6.10801816e-02 -2.57213033e-01 -3.74581430e-01
 -3.17021808e-01 -2.40725059e-01 -2.34743805e-01 -1.86808494e-01
  2.54484948e-01  1.03917607e+00  1.75304836e+00  1.68913130e+00
  5.06730036e-04]",[-0.00026535  0.00049814  0.00050931 -0.00050694  0.00086074 -0.00100259],"[ 0.00957031 -0.00445013 -0.00236702  0.00520286 -0.00187778  0.0038402
  0.00117227 -0.00044374  0.00152791 -0.00365734  0.00074454  0.00129597
 -0.00143583  0.00120315 -0.00139909  0.0001368  -0.00043707 -0.00016103
  0.00315197 -0.00077915]",0.08513069487442039,0.7825846469761005
