,priors,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,lt_0 - slope
A,"[0.00413549 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.15486125795455916,[ 0.00161576  0.00167261 -0.00077196  0.00031184 -0.00082595 -0.00023056],"[ 1.45896056e-02  5.19742830e-05 -8.90274930e-03  9.76307056e-03
 -6.08324504e-03 -3.64139251e-03  4.37253583e-03 -4.64279635e-03
  2.28766703e-03  1.14470946e-04  2.88278767e-03  2.80262216e-03
 -2.13028069e-03  3.12772316e-03 -1.25222900e-03 -1.03407608e-03
  2.90104199e-03  1.45470029e-03  6.36296617e-08  1.69797231e-03]",-4.561563615601149,0.010445713087490715,0.8084682670815643,-0.03703348168741557,"[-0.13052922 -0.10523313 -0.07229694 -0.03332828  0.00882004  0.05394269
  0.0917467   0.13546863  0.17160692  0.18922855  0.18457237  0.13719155
  0.02142919 -0.15714843 -0.31724814 -0.33208297 -0.23972768 -0.20869882
 -0.18617621  0.00215219  0.66222967  1.28055753  1.7292527   0.70196823
  0.00467975]","[-2.45978250e-04 -2.98781246e-04 -5.53678512e-05  1.24963540e-03
  3.55355243e-04  3.36903538e-04]","[ 0.01281778 -0.0031147  -0.00366685  0.0067177  -0.00262575  0.00376853
  0.00052466 -0.00054137 -0.00014396 -0.00028598  0.00156593  0.00151115
 -0.00171399  0.00199779  0.00043932  0.00030671  0.00148024  0.00016934
  0.00333572 -0.0008455 ]",0.08625528641156807,0.8084682670815643
AAL,"[0.00431023 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.159679248232647,"[ 6.52937568e-04 -8.09575585e-05  2.33939219e-04 -7.34189571e-06
  3.41461104e-04  4.26846472e-04]","[ 0.01344194 -0.00030501 -0.00937897  0.00540225 -0.00032103 -0.0058919
  0.00837082  0.00116002 -0.00032793  0.00376405  0.00145638  0.00392791
 -0.00564331  0.00521046 -0.00608971 -0.00494092  0.00614769 -0.00199353
 -0.00024668  0.00531192]",-4.885145721714391,0.007558022313822052,0.8084718937835758,-0.037033510080884666,"[-0.13052924 -0.10523327 -0.07229697 -0.03332823  0.00881992  0.05394242
  0.09174654  0.13546853  0.17160712  0.18922857  0.1845721   0.13719119
  0.02142922 -0.15714862 -0.31724828 -0.33208324 -0.23972772 -0.20869903
 -0.18617629  0.00215177  0.66222823  1.28055881  1.72925125  0.70196901
  0.00467956]","[-2.45970061e-04 -2.98738371e-04 -5.53566371e-05  1.24964626e-03
  3.55373249e-04  3.36896847e-04]","[ 0.01281777 -0.00311473 -0.00366685  0.0067177  -0.00262578  0.00376853
  0.00052468 -0.00054137 -0.00014396 -0.00028597  0.00156592  0.00151115
 -0.00171399  0.00199779  0.00043931  0.00030672  0.00148021  0.0001693
  0.00333568 -0.00084549]",0.08625530153302587,0.8084718937835758
AAP,"[0.00404149 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.1559804144577812,"[-1.35055505e-03  8.84915228e-04 -1.50940129e-03  7.54951477e-05
 -4.03105182e-04 -7.75635411e-04]","[ 0.01266818 -0.00392274 -0.0053339   0.00266064  0.00352628 -0.00327089
  0.0090648   0.00566541 -0.00346483  0.00791547 -0.00516334  0.00259148
 -0.00555031 -0.00036581 -0.00296001 -0.00395186  0.00111458 -0.00276434
  0.00338458 -0.00621847]",-4.07910531156708,0.01692259933561077,0.8084663163016103,-0.03703346641474907,"[-0.1305292  -0.10523305 -0.07229693 -0.0333283   0.0088201   0.05394284
  0.09174678  0.13546868  0.17160682  0.18922854  0.18457252  0.13719175
  0.02142918 -0.15714832 -0.31724807 -0.33208283 -0.23972766 -0.20869871
 -0.18617616  0.00215242  0.66223044  1.28055684  1.72925348  0.70196781
  0.00467986]","[-2.45982655e-04 -2.98804308e-04 -5.53738832e-05  1.24962956e-03
  3.55345558e-04  3.36907137e-04]","[ 0.01281779 -0.00311469 -0.00366686  0.00671771 -0.00262574  0.00376853
  0.00052464 -0.00054137 -0.00014396 -0.00028598  0.00156594  0.00151116
 -0.00171399  0.0019978   0.00043932  0.00030671  0.00148025  0.00016935
  0.00333574 -0.00084551]",0.08625527827783207,0.8084663163016103
AAPL,"[0.00441728 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.16812837249373558,"[ 1.95329971e-03  1.75925390e-03 -2.58913198e-04 -2.87316763e-04
 -6.12712271e-04 -9.17528272e-05]","[ 0.0135687  -0.00087097 -0.00774953  0.00635331 -0.00136551 -0.00250776
  0.00342161  0.00079038 -0.00128517 -0.00067921  0.00398961  0.00188133
 -0.00355732  0.00467059 -0.00360097 -0.00303255  0.00302176 -0.00095199
  0.00298301 -0.00205757]",-4.655314662176325,0.009510920044265297,0.8084741155464191,-0.037033527475077634,"[-0.13052925 -0.10523336 -0.07229698 -0.0333282   0.00881984  0.05394225
  0.09174645  0.13546847  0.17160725  0.18922859  0.18457193  0.13719097
  0.02142924 -0.15714874 -0.31724836 -0.33208341 -0.23972774 -0.20869915
 -0.18617634  0.00215152  0.66222735  1.28055959  1.72925037  0.70196949
  0.00467944]","[-2.45965044e-04 -2.98712105e-04 -5.53497672e-05  1.24965292e-03
  3.55384279e-04  3.36892747e-04]","[ 0.01281776 -0.00311475 -0.00366685  0.00671769 -0.00262579  0.00376853
  0.0005247  -0.00054138 -0.00014397 -0.00028597  0.00156591  0.00151115
 -0.00171399  0.00199778  0.0004393   0.00030672  0.00148019  0.00016928
  0.00333566 -0.00084548]",0.08625531079661934,0.8084741155464191
ABBV,"[0.00431032 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.1693803675286122,"[ 1.39607868e-03 -1.85058161e-03  2.71698661e-04  9.64473185e-05
 -8.89732301e-05 -4.98026108e-04]","[ 0.01430883 -0.0067391  -0.00027965  0.00898468 -0.00551587  0.00482757
 -0.00186892 -0.00500759  0.00383203 -0.00271914  0.00372172  0.00477885
 -0.00265955  0.00333875 -0.00170938  0.00134555 -0.00278882  0.00126339
 -0.00104691 -0.00488641]",-4.149914496558183,0.01576576445434938,0.8084718955643402,-0.03703351009482628,"[-0.13052924 -0.10523327 -0.07229697 -0.03332823  0.00881992  0.05394242
  0.09174654  0.13546853  0.17160713  0.18922857  0.1845721   0.13719119
  0.02142922 -0.15714862 -0.31724828 -0.33208324 -0.23972772 -0.20869903
 -0.18617629  0.00215177  0.66222823  1.28055881  1.72925125  0.70196901
  0.00467956]","[-2.45970057e-04 -2.98738350e-04 -5.53566316e-05  1.24964627e-03
  3.55373257e-04  3.36896843e-04]","[ 0.01281777 -0.00311473 -0.00366685  0.0067177  -0.00262578  0.00376853
  0.00052468 -0.00054137 -0.00014396 -0.00028597  0.00156592  0.00151115
 -0.00171399  0.00199779  0.00043931  0.00030672  0.0014802   0.0001693
  0.00333568 -0.00084549]",0.08625530154045073,0.8084718955643402
ABT,"[0.00445552 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.17045198484116217,"[ 2.69689112e-03  3.47537615e-04 -5.41283418e-06  1.36500235e-03
 -5.13135023e-04 -3.27454577e-05]","[ 0.01504677 -0.00384161 -0.00382275  0.01133975 -0.00856908  0.00153161
  0.00051178 -0.00823657  0.00582567 -0.00127443  0.00221788  0.00570687
 -0.00347011  0.00163681 -0.00030411 -0.0008175   0.00162819  0.0003189
  0.00435384  0.00067668]",-4.634612804318818,0.009709865928742033,0.8084749092857707,-0.037033533689267185,"[-0.13052926 -0.10523339 -0.07229699 -0.03332819  0.00881982  0.05394219
  0.09174641  0.13546845  0.17160729  0.18922859  0.18457187  0.13719089
  0.02142925 -0.15714878 -0.31724839 -0.33208346 -0.23972775 -0.2086992
 -0.18617636  0.00215143  0.66222704  1.28055987  1.72925005  0.70196966
  0.0046794 ]","[-2.45963252e-04 -2.98702722e-04 -5.53473129e-05  1.24965529e-03
  3.55388220e-04  3.36891283e-04]","[ 0.01281776 -0.00311476 -0.00366685  0.00671769 -0.0026258   0.00376852
  0.00052471 -0.00054138 -0.00014397 -0.00028597  0.0015659   0.00151114
 -0.00171399  0.00199778  0.0004393   0.00030672  0.00148018  0.00016927
  0.00333565 -0.00084548]",0.08625531410609888,0.8084749092857707
ACN,"[0.00439333 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.16281591699492926,"[ 1.14384357e-03  1.38993406e-03 -4.72150611e-04  4.11891045e-04
 -4.33696764e-04  4.61485370e-05]","[ 0.01442026  0.0042307  -0.01451082  0.00824577 -0.00331695 -0.00976453
  0.00980509 -0.00037353 -0.00210038  0.0035688   0.00093096 -0.00089708
 -0.00044869  0.00243246 -0.00108351 -0.00145217  0.00458933  0.00134089
  0.00040297  0.0022912 ]",-4.892353137846024,0.007503744338814434,0.8084736185359829,-0.03703352358398032,"[-0.13052925 -0.10523334 -0.07229698 -0.0333282   0.00881986  0.05394229
  0.09174647  0.13546848  0.17160722  0.18922859  0.18457197  0.13719102
  0.02142924 -0.15714871 -0.31724834 -0.33208337 -0.23972774 -0.20869913
 -0.18617633  0.00215157  0.66222755  1.28055942  1.72925057  0.70196938
  0.00467947]","[-2.45966167e-04 -2.98717981e-04 -5.53513040e-05  1.24965143e-03
  3.55381811e-04  3.36893664e-04]","[ 0.01281776 -0.00311475 -0.00366685  0.0067177  -0.00262579  0.00376853
  0.0005247  -0.00054137 -0.00014396 -0.00028597  0.00156591  0.00151115
 -0.00171399  0.00199778  0.0004393   0.00030672  0.00148019  0.00016928
  0.00333566 -0.00084549]",0.08625530872434477,0.8084736185359829
ADBE,"[0.0044185 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.       ]",0.16361738972073747,[ 0.00176667  0.00074632  0.00022077  0.00024256 -0.00018163  0.00034597],"[ 0.01433651  0.00421849 -0.01429881  0.008149   -0.0033075  -0.00906348
  0.00834242 -0.00046963 -0.00209327  0.00157343  0.0032576  -0.00140823
  0.00093527  0.00404947 -0.00179051  0.0008382   0.0021659   0.00123034
  0.0021055   0.00175341]",-4.943787414041855,0.007127552195840048,0.8084741408128123,-0.03703352767288836,"[-0.13052925 -0.10523336 -0.07229698 -0.0333282   0.00881984  0.05394225
  0.09174645  0.13546847  0.17160725  0.18922859  0.18457193  0.13719097
  0.02142924 -0.15714874 -0.31724836 -0.33208341 -0.23972774 -0.20869916
 -0.18617634  0.00215151  0.66222734  1.2805596   1.72925036  0.70196949
  0.00467944]","[-2.45964987e-04 -2.98711806e-04 -5.53496891e-05  1.24965299e-03
  3.55384404e-04  3.36892701e-04]","[ 0.01281776 -0.00311475 -0.00366685  0.00671769 -0.00262579  0.00376853
  0.0005247  -0.00054138 -0.00014397 -0.00028597  0.00156591  0.00151115
 -0.00171399  0.00199778  0.0004393   0.00030672  0.00148019  0.00016928
  0.00333566 -0.00084548]",0.08625531090196703,0.8084741408128123
ADI,"[0.00421361 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.15688041469041414,[ 0.00092035  0.00261734 -0.00130061  0.0013763  -0.00117872 -0.00061273],"[ 0.01361292  0.00043903 -0.00997609  0.0061898  -0.0011603  -0.00583974
  0.00761099  0.00088682 -0.00124351  0.00315263  0.00076917  0.00189522
 -0.00351058  0.00268122 -0.00180651 -0.00350393  0.00556814  0.00113746
 -0.00041067  0.00431931]",-4.708168829699241,0.009021281970271015,0.8084698884862485,-0.03703349438140136,"[-0.13052923 -0.10523319 -0.07229695 -0.03332826  0.00881998  0.05394257
  0.09174663  0.13546859  0.17160701  0.18922856  0.18457225  0.13719139
  0.02142921 -0.15714851 -0.3172482  -0.33208309 -0.2397277  -0.20869891
 -0.18617624  0.002152    0.66222903  1.2805581   1.72925205  0.70196858
  0.00467967]","[-2.45974589e-04 -2.98762077e-04 -5.53628377e-05  1.24964025e-03
  3.55363293e-04  3.36900546e-04]","[ 0.01281778 -0.00311472 -0.00366685  0.0067177  -0.00262576  0.00376853
  0.00052467 -0.00054137 -0.00014396 -0.00028597  0.00156593  0.00151115
 -0.00171399  0.00199779  0.00043931  0.00030671  0.00148022  0.00016932
  0.0033357  -0.0008455 ]",0.08625529317198082,0.8084698884862485
ADM,"[0.00451269 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.16926509856035632,[ 0.00040557 -0.00119666 -0.00022758  0.00130071 -0.00048119 -0.0001997 ],"[ 0.01229784 -0.00988163  0.00198966  0.00113884  0.00533767  0.00331488
  0.00543753  0.00693162 -0.00304273  0.00816055 -0.00812899  0.00474995
 -0.00833374 -0.00362781 -0.00046593 -0.00647165  0.00333546 -0.00198391
  0.00332259 -0.00292627]",-5.064036623859805,0.0063199965048107015,0.808476095840823,-0.03703354297881292,"[-0.13052927 -0.10523344 -0.072297   -0.03332817  0.00881978  0.05394211
  0.09174636  0.13546842  0.17160736  0.1892286   0.18457178  0.13719077
  0.02142926 -0.15714884 -0.31724843 -0.33208355 -0.23972776 -0.20869927
 -0.18617639  0.00215129  0.66222657  1.28056029  1.72924958  0.70196991
  0.00467934]","[-2.45960573e-04 -2.98688694e-04 -5.53436439e-05  1.24965885e-03
  3.55394110e-04  3.36889094e-04]","[ 0.01281776 -0.00311477 -0.00366684  0.00671769 -0.00262581  0.00376852
  0.00052472 -0.00054138 -0.00014397 -0.00028596  0.0015659   0.00151114
 -0.00171399  0.00199778  0.0004393   0.00030673  0.00148017  0.00016926
  0.00333564 -0.00084548]",0.08625531905341523,0.808476095840823
