,priors,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,lt_0 - slope
A,"[0.00403189 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.14488678398796018,"[ 2.70774175e-04 -1.45447562e-05  3.85131924e-05 -2.81450962e-05
 -3.64937748e-05 -1.51262005e-04]","[ 9.03481882e-03 -7.71910044e-03 -6.70038585e-03  9.90201743e-03
  6.98506955e-04  2.14576983e-03 -2.39905227e-03 -3.09399254e-03
  3.75079268e-05  1.43587652e-03  1.05995584e-03 -6.82343828e-04
 -3.02453645e-03  4.10506340e-03  9.87027576e-04  1.39536609e-03
  3.56536303e-04  3.73440123e-05  3.32613302e-03  4.19678611e-03]",-5.971501494048547,0.0025504091185119984,0.8175420528192252,-0.0387655819274795,"[-0.12059333 -0.099089   -0.06439814 -0.02556368  0.01653726  0.0570212
  0.09944229  0.13752111  0.16989012  0.18599596  0.16721535  0.09868514
 -0.03972754 -0.21609062 -0.33085794 -0.29289443 -0.21005086 -0.17864039
 -0.12173224  0.20545159  0.82276723  1.2957      1.34072709 -0.05671586
  0.00184375]",[ 0.00057876  0.00172473 -0.00041887 -0.0001256  -0.00088725 -0.00042677],"[ 7.02459265e-03 -6.03528117e-03 -6.00206714e-03  4.75273671e-03
 -4.23589903e-03  2.43910611e-03  5.55228705e-04 -3.33057757e-04
  9.91721613e-04 -1.31408118e-03  1.02651197e-03  2.46105125e-03
  1.73589602e-05  2.03739854e-03 -1.34784356e-03  3.30630150e-04
  1.73295410e-03 -2.06304445e-04  1.79162599e-03 -1.30526121e-03]",0.08666004347051803,0.8175420528192252
AAL,"[0.00395968 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.14503460775738133,"[-1.26446981e-03 -1.37250774e-04 -3.01142898e-04  2.38583271e-04
 -3.42603823e-04  2.99732328e-05]","[ 1.38296091e-02  9.20436416e-04  4.96616045e-03 -1.02764390e-03
 -1.31155404e-02 -3.37797710e-03 -1.29927554e-03  6.03189797e-03
  1.73352881e-03 -1.14285131e-03  1.90526815e-03  2.94809983e-03
  6.81660325e-04 -5.15893804e-05 -2.23052494e-03 -1.71266274e-04
 -5.02652613e-04 -7.06274090e-04 -1.18077412e-03  6.23711481e-03]",-5.834028603167572,0.0029262644439810134,0.8175406303212225,-0.03876555895353398,"[-0.12059328 -0.09908897 -0.06439826 -0.02556366  0.01653726  0.05702122
  0.09944212  0.13752116  0.1698901   0.18599591  0.16721535  0.09868509
 -0.03972745 -0.21609081 -0.33085819 -0.29289459 -0.21005075 -0.17864046
 -0.1217324   0.20545159  0.82276723  1.29570093  1.34072663 -0.05671555
  0.0018439 ]",[ 0.00057875  0.00172473 -0.00041887 -0.00012561 -0.00088725 -0.00042678],"[ 7.02460444e-03 -6.03527866e-03 -6.00207444e-03  4.75273134e-03
 -4.23589048e-03  2.43910682e-03  5.55240414e-04 -3.33052912e-04
  9.91723735e-04 -1.31409032e-03  1.02651604e-03  2.46105223e-03
  1.73674999e-05  2.03739161e-03 -1.34782916e-03  3.30633842e-04
  1.73294607e-03 -2.06304183e-04  1.79162211e-03 -1.30525642e-03]",0.08666004195647502,0.8175406303212225
AAP,"[0.00402309 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.1534611674008245,"[-5.82648392e-04 -4.46406132e-05 -2.00031869e-04 -3.06558415e-04
 -2.33078819e-04 -4.99507079e-04]","[ 0.01310306 -0.00202675  0.00017467  0.00122098 -0.00978583  0.00016642
 -0.00037947  0.00357943  0.00178914 -0.00048135  0.00164932  0.0005421
 -0.00133532  0.00253644  0.00046672 -0.00086723 -0.00214542  0.00060565
  0.00461299  0.00043258]",-5.3156457863705215,0.004914104268877266,0.8175418794484,-0.03876557912746721,"[-0.12059332 -0.099089   -0.06439815 -0.02556368  0.01653726  0.05702121
  0.09944227  0.13752112  0.16989012  0.18599595  0.16721535  0.09868513
 -0.03972753 -0.21609064 -0.33085797 -0.29289445 -0.21005084 -0.1786404
 -0.12173226  0.20545159  0.82276723  1.29570011  1.34072704 -0.05671582
  0.00184376]",[ 0.00057876  0.00172473 -0.00041887 -0.0001256  -0.00088725 -0.00042677],"[ 7.02459409e-03 -6.03528087e-03 -6.00206803e-03  4.75273606e-03
 -4.23589799e-03  2.43910619e-03  5.55230132e-04 -3.33057166e-04
  9.91721872e-04 -1.31408230e-03  1.02651247e-03  2.46105137e-03
  1.73600010e-05  2.03739770e-03 -1.34784180e-03  3.30630600e-04
  1.73295312e-03 -2.06304413e-04  1.79162552e-03 -1.30526063e-03]",0.0866600432859899,0.8175418794484
AAPL,"[0.00395113 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.14591077110077266,"[-9.67238578e-04 -1.25904298e-04 -2.18462209e-04 -1.19296632e-04
 -6.53640287e-05 -1.01355724e-05]","[ 0.01306471 -0.00167828  0.00112548  0.00081503 -0.011232   -0.00095123
 -0.00076548  0.00598946  0.00463143 -0.00128291  0.00040073 -0.00136648
 -0.00247356  0.00336122  0.00100209  0.00028679 -0.00147269 -0.00165171
 -0.00054463  0.00386041]",-5.667956022158603,0.003454919843561311,0.8175404619838201,-0.0387655562348136,"[-0.12059327 -0.09908896 -0.06439827 -0.02556366  0.01653726  0.05702122
  0.09944209  0.13752116  0.16989009  0.18599591  0.16721535  0.09868508
 -0.03972744 -0.21609083 -0.33085822 -0.29289461 -0.21005073 -0.17864046
 -0.12173242  0.20545159  0.82276723  1.29570104  1.34072658 -0.05671551
  0.00184392]",[ 0.00057875  0.00172473 -0.00041887 -0.00012561 -0.00088725 -0.00042678],"[ 7.02460583e-03 -6.03527836e-03 -6.00207531e-03  4.75273070e-03
 -4.23588947e-03  2.43910691e-03  5.55241799e-04 -3.33052339e-04
  9.91723986e-04 -1.31409141e-03  1.02651653e-03  2.46105235e-03
  1.73685105e-05  2.03739079e-03 -1.34782745e-03  3.30634279e-04
  1.73294512e-03 -2.06304152e-04  1.79162165e-03 -1.30525586e-03]",0.08666004177730424,0.8175404619838201
ABBV,"[0.00394412 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.1460825035013628,"[ 3.04055493e-04  7.65870750e-05  8.79799898e-05 -2.86150564e-04
 -1.40770207e-05 -3.24661326e-04]","[ 8.99572566e-03 -8.78436577e-03 -8.56860054e-03  9.74419843e-03
  1.42257549e-04  3.94033642e-03 -9.53314585e-04 -2.17147612e-03
  7.36930456e-04 -9.70266172e-05 -3.93586749e-04  4.77361746e-04
  9.52747385e-04  4.59561390e-03 -9.64218701e-04 -3.84804361e-03
 -1.05077692e-03  2.66635756e-03 -2.06890061e-03 -4.52168841e-03]",-5.480144824297628,0.004168725921380847,0.8175403237744735,-0.038765554002674084,"[-0.12059327 -0.09908896 -0.06439828 -0.02556366  0.01653726  0.05702123
  0.09944208  0.13752117  0.16989009  0.18599591  0.16721535  0.09868508
 -0.03972743 -0.21609085 -0.33085825 -0.29289463 -0.21005072 -0.17864047
 -0.12173243  0.20545159  0.82276723  1.29570113  1.34072653 -0.05671548
  0.00184393]",[ 0.00057875  0.00172473 -0.00041887 -0.00012561 -0.00088725 -0.00042678],"[ 7.02460698e-03 -6.03527812e-03 -6.00207602e-03  4.75273018e-03
 -4.23588864e-03  2.43910698e-03  5.55242937e-04 -3.33051868e-04
  9.91724192e-04 -1.31409229e-03  1.02651692e-03  2.46105244e-03
  1.73693402e-05  2.03739012e-03 -1.34782606e-03  3.30634637e-04
  1.73294434e-03 -2.06304127e-04  1.79162127e-03 -1.30525539e-03]",0.08666004163020041,0.8175403237744735
ABT,"[0.00378115 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.14067192270977727,"[-7.48393086e-04  2.12540490e-05 -4.58251128e-04 -1.52449717e-04
 -2.71003666e-04 -4.62517341e-04]","[ 0.01290428 -0.00284042 -0.00112063  0.00122017 -0.01064657  0.00174779
  0.00208489  0.00526633  0.00339415 -0.00427628 -0.00170359  0.00037135
 -0.00063946  0.004176    0.00037227 -0.00095892 -0.00208223 -0.00033983
  0.00116209  0.00504339]",-5.3279006615333495,0.004854250036680468,0.8175371133808073,-0.03876550215345598,"[-0.12059315 -0.09908888 -0.06439856 -0.02556362  0.01653725  0.05702127
  0.09944169  0.13752127  0.16989003  0.1859958   0.16721535  0.09868496
 -0.03972722 -0.21609129 -0.33085883 -0.29289501 -0.21005048 -0.17864062
 -0.1217328   0.2054516   0.82276722  1.29570324  1.3407255  -0.05671478
  0.00184427]",[ 0.00057873  0.00172472 -0.00041888 -0.00012563 -0.00088726 -0.00042678],"[ 7.02463357e-03 -6.03527243e-03 -6.00209249e-03  4.75271805e-03
 -4.23586933e-03  2.43910859e-03  5.55269362e-04 -3.33040935e-04
  9.91728980e-04 -1.31411292e-03  1.02652611e-03  2.46105466e-03
  1.73886132e-05  2.03737448e-03 -1.34779356e-03  3.30642969e-04
  1.73292621e-03 -2.06303535e-04  1.79161251e-03 -1.30524458e-03]",0.08666003821320149,0.8175371133808073
ACN,"[0.00417851 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.1551027720324618,"[ 1.59216160e-04  4.63027975e-04 -2.45401607e-04  9.30153990e-05
  2.39450457e-05 -1.73908945e-05]","[ 1.01470398e-02 -7.79342343e-03 -7.82756168e-03  7.52081502e-03
 -2.42053549e-03  4.70620600e-03  5.23646449e-04 -5.52836317e-04
  1.85388456e-03 -6.79424647e-04  5.60410678e-04 -1.77844742e-03
 -3.62906566e-03  3.53358721e-03 -5.17488437e-05  1.48891707e-03
  9.16737995e-04  1.13043376e-03  2.54791346e-03  5.54204985e-04]",-5.772892707905752,0.003110746007052514,0.8175449411488604,-0.038765628575227036,"[-0.12059344 -0.09908908 -0.06439789 -0.02556372  0.01653726  0.05702117
  0.09944264  0.13752102  0.16989018  0.18599605  0.16721536  0.09868524
 -0.03972773 -0.21609022 -0.33085741 -0.29289409 -0.21005107 -0.17864026
 -0.1217319   0.20545158  0.82276724  1.2956981   1.34072803 -0.05671649
  0.00184344]",[ 0.00057878  0.00172474 -0.00041886 -0.00012558 -0.00088724 -0.00042677],"[ 7.02456873e-03 -6.03528629e-03 -6.00205232e-03  4.75274762e-03
 -4.23591640e-03  2.43910465e-03  5.55204930e-04 -3.33067593e-04
  9.91717305e-04 -1.31406262e-03  1.02650370e-03  2.46104925e-03
  1.73416206e-05  2.03741261e-03 -1.34787279e-03  3.30622655e-04
  1.73297041e-03 -2.06304977e-04  1.79163387e-03 -1.30527094e-03]",0.08666004654472645,0.8175449411488604
ADBE,"[0.00406762 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.15194335591853303,"[ 3.18478365e-04  4.58923261e-05 -1.44125904e-05 -1.52616534e-04
 -6.42612205e-05 -3.40026496e-04]","[ 1.02582455e-02 -7.69981458e-03 -7.78521430e-03  7.18811066e-03
 -2.87364189e-03  4.77407204e-03  5.26657464e-04 -3.85168393e-05
  2.56197623e-03 -3.85376427e-04  1.12363565e-03 -2.64415512e-03
 -4.41063827e-03  2.75306727e-03 -8.50233680e-04  1.62581067e-03
 -3.77657023e-04  1.87959669e-03  2.63025304e-03  3.60907146e-03]",-5.556131907496177,0.0038636926508684864,0.8175427567779271,-0.038765593296710844,"[-0.12059336 -0.09908902 -0.06439808 -0.02556369  0.01653726  0.05702119
  0.09944237  0.13752109  0.16989014  0.18599598  0.16721535  0.09868516
 -0.03972759 -0.21609052 -0.33085781 -0.29289435 -0.21005091 -0.17864036
 -0.12173215  0.20545158  0.82276723  1.29569954  1.34072732 -0.05671601
  0.00184367]",[ 0.00057877  0.00172473 -0.00041887 -0.0001256  -0.00088724 -0.00042677],"[ 7.02458682e-03 -6.03528242e-03 -6.00206353e-03  4.75273937e-03
 -4.23590326e-03  2.43910575e-03  5.55222910e-04 -3.33060154e-04
  9.91720563e-04 -1.31407666e-03  1.02650996e-03  2.46105076e-03
  1.73547341e-05  2.03740197e-03 -1.34785068e-03  3.30628324e-04
  1.73295808e-03 -2.06304575e-04  1.79162791e-03 -1.30526358e-03]",0.08666004421978007,0.8175427567779271
ADI,"[0.00396391 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.15043410190607104,"[-4.48111013e-04  4.93892647e-04 -4.37731859e-05  5.59491334e-05
 -2.79321193e-04 -1.66046734e-04]","[ 0.01223225 -0.00370647 -0.00227917  0.0027388  -0.00845078  0.00184274
  0.00052175  0.00382696  0.00431936 -0.00167583 -0.00037476 -0.00327427
 -0.00502724  0.00540673  0.00274128  0.00138062 -0.00260345  0.00052371
  0.00863213  0.00450472]",-5.276775384567583,0.005108878428019114,0.817540713748561,-0.03876556030092085,"[-0.12059328 -0.09908897 -0.06439825 -0.02556367  0.01653726  0.05702122
  0.09944213  0.13752115  0.1698901   0.18599592  0.16721535  0.09868509
 -0.03972745 -0.2160908  -0.33085818 -0.29289458 -0.21005075 -0.17864045
 -0.12173239  0.20545159  0.82276723  1.29570088  1.34072666 -0.05671556
  0.00184389]",[ 0.00057875  0.00172473 -0.00041887 -0.00012561 -0.00088725 -0.00042678],"[ 7.02460375e-03 -6.03527881e-03 -6.00207401e-03  4.75273165e-03
 -4.23589098e-03  2.43910678e-03  5.55239727e-04 -3.33053196e-04
  9.91723611e-04 -1.31408979e-03  1.02651581e-03  2.46105217e-03
  1.73669991e-05  2.03739202e-03 -1.34783000e-03  3.30633625e-04
  1.73294654e-03 -2.06304198e-04  1.79162234e-03 -1.30525670e-03]",0.08666004204527132,0.817540713748561
ADM,"[0.00389841 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.14022437939724736,"[ 3.52053014e-04 -7.90937958e-05  2.30824940e-04 -1.25632598e-04
  5.23550192e-05 -7.78402701e-05]","[ 1.00011878e-02 -6.11406871e-03 -4.92278502e-03  8.03550839e-03
 -7.90865649e-04  1.54129079e-03 -2.73299937e-03 -3.20269598e-03
 -1.09114310e-03  2.64521998e-03  2.15425765e-03  4.01658371e-05
 -2.15408467e-03  4.86280708e-03  2.97325263e-03 -1.56447516e-03
 -3.92111148e-03  9.00942520e-04  8.73603972e-03  5.89283218e-04]",-5.808814960651145,0.003000984250411486,0.8175394232823279,-0.038765539459344356,"[-0.12059323 -0.09908894 -0.06439836 -0.02556365  0.01653726  0.05702124
  0.09944197  0.13752119  0.16989007  0.18599588  0.16721535  0.09868504
 -0.03972737 -0.21609097 -0.33085841 -0.29289474 -0.21005066 -0.17864051
 -0.12173254  0.20545159  0.82276722  1.29570173  1.34072624 -0.05671528
  0.00184403]",[ 0.00057875  0.00172473 -0.00041888 -0.00012562 -0.00088726 -0.00042678],"[ 7.02461444e-03 -6.03527652e-03 -6.00208064e-03  4.75272678e-03
 -4.23588322e-03  2.43910743e-03  5.55250349e-04 -3.33048802e-04
  9.91725535e-04 -1.31409808e-03  1.02651950e-03  2.46105306e-03
  1.73747462e-05  2.03738573e-03 -1.34781694e-03  3.30636974e-04
  1.73293926e-03 -2.06303961e-04  1.79161882e-03 -1.30525236e-03]",0.08666004067175699,0.8175394232823279
