,priors,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,"fs_1 - beta(p=365.25,n=10)"
A,"[-0.04668514  0.04502318 -0.06616644 -0.16336528  0.18824083  0.24470304
 -0.38297749 -0.17876768 -0.08516667 -0.39864371  0.03883977  0.193695
 -0.10439029  0.09763476  0.48513672 -0.17002048  0.15168061 -0.04524563
 -0.35969827 -0.06705804  0.02882407 -0.22672777 -0.02388341  0.27858383
 -0.17663005  0.14675246  0.12926951  0.39514088 -0.04457749 -0.19269663
 -0.08765126  0.01075843 -0.17754201 -1.73130177 -0.49964357  1.41417312
  1.93721315  0.01205484 -2.43669073 -1.2082869   1.53736466  1.25393423
  0.77468587  0.27228941 -1.93463632 -1.59163178  1.53609056  1.87549275
 -0.53843486 -0.25452862 -0.24997726 -2.19738893 -0.9069016   0.        ]",0.5358237858243224,0.4284687502254649,"[-1.23159145e-04  2.00667454e-03 -4.88210847e-04  3.33408064e-04
  7.05042910e-05  3.61079196e-04]",-5.200962257937975,0.0055112586160423055,0.8258762422692827,-0.040430091227999655,"[-1.25396133e-01 -1.04311696e-01 -6.30657961e-02 -2.24904301e-02
  8.08546577e-04  4.77458436e-02  9.27920115e-02  1.20600469e-01
  1.68613920e-01  1.84877239e-01  1.50659273e-01  9.14688260e-02
 -2.54070584e-02 -2.34330671e-01 -3.11537032e-01 -2.81363890e-01
 -2.35226066e-01 -1.85075320e-01 -1.01221431e-01  2.13169182e-01
  8.12016812e-01  1.33853361e+00  1.18018157e+00 -8.60089593e-02
  8.28937150e-03]",[ 0.0011888  -0.00062726 -0.00123828 -0.00039875  0.00042118 -0.002376  ],"[-2.52196912e-04 -5.22341206e-03 -2.28086695e-04  9.16585497e-03
 -5.32059446e-03 -3.78236061e-03 -3.22613647e-03  2.58576502e-03
  2.80675906e-03  3.56798687e-03  2.18186457e-03 -3.07157048e-03
 -5.77518374e-03  6.43727666e-03  4.33707642e-03 -1.63914780e-03
 -8.94290654e-05  3.93816025e-04 -3.92091758e-03 -2.28151055e-03]",0.08423288619170516,"[-2.52196912e-04 -5.22341206e-03 -2.28086695e-04  9.16585497e-03
 -5.32059446e-03 -3.78236061e-03 -3.22613647e-03  2.58576502e-03
  2.80675906e-03  3.56798687e-03  2.18186457e-03 -3.07157048e-03
 -5.77518374e-03  6.43727666e-03  4.33707642e-03 -1.63914780e-03
 -8.94290654e-05  3.93816025e-04 -3.92091758e-03 -2.28151055e-03]"
AAL,"[ 0.10017979  0.14464354 -0.08118785  0.01209804 -0.08077021  0.07798039
 -0.01484674 -0.12009845  0.09450087 -0.12789226  0.00430706  0.05497622
 -0.00277835 -0.21892677  0.05632431  0.35628501 -0.07887314  0.00323076
 -0.04837106  0.12287649  0.21327966 -0.00765929 -0.17076358  0.20695864
  0.05870564 -0.10431204 -0.07358832 -0.15891289  0.07530221 -0.15899403
  0.00632508  0.1834481  -0.22125832 -0.50501858  0.49814977  0.42267582
 -0.40345914 -1.35162439  0.41914003  1.58611751 -0.39587196 -1.19720506
  0.2874388   0.70487689 -0.53692733 -0.60597468  1.28430004  0.88050045
 -1.83736154 -0.48530021  1.37868811 -0.99787384 -1.34454298  0.        ]",-0.033074501858524875,0.9987734544393674,"[-9.32806347e-04  8.56203935e-04 -4.37294396e-04 -4.84587502e-04
  1.89711921e-04 -6.88181045e-05]",-5.172890636542402,0.0056681605234979076,0.828942660502222,-0.03949898027339285,"[-0.12581756 -0.10001241 -0.06960523 -0.02745017  0.01160886  0.05051844
  0.09830641  0.13074278  0.16618736  0.17862856  0.15489148  0.07354581
 -0.04844671 -0.19864627 -0.33290796 -0.27853926 -0.2103302  -0.16167333
 -0.07936353  0.25699736  0.79220121  1.32651507  1.22191794 -0.10557489
 -0.00513128]","[-4.07596492e-04 -7.22861317e-05 -1.28210317e-03 -1.41025130e-04
  7.26915170e-04 -2.30516965e-03]","[ 0.00391389 -0.00232203 -0.00333234  0.00234133 -0.00863944  0.00457925
  0.00406585 -0.00203098 -0.00410389  0.00199279  0.00291079 -0.00032065
 -0.00248441  0.00593385  0.00186721 -0.00449856 -0.001189    0.00497322
 -0.00073938 -0.00395643]",0.08433306595011586,"[ 0.00391389 -0.00232203 -0.00333234  0.00234133 -0.00863944  0.00457925
  0.00406585 -0.00203098 -0.00410389  0.00199279  0.00291079 -0.00032065
 -0.00248441  0.00593385  0.00186721 -0.00449856 -0.001189    0.00497322
 -0.00073938 -0.00395643]"
AAP,"[ 3.36269229e-02 -6.11527745e-02 -3.00025087e-01 -6.88627372e-02
  3.12509792e-02 -3.77553802e-02 -1.27090477e-01 -1.46254909e-01
 -1.37548004e-01 -1.59459400e-01 -4.62058422e-02  3.49865508e-01
 -1.24613813e-01 -1.22290210e-01  1.55612144e-01 -2.19073686e-01
  2.92740532e-02  2.19833111e-01  2.68161226e-02  1.49966844e-01
 -1.15496679e-01 -1.88476441e-01 -3.35637256e-03  2.52673249e-01
  5.43399503e-02  1.48565765e-01  3.89633982e-02  2.02105763e-01
  9.98991064e-02 -3.46903845e-01  1.36668546e-01 -5.08895102e-02
 -1.21921569e-01 -1.85462137e+00 -3.11762625e-01  2.18535070e+00
  1.01399481e+00 -2.07055816e+00 -1.41644472e+00  1.18637135e+00
  1.23818867e+00 -3.97529305e-01 -6.43006483e-01 -4.23470115e-01
 -1.25396026e-01  3.62240524e-01  8.58245270e-01 -2.71463776e-01
 -8.68744968e-01 -2.09738699e-01  7.67155734e-04  4.97446951e-01
  1.75614646e+00  0.00000000e+00]",0.5685341090587224,0.39989284580508827,"[ 1.66842692e-04 -5.65467937e-05 -5.50646077e-07 -1.05803776e-04
 -1.63529744e-05 -1.69514779e-04]",-5.23119272982292,0.00534714379983456,0.8275530917310919,-0.041425665719995834,"[-0.13022299 -0.10205989 -0.06691868 -0.03093914  0.00842371  0.04969901
  0.09101802  0.12961003  0.16514261  0.19222451  0.15007937  0.07965857
 -0.04222089 -0.23690299 -0.32358252 -0.258183   -0.19821206 -0.1606873
 -0.11875873  0.22436784  0.82494942  1.34259233  1.22823063 -0.08508371
  0.0043857 ]","[ 5.86054805e-04 -9.84896225e-05 -1.72836454e-03  2.02987333e-04
  1.93291115e-04 -2.07782133e-03]","[-4.76527390e-04 -4.59862923e-03  1.91106928e-03  6.48239509e-03
 -1.06881129e-02 -8.05460201e-04  2.99049440e-03  2.13668170e-03
 -1.73426433e-03 -1.13880437e-03  6.89117724e-05  1.26202861e-03
 -4.66212186e-04  4.64061767e-03 -1.54351259e-03 -1.80645366e-03
 -1.83875863e-04  1.01923521e-03  3.56417784e-03  4.61839650e-03]",0.083964079850714,"[-4.76527390e-04 -4.59862923e-03  1.91106928e-03  6.48239509e-03
 -1.06881129e-02 -8.05460201e-04  2.99049440e-03  2.13668170e-03
 -1.73426433e-03 -1.13880437e-03  6.89117724e-05  1.26202861e-03
 -4.66212186e-04  4.64061767e-03 -1.54351259e-03 -1.80645366e-03
 -1.83875863e-04  1.01923521e-03  3.56417784e-03  4.61839650e-03]"
AAPL,"[-0.02684572  0.05012158 -0.17321393 -0.15849232 -0.03206283  0.03992231
 -0.21632967 -0.09968409 -0.10820811 -0.30445132  0.02508043  0.18249103
 -0.1306711   0.00224655  0.2696931  -0.09506187 -0.07652126 -0.03277377
 -0.17535404  0.01005353 -0.0381139  -0.15604371 -0.08910936  0.14319256
  0.01943711  0.03780043 -0.03744424  0.24686562  0.04050593 -0.20337271
  0.09331689  0.12030933 -0.15529694 -1.12873644 -0.26898941  1.11706088
  0.96435463 -0.43543134 -1.07709206 -0.43230356  0.42647532  0.63423245
  0.81491191 -0.38360284 -1.63160861 -0.48944059  1.79203739  0.89819128
 -1.24584368 -0.63097255  0.02817453 -0.27522942  0.84176666  0.        ]",0.661859704383629,0.29516866317893004,"[-1.39050866e-03  1.93059264e-03 -1.24214928e-03  5.63320859e-04
 -3.75645063e-04  7.09019433e-05]",-5.15848506986581,0.0057504045514964455,0.8262904729516719,-0.04038260451314527,"[-1.27592049e-01 -1.04202018e-01 -6.85680120e-02 -2.84455972e-02
  5.55464843e-03  5.08888076e-02  9.19799464e-02  1.24367698e-01
  1.68151513e-01  1.84420082e-01  1.49708772e-01  8.63954027e-02
 -3.61117079e-02 -2.29535478e-01 -3.31354235e-01 -2.81300508e-01
 -2.18679522e-01 -1.75364955e-01 -1.09142840e-01  2.30063237e-01
  8.02697033e-01  1.31455427e+00  1.22016751e+00 -9.51151526e-02
 -1.29931074e-03]","[ 7.23573100e-04 -2.91607305e-04 -1.28459050e-03  8.93712978e-05
  6.54300693e-04 -2.23479883e-03]","[ 0.00182653 -0.00454612 -0.00120472  0.00632666 -0.00637258  0.00014628
 -0.00122799 -0.00010456  0.00107248  0.00364934  0.00015592 -0.00258002
 -0.00248118  0.00720529  0.00163965 -0.00354034 -0.00141989  0.00093626
  0.00114811  0.00247556]",0.08390799241485425,"[ 0.00182653 -0.00454612 -0.00120472  0.00632666 -0.00637258  0.00014628
 -0.00122799 -0.00010456  0.00107248  0.00364934  0.00015592 -0.00258002
 -0.00248118  0.00720529  0.00163965 -0.00354034 -0.00141989  0.00093626
  0.00114811  0.00247556]"
ABBV,"[ 0.06790056  0.02960768 -0.13670686 -0.04387788  0.10065312  0.12420178
 -0.03806066 -0.15242013 -0.02753193 -0.08890938 -0.0867859   0.13314774
  0.02900343 -0.18682299  0.0663841   0.12831119  0.02892956  0.11444661
 -0.04296457  0.09006419 -0.09950937 -0.11962961  0.00887111  0.25057735
  0.15128651  0.18365908 -0.03112342  0.17371611  0.14538095 -0.3049524
  0.08289433 -0.0034039  -0.02220185 -1.51241754 -0.27489652  1.43371534
  0.79843334 -1.45237144 -0.91660141  0.93921916  0.20769958 -0.98254159
  0.43053468  1.07346268 -0.59771211 -0.97650372  0.33474721  0.62538722
 -0.32206318 -0.54653883  0.45779332  1.52053277 -0.3832297   0.        ]",0.34167224648181377,0.6171710509785212,"[-2.57547389e-04  1.64767008e-03 -5.16575158e-04  3.56864073e-04
 -4.56043090e-05  2.25811079e-04]",-4.515120653720796,0.01094228481980569,0.8282686968172207,-0.04057602371720124,"[-1.26923310e-01 -1.01400120e-01 -6.51359551e-02 -2.61434262e-02
  1.12580588e-02  4.92071994e-02  9.44632117e-02  1.31877044e-01
  1.62776428e-01  1.82328623e-01  1.56602217e-01  7.55136654e-02
 -4.87922871e-02 -2.13077414e-01 -3.23663539e-01 -2.68029484e-01
 -2.08088033e-01 -1.66734872e-01 -1.20897550e-01  2.34918240e-01
  8.25528801e-01  1.33683906e+00  1.24744531e+00 -7.98908737e-02
  1.59730726e-04]","[ 4.96758574e-04  3.49629944e-05 -1.62068079e-03  9.20585616e-05
  3.29574399e-04 -1.84824413e-03]","[ 0.00054245 -0.00447629 -0.00025074  0.00581668 -0.00901146  0.0006664
  0.00237726 -0.00070171 -0.00343321  0.00209035  0.00418641 -0.00010128
 -0.0039232   0.00343315  0.00127501 -0.00019668 -0.00098905  0.00249047
  0.00654251 -0.00152882]",0.08431211626310252,"[ 0.00054245 -0.00447629 -0.00025074  0.00581668 -0.00901146  0.0006664
  0.00237726 -0.00070171 -0.00343321  0.00209035  0.00418641 -0.00010128
 -0.0039232   0.00343315  0.00127501 -0.00019668 -0.00098905  0.00249047
  0.00654251 -0.00152882]"
ABT,"[ 0.09024043  0.07023136 -0.30079741 -0.09909569  0.07159536 -0.05392209
 -0.14550248 -0.1525342  -0.08410213 -0.18839552 -0.03213739  0.32451355
 -0.11803345 -0.17092753  0.20174903 -0.0422987   0.0124502   0.16578819
 -0.00658541  0.21674043 -0.09842932 -0.2043812  -0.16389472  0.47119242
  0.1127533   0.16919854 -0.05801862  0.16981244  0.14974274 -0.45656076
  0.1978401   0.07538375 -0.13531436 -2.45593689 -0.17686678  2.74184863
  0.99759277 -2.65852391 -1.07774642  1.79386805  0.32618634 -1.10273311
  0.52293021  0.36277127 -1.22167038 -0.25361308  1.46133802 -0.02928038
 -1.04836192 -0.09973618  0.06871359  0.78946754  1.29285551  0.        ]",0.7833781595403031,0.16699855434012595,[ 0.00085349  0.00141498 -0.00011995  0.00073852 -0.00010142  0.00034351],-5.518369246325771,0.00401238582272794,0.8287351349970201,-0.040195824784249636,"[-1.30282887e-01 -1.02734906e-01 -6.59277840e-02 -3.12584528e-02
  7.50235722e-03  4.95070493e-02  9.29085514e-02  1.28466865e-01
  1.65077995e-01  1.90910179e-01  1.50385567e-01  7.73583361e-02
 -3.93611231e-02 -2.24536940e-01 -3.25079763e-01 -2.63404423e-01
 -2.03146899e-01 -1.52963253e-01 -1.16074552e-01  2.20896729e-01
  7.92157131e-01  1.38740145e+00  1.23810387e+00 -8.10596096e-02
 -9.93787536e-04]","[ 4.64862854e-04  6.13404337e-05 -2.03334846e-03  3.75870166e-04
  5.77870353e-04 -2.11710645e-03]","[-0.00236568 -0.00417843  0.00354225  0.00639492 -0.01218054  0.00012847
  0.0046702  -0.00031693 -0.00383703  0.00181737  0.00246253 -0.00179249
 -0.00238419  0.00623671 -0.0005837  -0.00220132  0.00021247  0.00150507
  0.00452295  0.00312893]",0.08348972852488963,"[-0.00236568 -0.00417843  0.00354225  0.00639492 -0.01218054  0.00012847
  0.0046702  -0.00031693 -0.00383703  0.00181737  0.00246253 -0.00179249
 -0.00238419  0.00623671 -0.0005837  -0.00220132  0.00021247  0.00150507
  0.00452295  0.00312893]"
ACN,"[-0.0938587  -0.06170702  0.16787369 -0.14090403  0.12259588  0.21896265
 -0.07248347 -0.07969615 -0.00466193 -0.13586276  0.0503581  -0.1557078
  0.03530851  0.13617906  0.14987823 -0.04987898 -0.05013137 -0.2580798
 -0.24330679 -0.23236001 -0.11418159 -0.01824648  0.14103715 -0.20810906
  0.02083806  0.07027841  0.00944137  0.28906131 -0.04907275  0.09290608
 -0.14756065 -0.00262453  0.06886486  0.37011549 -0.37678811 -0.79983223
  0.56740268  1.9763244  -0.68466072 -2.35543289  0.17042266  1.63860026
  0.87590311 -0.14565509 -1.04097144 -0.78903119  0.13381593  1.05686774
  0.33824335 -0.42844546  0.1257836   0.31433317 -1.93833382  0.        ]",-0.08948618561719134,1.049908975009496,"[-1.84041043e-03  1.51361305e-03 -1.00420468e-03 -5.68698971e-06
 -4.84815931e-05  1.51233828e-04]",-4.619932851402951,0.009853457684833075,0.8248912972925392,-0.04142913936978456,"[-1.20592520e-01 -1.03774321e-01 -6.46493055e-02 -2.29023541e-02
  1.07429100e-02  5.11038313e-02  9.51246935e-02  1.30176758e-01
  1.68965558e-01  1.68791720e-01  1.56675881e-01  9.11792645e-02
 -4.65193486e-02 -2.27155130e-01 -3.27293066e-01 -3.00384668e-01
 -2.26928178e-01 -2.01848248e-01 -1.25891491e-01  2.51805584e-01
  8.47112909e-01  1.23478776e+00  1.22502633e+00 -9.43842358e-02
  1.21070304e-03]",[ 0.00088892 -0.00058568 -0.00046651 -0.00053498  0.00024934 -0.00170985],"[ 6.35675458e-03 -4.97683761e-03 -6.80253901e-03  5.16109950e-03
  1.77909903e-05  1.25814983e-03 -6.43774786e-03 -9.27193640e-04
  4.03293725e-03  4.84031651e-03  3.90684819e-04 -8.35339220e-04
 -2.58298879e-03  3.04727145e-03  2.00621040e-03  5.67964780e-04
 -6.46215016e-04  6.79126733e-04  2.70546136e-03 -5.11675426e-03]",0.0850961332595882,"[ 6.35675458e-03 -4.97683761e-03 -6.80253901e-03  5.16109950e-03
  1.77909903e-05  1.25814983e-03 -6.43774786e-03 -9.27193640e-04
  4.03293725e-03  4.84031651e-03  3.90684819e-04 -8.35339220e-04
 -2.58298879e-03  3.04727145e-03  2.00621040e-03  5.67964780e-04
 -6.46215016e-04  6.79126733e-04  2.70546136e-03 -5.11675426e-03]"
ADBE,"[-4.41532066e-02  7.87922088e-02  1.13880779e-02 -1.37231656e-01
  6.09000443e-02  1.74533100e-01 -1.90697823e-01 -7.74523114e-02
 -3.82604570e-02 -2.43623224e-01  1.45591677e-02 -9.92814257e-04
 -1.89505953e-02  5.67173885e-02  2.40788115e-01  4.27453940e-02
 -1.38077734e-02 -1.33902055e-01 -2.59831028e-01 -9.54993537e-02
 -2.64601018e-02 -1.01700364e-01 -2.78806663e-02  7.62785111e-02
 -3.91375932e-03  6.96860007e-02 -2.26293234e-02  2.63347544e-01
  8.07263666e-03 -7.84768525e-02 -1.11187879e-02  9.46399903e-02
 -5.23667109e-02 -6.23777141e-01 -3.25798533e-01  2.69249588e-01
  9.69682110e-01  6.75842900e-01 -9.85639009e-01 -1.32094766e+00
  5.91840166e-02  8.38223318e-01  1.39589048e+00  4.72254955e-01
 -1.82066600e+00 -1.43074587e+00  1.08394831e+00  1.56245521e+00
 -3.26367936e-01 -6.30641840e-01 -3.82901114e-02 -1.91629431e-01
 -8.25860504e-01  0.00000000e+00]",0.3035485554488332,0.6615530233525433,"[-1.48364968e-03  6.43016032e-04 -3.32616276e-04  5.17393907e-05
  2.01122392e-04  6.52076527e-04]",-4.843209070841868,0.007881720425432668,0.8259291069727346,-0.04011382916718597,"[-1.23818417e-01 -1.03664672e-01 -6.62082968e-02 -2.43810600e-02
  6.59406867e-03  5.13161846e-02  9.41622209e-02  1.26322940e-01
  1.67426686e-01  1.75998021e-01  1.54383514e-01  8.83775004e-02
 -3.96550287e-02 -2.20244506e-01 -3.25598564e-01 -2.90005982e-01
 -2.28363892e-01 -1.86551584e-01 -1.10946037e-01  2.38080048e-01
  8.13740924e-01  1.29562462e+00  1.21613780e+00 -9.25527841e-02
 -8.29624712e-04]",[ 0.00078956 -0.00041597 -0.00093588 -0.00016879  0.00056944 -0.00200363],"[ 0.00332554 -0.00474433 -0.00365228  0.0063179  -0.003453    0.00042792
 -0.00357626 -0.00121466  0.00164098  0.00569707  0.00243239 -0.00302044
 -0.00480918  0.0054647   0.00360759 -0.00106176 -0.00122994  0.00073578
  0.00151718 -0.00211474]",0.08442969282703158,"[ 0.00332554 -0.00474433 -0.00365228  0.0063179  -0.003453    0.00042792
 -0.00357626 -0.00121466  0.00164098  0.00569707  0.00243239 -0.00302044
 -0.00480918  0.0054647   0.00360759 -0.00106176 -0.00122994  0.00073578
  0.00151718 -0.00211474]"
ADI,"[ 0.0398322   0.09150343 -0.21404539 -0.097204   -0.03535533 -0.0347246
 -0.16791773 -0.0773196  -0.06337833 -0.25929126  0.03399418  0.21586074
 -0.14966294 -0.06155564  0.2296591  -0.03691833 -0.04784415  0.03191137
 -0.09015153  0.1085585   0.05046902 -0.13295881 -0.18144636  0.28253336
 -0.00289451 -0.00914472 -0.04149851  0.08791703  0.04939379 -0.24200969
  0.10852987  0.13508187 -0.19830443 -1.30375416 -0.03231903  1.42472546
  0.66569445 -1.28032199 -0.6861466   0.68353435  0.25299488 -0.16038602
  0.53348348 -0.18384862 -1.25845975 -0.18039404  1.80784571  0.35503967
 -1.49401519 -0.15419882  0.24689143 -0.85963829  1.03106201  0.        ]",0.7546590483909383,0.19668329730562648,"[-6.17582070e-04  1.42090075e-03 -6.14572690e-04  1.37727613e-04
 -2.77948813e-05  1.17616472e-04]",-5.346579383519847,0.004764420412818616,0.8276826528868546,-0.039995901636819625,"[-0.12847613 -0.10269737 -0.06859403 -0.03063845  0.00682251  0.05194696
  0.09347093  0.12612534  0.16812079  0.18595203  0.14879194  0.08297237
 -0.03786152 -0.22534374 -0.32954125 -0.27555226 -0.2114208  -0.16426277
 -0.0967026   0.23475302  0.78816554  1.34562102  1.2129642  -0.09905788
 -0.00197823]",[ 0.00027181 -0.00022303 -0.00144347  0.00011706  0.00066435 -0.00228588],"[ 0.00133505 -0.00384765 -0.00034714  0.00545662 -0.00856032  0.00130664
  0.00172296 -0.00047129 -0.00119826  0.00255821  0.00071028 -0.00184595
 -0.0017018   0.00721636  0.00024022 -0.003878   -0.00010998  0.001684
 -0.00037873  0.00287926]",0.08374589607958463,"[ 0.00133505 -0.00384765 -0.00034714  0.00545662 -0.00856032  0.00130664
  0.00172296 -0.00047129 -0.00119826  0.00255821  0.00071028 -0.00184595
 -0.0017018   0.00721636  0.00024022 -0.003878   -0.00010998  0.001684
 -0.00037873  0.00287926]"
ADM,"[-0.0892169  -0.0557221  -0.31811242 -0.23421745 -0.07850494  0.08438534
 -0.33210424 -0.22573735 -0.23230859 -0.42166404 -0.01826994  0.37926769
 -0.17759112 -0.02907785  0.36388551 -0.2852496  -0.10422671  0.06796878
 -0.20758348  0.00885815 -0.15453985 -0.27152578  0.03202942  0.06400035
  0.05782909  0.12457361  0.01452337  0.46723438  0.07883675 -0.33618201
  0.14071169  0.06725076 -0.22167451 -1.73408608 -0.53742211  1.86481616
  1.53878589 -0.89718205 -2.15239353 -0.6209701   1.62964832  1.21669679
  0.0995583  -1.18677841 -1.57831098 -0.26440729  2.24288023  1.29848046
 -1.79525978 -1.38231871 -0.02556333  0.2693742   1.65960131  0.        ]",0.831990938217591,0.13708191281749846,"[7.46072621e-04 7.20629269e-04 2.10861845e-04 4.93606136e-04
 9.43977687e-05 5.02436588e-04]",-5.139333495566184,0.005861595190865944,0.8249882143275818,-0.04137314438678184,"[-0.13049446 -0.10609298 -0.06982055 -0.02744413  0.00219079  0.04646083
  0.08793412  0.12004131  0.1671576   0.19351699  0.14796902  0.08578468
 -0.0296977  -0.24222772 -0.33385766 -0.27242413 -0.21836721 -0.1767308
 -0.12269228  0.20934642  0.8222365   1.29995757  1.23041284 -0.08657895
  0.00296921]",[ 0.00133938 -0.00021726 -0.00158964  0.0002186   0.00059477 -0.00246226],"[-0.00010393 -0.00527461  0.00103563  0.0080327  -0.00766417 -0.00299152
 -0.00172422  0.00309247  0.00279654  0.0014032  -0.00191614 -0.00214443
 -0.00218732  0.00824602  0.0025054  -0.00526199 -0.00365394  0.00081979
  0.00253678  0.00472519]",0.08378665882891391,"[-0.00010393 -0.00527461  0.00103563  0.0080327  -0.00766417 -0.00299152
 -0.00172422  0.00309247  0.00279654  0.0014032  -0.00191614 -0.00214443
 -0.00218732  0.00824602  0.0025054  -0.00526199 -0.00365394  0.00081979
  0.00253678  0.00472519]"
