,priors,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,"fs_1 - beta(p=365.25,n=10)"
A,"[-0.12352353 -0.13318157 -0.06828046  0.16759083 -0.12688844  0.08521283
 -0.09011828 -0.27870239 -0.21139913  0.05554836  0.05487977 -0.02850997
 -0.16569912  0.00634115  0.05371907  0.1189743  -0.05678881  0.0950837
 -0.20572338  0.01588741 -0.0626224   0.02636617  0.15773412  0.04696605
  0.12274735  0.08861711  0.01013626  0.0274194  -0.01837809 -0.02432459
 -0.09153806 -0.10703471  0.22662216 -0.40777692  0.70088191 -0.27615603
 -1.07489113  0.80140014  0.27279015 -0.25296929  0.17870022  0.11869497
  0.64279858 -0.98943713 -0.51752571  1.1113567  -0.78041627  0.41334826
  1.00184634 -0.30157158  0.63853741 -1.7719941  -0.11278545  0.        ]",0.3936782820715961,0.6015889367775663,[ 0.00017133  0.00016974 -0.00029558 -0.00010248  0.00011862 -0.00012311],-5.748098119478043,0.0031888398252602206,0.8190855027294562,-0.037831784928826134,"[-0.12000544 -0.09317333 -0.06602658 -0.02140175  0.01488498  0.0507556
  0.09256431  0.139965    0.17148298  0.17723195  0.14470587  0.06923499
 -0.06831117 -0.22808701 -0.32138361 -0.25083244 -0.21032088 -0.16409998
 -0.07178848  0.34740273  0.89904423  1.28364738  1.12228581 -0.10726677
  0.00142102]",[ 0.00011551  0.00095991  0.00022996 -0.00030296  0.00022821  0.00083417],"[ 0.0066067  -0.00172218 -0.00528215  0.00216318 -0.00296776  0.00358654
 -0.0017569   0.00017606  0.00084591  0.00252639 -0.00096588  0.00021133
  0.00206135 -0.00034401 -0.00145687  0.00304882 -0.00155967  0.00259731
 -0.00247503 -0.00047184]",0.08501917519674985,"[ 0.0066067  -0.00172218 -0.00528215  0.00216318 -0.00296776  0.00358654
 -0.0017569   0.00017606  0.00084591  0.00252639 -0.00096588  0.00021133
  0.00206135 -0.00034401 -0.00145687  0.00304882 -0.00155967  0.00259731
 -0.00247503 -0.00047184]"
AAL,"[ 0.00480465 -0.25864384 -0.05815631  0.14079962  0.01591386  0.05306602
 -0.29993198 -0.33038438 -0.24215972 -0.03729643  0.26649197  0.18369117
 -0.25964414  0.0703759  -0.01236108 -0.05144583  0.23526643 -0.04652045
 -0.25241379  0.17944626 -0.28157982 -0.04488605  0.17847449 -0.14703954
  0.26911011  0.02133726  0.18821235  0.13852648 -0.16903846  0.01585169
 -0.34142481  0.1401415   0.1848051  -1.22361298  1.70274114 -0.65216285
 -2.53809251  1.84408042  0.62964041 -0.17020514  0.14865178 -0.34844887
  1.2389983  -0.86581656 -0.73870684 -0.07719774 -0.37360574  1.26897685
 -1.10055805  0.32019819  1.98453874  0.69409653  0.73481403  0.        ]",1.0372870186440062,-0.038190434140557804,"[ 1.38846301e-04  3.42552641e-04 -1.10019354e-04 -2.62357688e-04
  2.62177990e-04  1.62857378e-05]",-6.082175434468619,0.002283204285052325,0.8215529452699615,-0.03901283083125065,"[-0.11979559 -0.09386598 -0.06236436 -0.02208975  0.00895586  0.04924405
  0.09194017  0.13659925  0.18112993  0.18598689  0.14039728  0.07075222
 -0.0727129  -0.24021866 -0.29926722 -0.26099389 -0.21166797 -0.14224371
 -0.09693198  0.33442201  0.89963122  1.23924007  1.15941694 -0.11316866
  0.01512204]",[ 0.00042148  0.00065413  0.00026278 -0.00094407  0.00087019  0.00081132],"[ 4.39009730e-03  1.40286145e-03 -6.13245861e-03 -1.62405826e-03
 -4.86859302e-04  4.55327406e-03 -1.35003960e-03  2.49279352e-05
 -2.62533903e-04  4.38365714e-03 -5.14314801e-04 -6.89304325e-04
 -8.32618229e-04  8.05401765e-04  7.73323368e-04 -2.43341997e-03
 -1.65447431e-04  6.17824500e-03  3.89840458e-03  1.84086626e-03]",0.08510715171097288,"[ 4.39009730e-03  1.40286145e-03 -6.13245861e-03 -1.62405826e-03
 -4.86859302e-04  4.55327406e-03 -1.35003960e-03  2.49279352e-05
 -2.62533903e-04  4.38365714e-03 -5.14314801e-04 -6.89304325e-04
 -8.32618229e-04  8.05401765e-04  7.73323368e-04 -2.43341997e-03
 -1.65447431e-04  6.17824500e-03  3.89840458e-03  1.84086626e-03]"
AAP,"[-0.10941589 -0.0540966   0.03247603  0.15412764 -0.14550721  0.0358412
  0.04051438 -0.17809531 -0.04661244  0.08645018 -0.0438177  -0.09609238
  0.02870393 -0.17231552  0.0433478   0.05075191 -0.11185004  0.0813349
 -0.110257    0.00948081  0.06890575  0.06299185 -0.01508674  0.10907055
  0.02889842  0.15463239 -0.04991696 -0.00341583 -0.02446338 -0.06593314
  0.03681221 -0.20002124  0.09494603  0.17216731 -0.20408416  0.10761988
  0.24191348 -0.0677712   0.013155   -0.09067879  0.12458948  0.11322572
 -0.15210541 -0.18916299 -0.05831402  0.7722968  -0.39494911  0.04274843
  1.16529785 -0.15032766  0.02708268 -2.50975842  0.60888202  0.        ]",-0.14766261585512175,1.1397430765969407,"[ 2.38115118e-04 -2.62377728e-04  7.81801628e-05  2.15045908e-04
 -7.03475398e-05  5.53186233e-05]",-6.358154939845315,0.0017325604428769462,0.8193567587065003,-0.03707238947360749,"[-0.11794489 -0.09340806 -0.06648605 -0.02272517  0.01860558  0.0540701
  0.09803209  0.14098583  0.16701858  0.17459983  0.15284278  0.06039386
 -0.06899909 -0.23217448 -0.32571681 -0.25362101 -0.2019105  -0.1644549
 -0.05506319  0.35491824  0.87180511  1.29977049  1.10032853 -0.1019211
 -0.00296523]","[ 3.08939316e-05  8.95248315e-04  1.71527237e-04  3.75538614e-05
 -3.65423897e-05  4.70099851e-04]","[ 8.17985254e-03 -4.49070172e-03 -4.30201259e-03  5.61000130e-03
 -5.03991762e-03  2.96720003e-03 -1.47229635e-03  1.67569314e-05
  6.50212761e-04  2.85609415e-04  1.21149646e-03  1.45358994e-03
  1.08561671e-03  6.34292367e-04 -2.23164809e-03  3.41601030e-03
 -7.81738453e-04  8.30585948e-04 -4.37040708e-03  1.53618120e-03]",0.08539138075767003,"[ 8.17985254e-03 -4.49070172e-03 -4.30201259e-03  5.61000130e-03
 -5.03991762e-03  2.96720003e-03 -1.47229635e-03  1.67569314e-05
  6.50212761e-04  2.85609415e-04  1.21149646e-03  1.45358994e-03
  1.08561671e-03  6.34292367e-04 -2.23164809e-03  3.41601030e-03
 -7.81738453e-04  8.30585948e-04 -4.37040708e-03  1.53618120e-03]"
AAPL,"[-7.78213790e-02 -1.73290777e-01 -1.01697686e-01  1.94312875e-01
 -8.68202687e-02  1.37539288e-01 -2.01261818e-01 -2.98185618e-01
 -3.17910453e-01  3.64905731e-02  1.23580964e-01  8.69745322e-02
 -2.51554275e-01  4.47655234e-02  8.36100812e-02  1.17222616e-01
  1.33080908e-03 -2.43480746e-02 -1.56850298e-01  2.00116003e-02
 -2.60309874e-01 -4.60871528e-02  3.29282574e-01  3.86245404e-02
  1.75507808e-01 -9.60116477e-03  9.72487457e-02  8.27121785e-02
 -1.27974695e-01 -2.05524563e-02 -2.59039612e-01  4.80352248e-02
  2.68867902e-01 -1.16323811e+00  1.76117832e+00 -8.29660698e-01
 -2.70017688e+00  2.24907674e+00  5.93475551e-01 -6.38089020e-01
  5.35487777e-01  1.96638791e-02  8.73095430e-01 -1.23602895e+00
 -6.70919749e-01  8.34930849e-01 -5.03280358e-01  7.46334587e-02
 -7.88831999e-02  5.64986197e-01  4.93679720e-01  1.32573513e-01
  2.81411277e-01  0.00000000e+00]",1.1160124024200015,-0.11745066445987001,"[ 2.26777271e-04  5.27479318e-04 -2.37428871e-04  7.87734713e-05
  4.08586124e-05 -1.38480522e-05]",-6.101889496532637,0.0022386338299261433,0.819964245322928,-0.03820862039806978,"[-0.12071781 -0.0925755  -0.06504464 -0.02000329  0.01169143  0.05005531
  0.08911716  0.13937392  0.17481274  0.18203435  0.14133316  0.07045158
 -0.06655504 -0.22868173 -0.31673467 -0.26019122 -0.20434312 -0.16396424
 -0.09605269  0.33332283  0.92941226  1.28235969  1.13580635 -0.11605977
  0.00854268]",[ 0.00023437  0.00074143  0.00021311 -0.00073631  0.00064016  0.00096893],"[ 0.00451963  0.00151915 -0.00666411 -0.00201209  0.00051531  0.00429724
 -0.00266194  0.0011981   0.00086482  0.00336426 -0.00161841 -0.00038618
  0.00146653  0.00049364 -0.00246848  0.00035235  0.00034019  0.00202584
  0.0025216   0.00048518]",0.08493089696550515,"[ 0.00451963  0.00151915 -0.00666411 -0.00201209  0.00051531  0.00429724
 -0.00266194  0.0011981   0.00086482  0.00336426 -0.00161841 -0.00038618
  0.00146653  0.00049364 -0.00246848  0.00035235  0.00034019  0.00202584
  0.0025216   0.00048518]"
ABBV,"[-8.17957606e-02 -4.20648671e-02 -7.75528165e-02  5.99945841e-02
 -1.04326829e-01  9.11393927e-02 -6.09750320e-02 -1.23893946e-01
 -1.74816246e-01  6.94666701e-02 -3.47348075e-03 -4.50943246e-02
 -1.12393877e-01 -1.62949295e-03  6.94139455e-02  8.98838037e-02
 -1.00562579e-01  3.20775449e-04 -1.37792544e-01 -8.57209099e-03
 -7.22583985e-02 -6.50880051e-02  1.17707538e-01 -8.88909575e-03
 -1.45466369e-02  7.87737252e-02  1.75318307e-02 -2.92336413e-02
  1.80437091e-02 -4.08491518e-02 -3.20059727e-02 -1.21222876e-01
  1.23473865e-01 -3.61112564e-01  3.92779607e-01  8.92821489e-02
 -7.49632364e-01  2.42031755e-01  5.56486832e-01 -2.97100337e-01
 -4.67696354e-01  4.93146762e-01  7.03814724e-01 -1.03026662e+00
 -3.71455553e-01  1.01285990e+00 -4.37636041e-01 -2.76741959e-01
  6.76197892e-01  1.16444102e-01 -1.19820803e-01 -6.65008199e-01
  1.17116372e-01  0.00000000e+00]",0.7022782208819403,0.28832905070508513,"[-3.77583290e-04 -4.06556300e-04 -1.71564981e-04 -2.61148667e-04
 -1.78986210e-05 -2.52639230e-04]",-5.898577325027626,0.0027433449319891456,0.8198878275129783,-0.03695285549106041,"[-0.12030461 -0.09551077 -0.06543125 -0.02111857  0.01565054  0.05573036
  0.09382197  0.14075399  0.16907447  0.17668402  0.1471456   0.06930621
 -0.06759943 -0.22936645 -0.32463685 -0.25963652 -0.20413254 -0.16569528
 -0.07397775  0.33087982  0.89573889  1.27355642  1.08896966 -0.10806269
  0.00270944]","[-1.41150315e-05  1.01297632e-03  2.24181264e-04 -1.54236855e-04
  1.57499607e-04  5.59902295e-04]","[ 6.70301454e-03 -2.68418215e-03 -4.28391723e-03  3.05951679e-03
 -4.39551765e-03  4.40302931e-03 -1.91022585e-03 -1.61172205e-03
  1.83209975e-03  2.44352834e-03 -1.04160400e-03  7.36625299e-04
  1.75544115e-03  4.92300475e-04 -3.39540953e-03  2.08221064e-03
 -4.55892482e-04  1.99781339e-04  7.29741974e-04  8.56146133e-05]",0.08503927487889809,"[ 6.70301454e-03 -2.68418215e-03 -4.28391723e-03  3.05951679e-03
 -4.39551765e-03  4.40302931e-03 -1.91022585e-03 -1.61172205e-03
  1.83209975e-03  2.44352834e-03 -1.04160400e-03  7.36625299e-04
  1.75544115e-03  4.92300475e-04 -3.39540953e-03  2.08221064e-03
 -4.55892482e-04  1.99781339e-04  7.29741974e-04  8.56146133e-05]"
ABT,"[-0.09161851 -0.06222401 -0.11391878  0.17345246 -0.1398765   0.21138694
 -0.04528619 -0.20223911 -0.25758237  0.11457045  0.12015243 -0.08725994
 -0.1200872   0.02204711  0.0687728   0.11292735 -0.12880656  0.09419052
 -0.20647106  0.00624818 -0.06467934 -0.04476534  0.16606649 -0.02787718
 -0.01289755 -0.00625794  0.08158342 -0.02195402  0.00382393 -0.04162073
 -0.06454726 -0.1309422   0.22594617 -0.4163167   0.85117364 -0.52909643
 -1.10710254  0.62876169 -0.13040891  0.34600389 -0.10682272  0.37256143
  1.30397893 -1.62828104 -0.41720985  1.01859953 -0.73281937 -0.24807943
  0.24991541  0.82375798  0.17142024 -0.96136983 -0.24110674  0.        ]",0.3790442568682487,0.6156738164569958,"[ 2.03160720e-05 -1.79208016e-04  8.71242517e-06  1.94525497e-05
  4.54621339e-05  6.18114437e-05]",-6.444560083552782,0.0015891435056927695,0.8196989595691316,-0.037147407276297145,"[-0.12105106 -0.09293132 -0.06641677 -0.01807164  0.01595932  0.05298905
  0.09092812  0.14238168  0.17415407  0.17494862  0.1474068   0.07023458
 -0.06707444 -0.22810125 -0.32699708 -0.25124161 -0.21076194 -0.16452001
 -0.07357656  0.33601307  0.90134449  1.26879494  1.08843223 -0.11506225
  0.0070413 ]","[-2.13711716e-05  9.92724975e-04  1.92555893e-04 -2.79718797e-04
  1.75996423e-04  8.29093201e-04]","[ 6.57357422e-03 -1.27635224e-03 -5.93601124e-03  2.14598148e-03
 -3.45496254e-03  2.44004158e-03 -1.60638752e-04 -6.54815351e-04
  1.44497461e-03  4.18492236e-03 -2.77371500e-03  5.56772159e-04
  1.80047640e-03 -1.50330659e-04 -3.31482585e-03  9.64134747e-04
  1.35233867e-03  1.02984348e-03 -8.18275987e-05 -9.04982395e-04]",0.0850680109229405,"[ 6.57357422e-03 -1.27635224e-03 -5.93601124e-03  2.14598148e-03
 -3.45496254e-03  2.44004158e-03 -1.60638752e-04 -6.54815351e-04
  1.44497461e-03  4.18492236e-03 -2.77371500e-03  5.56772159e-04
  1.80047640e-03 -1.50330659e-04 -3.31482585e-03  9.64134747e-04
  1.35233867e-03  1.02984348e-03 -8.18275987e-05 -9.04982395e-04]"
ACN,"[-0.20206872 -0.15270693  0.01432595  0.26835293 -0.1902596   0.01240047
 -0.02740798 -0.36481104 -0.13608856  0.04533901 -0.09019579 -0.04055283
 -0.11906053 -0.13064938  0.08386932  0.20523531 -0.1337369   0.16967643
 -0.10222779 -0.08006259  0.00846516  0.1676152   0.16583969  0.31561709
  0.24739796  0.13202492 -0.13447411  0.08605218 -0.08294728 -0.05877496
 -0.05662598 -0.12710005  0.25682088 -0.06566275  0.40690335 -0.41675472
 -0.68759915  1.38618176  0.02544793 -0.92362497  1.40363147 -0.29538802
 -0.80510947 -0.07834685 -0.31177558  1.40704267 -0.91895997  0.5451065
  2.30479306 -1.07431656  0.3185768  -3.40983098  0.1822468   0.        ]",-0.10765638217984522,1.0961580271647366,"[-1.75328149e-04  3.09912164e-04 -1.56550111e-04  2.35748910e-04
 -1.14384305e-05  2.06171194e-04]",-5.900968227462761,0.00273679369671382,0.8175752674509263,-0.03803106523920153,"[-0.11818028 -0.09094711 -0.06765808 -0.02350588  0.01682491  0.04808453
  0.09500612  0.13915994  0.16510931  0.17662702  0.14623558  0.06229486
 -0.06645602 -0.22272903 -0.32697554 -0.24529045 -0.20091202 -0.1784317
 -0.06176856  0.37177704  0.90151376  1.34236865  1.15319896 -0.10477479
 -0.00962497]",[ 0.00022563  0.00081079  0.00015274 -0.00018012  0.00019544  0.00088451],"[ 0.00755458 -0.00262962 -0.00574617  0.00312016 -0.00137562  0.00284273
 -0.00365192  0.0036799  -0.0001656  -0.00105729  0.00147424  0.00061834
  0.00280381 -0.00066933 -0.00077963  0.00672191 -0.00342896  0.00209845
 -0.00707567  0.00036181]",0.0851136690171023,"[ 0.00755458 -0.00262962 -0.00574617  0.00312016 -0.00137562  0.00284273
 -0.00365192  0.0036799  -0.0001656  -0.00105729  0.00147424  0.00061834
  0.00280381 -0.00066933 -0.00077963  0.00672191 -0.00342896  0.00209845
 -0.00707567  0.00036181]"
ADBE,"[-1.42470777e-01 -1.76510454e-01 -4.09233518e-02  2.37503212e-01
 -1.23189429e-01  6.85664876e-02 -1.21924709e-01 -3.46431524e-01
 -2.42782008e-01  2.22461697e-02  3.03043819e-02  4.90299425e-02
 -2.23915172e-01  2.22733915e-02  8.56069590e-02  1.93444465e-01
 -3.92629396e-02  6.60714175e-02 -1.15774749e-01 -4.48698765e-02
 -1.43995472e-01  7.11275639e-02  3.03392127e-01  1.92152432e-01
  2.43901568e-01  5.04815276e-02 -3.79255314e-02  9.07347563e-02
 -1.01960993e-01 -1.98990985e-03 -1.68868341e-01  1.63242363e-02
  2.86997320e-01 -7.17734911e-01  1.24658359e+00 -7.45112780e-01
 -1.96755961e+00  2.11737531e+00  3.44933839e-01 -9.23333214e-01
  1.18436257e+00 -2.08755633e-01 -4.49967312e-03 -6.35279748e-01
 -5.87916311e-01  1.16973552e+00 -6.73542895e-01  3.54925966e-01
  1.07316440e+00 -3.84881305e-01  6.13058004e-01 -1.56868711e+00
 -3.03212102e-01  0.00000000e+00]",1.1456283580359252,-0.15219477280220484,"[ 2.46330053e-04  4.95541015e-04 -3.32550515e-04  1.65372451e-04
 -7.86370893e-05 -1.40312865e-04]",-5.919326819789547,0.0026870084091388247,0.8187211927187364,-0.038249603039836766,"[-0.11937819 -0.09163727 -0.06598097 -0.0219229   0.01404923  0.0486184
  0.09154512  0.13853475  0.17058579  0.18034863  0.14196997  0.0697563
 -0.0663736  -0.22361005 -0.31980567 -0.25310092 -0.2008632  -0.17305996
 -0.08108342  0.35382877  0.92530794  1.31447556  1.15291074 -0.1115463
 -0.00176818]",[ 0.00025174  0.00078968  0.00027229 -0.00048181  0.00056555  0.00100434],"[ 5.74828423e-03 -6.54643771e-05 -6.53713228e-03 -1.75723847e-04
  2.85231704e-04  3.63558278e-03 -3.52942735e-03  3.05402804e-03
  2.15633004e-04  1.12318049e-03 -6.25030164e-06 -1.78684877e-04
  2.29992191e-03  4.03739047e-05 -1.48646159e-03  3.48375140e-03
 -1.95641657e-03  2.67927054e-03 -2.16501786e-03 -9.66353506e-04]",0.08488095389559065,"[ 5.74828423e-03 -6.54643771e-05 -6.53713228e-03 -1.75723847e-04
  2.85231704e-04  3.63558278e-03 -3.52942735e-03  3.05402804e-03
  2.15633004e-04  1.12318049e-03 -6.25030164e-06 -1.78684877e-04
  2.29992191e-03  4.03739047e-05 -1.48646159e-03  3.48375140e-03
 -1.95641657e-03  2.67927054e-03 -2.16501786e-03 -9.66353506e-04]"
ADI,"[-0.13301513 -0.14278032 -0.03885896  0.1947291  -0.13686204  0.09539153
 -0.08596302 -0.28055219 -0.24578041  0.07224627  0.05472502 -0.0059627
 -0.21207284  0.05852183  0.09988009  0.16256191 -0.02781621 -0.02967486
 -0.16745251  0.01032918 -0.12873385 -0.01390172  0.28293991  0.05537319
  0.09406107  0.1492101  -0.01835895  0.01145561 -0.04040028  0.01331981
 -0.08825218 -0.04487456  0.24767541 -0.74709433  1.00885718 -0.26754015
 -1.77759592  1.30010236  0.79699045 -0.66591264  0.17011571  0.19017138
  0.71140025 -1.03613603 -0.84403795  1.43804274 -0.30825944 -0.17942117
  0.73938998  0.0406682   0.57630918 -1.49432789 -0.62448295  0.        ]",1.0092021929669088,-0.009444753884340911,"[ 1.33458085e-04  3.59534808e-04 -1.91873446e-04 -1.36871951e-04
  1.20945919e-04 -8.43845736e-05]",-5.881406563848894,0.002790856994439943,0.8189030020410247,-0.03792517685529913,"[-1.19367888e-01 -9.25743474e-02 -6.62809284e-02 -2.11634098e-02
  1.50439209e-02  5.06991834e-02  9.13540400e-02  1.40506269e-01
  1.71559116e-01  1.78243921e-01  1.42645762e-01  7.20487957e-02
 -6.54694172e-02 -2.25238967e-01 -3.19264332e-01 -2.61591854e-01
 -2.06545083e-01 -1.65468356e-01 -7.98333082e-02  3.38866171e-01
  9.22006067e-01  1.28630624e+00  1.11720664e+00 -1.01512665e-01
 -8.95330372e-05]","[ 7.02196167e-05  9.05756018e-04  3.51674769e-04 -2.47900574e-04
  3.68830693e-04  8.91670414e-04]","[ 0.00563872 -0.00079336 -0.00523013  0.00034599 -0.00182615  0.00495966
 -0.0028355   0.00018008  0.00117281  0.00269555 -0.00103904 -0.00069003
  0.00298389  0.00093508 -0.00315136  0.00241847 -0.00087747  0.00230251
 -0.0019296  -0.00182398]",0.08483927567069736,"[ 0.00563872 -0.00079336 -0.00523013  0.00034599 -0.00182615  0.00495966
 -0.0028355   0.00018008  0.00117281  0.00269555 -0.00103904 -0.00069003
  0.00298389  0.00093508 -0.00315136  0.00241847 -0.00087747  0.00230251
 -0.0019296  -0.00182398]"
ADM,"[-0.07497622 -0.1081882  -0.03417321  0.16496419 -0.11352243  0.10877146
 -0.07901585 -0.24841338 -0.16451463  0.06939646  0.09032361 -0.02644511
 -0.06499556 -0.09543875  0.03013393  0.0343352  -0.05238872  0.0913579
 -0.1983721   0.04910167 -0.04994629  0.00462252  0.04543997  0.0107936
  0.09401583  0.06263354  0.06052683  0.03271532 -0.06097819 -0.05417032
 -0.09690646 -0.12467473  0.15008774 -0.28159429  0.51235327 -0.30280987
 -0.69782328  0.55999645 -0.02943902  0.09322971  0.09857853  0.11878305
  0.57940924 -0.83896394 -0.17156394  0.5332143  -0.69155986  0.44338541
  0.35728485  0.32324803  0.63599992 -1.41937713  0.68165912  0.        ]",0.6350586308849843,0.3597582419511924,"[-1.16610963e-04 -9.91736776e-05 -4.62225799e-05  2.48067254e-04
 -6.33761904e-05  1.62988779e-04]",-5.628367338062615,0.0035944390431085814,0.8200189509640337,-0.037584865243728,"[-0.11934099 -0.09318805 -0.06568273 -0.02075829  0.01515848  0.05173156
  0.09416915  0.14050041  0.17301339  0.17743647  0.14921006  0.06358106
 -0.0697086  -0.2337218  -0.32112694 -0.2514295  -0.2092703  -0.15924291
 -0.06991562  0.34493906  0.87925967  1.27713033  1.11524062 -0.10950978
  0.00524665]",[ 0.00011897  0.00084692  0.00015436 -0.00033224  0.00018501  0.00063557],"[ 6.95771368e-03 -2.27956812e-03 -5.32721777e-03  3.18150153e-03
 -3.53231206e-03  2.79289362e-03 -8.63780442e-04 -8.29282181e-05
  7.49821188e-04  2.33419116e-03 -5.76490598e-04  1.10204533e-03
  5.21668588e-04 -1.02138816e-04 -1.30442818e-03  1.29728927e-03
  2.39965174e-04  2.43404392e-03 -1.42672880e-03  1.65615356e-03]",0.08530982244119051,"[ 6.95771368e-03 -2.27956812e-03 -5.32721777e-03  3.18150153e-03
 -3.53231206e-03  2.79289362e-03 -8.63780442e-04 -8.29282181e-05
  7.49821188e-04  2.33419116e-03 -5.76490598e-04  1.10204533e-03
  5.21668588e-04 -1.02138816e-04 -1.30442818e-03  1.29728927e-03
  2.39965174e-04  2.43404392e-03 -1.42672880e-03  1.65615356e-03]"
