,priors,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,"fs_1 - beta(p=365.25,n=10)"
A,"[-0.03534956 -0.17746438 -0.0030427  -0.1076625   0.03407382  0.22906722
 -0.02350815  0.08309554  0.01142687  0.09325358  0.11135388  0.03434742
  0.00912145  0.09274949  0.17046073  0.31166537  0.26220207 -0.11165984
  0.13186775  0.08485889  0.09844222 -0.02621699  0.33290189 -0.01004302
 -0.15842992  0.21683543  0.18731474 -0.09350199  0.26469039  0.02866391
  0.01022407  0.33895328 -0.3447195  -0.16775514 -0.02466004 -0.16100459
 -0.09098719 -0.89278919  0.35106122 -1.97966783  0.33556292 -1.74192091
 -0.84885882 -0.47431131 -0.65138507 -0.09581876  0.52165182 -1.05642485
  1.15851195 -0.99629367  0.55243048  1.17277748  2.43543569  0.        ]",-0.44362605891574264,1.42690128096151,"[-1.77010783e-04  7.22179263e-04 -2.82646512e-04 -8.59922170e-05
  1.93611718e-05 -7.51261000e-05]",-5.597147203747071,0.00370842802998939,0.7731736472042523,-0.03680077764104773,"[-0.11991475 -0.10039363 -0.06402266 -0.01750014  0.01521604  0.05773653
  0.09952613  0.14132282  0.17440041  0.18948467  0.18086738  0.12840752
  0.01366456 -0.15150189 -0.31210313 -0.33899743 -0.21362655 -0.20023206
 -0.14895651  0.05454201  0.76792716  1.29549163  1.6457      0.52267781
  0.01208325]","[-9.26907938e-05  1.13275129e-03  1.00876278e-03  1.78998671e-04
  9.55833159e-04 -8.16240529e-04]","[ 1.35546109e-02 -4.00134368e-03 -2.58208473e-03  5.82559307e-03
 -4.24997076e-03  3.50512056e-03 -3.43173454e-03 -3.80859351e-04
 -4.40812788e-03 -2.25780644e-03  2.16339857e-04 -5.62332949e-04
 -1.35522725e-03  2.65733791e-03 -4.34904080e-03  1.90804012e-03
  4.01626099e-05  2.16847518e-03  6.73307376e-03  4.45451450e-03]",0.08568379692310338,"[ 1.35546109e-02 -4.00134368e-03 -2.58208473e-03  5.82559307e-03
 -4.24997076e-03  3.50512056e-03 -3.43173454e-03 -3.80859351e-04
 -4.40812788e-03 -2.25780644e-03  2.16339857e-04 -5.62332949e-04
 -1.35522725e-03  2.65733791e-03 -4.34904080e-03  1.90804012e-03
  4.01626099e-05  2.16847518e-03  6.73307376e-03  4.45451450e-03]"
AAL,"[-0.21673822 -0.02031393 -0.01445367  0.14823946 -0.07679902 -0.10948507
  0.17437857  0.02044863 -0.26903122  0.11696569 -0.03342699  0.00394753
  0.08430993 -0.11437527 -0.02073477 -0.10863889 -0.09408685  0.14069492
 -0.1002976  -0.02080934  0.01326104  0.03219602  0.00231529  0.08907825
  0.08268304 -0.03330719 -0.01962071  0.1075515  -0.03918431 -0.0219985
 -0.02362816 -0.10813985 -0.06765469 -1.1826208  -0.87088357 -0.92610568
 -1.8913875   0.10773243 -2.07923519  0.92547159 -0.98170765  0.04728649
  0.10867751 -0.85721868  0.10663658 -1.1886712  -0.6066026  -0.62321958
 -0.73133962 -0.25325341 -0.2971547  -0.02356377  0.17132076  0.        ]",-0.5604723342403821,1.5414112849815993,"[-3.77401615e-04  1.12324344e-04 -1.32393611e-04 -6.69043223e-05
  1.58939890e-05  2.10398580e-05]",-5.137963044723995,0.005869633725882257,0.7691740382375111,-0.03521382623650476,"[-1.20026965e-01 -9.43114635e-02 -6.68291328e-02 -2.68460837e-02
  2.12155081e-02  5.53707244e-02  8.87301345e-02  1.41500417e-01
  1.67509813e-01  1.88231059e-01  1.86140495e-01  1.15204577e-01
  3.43285849e-03 -1.82019191e-01 -3.35916495e-01 -3.14621577e-01
 -2.37878586e-01 -2.10672199e-01 -1.68037242e-01  6.14894481e-02
  7.10879365e-01  1.32053437e+00  1.70000110e+00  4.87656806e-01
  5.98744488e-04]","[ 4.79365839e-04  3.10864050e-04  8.14017445e-04  1.06335228e-04
 -5.09976445e-04 -2.54292077e-05]","[ 0.01055075 -0.00611994 -0.00463912  0.00055899 -0.00117499 -0.00325867
  0.00452437 -0.00392776  0.0003806   0.001257   -0.00142597  0.00159113
 -0.00416912 -0.00068395 -0.00262522 -0.00256475  0.00161664  0.00093564
  0.00296229 -0.0013939 ]",0.08635233502475691,"[ 0.01055075 -0.00611994 -0.00463912  0.00055899 -0.00117499 -0.00325867
  0.00452437 -0.00392776  0.0003806   0.001257   -0.00142597  0.00159113
 -0.00416912 -0.00068395 -0.00262522 -0.00256475  0.00161664  0.00093564
  0.00296229 -0.0013939 ]"
AAP,"[-0.15257374  0.05306318  0.05448388  0.15325813 -0.12641905 -0.26656335
  0.35705324  0.03633641 -0.52436732 -0.07256758 -0.01558526  0.11414271
  0.11493328 -0.09445874  0.17769524 -0.0894997  -0.22664901  0.3112335
 -0.20517875  0.1462609  -0.17137047  0.05424242 -0.24341529  0.18528929
  0.03056636  0.04228921 -0.14500801  0.15246448  0.13113837 -0.18770116
  0.13635067 -0.20776815 -0.05722908 -2.29468879 -1.93815576 -0.67499251
 -4.08480766  1.84603236 -3.22975504  2.11212166 -0.67620366  0.22724539
  0.30451828 -0.55180007 -0.59262069  0.0048499  -0.694719   -0.2382517
  0.16262471 -1.00410131 -0.10701065  0.24108937 -0.33226485  0.        ]",-1.014109462964863,1.990025752206735,"[-7.66704583e-04  1.66466033e-04 -3.33050941e-04 -6.96987512e-05
 -4.60609692e-05 -1.78792275e-05]",-5.314766458503853,0.0049184272780932875,0.7705888612028141,-0.03452162901987211,"[-0.11845021 -0.09422949 -0.06802384 -0.03115232  0.02653825  0.05585159
  0.07912929  0.13331108  0.16738083  0.19340388  0.1883946   0.1151096
  0.01718788 -0.17935144 -0.34413752 -0.29918233 -0.24640612 -0.19068428
 -0.19538516  0.05966255  0.67478738  1.34652648  1.69289925  0.4973551
 -0.00849992]","[ 5.74891598e-04  7.49330953e-04  3.15075772e-04  5.03435558e-04
 -7.79618112e-04 -5.18414648e-05]","[ 0.00717735 -0.00898943 -0.00389746 -0.00576825  0.00375948 -0.00644691
  0.00788215 -0.00291148  0.00081141  0.00225316 -0.00087323 -0.00056146
 -0.00114846 -0.00096414 -0.00149449 -0.0002502  -0.00077281  0.00199394
  0.00428071 -0.00309336]",0.08608480572499458,"[ 0.00717735 -0.00898943 -0.00389746 -0.00576825  0.00375948 -0.00644691
  0.00788215 -0.00291148  0.00081141  0.00225316 -0.00087323 -0.00056146
 -0.00114846 -0.00096414 -0.00149449 -0.0002502  -0.00077281  0.00199394
  0.00428071 -0.00309336]"
AAPL,"[-1.95523815e-01 -1.07234943e-01 -2.12043388e-02  4.28631654e-02
 -1.07652390e-02  6.92817783e-02  1.00102125e-01  8.36504129e-02
 -4.03248598e-01  3.64572155e-02  1.08893394e-01 -7.40449281e-02
  5.42821745e-02 -7.34224228e-02  1.39521049e-01  1.88143107e-01
  2.22161016e-03  1.78690049e-01 -5.08489390e-02  6.53350018e-02
  1.24579555e-01 -2.82423582e-02  2.00518930e-01  2.22468630e-01
 -5.20518740e-02  3.11216598e-01  1.04006357e-01  1.27254680e-01
  2.73519118e-01 -8.10624727e-02  2.10338808e-01  4.88104678e-02
 -3.05684129e-01 -1.80750317e+00 -1.16802803e+00 -1.43338003e+00
 -2.74771439e+00 -4.02072735e-01 -2.66376578e+00 -5.90905220e-02
 -1.61888009e+00 -5.59920824e-01 -1.51065227e+00 -1.91751523e-01
 -1.23736335e+00 -1.21610860e-01 -4.32005860e-01 -8.76752809e-01
  2.57149728e-01 -1.02087205e+00 -1.66794844e-01  8.26471465e-01
  1.11827146e+00  0.00000000e+00]",-0.9092202790505645,1.8918112432430298,"[ 4.78804671e-04  2.83193202e-04  6.80876213e-05  1.98883040e-04
 -1.86624890e-05  6.89477539e-05]",-5.5130553817920065,0.004033763847105357,0.7696418146587343,-0.0360656520344315,"[-0.12023918 -0.09681019 -0.06517191 -0.02191723  0.01892212  0.05745576
  0.08438468  0.13820892  0.1731778   0.1840071   0.18513061  0.11698518
  0.01207715 -0.15936279 -0.32890788 -0.31111396 -0.23154507 -0.19994728
 -0.15251118  0.04978255  0.74649002  1.34749305  1.66289696  0.53530113
  0.00703066]",[ 0.00048443  0.0012318   0.00065757  0.00066682  0.00013286 -0.00065888],"[ 0.00855479 -0.00697424 -0.00620775 -0.00173179 -0.00251459 -0.00464262
  0.00184862 -0.0053953  -0.00150812 -0.00321057  0.00038279 -0.00247527
 -0.00110244 -0.00018796 -0.00374777 -0.00047932 -0.00070153  0.00097823
  0.005923    0.00077968]",0.08619914469621173,"[ 0.00855479 -0.00697424 -0.00620775 -0.00173179 -0.00251459 -0.00464262
  0.00184862 -0.0053953  -0.00150812 -0.00321057  0.00038279 -0.00247527
 -0.00110244 -0.00018796 -0.00374777 -0.00047932 -0.00070153  0.00097823
  0.005923    0.00077968]"
ABBV,"[ 1.66644696e-02  4.19318188e-02 -8.43334006e-03  6.68799622e-02
  1.52725819e-01  5.07658470e-02 -2.11329046e-02 -1.35038440e-02
 -1.45032416e-01 -1.98666457e-01  1.46614682e-01 -1.67360361e-02
  4.79192166e-02 -4.84472527e-02  1.14136798e-01  6.53563093e-02
 -9.44328888e-02  1.27895873e-01 -1.22047484e-01  1.27479272e-03
 -9.21246858e-02 -1.77192520e-01  6.11772130e-02  9.31726962e-02
 -6.48747143e-02  1.47001194e-01 -7.90566756e-02  1.37270972e-01
  3.16542255e-01 -1.26572095e-01  1.85598206e-01  3.09484109e-02
 -3.51428432e-02 -8.11881703e-01 -4.64672456e-01 -4.88196890e-01
 -1.19194133e+00  3.03545182e-02 -1.06120021e+00  2.86922026e-01
 -7.99132715e-01  4.06157989e-01 -6.85106673e-01  5.53901469e-01
 -4.95884469e-01  8.92194480e-01  4.08490663e-01 -8.25345310e-02
  1.31429986e+00 -1.40720523e+00  6.60495042e-01 -4.32098275e-01
 -7.23559344e-01  0.00000000e+00]",-0.39671271449576045,1.382290122785418,"[-3.19805594e-04 -3.54340715e-04 -1.86815060e-05 -3.58907724e-04
  6.67430444e-05 -1.75609399e-04]",-4.975186515336215,0.006907230514880993,0.7743205534003685,-0.03468529130278761,"[-0.11990602 -0.09622589 -0.06101671 -0.02257656  0.01566515  0.05499468
  0.093196    0.12912539  0.17529201  0.18736059  0.18249238  0.11955257
  0.01052993 -0.16721183 -0.33807723 -0.3160627  -0.23740725 -0.2092048
 -0.17917933  0.02974312  0.72175502  1.32608482  1.66680212  0.51198058
 -0.00495883]","[ 5.45412272e-04  1.26077688e-03  5.88864700e-04  6.62578127e-04
 -1.19226572e-05  1.48586070e-04]","[ 0.01167526 -0.00518685 -0.00349007  0.00254761 -0.00152547 -0.00043317
  0.00274308 -0.00352511  0.00150782 -0.00117361  0.00265466 -0.00044439
  0.00145024  0.0024482  -0.00133426  0.00263952 -0.00145929  0.00316518
  0.00198745 -0.0040952 ]",0.08639888687191367,"[ 0.01167526 -0.00518685 -0.00349007  0.00254761 -0.00152547 -0.00043317
  0.00274308 -0.00352511  0.00150782 -0.00117361  0.00265466 -0.00044439
  0.00145024  0.0024482  -0.00133426  0.00263952 -0.00145929  0.00316518
  0.00198745 -0.0040952 ]"
ABT,"[-2.11854841e-01 -1.09247004e-01 -5.10509380e-02  2.23302070e-02
  1.36974538e-01  1.97730844e-01 -7.59058708e-02  5.74816030e-02
 -1.66874262e-01  1.02995609e-01  1.60131993e-01 -9.38827782e-02
  5.59464089e-02 -9.40730150e-02  3.23407372e-02  1.27549189e-01
  1.37804268e-01  1.16456618e-02 -9.30420553e-06 -9.04725550e-02
  9.72365778e-02 -1.28143287e-01  3.39719176e-01  9.47925497e-02
 -3.53319094e-03  1.72502004e-01  1.75296062e-01  8.08913300e-02
  2.02301225e-01  2.33008719e-02  5.87887834e-03  1.65301267e-01
 -3.27346961e-01 -6.51350550e-01 -2.48221233e-01 -1.20722519e+00
 -7.98555765e-01 -1.44421124e+00 -1.26917858e+00 -9.10903589e-01
 -1.40883576e+00 -4.36936270e-01 -1.44430174e+00 -1.46560417e-01
 -2.03115267e-01 -8.90620009e-01  3.62424633e-01 -1.47367664e+00
  2.35403297e-01 -9.28136592e-01  3.17694295e-02 -5.01741391e-02
  1.94857865e+00  0.00000000e+00]",-0.49130523454815334,1.478368803473052,"[-2.75429650e-05  1.06046348e-03 -2.78169304e-04  4.01214564e-05
  4.43665776e-05  4.84332905e-05]",-5.400487495772337,0.004514379665098062,0.7692817165216105,-0.03607985703087213,"[-0.1209053  -0.09726953 -0.06146293 -0.01845361  0.01384025  0.05686625
  0.09314314  0.14133656  0.17612689  0.18303973  0.18418295  0.11704705
  0.00448241 -0.16411632 -0.32077161 -0.32674195 -0.22702789 -0.21875363
 -0.15207967  0.03777451  0.7683119   1.31900311  1.67172947  0.51550223
  0.012355  ]",[ 0.00039342  0.00101136  0.00100115  0.00015313  0.00039855 -0.00064397],"[ 1.20719620e-02 -4.53558110e-03 -5.57466802e-03  3.86207954e-03
 -5.56477155e-03 -8.59325146e-04 -5.46263801e-04 -5.05363389e-03
 -9.95902794e-04 -3.46109050e-03  7.77494984e-04  5.13902275e-04
 -3.10057929e-03  2.22201898e-03 -5.48390884e-03 -3.57596189e-04
  1.58284752e-05  1.10796985e-03  2.94166604e-03  3.31604384e-03]",0.08638312883824928,"[ 1.20719620e-02 -4.53558110e-03 -5.57466802e-03  3.86207954e-03
 -5.56477155e-03 -8.59325146e-04 -5.46263801e-04 -5.05363389e-03
 -9.95902794e-04 -3.46109050e-03  7.77494984e-04  5.13902275e-04
 -3.10057929e-03  2.22201898e-03 -5.48390884e-03 -3.57596189e-04
  1.58284752e-05  1.10796985e-03  2.94166604e-03  3.31604384e-03]"
ACN,"[-1.48377961e-01 -9.04536765e-02 -3.47092555e-02 -2.83415400e-02
 -4.54471411e-02  7.89287084e-02  2.09962636e-02  6.25522825e-02
 -2.62653974e-01  7.51090375e-02  4.96514356e-02 -1.19466572e-01
 -3.54397080e-03 -5.20473734e-02  2.86193136e-02  1.43622662e-01
  5.70180702e-02  9.55002455e-02  2.14385138e-02  2.13166324e-02
  1.96982176e-01  4.23786913e-02  1.47397383e-01  1.76304082e-01
  1.97284007e-03  2.42000920e-01  1.39542519e-01  6.63324172e-02
  9.30105674e-02  9.57324140e-03  1.57747250e-01 -6.49275532e-04
 -2.30908709e-01 -1.07331268e+00 -5.21623546e-01 -1.06659076e+00
 -1.43647673e+00 -6.25766081e-01 -1.68829367e+00 -2.15781175e-01
 -1.37123574e+00 -2.63490669e-01 -1.44028169e+00  1.02818776e-01
 -9.77171826e-01 -1.60853405e-01 -5.92798890e-01 -4.00380990e-01
 -5.54167303e-01  1.30884598e-01 -5.82191036e-01  7.27127235e-01
  1.14499233e+00  0.00000000e+00]",-0.4906593396785584,1.4715058252067963,[-0.0005156   0.00092064 -0.00058638  0.00011335 -0.00016118 -0.00012792],-4.785885028127103,0.008346733384270914,0.7706813778744929,-0.03591798933301002,"[-0.1205418  -0.09847211 -0.06601866 -0.02161695  0.01656705  0.05683465
  0.08947687  0.13999626  0.17104651  0.18219727  0.18138718  0.11896232
  0.00513414 -0.16307856 -0.32538617 -0.31854736 -0.22549012 -0.20629994
 -0.14179144  0.06383255  0.73265598  1.33756649  1.67671589  0.52512178
  0.00907893]","[ 2.98577849e-04  7.03692016e-04  9.42860723e-04  5.71080164e-04
 -3.51092202e-05 -4.76914287e-04]","[ 0.01083518 -0.00524276 -0.00515897  0.00196858 -0.00325689 -0.00205773
  0.00138192 -0.00489454 -0.00053239 -0.00320766  0.00139902 -0.00169736
 -0.00128178 -0.00052326 -0.00229631 -0.00259983  0.00265454 -0.00039338
  0.00530821  0.00122386]",0.08635386609773996,"[ 0.01083518 -0.00524276 -0.00515897  0.00196858 -0.00325689 -0.00205773
  0.00138192 -0.00489454 -0.00053239 -0.00320766  0.00139902 -0.00169736
 -0.00128178 -0.00052326 -0.00229631 -0.00259983  0.00265454 -0.00039338
  0.00530821  0.00122386]"
ADBE,"[-1.55972460e-01 -6.61437149e-02 -1.44915236e-02  7.23810973e-02
  1.68806200e-01  1.56617058e-01 -4.87254111e-02 -4.73481008e-02
  1.73458724e-02  1.57354059e-02  9.30625825e-02  3.66399887e-02
  8.87262703e-02 -1.57762120e-01 -5.39543558e-02  1.34293986e-03
  5.00231115e-02 -2.48436778e-03 -1.21557863e-01 -1.38697170e-01
  5.32251618e-02 -1.05748728e-01  1.31895938e-01 -6.25151141e-02
  9.98949873e-02 -5.35670301e-03  5.15133619e-02  1.08045973e-01
  1.04821966e-01  6.37045832e-02 -1.43242357e-01  1.30577408e-01
 -9.67732805e-02  4.30512146e-02  1.17739302e-01 -6.51528909e-01
  2.38097366e-01 -9.92203653e-01 -5.19160542e-01 -2.74275910e-01
 -8.07368550e-01 -3.63974241e-02 -6.11251481e-01 -4.60798685e-01
  2.41163183e-01 -1.06896114e+00 -2.36135883e-01 -6.08138907e-01
 -3.92126496e-01 -2.16208354e-01  4.49424725e-01 -1.71138799e+00
  1.47849982e+00  0.00000000e+00]",0.1872528678619524,0.8005621097917135,"[ 2.46860405e-04  7.94159105e-04 -8.28021043e-05 -2.10239300e-04
  1.38092707e-04 -9.17861413e-05]",-5.797060856416896,0.003036466253163429,0.7705139196172612,-0.035679207287988374,"[-1.20071458e-01 -9.61120248e-02 -6.06520542e-02 -1.96434285e-02
  1.47078441e-02  5.37197681e-02  9.95715444e-02  1.38055976e-01
  1.73751469e-01  1.89743229e-01  1.84919943e-01  1.14163786e-01
  1.53103455e-04 -1.73074485e-01 -3.28729229e-01 -3.28729868e-01
 -2.38586956e-01 -2.25200392e-01 -1.58183315e-01  4.43174592e-02
  7.28778915e-01  1.28682551e+00  1.70030021e+00  4.91900062e-01
  5.13293730e-03]","[ 4.67333653e-04  6.87033006e-04  1.12238667e-03 -1.86937001e-04
  1.97743073e-04 -7.35751818e-06]","[ 1.42416745e-02 -3.59046842e-03 -3.90246544e-03  6.66306733e-03
 -4.43569677e-03  1.01530644e-03  1.13113666e-03 -3.62504501e-03
  2.92253529e-04 -1.29288714e-03  4.64691208e-05  1.99302921e-03
 -3.76939430e-03  5.13441373e-04 -2.73478678e-03 -1.74698271e-03
  2.02293748e-03  2.43733352e-03 -2.30324330e-03  2.48598671e-03]",0.08629592905402916,"[ 1.42416745e-02 -3.59046842e-03 -3.90246544e-03  6.66306733e-03
 -4.43569677e-03  1.01530644e-03  1.13113666e-03 -3.62504501e-03
  2.92253529e-04 -1.29288714e-03  4.64691208e-05  1.99302921e-03
 -3.76939430e-03  5.13441373e-04 -2.73478678e-03 -1.74698271e-03
  2.02293748e-03  2.43733352e-03 -2.30324330e-03  2.48598671e-03]"
ADI,"[-0.26186266 -0.08259476 -0.03339244  0.08726089  0.00376804  0.06039949
  0.18573908 -0.01057439 -0.33807722  0.01778352  0.10541204  0.05261764
  0.13248815 -0.18649954  0.04996846  0.02566308  0.02112138  0.15932398
 -0.15625307 -0.02690882  0.09605777 -0.02186271  0.07221936  0.10412644
  0.11479093  0.12734939  0.03132954  0.1803837   0.19087924  0.02453687
  0.02440901  0.02847295 -0.23966667 -1.5185715  -1.01625522 -1.35171682
 -2.30187568 -0.3102967  -2.69341208  0.56444329 -1.53987094 -0.20936951
 -0.94049052 -0.77477473 -0.48640449 -1.0581378  -0.89453253 -0.59642105
 -0.56120128 -0.20625294  0.3660951  -0.75928059  2.12203368  0.        ]",-0.7886681588194249,1.767295858407332,"[ 4.22429157e-05  1.54360640e-03 -4.52460937e-04  4.31831017e-04
 -1.05478899e-04  1.51137398e-04]",-5.446817852629701,0.0043099979408410104,0.7681790471215753,-0.035804407668209325,"[-0.12048094 -0.09574565 -0.06481308 -0.02219182  0.02142401  0.05437494
  0.08671659  0.13751321  0.17314045  0.1900676   0.18923629  0.11078456
  0.00754601 -0.1708274  -0.32807908 -0.31346076 -0.24102649 -0.2105799
 -0.15608407  0.05301308  0.72413304  1.3217001   1.70056204  0.50944839
  0.00338015]","[ 6.39295070e-04  9.67339716e-04  9.49533098e-04  2.19903943e-04
 -4.30554717e-05 -4.77131892e-04]","[ 0.009425   -0.00654234 -0.00590951 -0.00053817 -0.00228551 -0.0048097
  0.00352168 -0.00525688 -0.0004923  -0.00165962 -0.00122067 -0.00014131
 -0.00362521 -0.00155232 -0.00273859 -0.00234483  0.00153462  0.00274154
  0.00091407  0.00389776]",0.08614776239437094,"[ 0.009425   -0.00654234 -0.00590951 -0.00053817 -0.00228551 -0.0048097
  0.00352168 -0.00525688 -0.0004923  -0.00165962 -0.00122067 -0.00014131
 -0.00362521 -0.00155232 -0.00273859 -0.00234483  0.00153462  0.00274154
  0.00091407  0.00389776]"
ADM,"[-2.22470987e-01 -8.88218255e-02  8.24710154e-02  7.02786914e-02
 -1.87699267e-01 -1.85607383e-01  5.07111170e-01  1.16019359e-01
 -6.17534416e-01  2.74170195e-02  5.43397874e-02  2.75290018e-01
  1.64009626e-01 -7.22227193e-03  3.88182078e-01  9.75085867e-02
 -3.06914663e-03  2.34845895e-01 -1.18599944e-01  2.84516829e-01
 -2.10192222e-01  1.01850128e-01 -9.99755584e-02  1.57608401e-01
 -6.65630125e-02  1.27270177e-01 -2.63696837e-02  4.06759838e-02
  3.17616268e-01 -1.78542420e-01  6.31794660e-02  5.15476561e-02
 -3.82158255e-01 -2.81452074e+00 -2.47138441e+00 -5.69179067e-01
 -5.10024096e+00  2.03506317e+00 -3.29777586e+00  9.72453891e-01
  2.41207965e-01 -1.51648597e+00  3.14806513e-01 -1.46259079e+00
 -8.42721856e-01 -4.35188459e-01 -1.92168159e-01 -1.38871369e+00
  1.19872709e+00 -1.85437103e+00  4.63279515e-01  1.35473583e+00
  2.44419961e+00  0.00000000e+00]",-1.6771127743397514,2.64971158428667,"[-2.16214032e-04 -1.70602506e-04 -1.47335030e-04  1.76274826e-04
 -1.82423586e-04 -8.01122147e-05]",-6.388950153213403,0.0016800190384618665,0.7690476311649858,-0.03587784481773388,"[-1.17898598e-01 -9.62383827e-02 -6.95784888e-02 -2.88224682e-02
  3.06602448e-02  5.80666057e-02  7.61512681e-02  1.37282473e-01
  1.70084273e-01  2.00405605e-01  1.92151890e-01  1.19607427e-01
  3.07414621e-02 -1.66268807e-01 -3.26862858e-01 -3.07321465e-01
 -2.36616004e-01 -1.73953451e-01 -1.97806443e-01  6.38157167e-02
  7.07190215e-01  1.33667833e+00  1.67092144e+00  5.09027762e-01
 -1.04871731e-03]","[ 2.76893817e-04  1.26595808e-03  2.93959100e-04  2.60673572e-04
  1.86924243e-05 -1.03024360e-03]","[ 0.00548549 -0.0104026  -0.00360675 -0.00856029  0.00429003 -0.00652361
  0.00487983 -0.00016342 -0.0041152   0.0020956  -0.00333775 -0.00113318
 -0.00245543  0.00030501 -0.0050164   0.00228921 -0.00301699  0.00344402
  0.0080307   0.00402847]",0.08529428462593347,"[ 0.00548549 -0.0104026  -0.00360675 -0.00856029  0.00429003 -0.00652361
  0.00487983 -0.00016342 -0.0041152   0.0020956  -0.00333775 -0.00113318
 -0.00245543  0.00030501 -0.0050164   0.00228921 -0.00301699  0.00344402
  0.0080307   0.00402847]"
