,priors,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,"fs_1 - beta(p=365.25,n=10)"
A,"[-0.10381602  0.04494327 -0.04187334 -0.06429387 -0.43705861 -0.10888754
  0.29363014  0.31296287  0.13159213  0.30795862 -0.24924023 -0.35471283
 -0.31942486  0.11969446 -0.21285782  0.0680061  -0.12008606 -0.14237589
  0.08862545  0.07890781 -0.33455802  0.03036467  0.14129096  0.11804088
 -0.19772324 -0.0914951  -0.09595212  0.53000741 -0.39986198  0.32641812
  0.11585456 -0.12850407  0.18489339 -0.8399232   0.42989185 -1.93746755
  1.04609931 -2.69164225  2.29571646 -3.08276723  2.54370751 -2.03470879
  1.50703122 -0.8262269   0.13075786  0.68511298 -0.99992451  1.20457721
 -0.90615313  0.66769631  0.51896613 -1.60691919  2.74766478  0.        ]",-0.3457889323659814,1.2977654885508867,[-0.0024145   0.00245655 -0.00099799 -0.00105607  0.00064238  0.00029144],-4.49534781236528,0.011160798076381555,0.718602275860589,-0.031997944188465015,"[-0.10809345 -0.08641699 -0.06443452 -0.01883667  0.02954129  0.07041065
  0.10385452  0.15140779  0.15950019  0.16923809  0.15785589  0.12135359
 -0.02425619 -0.18423002 -0.34051694 -0.33365244 -0.2258984  -0.18410076
 -0.20135034  0.09569656  0.77941177  1.33745668  1.56691364  0.25314824
 -0.00640203]",[ 0.00080032 -0.00143272  0.00014381 -0.00116449 -0.00022554  0.00042799],"[ 0.01003376 -0.00614087 -0.01012467  0.00613029 -0.01198934  0.00681141
 -0.00905798  0.00700336 -0.00818364  0.00283792 -0.0022011   0.0023728
  0.000838   -0.00023135  0.0013059  -0.00161145  0.00219205  0.00223173
 -0.00190372  0.00793659]",0.08532522993493266,"[ 0.01003376 -0.00614087 -0.01012467  0.00613029 -0.01198934  0.00681141
 -0.00905798  0.00700336 -0.00818364  0.00283792 -0.0022011   0.0023728
  0.000838   -0.00023135  0.0013059  -0.00161145  0.00219205  0.00223173
 -0.00190372  0.00793659]"
AAL,"[-0.40337933  0.20110601 -0.01133627  0.08192902 -0.2784199   0.20527304
  0.2527027  -0.16214595  0.18503315 -0.03013758  0.10778335 -0.19798722
  0.10652194  0.15325147 -0.1456631  -0.11501303 -0.07457267 -0.12704795
  0.16284002 -0.1484647   0.02537434 -0.10883889  0.19867816  0.39856166
 -0.14645818 -0.2589288   0.2433608   0.11045303 -0.22129636  0.10987735
  0.16430802  0.0820409   0.02101318 -2.13685225  0.20221595 -2.5693469
 -0.47888191 -2.50619643 -0.0810613  -1.52155436  0.31979098 -0.25481475
  0.85251406  0.41463151  1.07959297  0.3688563   0.52304331 -0.00886022
 -0.53095609 -0.14741913 -1.40598066 -0.2057147  -1.09242567  0.        ]",-0.7038150233693528,1.6566245800626143,[-0.00167497  0.00153521 -0.00065987 -0.00032473  0.00033593  0.00046284],-4.482015540416554,0.011310593207385002,0.7122636313988359,-0.030663451933367714,"[-0.10746331 -0.08319681 -0.06024938 -0.00991616  0.028419    0.05547676
  0.10710776  0.13841868  0.17286247  0.17658009  0.17979675  0.12421888
 -0.01628178 -0.19711499 -0.33730072 -0.33239578 -0.21632577 -0.21336709
 -0.15531938  0.07773048  0.78933767  1.40204378  1.58362508  0.23631297
  0.0156462 ]","[-3.16070198e-04 -9.79860361e-04 -6.36024535e-04 -9.38093899e-04
  3.42011046e-04 -8.73783905e-05]","[ 6.21038777e-03 -6.61302776e-03 -1.17636880e-02  1.78593561e-03
 -1.20642389e-02  9.81458445e-05 -4.45874379e-03  2.39268936e-04
 -2.71280315e-03  1.12636219e-03  1.36697939e-03  5.18100981e-03
  7.29445406e-04  4.24511596e-03 -1.78505591e-03 -1.03410965e-03
  6.11704700e-04 -3.12036504e-03  1.42244948e-03 -2.44066755e-03]",0.08553837734818918,"[ 6.21038777e-03 -6.61302776e-03 -1.17636880e-02  1.78593561e-03
 -1.20642389e-02  9.81458445e-05 -4.45874379e-03  2.39268936e-04
 -2.71280315e-03  1.12636219e-03  1.36697939e-03  5.18100981e-03
  7.29445406e-04  4.24511596e-03 -1.78505591e-03 -1.03410965e-03
  6.11704700e-04 -3.12036504e-03  1.42244948e-03 -2.44066755e-03]"
AAP,"[-0.21307     0.17224481 -0.01025975  0.10198195  0.15294742  0.36117496
  0.11107759 -0.18628109  0.23021057 -0.0820142   0.1490372  -0.03319917
  0.15840643  0.13946615 -0.09416164 -0.22323008  0.10001429 -0.03982334
  0.05050996 -0.16690223  0.08096882 -0.14348569  0.24615558  0.2914268
  0.15818055  0.01517034  0.136478   -0.12565037  0.08094457  0.04153577
 -0.09768427  0.11057312 -0.06244138 -1.81447138 -0.03705729 -1.67193776
 -1.48219758 -1.07304368 -1.96528232  0.2075065  -1.65284303  1.11755928
 -0.60563794  0.98446566  0.3181452   0.14685292  0.46053985 -0.75987951
 -0.06735591 -0.9001451  -0.52293213 -0.43091769  0.03599984  0.        ]",-0.662246977055674,1.5795989386779865,"[-4.59939232e-03  1.63641657e-03 -1.45883513e-03 -2.04379447e-03
  7.91097789e-04 -1.77817458e-05]",-4.61017708470414,0.009950056149078011,0.7162905037819454,-0.030862188384814866,"[-0.10745796 -0.08264677 -0.04976961 -0.00590294  0.0245415   0.05511548
  0.10891468  0.13528083  0.17553724  0.18438003  0.18267363  0.12362546
 -0.01281761 -0.20437235 -0.32225927 -0.32474822 -0.22572846 -0.21935382
 -0.1446256   0.07166283  0.79711599  1.37407887  1.66588492  0.27364489
  0.00796468]",[-0.00096243 -0.00022811 -0.00082035 -0.0015877   0.00040305 -0.00031676],"[ 0.00724697 -0.00728253 -0.00938333 -0.0012077  -0.00808669 -0.0051907
  0.00044651 -0.00617565  0.00176798 -0.00262796  0.00302147  0.00323788
  0.00023773  0.00402079 -0.00287087  0.00049472 -0.00084468 -0.00050807
  0.00059259  0.0006006 ]",0.0858140475226807,"[ 0.00724697 -0.00728253 -0.00938333 -0.0012077  -0.00808669 -0.0051907
  0.00044651 -0.00617565  0.00176798 -0.00262796  0.00302147  0.00323788
  0.00023773  0.00402079 -0.00287087  0.00049472 -0.00084468 -0.00050807
  0.00059259  0.0006006 ]"
AAPL,"[-5.86875030e-01  3.13183327e-01  3.07567847e-02 -1.34006894e-01
 -2.18271768e-01  4.14380090e-01  3.35024038e-01 -8.97374170e-04
  3.53404742e-01 -2.29865803e-02  6.04319197e-02 -3.52008022e-01
  3.15562324e-02  1.96302717e-01 -1.50809566e-01 -1.91417864e-01
  1.35972929e-01 -2.04146360e-01  1.26174368e-02 -2.66720909e-01
 -4.87014204e-02 -3.04462108e-01  5.14892698e-01  6.16461201e-01
  5.49933712e-02 -2.68395401e-02  2.49226768e-01  1.75282583e-01
 -3.12283811e-01  3.77547572e-01  2.27013556e-02  1.47191806e-01
  1.84204780e-01 -3.40436782e+00  2.21959617e-01 -4.54594442e+00
 -1.72346313e+00 -4.77438949e+00 -1.63812685e+00 -3.16292396e+00
 -1.53839483e+00 -9.73258243e-01 -9.13048776e-01  7.59473466e-01
 -3.42208432e-01  1.40194043e+00 -2.39529159e-01  9.38193846e-01
 -4.62901597e-01  1.52759655e-01 -5.96840785e-01 -1.25042346e+00
  1.54702816e-02  0.00000000e+00]",-1.3101115692133536,2.2551124461629604,[-0.00148239 -0.00013293  0.00016635 -0.00098627  0.00070875  0.00049334],-4.826470356295558,0.008014760648623815,0.7083809329716699,-0.029694512133818456,"[-0.1065857  -0.08839124 -0.05838829 -0.00398197  0.03016774  0.06046216
  0.11367582  0.13988064  0.1703092   0.17047823  0.17542095  0.1259625
 -0.01907402 -0.20418788 -0.31938392 -0.33819855 -0.229833   -0.22673024
 -0.16482932  0.04642777  0.85481824  1.45394262  1.62421176  0.26783445
  0.01948976]",[-0.00027454 -0.00120279  0.00010469 -0.00138877  0.00051868  0.00035104],"[ 0.0024903  -0.00644948 -0.01693953 -0.0018444  -0.01900677 -0.00374901
 -0.00872399 -0.00452594 -0.0048581  -0.00364924  0.00168468  0.00158094
  0.00292579  0.00209144  0.00126151 -0.00122725  0.00169363 -0.00045625
 -0.00162402  0.00082035]",0.08586885748179125,"[ 0.0024903  -0.00644948 -0.01693953 -0.0018444  -0.01900677 -0.00374901
 -0.00872399 -0.00452594 -0.0048581  -0.00364924  0.00168468  0.00158094
  0.00292579  0.00209144  0.00126151 -0.00122725  0.00169363 -0.00045625
 -0.00162402  0.00082035]"
ABBV,"[-0.06818519  0.29996092 -0.01535117 -0.14086017  0.02518309  0.14413487
  0.15346564 -0.05750995  0.24453299  0.07728749 -0.07159881 -0.03025881
  0.05652519  0.29583805 -0.08378655  0.00615945  0.29798325  0.19793145
  0.07393933 -0.03421286  0.25137408 -0.19197035  0.28391855  0.19880461
  0.22734054  0.09223187 -0.16019308  0.21688245  0.04011976  0.19220264
  0.1493757   0.15431398  0.04601922 -1.45938782  0.18171343 -1.36747566
 -0.87170389 -1.21328994 -0.98581755 -0.01683264 -0.7751941   1.22616812
 -0.18983064  1.84862461  0.31606386  1.67958195  0.59806139  0.36946414
  0.49735016 -0.94948419  0.42606443 -2.88232505  0.31318549  0.        ]",-0.5038787448240327,1.4420690727713543,[-0.00265635  0.00355357 -0.00083999 -0.00090259  0.00109062  0.0012116 ],-4.112298652505214,0.016370102068805008,0.7193562106502078,-0.029632403800926084,"[-0.10764616 -0.08842089 -0.05270933 -0.01189269  0.02527565  0.05852251
  0.10917532  0.1413349   0.16663134  0.18449615  0.17679454  0.13140962
 -0.01370244 -0.18817696 -0.30736446 -0.30257641 -0.22434225 -0.20318832
 -0.12076448  0.0653582   0.79892621  1.34868428  1.67896101  0.28319438
 -0.00967841]","[ 2.47943620e-07 -3.19761906e-04 -3.31734376e-04 -1.04687549e-03
  5.34834010e-04 -1.07234288e-04]","[ 0.00830101 -0.00663966 -0.00853942  0.00062271 -0.00827769 -0.00235267
 -0.00031743 -0.00361958  0.0019277  -0.0015757   0.00558293  0.00315869
  0.0045854   0.00428641  0.00022174  0.00205835 -0.00170645  0.00207289
 -0.00582644  0.00158462]",0.08610415261497657,"[ 0.00830101 -0.00663966 -0.00853942  0.00062271 -0.00827769 -0.00235267
 -0.00031743 -0.00361958  0.0019277  -0.0015757   0.00558293  0.00315869
  0.0045854   0.00428641  0.00022174  0.00205835 -0.00170645  0.00207289
 -0.00582644  0.00158462]"
ABT,"[-0.4943689   0.40906153  0.03024399 -0.17064129 -0.52608703  0.13285756
  0.45968289  0.01859244  0.32789416  0.1525124  -0.01745253 -0.34077715
 -0.04311527  0.35361629 -0.13223443 -0.03423979  0.04195135 -0.08352117
  0.16680462 -0.13160869  0.0206265  -0.23239942  0.390833    0.52310727
 -0.12958243 -0.22270237  0.13607308  0.46286505 -0.43953849  0.43483234
  0.38489424  0.13356968  0.16496339 -2.88981945  0.37073077 -4.02910189
 -0.52211539 -4.62732437  0.2900964  -3.39154146  0.67902027 -1.33445144
  0.97843282  0.61785473  1.04439854  1.68174235  0.77357524  1.32262884
  0.19583155  0.2205975  -0.34821569 -2.22230049 -0.75330398  0.        ]",-1.0470054566247802,2.0040212980889582,"[-3.87567931e-03  1.80308142e-03 -1.41787726e-03 -1.45191391e-03
  5.42719764e-04  2.24780250e-05]",-4.728686897100423,0.008838068717247584,0.7103383271182578,-0.02877706782575293,"[-0.1066538  -0.08931241 -0.06591254 -0.01167011  0.03367077  0.06051682
  0.11231242  0.14641054  0.16675649  0.17089232  0.17131374  0.13431094
 -0.01770987 -0.1925595  -0.32812923 -0.32720236 -0.21626525 -0.20902653
 -0.15512422  0.05962918  0.82766526  1.43066624  1.57270937  0.2423854
  0.01213445]",[ 0.00059182 -0.00152705  0.00028729 -0.00048326  0.00050024  0.0002677 ],"[ 3.94546753e-03 -6.02341915e-03 -1.55567377e-02  1.70720928e-03
 -1.82754561e-02  1.50062720e-03 -9.60767375e-03  1.98366535e-03
 -6.23693623e-03  1.31852023e-03  1.63139586e-03  5.14725287e-03
  4.06419519e-03  4.88844592e-03  1.53868629e-03  5.43440199e-04
  1.15603673e-03 -1.82124103e-05 -4.04148171e-03 -1.12251501e-03]",0.08583466835865833,"[ 3.94546753e-03 -6.02341915e-03 -1.55567377e-02  1.70720928e-03
 -1.82754561e-02  1.50062720e-03 -9.60767375e-03  1.98366535e-03
 -6.23693623e-03  1.31852023e-03  1.63139586e-03  5.14725287e-03
  4.06419519e-03  4.88844592e-03  1.53868629e-03  5.43440199e-04
  1.15603673e-03 -1.82124103e-05 -4.04148171e-03 -1.12251501e-03]"
ACN,"[-1.94424863e-01  3.34860602e-02 -1.16008902e-01 -2.08126080e-01
 -1.38436397e-02  2.44414159e-01  8.94378298e-02  5.26682593e-02
  2.22814063e-01 -9.84585303e-02 -8.92350333e-02 -1.31988024e-01
 -5.37122105e-02  1.24780254e-01 -1.14524442e-01 -3.42938545e-02
  1.77419434e-01 -7.11201572e-02 -1.03745055e-01 -2.67757793e-02
  1.83897076e-02 -1.85488932e-01  2.90281131e-01  1.68130900e-01
  9.46854014e-02  6.81743628e-02  1.06556484e-03  2.03462939e-01
 -1.26613767e-01  1.72147761e-01 -1.26121366e-01 -3.88585683e-02
  2.68473971e-01 -1.53555206e+00  2.86782236e-01 -2.05508059e+00
 -4.99523176e-01 -2.34947731e+00 -4.23381632e-01 -1.93106489e+00
 -7.80656343e-01 -6.80978159e-01 -1.14384431e+00  2.57861014e-01
 -1.34961264e+00  7.76382215e-01 -1.44022251e+00  2.29165819e-01
 -1.18270287e+00 -5.43180058e-01 -3.00003016e-01 -1.88615265e+00
  9.45170601e-01  0.00000000e+00]",-0.5456225972570774,1.5036798952958719,[-0.00398328  0.001879   -0.00122946 -0.00166081  0.00079464  0.00025677],-4.321392871412619,0.013281371410369053,0.7166850276353997,-0.032135813606014384,"[-1.09655298e-01 -8.98451133e-02 -5.38230301e-02 -9.02889537e-03
  2.34452104e-02  6.24665219e-02  1.08312500e-01  1.36103599e-01
  1.65907899e-01  1.79301879e-01  1.71272184e-01  1.21816424e-01
 -1.67162497e-02 -1.90458025e-01 -3.17604368e-01 -3.25972946e-01
 -2.41912738e-01 -2.01248217e-01 -1.53841882e-01  6.22406272e-02
  8.07385276e-01  1.34674511e+00  1.65031828e+00  2.76697619e-01
  5.00241003e-04]","[-1.29847684e-04 -7.05159968e-04 -3.70294895e-04 -1.70880421e-03
  5.58827759e-05  5.79628061e-04]","[ 0.00809872 -0.00647984 -0.01038936  0.00167298 -0.01141787 -0.0006668
 -0.00556427 -0.00305795 -0.00365877 -0.00413711  0.00055111 -0.00143729
  0.00099015 -0.00142019 -0.00021157 -0.00238823 -0.00026067  0.0001855
 -0.00315675  0.00303007]",0.08579236901999102,"[ 0.00809872 -0.00647984 -0.01038936  0.00167298 -0.01141787 -0.0006668
 -0.00556427 -0.00305795 -0.00365877 -0.00413711  0.00055111 -0.00143729
  0.00099015 -0.00142019 -0.00021157 -0.00238823 -0.00026067  0.0001855
 -0.00315675  0.00303007]"
ADBE,"[-1.24149769e-01  1.59447044e-01 -1.17674922e-01 -1.53252418e-01
 -3.32447001e-01 -3.85549244e-02  1.91627395e-01  4.58581639e-04
  1.47813450e-01  8.83752522e-02 -2.04039177e-01 -1.65045678e-01
 -5.44228118e-02  2.62077491e-01 -2.04946702e-01  1.70552628e-01
  1.04402237e-01  1.08617671e-01  1.55724114e-01  8.41362144e-02
  1.66655889e-01 -8.77199147e-02  1.57049420e-01  1.42175431e-01
 -8.56617067e-02 -1.54336130e-01 -1.34875284e-01  4.81365380e-01
 -2.20124488e-01  1.62594193e-01  2.78651478e-01  1.64246228e-02
  2.10409039e-01 -1.24475852e+00  4.91299820e-01 -1.59366899e+00
  7.31858113e-01 -1.90393586e+00  1.63581454e+00 -1.50713687e+00
  1.78364585e+00 -1.19084014e-01  1.30692295e+00  9.28226586e-01
  4.97550344e-01  1.50769787e+00 -4.44992669e-01  7.37626510e-01
 -1.03531120e+00 -4.48013905e-01 -6.98770229e-01 -2.99030558e+00
  1.60527376e-01  0.00000000e+00]",-0.43749177069237094,1.406049972496001,[-0.00192743  0.00231209 -0.00065697 -0.00120234  0.00082646  0.00037238],-4.680798281975106,0.009271609573290256,0.7181720215990299,-0.030948704376405952,"[-0.10975775 -0.08865448 -0.06162404 -0.01671811  0.02645231  0.06026994
  0.10517151  0.14274893  0.16104119  0.17750521  0.17110773  0.12919106
 -0.02161304 -0.17574125 -0.32419811 -0.31062191 -0.21841613 -0.18651603
 -0.13522995  0.0814568   0.77633881  1.33782701  1.60153413  0.24729448
 -0.00869974]",[ 0.00073415 -0.00095355 -0.00035344 -0.00071121  0.00019624  0.00036187],"[ 0.00890052 -0.00587028 -0.0091733   0.00532026 -0.00987362  0.00487204
 -0.00463048  0.00433112 -0.00244916  0.00229578  0.00304592  0.00342032
  0.00381401  0.00143068  0.00040404 -0.00201893 -0.00096255 -0.00127142
 -0.0057747   0.00114747]",0.08563457845386886,"[ 0.00890052 -0.00587028 -0.0091733   0.00532026 -0.00987362  0.00487204
 -0.00463048  0.00433112 -0.00244916  0.00229578  0.00304592  0.00342032
  0.00381401  0.00143068  0.00040404 -0.00201893 -0.00096255 -0.00127142
 -0.0057747   0.00114747]"
ADI,"[-0.36559166  0.24161684 -0.04702101 -0.14251793 -0.11217087  0.36999252
  0.31252297  0.02649899  0.40113476  0.01002131  0.0142689  -0.22408095
 -0.03972851  0.27599467 -0.12879797 -0.19707668  0.14521328 -0.13905052
 -0.02183457 -0.13935325 -0.05906428 -0.25596296  0.45473278  0.40372842
  0.09940714  0.00966427  0.108188    0.24581313 -0.21081798  0.34146152
 -0.03202579  0.03786462  0.17731602 -2.66488802  0.23617732 -3.53614103
 -1.22142243 -3.78488833 -1.16298132 -2.62536116 -1.1006907  -0.81290321
 -0.7937441   0.40183998 -0.41222147  0.88133473 -0.30343037  0.19319573
 -0.30855827 -0.64466606  0.05891357 -2.01203905  1.0304734   0.        ]",-0.9842134356348147,1.9279361465497948,[-0.00331921  0.00197898 -0.00099543 -0.00098755  0.00069236  0.00066278],-4.5957743506521975,0.01009440114768824,0.7130632040183503,-0.03027627058297807,"[-0.10824844 -0.08850635 -0.05596431 -0.00530255  0.0297819   0.06150891
  0.11507945  0.14051942  0.16901342  0.17635096  0.17182626  0.13006737
 -0.01757914 -0.20318661 -0.31891016 -0.33219953 -0.23314868 -0.21339948
 -0.16293826  0.0538667   0.84375246  1.40222439  1.6373188   0.2729752
  0.00923127]","[-5.39652013e-05 -9.47112857e-04  5.74095045e-05 -1.50681134e-03
  2.58380216e-04  3.44522400e-04]","[ 0.00470023 -0.00645503 -0.01426678 -0.00043052 -0.0159363  -0.00255153
 -0.00734931 -0.00357602 -0.0043017  -0.00330083  0.00084678  0.00127105
  0.00146384  0.00185642 -0.00067701 -0.00050497 -0.00043593  0.00131613
 -0.0036993   0.00369436]",0.08594843294902771,"[ 0.00470023 -0.00645503 -0.01426678 -0.00043052 -0.0159363  -0.00255153
 -0.00734931 -0.00357602 -0.0043017  -0.00330083  0.00084678  0.00127105
  0.00146384  0.00185642 -0.00067701 -0.00050497 -0.00043593  0.00131613
 -0.0036993   0.00369436]"
ADM,"[-0.17023101  0.20715323  0.00418104  0.21870692  0.09434073  0.3567651
  0.26753264 -0.12454209  0.34382477  0.0602756   0.18354493 -0.04409416
  0.06953664  0.22102112 -0.0952944  -0.35871432 -0.03034561 -0.11730544
  0.08719654 -0.14734389 -0.12500847 -0.09450571  0.25042427  0.27906916
  0.09331809 -0.05170024  0.14752177 -0.04439225  0.03808175  0.11796051
 -0.09031391  0.02945792 -0.17592546 -1.7546418  -0.09146947 -1.80873607
 -1.26440232 -1.30409344 -1.56512641 -0.17693044 -0.92245703  0.64804447
  0.12152314  0.28269651  1.06112008 -0.54559271  1.16607826 -1.32807462
  0.65627955 -1.26021058  0.28362494 -0.14861921  1.20886907  0.        ]",-0.6644010391111925,1.6072692765329142,[-0.00156203  0.0013085  -0.00059494 -0.00052868  0.00035061  0.0002631 ],-4.671671110747438,0.009356620505937044,0.7171969602607402,-0.030524904331762793,"[-0.1071722  -0.07992143 -0.05128489 -0.00598255  0.02933014  0.05720246
  0.11272718  0.14045848  0.17672248  0.18465448  0.17824258  0.12803793
 -0.01298534 -0.21406561 -0.33175592 -0.3320205  -0.22216423 -0.21632261
 -0.16918569  0.07959183  0.80270008  1.37196545  1.64159087  0.26660406
  0.00843547]",[-0.00074983 -0.00036489 -0.00059296 -0.00157391  0.000198   -0.00056704],"[ 0.0073657  -0.00740646 -0.00974419 -0.00062433 -0.0087353  -0.00410109
 -0.0006728  -0.00392203  0.00021493 -0.00072366  0.00109662  0.00521589
 -0.00166707  0.00599485 -0.004856    0.00238533 -0.0017592   0.00174314
  0.00132596  0.00402727]",0.08578471310495954,"[ 0.0073657  -0.00740646 -0.00974419 -0.00062433 -0.0087353  -0.00410109
 -0.0006728  -0.00392203  0.00021493 -0.00072366  0.00109662  0.00521589
 -0.00166707  0.00599485 -0.004856    0.00238533 -0.0017592   0.00174314
  0.00132596  0.00402727]"
