,priors,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,"fs_1 - beta(p=365.25,n=10)"
A,"[-0.00137481 -0.08597493  0.01736952  0.07862243  0.01887916  0.05336644
  0.06946088  0.00126124 -0.01163563  0.05624647 -0.09063062 -0.05344281
  0.0146138  -0.02776969  0.04356598  0.02204394 -0.11288639 -0.04222673
  0.00601871 -0.031968   -0.05644999  0.08343463  0.08461342 -0.00428022
  0.05315362 -0.01973133  0.1151734  -0.01249003 -0.13796151 -0.09470382
 -0.02874076 -0.02136108 -0.07873661 -0.12086295 -0.1415704   0.10512531
 -0.50945464  0.70514638  0.27562628 -0.22524015  0.66094496 -0.44144044
  0.2153056  -0.71718161 -0.72166641  1.05555268 -0.86787482  0.62709767
  0.9974369  -0.30492634  0.33160956 -0.59087374  0.64224421  0.        ]",0.3671930374570464,0.632098968049962,"[-4.62225001e-05 -8.04884176e-04  3.16045337e-05  8.64472098e-05
 -1.56104865e-04  2.09125522e-05]",-5.834001884252728,0.002926342631636044,0.8125389138471798,-0.039856696869095536,"[-0.1146511  -0.08975554 -0.05988078 -0.02260268  0.01913749  0.05869221
  0.09901878  0.14084813  0.16083403  0.16822505  0.14575869  0.05918436
 -0.07523186 -0.2470431  -0.32961018 -0.25272418 -0.18432632 -0.16663185
 -0.07878918  0.37234148  0.89605982  1.2563286   1.05742113 -0.12636913
  0.00374063]",[ 0.00020979  0.00024583 -0.00019396  0.00016686  0.00059825 -0.00038142],"[ 7.31360655e-03 -4.16834590e-03 -4.16795466e-03  3.63992160e-03
 -3.36459931e-03  3.94613585e-03 -1.07373416e-04  9.82280295e-04
 -1.62253900e-03 -4.28764074e-04  2.72972359e-04  3.46198458e-04
  1.87698744e-03  3.12113639e-04  1.69577460e-03  2.44302942e-03
 -1.01863874e-03  2.79376516e-03  1.29722493e-04 -4.00395003e-05]",0.08566695101656305,"[ 7.31360655e-03 -4.16834590e-03 -4.16795466e-03  3.63992160e-03
 -3.36459931e-03  3.94613585e-03 -1.07373416e-04  9.82280295e-04
 -1.62253900e-03 -4.28764074e-04  2.72972359e-04  3.46198458e-04
  1.87698744e-03  3.12113639e-04  1.69577460e-03  2.44302942e-03
 -1.01863874e-03  2.79376516e-03  1.29722493e-04 -4.00395003e-05]"
AAL,"[-0.01605757 -0.09498974  0.01725661  0.19286868  0.06707512  0.18917666
  0.11135878 -0.01973404 -0.00381768 -0.06726338 -0.08720639 -0.00162831
 -0.05693696 -0.07440688 -0.05734223 -0.07779277 -0.24886242 -0.10055173
 -0.11526566 -0.15735058 -0.06639752  0.08004905  0.05630959 -0.17992264
  0.11285343 -0.19104334  0.199201   -0.11730763 -0.05965124 -0.16411633
 -0.08700393 -0.13747221 -0.01162355 -0.3696989   0.74774505 -1.06380548
 -1.17951625  1.57390422 -0.55730208 -0.08662401  1.0688594  -0.10498389
  0.06156754 -0.86279723  0.23338673 -0.01815698 -1.11995444  0.85264106
  0.25500675  0.16889431  0.12380124  0.17783819  1.48032745  0.        ]",0.935875657897236,0.06158258150916405,[ 0.00014138  0.00012752  0.00019143 -0.00016974  0.00021268  0.00013959],-5.9745383280096105,0.0025426756979867035,0.8122356491155659,-0.03993963851883849,"[-0.11464518 -0.08714803 -0.05869602 -0.01878966  0.02031486  0.05794966
  0.09944208  0.13600378  0.16077884  0.1703673   0.14242645  0.05618451
 -0.0812207  -0.25352202 -0.33964376 -0.25616735 -0.1951563  -0.17991131
 -0.08088678  0.37227936  0.89001234  1.22164859  1.07403333 -0.1445394
  0.00941989]","[-4.23958774e-05  4.53415478e-04 -3.65932619e-04  4.76410122e-05
  2.11270774e-04 -2.47433457e-04]","[ 6.54944800e-03 -1.26393237e-03 -7.73189549e-03  1.68255521e-03
 -1.14607754e-03  1.41930446e-03  1.89808802e-04  2.06264646e-03
 -6.51447085e-04 -8.66856384e-04 -3.29781690e-04  2.73393304e-03
 -9.13714659e-04 -6.44151830e-04  2.08696839e-03  6.58875820e-05
 -1.23945707e-04  2.51890254e-03  1.88889221e-03  2.09843443e-03]",0.08595698951790938,"[ 6.54944800e-03 -1.26393237e-03 -7.73189549e-03  1.68255521e-03
 -1.14607754e-03  1.41930446e-03  1.89808802e-04  2.06264646e-03
 -6.51447085e-04 -8.66856384e-04 -3.29781690e-04  2.73393304e-03
 -9.13714659e-04 -6.44151830e-04  2.08696839e-03  6.58875820e-05
 -1.23945707e-04  2.51890254e-03  1.88889221e-03  2.09843443e-03]"
AAP,"[ 0.08462648  0.01116534  0.11136497  0.00630841 -0.02456777  0.04229693
 -0.0601234  -0.02113975  0.05608292  0.05307844 -0.04268478 -0.06047746
  0.02266951 -0.0646097   0.0024934   0.03840513  0.00678583  0.02159446
 -0.14311989  0.02372101 -0.15990759  0.0943838   0.19378033  0.02384487
  0.07049923  0.04688666  0.09849551  0.12098998 -0.10052336 -0.08701546
  0.06375235 -0.10177912 -0.02138879 -0.23829144  0.10585568  0.10780334
 -0.47080918  0.45511441  0.57739994 -0.33426653 -0.2016207   0.37627375
  0.27194235 -0.69140323 -0.41477383  1.1895903  -0.52052908 -0.46428582
  1.08814348  0.16960004 -0.45041752 -2.07799244  1.12264709  0.        ]",0.47226740457299626,0.5227129108576322,"[-2.29350088e-05 -3.12234842e-04 -7.93932398e-05  1.62752274e-04
 -1.47361107e-04  7.53819364e-05]",-6.621832775855596,0.001330989303745736,0.814315225571188,-0.038978248822045335,"[-0.11273735 -0.09131488 -0.06096392 -0.02316719  0.01531884  0.05868433
  0.10116528  0.14115073  0.16305325  0.16799066  0.14610605  0.05757588
 -0.07832347 -0.24566954 -0.31986767 -0.24842705 -0.19746697 -0.16155409
 -0.09381331  0.37535906  0.91741977  1.26350986  1.05924846 -0.11796779
  0.00321795]",[ 0.0005639   0.00035544 -0.00019918  0.00044036  0.00043766 -0.00023503],"[ 0.00701323 -0.00342224 -0.00417555  0.0038042  -0.00408383  0.00474522
 -0.00040465 -0.00132876  0.00063001 -0.00034271  0.00048928  0.00093263
  0.00230072  0.00124105 -0.00149779  0.00286178  0.00026568  0.00096997
 -0.00381544  0.00108252]",0.085588595033572,"[ 0.00701323 -0.00342224 -0.00417555  0.0038042  -0.00408383  0.00474522
 -0.00040465 -0.00132876  0.00063001 -0.00034271  0.00048928  0.00093263
  0.00230072  0.00124105 -0.00149779  0.00286178  0.00026568  0.00096997
 -0.00381544  0.00108252]"
AAPL,"[-0.00859332 -0.13906945 -0.05618728  0.22787946  0.14734469  0.23211423
  0.1100371  -0.09481678 -0.00991833 -0.03849924 -0.07117666 -0.03713865
 -0.08403443 -0.09389728 -0.03665066 -0.15881799 -0.28726986 -0.1288001
 -0.12014678 -0.19223805 -0.15151318  0.12538035  0.03730033 -0.27096905
  0.13444261 -0.30168182  0.31855956 -0.09542891 -0.14733693 -0.15790444
 -0.12521138 -0.21847676 -0.05058708 -0.50311268  0.75708668 -1.19117857
 -1.45013297  2.11011886 -0.53909695 -0.15896125  1.62664043 -0.60518759
  0.17288188 -1.14128455 -0.38596897  0.63194503 -1.27407917  0.69913431
  0.79797339  0.04943505 -0.30038325  1.08442433  1.98674618  0.        ]",0.9064686231545627,0.08992605549739086,"[-1.64386316e-04  2.24624991e-04  4.03938115e-05 -1.08242583e-04
  1.65392131e-04  2.00146237e-04]",-5.879353916323825,0.002796591523612488,0.8123898192498836,-0.04032840572000747,"[-0.11618007 -0.0864256  -0.05669124 -0.01737341  0.02035291  0.05541435
  0.09932931  0.13712648  0.16111815  0.16834636  0.14107767  0.05512821
 -0.07982639 -0.25914073 -0.34250427 -0.25833479 -0.19560095 -0.18415054
 -0.09396007  0.37849174  0.88710704  1.20370299  1.08037533 -0.15572287
  0.01734486]","[ 6.09552158e-05  2.18546623e-04 -3.26640789e-04 -1.88366615e-05
 -5.12971089e-05 -3.78111531e-04]","[ 6.15222993e-03 -1.18711212e-03 -8.12830678e-03  8.83844354e-04
  3.33533471e-04  1.41213280e-03 -1.04512679e-05  3.65991005e-03
 -1.99941647e-03 -5.85075040e-04 -1.14608723e-03  1.28144229e-03
  7.21876724e-04 -1.14902179e-03  1.75834996e-03  1.57474669e-03
 -3.89863745e-04  1.29211991e-03  4.33042503e-03  3.59679814e-03]",0.08630729564505768,"[ 6.15222993e-03 -1.18711212e-03 -8.12830678e-03  8.83844354e-04
  3.33533471e-04  1.41213280e-03 -1.04512679e-05  3.65991005e-03
 -1.99941647e-03 -5.85075040e-04 -1.14608723e-03  1.28144229e-03
  7.21876724e-04 -1.14902179e-03  1.75834996e-03  1.57474669e-03
 -3.89863745e-04  1.29211991e-03  4.33042503e-03  3.59679814e-03]"
ABBV,"[ 0.03702938 -0.04444962 -0.00490108  0.04005272  0.0806735   0.06155271
  0.04495976 -0.02468269 -0.04588684  0.06434708 -0.10066968 -0.04670111
  0.00670229 -0.03127397  0.00561743 -0.02099253 -0.12546895 -0.04053163
  0.01109992  0.00561303 -0.04440731  0.08237225  0.0478639  -0.03010111
  0.07376176 -0.12486774  0.11583492 -0.04979237 -0.15128443 -0.04251807
 -0.05123807 -0.04966487 -0.05337375 -0.10329993 -0.35948164  0.33997677
 -0.42790746  0.73516466  0.39333911 -0.35672384  0.73960547 -0.56238632
  0.12916629 -0.73165633 -0.69427514  0.79044276 -0.80734149  0.54521708
  0.63362196  0.04476738  0.03504306  0.461505    1.07491447  0.        ]",0.15284272127207418,0.846003593860767,"[-5.15289272e-04 -1.91160731e-04 -2.63796501e-04  6.28591235e-05
 -1.13825820e-04  1.60917434e-04]",-6.406447600934801,0.001650878677601387,0.8133321323238172,-0.039480832278700716,"[-0.11514293 -0.090697   -0.05832472 -0.0223006   0.01838335  0.05805789
  0.09794182  0.1413929   0.16034026  0.16851346  0.14531602  0.05891281
 -0.07774007 -0.24990489 -0.33054649 -0.25311138 -0.18342061 -0.16299962
 -0.07844748  0.37315368  0.88941556  1.25072996  1.06328441 -0.13663801
  0.00434568]","[ 1.16782192e-04  2.00162094e-04 -3.59641311e-05  1.32709499e-04
  5.09621217e-04 -3.07738821e-04]","[ 7.36560481e-03 -4.84363361e-03 -3.46620383e-03  3.85776751e-03
 -3.25874178e-03  4.33432991e-03 -4.56762049e-04  1.26286134e-03
 -1.93139001e-03 -6.37193991e-04  2.28661406e-04  4.23371694e-04
  1.25269978e-03  4.64532751e-04  1.54688253e-03  1.48696917e-03
 -7.99555155e-06  1.98652019e-03  2.87512819e-03  1.09025464e-03]",0.08582022451703931,"[ 7.36560481e-03 -4.84363361e-03 -3.46620383e-03  3.85776751e-03
 -3.25874178e-03  4.33432991e-03 -4.56762049e-04  1.26286134e-03
 -1.93139001e-03 -6.37193991e-04  2.28661406e-04  4.23371694e-04
  1.25269978e-03  4.64532751e-04  1.54688253e-03  1.48696917e-03
 -7.99555155e-06  1.98652019e-03  2.87512819e-03  1.09025464e-03]"
ABT,"[ 1.37752565e-02 -5.52643828e-02  5.29907868e-02  2.77053339e-02
  2.36386298e-02  1.48355796e-02  3.35785286e-03 -8.11956516e-03
 -2.86724810e-02  1.07644876e-01 -6.82432304e-02 -8.27395642e-02
  2.21674749e-02 -1.93555440e-02  2.99827283e-02  4.37143888e-02
 -3.83233663e-02  6.01404471e-04 -2.54862646e-03 -7.33386268e-03
 -7.05126660e-02  1.04098114e-01  5.50172576e-02 -3.10657387e-03
  4.56566526e-02 -2.75242398e-02  1.61038323e-01  2.90050563e-03
 -1.26561336e-01 -6.88902772e-02 -3.09170906e-02 -4.16190938e-02
 -9.05638559e-02 -3.12600559e-02 -3.11573256e-01  2.89802391e-01
 -1.34347636e-01  2.96473119e-01  2.97048272e-01 -9.60694004e-03
  3.07117129e-01 -3.94412496e-01  4.73336362e-01 -7.95149822e-01
 -9.47451656e-01  1.31419583e+00 -7.15723049e-01  2.85238282e-01
  1.13416228e+00 -2.07117526e-01  7.13337635e-02 -5.40770167e-01
  1.01098394e+00  0.00000000e+00]",0.2772906629547994,0.7174930586955124,"[-2.27619516e-04 -7.21503499e-04  1.89828055e-04 -2.10423341e-05
  1.04442813e-05  7.02594246e-05]",-6.402664389938883,0.0016571361291337272,0.8128518305485141,-0.0395815293514693,"[-0.11391685 -0.09088219 -0.0597588  -0.02373334  0.01722649  0.05866783
  0.09844088  0.14300416  0.16186019  0.16690482  0.14606221  0.05979776
 -0.07627605 -0.24551165 -0.32382915 -0.24988781 -0.18496529 -0.1648896
 -0.08100251  0.37555273  0.89048408  1.2560276   1.05589466 -0.1264734
  0.006905  ]",[ 0.00025793  0.00027632 -0.0001181   0.00017381  0.000567   -0.0004212 ],"[ 7.56703531e-03 -4.70271337e-03 -3.59250763e-03  4.69930889e-03
 -4.47771807e-03  3.99840327e-03  4.94285972e-04 -2.52297893e-05
 -1.51503766e-03  2.80917598e-04  1.36330338e-04 -2.62694321e-04
  2.50630651e-03  8.30901665e-04  6.93762791e-04  2.88146916e-03
 -6.72380241e-04  2.15553362e-03  2.88451208e-04  9.43282498e-04]",0.08561398825401512,"[ 7.56703531e-03 -4.70271337e-03 -3.59250763e-03  4.69930889e-03
 -4.47771807e-03  3.99840327e-03  4.94285972e-04 -2.52297893e-05
 -1.51503766e-03  2.80917598e-04  1.36330338e-04 -2.62694321e-04
  2.50630651e-03  8.30901665e-04  6.93762791e-04  2.88146916e-03
 -6.72380241e-04  2.15553362e-03  2.88451208e-04  9.43282498e-04]"
ACN,"[ 0.00224385 -0.0916831  -0.03416281  0.15348927  0.01410664  0.1791025
  0.01685408 -0.01452221  0.08723249 -0.03035572  0.02593692 -0.01884332
 -0.04036958 -0.04102411  0.01117055 -0.05292699 -0.09600727 -0.18727505
 -0.16592375 -0.17450861 -0.18223525  0.05325637  0.13391346 -0.24030013
  0.07127958  0.10358394  0.13668074  0.12972854 -0.03876887 -0.19716544
  0.06736717 -0.09872574  0.01004892 -0.59803197  1.3325752  -1.480218
 -1.43631207  1.51827223 -0.45581111  0.12150232  0.61317923  0.29010291
  0.50862384 -0.98640506  0.03753669  0.79887375 -0.83484889 -0.30026466
  0.99011269 -0.24767237 -0.53055226 -1.97340475 -0.25842114  0.        ]",0.6852585899586695,0.30961930735415505,"[1.02226089e-05 1.79394202e-04 5.79159770e-05 2.25665033e-04
 9.87208981e-06 1.64044191e-04]",-5.740581524237426,0.0032128993531015206,0.812613655434455,-0.03990647904285717,"[-0.11573196 -0.08812597 -0.0599994  -0.01906245  0.01770473  0.05819462
  0.10228476  0.13745323  0.1654802   0.16909627  0.143246    0.05847742
 -0.07755177 -0.25180274 -0.32687363 -0.26431145 -0.19998115 -0.18334264
 -0.09807674  0.36605406  0.90482983  1.21051665  1.06155883 -0.11440489
  0.00540482]",[ 0.00060235  0.00052362 -0.00051443  0.00042442  0.00037456 -0.00019867],"[ 0.00595714  0.00050101 -0.00898935  0.00101046 -0.00130953  0.00164213
  0.00078535  0.00072169  0.00043366  0.00031962 -0.00060275  0.00219739
  0.00109635  0.00011581 -0.00132049  0.00220286 -0.00129405  0.00094349
 -0.00372352 -0.00248944]",0.08546642889126778,"[ 0.00595714  0.00050101 -0.00898935  0.00101046 -0.00130953  0.00164213
  0.00078535  0.00072169  0.00043366  0.00031962 -0.00060275  0.00219739
  0.00109635  0.00011581 -0.00132049  0.00220286 -0.00129405  0.00094349
 -0.00372352 -0.00248944]"
ADBE,"[-0.00348652 -0.11790707 -0.10263563  0.20511584  0.0770996   0.23453881
  0.05631501 -0.06342254  0.06914902 -0.06870505  0.0157805  -0.00930404
 -0.07252122 -0.06033683 -0.00978277 -0.14066183 -0.18607582 -0.22572945
 -0.16996037 -0.22317877 -0.1900595   0.06051882  0.1037971  -0.31912653
  0.09606137 -0.02215399  0.17738383  0.080456   -0.07380646 -0.18989259
  0.01755601 -0.14915699  0.01977309 -0.70434976  1.45428815 -1.72937016
 -1.74902194  2.07208672 -0.62218239 -0.0344279   1.17731974  0.02424124
  0.29690425 -1.02220205  0.10698606  0.55535543 -0.98977264 -0.08222313
  0.8541788  -0.21730319 -0.69940159 -0.76692496  0.08702631  0.        ]",0.7706182880857018,0.22760911870360218,"[ 6.77425503e-05  1.57728337e-04 -1.90885428e-04  1.23591361e-04
 -1.40170038e-04 -7.61148188e-05]",-5.8604752139368514,0.002849889053839009,0.8124952974928032,-0.04013991991152584,"[-0.11715995 -0.08703742 -0.05842462 -0.01733953  0.01887024  0.05643581
  0.10179861  0.13591018  0.16477423  0.16932327  0.14168923  0.05724335
 -0.07865801 -0.25779641 -0.3337182  -0.26689955 -0.2002555  -0.18854735
 -0.10021372  0.36736362  0.89908978  1.19492451  1.06900533 -0.12763877
  0.00821844]",[ 0.00049267  0.00042633 -0.00047573  0.00031733  0.00018586 -0.00018663],"[ 5.63325178e-03  9.33920320e-04 -9.76320868e-03  8.70421907e-05
  1.87535876e-04  1.14714669e-03  3.41559891e-04  2.32400780e-03
 -2.62702100e-04 -2.53391448e-04 -8.20842557e-04  2.44263243e-03
  4.79036023e-04 -4.31058873e-04 -6.44928728e-04  1.75305269e-03
 -1.28520644e-03  4.41360536e-04 -5.77843088e-04 -1.52503126e-03]",0.08580101266948602,"[ 5.63325178e-03  9.33920320e-04 -9.76320868e-03  8.70421907e-05
  1.87535876e-04  1.14714669e-03  3.41559891e-04  2.32400780e-03
 -2.62702100e-04 -2.53391448e-04 -8.20842557e-04  2.44263243e-03
  4.79036023e-04 -4.31058873e-04 -6.44928728e-04  1.75305269e-03
 -1.28520644e-03  4.41360536e-04 -5.77843088e-04 -1.52503126e-03]"
ADI,"[-5.97406427e-02 -9.86090351e-02 -9.94189597e-02  1.08062737e-01
  3.91119723e-03  6.77848558e-02 -6.50818119e-03 -5.80668705e-02
  2.22778402e-02  6.38655364e-03  6.75776208e-02 -4.51795496e-02
 -3.18234543e-02  1.42395426e-02  1.33431386e-02 -7.20656051e-02
 -2.06654022e-02 -1.50059210e-01 -5.97702018e-02 -2.08418393e-01
 -9.37156874e-02  3.70142568e-02  5.29976300e-04 -2.30440742e-01
  3.63108750e-03  1.14316981e-01  1.01775960e-01  1.02960791e-01
 -2.78114756e-02 -8.92474140e-02  1.38940336e-02 -4.40145852e-02
 -2.49081275e-03 -3.69813941e-01  9.06712624e-01 -1.06864725e+00
 -6.55684299e-01  7.50468758e-01 -5.91788206e-01  3.54030143e-01
  4.22516812e-01  6.48107261e-02  4.34960297e-01 -5.27766259e-01
 -1.05568397e-01  6.45495180e-01 -3.95732275e-01 -3.15313222e-01
  9.99003338e-01 -8.44466029e-01 -6.11875621e-01 -4.47044166e-01
 -7.04703134e-01  0.00000000e+00]",0.45099751756272405,0.5525791747744452,[ 0.00024803 -0.00073422  0.00037867 -0.00020397  0.00016343  0.00013922],-5.571241881933968,0.003805751202963294,0.811333398072137,-0.03998094419490853,"[-0.11707065 -0.08927971 -0.06022881 -0.02204108  0.01715203  0.05665777
  0.10015762  0.13870558  0.16713192  0.16789126  0.14347723  0.06176117
 -0.07751332 -0.25325935 -0.32088655 -0.26164154 -0.19043606 -0.18885341
 -0.08653319  0.36338545  0.87790344  1.21144444  1.04709197 -0.11352701
  0.00292897]",[ 0.00051255  0.0005546  -0.00021606  0.00027848  0.00053882 -0.00023135],"[ 0.00660764 -0.00083653 -0.00772919  0.0031832  -0.00337886  0.0013323
  0.00146261  0.00010182 -0.00022362  0.00020538  0.00063367  0.00182412
  0.00060336  0.00153769 -0.00130838  0.00233403 -0.00284372  0.00060481
  0.00049862 -0.00362363]",0.08552055027472519,"[ 0.00660764 -0.00083653 -0.00772919  0.0031832  -0.00337886  0.0013323
  0.00146261  0.00010182 -0.00022362  0.00020538  0.00063367  0.00182412
  0.00060336  0.00153769 -0.00130838  0.00233403 -0.00284372  0.00060481
  0.00049862 -0.00362363]"
ADM,"[-1.72318081e-03 -3.05882825e-02  8.73648002e-02  6.33936562e-02
 -7.03270078e-02  2.71985176e-02 -4.38207901e-02 -2.76654213e-02
  5.01018575e-02  3.00642810e-03  1.12651445e-02 -5.77812801e-02
 -3.49011727e-03 -4.05590282e-02 -1.91557790e-02  2.04238672e-02
  1.96902641e-02  7.02715003e-03 -1.42808119e-01 -1.08462706e-01
 -1.09282246e-01  7.36309430e-02  1.12691918e-01 -4.81429423e-02
  3.03522694e-02  8.69956605e-02  1.10571304e-01  9.08914752e-02
 -1.57408924e-02 -1.01479390e-01  2.74019593e-02 -8.80080806e-02
 -1.16741611e-02 -1.93759368e-01  5.58428109e-01 -5.76880625e-01
 -3.09143303e-01  2.75555493e-01 -1.53044445e-01  1.43268111e-01
 -2.68518471e-01  5.81331396e-01  2.96346876e-01 -4.40849163e-01
  6.45045954e-02  6.80577324e-01 -3.65449543e-01 -3.63335929e-01
  9.87627134e-01 -3.30834495e-01 -3.96593821e-01 -1.75564454e+00
  6.95567351e-01  0.00000000e+00]",0.34930455137553346,0.6476282797586952,"[-4.56301484e-04 -8.89763055e-05 -1.69179376e-04  2.39204843e-04
 -1.23272489e-04  1.54409954e-04]",-5.510552202550399,0.004043873729177482,0.8125317184256099,-0.03936629332655708,"[-0.1131938  -0.0900409  -0.06210871 -0.02356899  0.01590515  0.05818487
  0.10099948  0.13885272  0.1652292   0.1679801   0.14484448  0.05892616
 -0.07953384 -0.24685267 -0.31840902 -0.24886033 -0.19781462 -0.17685699
 -0.08654025  0.37117122  0.90004376  1.24892463  1.05113939 -0.11485411
  0.00347539]",[ 0.00047504  0.00059285 -0.0002457   0.00033224  0.00046698 -0.00023875],"[ 7.10810216e-03 -1.94910058e-03 -6.23185925e-03  4.21324795e-03
 -4.67429143e-03  2.57402009e-03  8.73950710e-04 -1.70126006e-03
  1.15080234e-03 -2.49021612e-04  1.05023297e-03  2.09746367e-03
  8.24302948e-04  1.70805146e-03 -1.43520815e-03  2.41768848e-03
 -1.34187286e-03  1.24093416e-03 -2.96901483e-03 -5.62301319e-05]",0.08555054701448843,"[ 7.10810216e-03 -1.94910058e-03 -6.23185925e-03  4.21324795e-03
 -4.67429143e-03  2.57402009e-03  8.73950710e-04 -1.70126006e-03
  1.15080234e-03 -2.49021612e-04  1.05023297e-03  2.09746367e-03
  8.24302948e-04  1.70805146e-03 -1.43520815e-03  2.41768848e-03
 -1.34187286e-03  1.24093416e-03 -2.96901483e-03 -5.62301319e-05]"
