,priors,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,"fs_1 - beta(p=365.25,n=10)"
A,"[-1.45506729e-01 -1.46199467e-01  1.23157440e-02  8.05582544e-02
 -1.44727457e-02  1.66132553e-01 -7.88129220e-02  5.94888564e-02
  2.61770392e-01 -2.03678137e-01  6.71795188e-02  2.13481133e-01
 -3.72496524e-01  2.07200535e-01  2.84091396e-02 -2.66302207e-01
 -5.96660354e-02 -2.07749735e-01  1.42566915e-01  1.27024254e-01
  3.93281305e-02  1.44605824e-01 -2.41058500e-01 -9.12273214e-02
 -4.07068469e-02 -1.51509020e-01  6.18271446e-02  9.23806235e-02
  1.36296101e-01  5.53928747e-02  3.51137891e-01 -2.12035645e-02
 -5.53694775e-02 -1.73568259e+00 -1.27058237e+00  2.75250086e-01
  2.55309421e+00  1.59464849e+00 -1.60964189e+00 -1.44659493e+00
 -5.61510916e-01 -5.04091699e-01  9.31848491e-01  6.44420822e-01
 -1.92789887e-01 -2.44545320e-03  3.42806289e-01  3.44242204e-01
 -1.15342696e+00 -6.08075160e-01  3.55562910e-01 -1.92880129e+00
  7.78017885e-01  0.00000000e+00]",0.5273827086565718,0.44165999550825746,[ 0.00052983  0.0010508  -0.00033802  0.00023553  0.00018962  0.00021529],-5.474255710249153,0.004193348455060696,0.8249365072386259,-0.04068883972030869,"[-0.12277218 -0.09840928 -0.06557556 -0.02185101  0.01234505  0.05934049
  0.10988519  0.13547056  0.1765528   0.19234719  0.14663137  0.10389431
 -0.04781926 -0.24223801 -0.33627014 -0.30578134 -0.19240324 -0.16428986
 -0.0941113   0.28119633  0.78418626  1.27521031  1.27322171 -0.11226244
  0.00628195]",[ 0.00031334  0.00047818  0.0003641   0.00090884 -0.00109116 -0.00194958],"[ 0.00130566 -0.00912327 -0.00263343  0.01284992 -0.00092514 -0.00259503
 -0.00412874 -0.0007952  -0.0004438   0.00322004  0.00473363  0.00116745
 -0.00139057  0.004464    0.0003463  -0.00429361 -0.00098179  0.00169815
 -0.00303378  0.00295526]",0.08674178012446102,"[ 0.00130566 -0.00912327 -0.00263343  0.01284992 -0.00092514 -0.00259503
 -0.00412874 -0.0007952  -0.0004438   0.00322004  0.00473363  0.00116745
 -0.00139057  0.004464    0.0003463  -0.00429361 -0.00098179  0.00169815
 -0.00303378  0.00295526]"
AAL,"[-0.13488615  0.13594605  0.0776992   0.00379283  0.13119776 -0.21488229
 -0.07281657 -0.06941251 -0.11297707  0.0796765  -0.05927305 -0.09161168
  0.20793954  0.12707637 -0.15324088  0.15727394  0.02383744  0.25059536
 -0.09928875  0.03198285 -0.27873108  0.02194875 -0.04761056 -0.10593772
  0.31570436  0.19997349  0.23970237 -0.03147981  0.21417662  0.1739389
 -0.10784699 -0.20097206 -0.17918532  0.42626438  0.54701467  0.05248862
 -1.42088626 -1.07376478  1.15008836  1.44568589 -0.18641199 -0.46654136
 -0.69804766 -0.76240286 -0.33407578  0.07192202  1.47500015  1.28298944
 -1.07827347 -0.29566077 -0.18897339 -2.17546361 -1.06917596  0.        ]",0.05618962598934476,0.9061858877699537,"[-6.88463930e-04  3.72018572e-04 -3.27778698e-04  1.03828593e-04
 -2.98781828e-05  1.59272200e-04]",-5.942163325797608,0.00262634186785134,0.8251524043770787,-0.03799930348314813,"[-0.12122531 -0.10002534 -0.06154711 -0.03225197  0.01249068  0.05519366
  0.09707961  0.14600357  0.16999048  0.17858396  0.17235414  0.10036812
 -0.05691249 -0.21296708 -0.33096313 -0.2695471  -0.22167838 -0.17313826
 -0.14547176  0.25372615  0.83360568  1.27133822  1.3524855  -0.08291114
  0.01659167]","[ 1.65611111e-05  6.46154117e-04  5.28019228e-04 -4.35799513e-04
 -1.81130985e-03 -2.30209261e-03]","[ 0.00813188 -0.00407031 -0.00345654  0.00181605 -0.00840329  0.00537648
  0.00390027  0.00022434 -0.00110794 -0.0014677   0.00062379  0.00101285
 -0.00108793  0.00819783  0.00263156 -0.00442019 -0.00068001 -0.00108953
 -0.00390019 -0.00253635]",0.08661614470203703,"[ 0.00813188 -0.00407031 -0.00345654  0.00181605 -0.00840329  0.00537648
  0.00390027  0.00022434 -0.00110794 -0.0014677   0.00062379  0.00101285
 -0.00108793  0.00819783  0.00263156 -0.00442019 -0.00068001 -0.00108953
 -0.00390019 -0.00253635]"
AAP,"[-2.47743651e-01  1.25363057e-01  6.21339422e-02  1.56191349e-02
 -5.58011762e-02  6.59135151e-03 -2.28916097e-02  7.17688918e-02
 -8.36899057e-02  1.84737505e-02  3.50335556e-02 -1.46589702e-02
  9.44951719e-02  2.57899000e-02  1.26423986e-02 -5.18823623e-03
 -1.75275162e-01 -1.03192035e-01 -1.99844649e-01  1.20464202e-01
  1.11185752e-04  3.23637889e-02  9.99566471e-02  4.50496366e-03
  7.47749131e-03 -1.14652360e-01  3.96666031e-02 -2.47667508e-02
 -2.64519461e-03  1.70748537e-02 -4.17195802e-02 -4.27558055e-02
  9.31584990e-02 -4.08564849e-01  7.51512054e-02  8.51867028e-01
  1.94924470e-01 -9.89591271e-01 -7.08297894e-01  6.10786856e-01
  1.51205164e+00  2.80227954e-01 -1.24163625e+00 -5.29408403e-01
  5.35062593e-01 -2.58114925e-02 -7.28511045e-03  4.80517685e-01
  9.73394063e-02 -5.51477371e-01 -2.87751209e-01  6.01474964e-01
  7.41800524e-02  0.00000000e+00]",0.0964363729080703,0.876092575130539,"[ 8.84366872e-05  1.22584139e-04 -2.57071614e-04 -2.61470475e-04
  2.67489144e-05 -3.48967713e-04]",-5.342684857119905,0.004783011752630196,0.822858215942791,-0.038125241686148253,"[-0.12147654 -0.09981372 -0.06621517 -0.02637907  0.01383077  0.06024244
  0.09767399  0.14357586  0.17467502  0.18194757  0.16768605  0.09424198
 -0.04773748 -0.22343927 -0.34468627 -0.2985217  -0.2295404  -0.1666576
 -0.10596254  0.25963508  0.86038031  1.29809552  1.28227666 -0.11088395
  0.00344521]","[-5.75903227e-05  6.64897700e-05  1.91530708e-04 -2.48905334e-04
 -1.27999712e-03 -1.51412288e-03]","[ 0.00550135 -0.00543112 -0.00106818  0.00634052 -0.007961    0.00018306
  0.00170557  0.00487033  0.00105259 -0.00283909  0.0013022   0.00325281
 -0.00145088  0.0041265   0.0005876  -0.00074339 -0.00048765 -0.00064179
  0.0038588   0.00157638]",0.087089689664552,"[ 0.00550135 -0.00543112 -0.00106818  0.00634052 -0.007961    0.00018306
  0.00170557  0.00487033  0.00105259 -0.00283909  0.0013022   0.00325281
 -0.00145088  0.0041265   0.0005876  -0.00074339 -0.00048765 -0.00064179
  0.0038588   0.00157638]"
AAPL,"[-1.90340878e-01  1.85610667e-01  6.21439717e-02  1.27836377e-01
  3.19439987e-02 -1.91096610e-01  6.35466545e-04 -3.96498843e-03
 -2.41170743e-01  2.62252672e-02 -4.14214459e-02 -1.41389658e-01
  2.05958363e-01  1.04892731e-01 -1.94520605e-02  4.43345171e-02
 -3.40501670e-02  1.20564470e-01 -3.30752754e-01 -2.03357598e-02
 -6.81964866e-02  3.91702125e-02 -1.28109108e-02  1.01042497e-01
  3.05338255e-01  1.62357318e-01  9.52393087e-02  5.60635799e-02
  2.59065207e-01  4.19371004e-02 -1.51791205e-01 -2.30259397e-01
 -2.76033207e-02  3.28125545e-01  5.95442559e-01  5.25118986e-01
 -1.15113151e+00 -1.16032455e+00  2.10503745e-01  5.33769761e-01
  9.58105883e-01  9.98790444e-01 -7.75851316e-01 -1.15817397e+00
 -1.06868854e+00 -4.66039030e-01  1.62278809e+00  1.51721125e+00
 -2.78689262e-01 -9.80973173e-02 -8.41802375e-01 -1.32301121e+00
 -3.62340799e-01  0.00000000e+00]",-0.20921579824354158,1.1669227740688903,"[-6.90928398e-04  4.92231781e-05 -1.86029163e-04 -2.77360664e-05
  8.24050136e-05  2.17851306e-04]",-5.7554725272282585,0.003165410514959775,0.8240251102671534,-0.03753865042904906,"[-0.12148035 -0.09719801 -0.06386798 -0.03158165  0.01483136  0.05744361
  0.09264946  0.14373436  0.17106463  0.17629031  0.1722357   0.09857709
 -0.048317   -0.21990605 -0.33470995 -0.28146199 -0.24346746 -0.18110835
 -0.11665741  0.25594568  0.84015687  1.32415412  1.35173921 -0.08670414
  0.0070525 ]",[ 0.00016563  0.00074326  0.00021201 -0.00056042 -0.00181772 -0.00191597],"[ 7.77438247e-03 -3.92672986e-03 -2.02791708e-03  2.50637520e-03
 -8.52328714e-03  2.81388498e-03  1.57078535e-03  3.32704176e-03
  3.00988383e-03 -1.62446589e-03 -4.17477635e-04 -1.32879251e-03
 -2.55771990e-03  8.98587840e-03  3.32754263e-03 -2.10629314e-03
 -1.50059904e-04 -2.21658975e-03 -1.91743119e-03 -5.15597280e-05]",0.08687693868627389,"[ 7.77438247e-03 -3.92672986e-03 -2.02791708e-03  2.50637520e-03
 -8.52328714e-03  2.81388498e-03  1.57078535e-03  3.32704176e-03
  3.00988383e-03 -1.62446589e-03 -4.17477635e-04 -1.32879251e-03
 -2.55771990e-03  8.98587840e-03  3.32754263e-03 -2.10629314e-03
 -1.50059904e-04 -2.21658975e-03 -1.91743119e-03 -5.15597280e-05]"
ABBV,"[ 0.00223261 -0.09043684  0.08272043  0.02446637 -0.12585881  0.13807158
  0.0388506  -0.06055897  0.02442863 -0.14241184  0.11804761  0.10719086
 -0.05159932  0.03425992 -0.00396875 -0.02848227  0.06425471 -0.20280009
  0.10592536  0.0995331   0.20627361 -0.04182519  0.08184772 -0.04553966
 -0.00712138 -0.14910379 -0.12828736  0.00418786 -0.03052567 -0.11766548
  0.06820243  0.13978498  0.08572731 -0.4777063  -0.34551384  0.31468803
  0.81594462  0.04623365 -0.52265554  0.13939073 -0.03706254 -0.70466804
  0.34649052  1.05934169  0.35186548 -0.85964791 -0.76766841  0.24031538
  0.27523266 -0.77938196  0.60309386  1.75400851 -1.08268952  0.        ]",0.16834472475582637,0.7964653976396014,[ 0.00104572  0.00088135 -0.00020879 -0.00014115  0.00024233 -0.00017945],-4.915900058288851,0.007329118289179198,0.8279397802041517,-0.040124836262685655,"[-0.12136403 -0.09957075 -0.06855397 -0.02275517  0.01565392  0.0555737
  0.10182673  0.13789404  0.17791074  0.18690742  0.16172927  0.09455167
 -0.04948798 -0.22463277 -0.32803061 -0.30700483 -0.19882306 -0.16773296
 -0.0774794   0.24684402  0.8519987   1.28156797  1.2760516  -0.11411698
 -0.00489166]","[ 7.88891276e-05  4.71101548e-05 -1.92410682e-04  6.94565894e-05
 -7.26297926e-04 -1.53508349e-03]","[ 5.20177565e-03 -6.56681460e-03 -2.62216506e-03  8.08581026e-03
 -5.15933961e-03  6.22797223e-04  1.39957155e-04  5.97790518e-04
 -1.47863724e-03  1.51183138e-03  5.74190537e-03  2.52528586e-03
 -3.59641759e-03  1.63908678e-03  5.76179671e-05 -4.79217953e-04
 -1.10906112e-03  1.71121350e-03  7.00029265e-03 -1.29377896e-03]",0.08746209107805052,"[ 5.20177565e-03 -6.56681460e-03 -2.62216506e-03  8.08581026e-03
 -5.15933961e-03  6.22797223e-04  1.39957155e-04  5.97790518e-04
 -1.47863724e-03  1.51183138e-03  5.74190537e-03  2.52528586e-03
 -3.59641759e-03  1.63908678e-03  5.76179671e-05 -4.79217953e-04
 -1.10906112e-03  1.71121350e-03  7.00029265e-03 -1.29377896e-03]"
ABT,"[-0.37503147  0.16299402  0.15290013  0.0411857   0.00422358 -0.12606693
 -0.24063096 -0.03030058 -0.17321415  0.10822543  0.06270195 -0.13062606
  0.21378892  0.24627513 -0.14423541 -0.0149229   0.00810584  0.0768372
 -0.26412844  0.26418506 -0.2812834   0.01943708  0.04432792 -0.1018216
  0.1841373   0.06213461  0.19722581 -0.01657971  0.18999796  0.16833348
 -0.07722307 -0.1645249  -0.09603747 -0.08569299  0.46056525  0.82680356
 -0.86016515 -1.7576765   0.31910199  1.66713793  0.92804371 -0.49420783
 -1.43598924 -0.83386363  0.2271795  -0.0341049   1.31315325  1.69001378
 -1.23009534 -1.50501939 -0.42787248 -0.98904348  0.50053168  0.        ]",0.028869951880063763,0.9289783708098946,"[ 7.98631793e-06  6.58707777e-04 -5.06376542e-04  1.87111339e-04
 -9.49115505e-05 -1.33605057e-04]",-5.290514989819982,0.005039164472941692,0.8202706852972246,-0.037795202529720816,"[-0.11944913 -0.09920905 -0.06437964 -0.02973198  0.0074197   0.05680432
  0.09470851  0.14711791  0.17491788  0.17687244  0.17238529  0.10793068
 -0.05704454 -0.22457162 -0.33193263 -0.2835636  -0.23693831 -0.14790257
 -0.14198064  0.25865049  0.85772651  1.27762481  1.32374651 -0.09825233
  0.01458293]","[ 1.26349621e-05  5.32382926e-04  5.35950904e-04 -3.28750976e-04
 -1.62283185e-03 -2.09709377e-03]","[ 0.00654937 -0.00432245 -0.00116738  0.00334843 -0.01016124  0.00300803
  0.00465089  0.00328001 -0.00134432 -0.00334473  0.00041276  0.00260601
 -0.00145686  0.00778577  0.00377488 -0.00461248 -0.00361587 -0.0016899
 -0.00035328  0.00212631]",0.0867072358629614,"[ 0.00654937 -0.00432245 -0.00116738  0.00334843 -0.01016124  0.00300803
  0.00465089  0.00328001 -0.00134432 -0.00334473  0.00041276  0.00260601
 -0.00145686  0.00778577  0.00377488 -0.00461248 -0.00361587 -0.0016899
 -0.00035328  0.00212631]"
ACN,"[ 1.66268784e-02 -1.03156046e-01  1.28300919e-02  6.54394272e-02
  5.23959502e-02 -4.45341263e-02  1.13313801e-01 -5.04609261e-02
  1.00818568e-01 -1.75943654e-01  1.42286682e-02  1.33914801e-01
 -1.49247130e-01  5.73316975e-02  1.24581785e-03 -5.58435036e-02
  7.17949905e-03 -2.33712925e-02  1.11564095e-01 -3.76968768e-02
  5.03520217e-02  9.56665021e-02 -1.54787424e-01 -3.14739171e-02
  1.42913475e-01  4.36906990e-02  2.66064696e-02  4.99432085e-02
  1.65124127e-01  1.60893646e-02  1.40220704e-01 -6.38573115e-02
 -8.12872259e-02 -4.27203580e-01 -4.43466769e-01 -2.42064121e-01
  7.26996701e-01  1.01829534e+00 -2.87257621e-01 -9.24540976e-01
 -8.64377766e-01  1.09866568e-01  1.09251138e+00  1.15394343e-01
 -1.04042628e+00 -1.84959987e-01  9.31585532e-01  3.26950037e-01
 -8.91075411e-01  7.63382033e-02  5.74955493e-01 -1.39277036e+00
 -8.97274931e-01  0.00000000e+00]",0.03498359931797748,0.9344746649462984,"[-7.36335330e-04  1.33956077e-03 -9.99268879e-04  2.14301427e-05
  2.41194044e-04  2.09046469e-04]",-4.986219919525244,0.006831439136118252,0.8282323895580539,-0.040242767633996146,"[-0.12285333 -0.09867466 -0.06402928 -0.02756825  0.01816281  0.05550319
  0.10466409  0.13658842  0.17407809  0.18829909  0.15696033  0.09493739
 -0.04855728 -0.22719882 -0.33166208 -0.29205236 -0.19799351 -0.18219514
 -0.09790585  0.26632398  0.80105228  1.28685978  1.31385329 -0.09442535
  0.00357677]",[ 0.00021025  0.00057635  0.00019508  0.00027798 -0.00132761 -0.00200587],"[ 0.00536389 -0.00680271 -0.00422269  0.00781263 -0.00262924  0.00125328
 -0.00273421 -0.00168482  0.00107455  0.00347571  0.00323082 -0.00128744
 -0.00176685  0.00646252  0.00019456 -0.00385229  0.00029951  0.00204959
 -0.00199969 -0.00167189]",0.08694828537338942,"[ 0.00536389 -0.00680271 -0.00422269  0.00781263 -0.00262924  0.00125328
 -0.00273421 -0.00168482  0.00107455  0.00347571  0.00323082 -0.00128744
 -0.00176685  0.00646252  0.00019456 -0.00385229  0.00029951  0.00204959
 -0.00199969 -0.00167189]"
ADBE,"[-0.00209242 -0.11400828  0.0418877   0.08369875 -0.01985756  0.04681327
 -0.01318897 -0.06879372  0.05621237 -0.14195629  0.07714577  0.05686329
 -0.13867996  0.13840198 -0.00502573 -0.14675949  0.13288384 -0.08757468
  0.04624868  0.06591325  0.06122287  0.02359948 -0.10948183  0.01226412
  0.08000744  0.01852625 -0.07549069  0.07962786  0.15038121 -0.03353253
  0.13918683  0.01077189 -0.05195034 -0.38647094 -0.48273863 -0.20698811
  0.82287024  0.94489807 -0.3442225  -0.97213355 -0.81355467 -0.01402654
  1.07839021  0.36321239 -0.82412187 -0.47405605  0.68858673  0.67667221
 -0.66463465 -0.62764409  0.1246702  -0.54135797  0.1198959   0.        ]",0.053361660912940714,0.9136295979889837,"[-1.09569117e-03  4.07439643e-04 -4.06262711e-04 -9.01517791e-05
  3.59547549e-04  5.56520207e-04]",-5.045820290917558,0.006436178658981754,0.8278518600664113,-0.04035029566753273,"[-0.122235   -0.09824915 -0.06583382 -0.02509553  0.01431903  0.05500959
  0.10312142  0.1378687   0.17621161  0.18500556  0.15724957  0.10027143
 -0.04882203 -0.2328818  -0.32305272 -0.29742771 -0.2038876  -0.17045194
 -0.0948195   0.25617631  0.81325513  1.2998801   1.29779852 -0.09886654
 -0.00159626]","[ 2.92383529e-04  5.10172092e-04  5.00135814e-05  2.82793204e-04
 -1.06769389e-03 -1.96274484e-03]","[ 0.00547364 -0.00686495 -0.00410736  0.00803858 -0.00282061  0.00108556
 -0.00288108 -0.00155243  0.00069625  0.00351541  0.00396625 -0.00072852
 -0.00255498  0.00576825  0.00122269 -0.00320591 -0.00160485  0.00076697
  0.0003802   0.00133558]",0.08722263766469282,"[ 0.00547364 -0.00686495 -0.00410736  0.00803858 -0.00282061  0.00108556
 -0.00288108 -0.00155243  0.00069625  0.00351541  0.00396625 -0.00072852
 -0.00255498  0.00576825  0.00122269 -0.00320591 -0.00160485  0.00076697
  0.0003802   0.00133558]"
ADI,"[-1.58255709e-01  4.09915122e-02  7.42050032e-02  7.13539373e-02
 -5.42535037e-03 -1.17814677e-01 -2.56163686e-02 -5.65513804e-02
 -1.39628907e-01 -2.07468910e-03  7.13523621e-02 -8.52192754e-02
  1.04802152e-01  9.63113234e-02 -2.31308819e-02 -8.16910422e-02
  4.95336693e-02  2.45464806e-04 -2.08985051e-01  1.10091664e-01
 -6.66857804e-02  2.08338041e-02  2.15299157e-02  5.76418711e-02
  1.16972530e-01  8.84869950e-02 -2.46328029e-02  2.98621080e-02
  1.50824049e-01  2.13950023e-02 -4.80211441e-02 -8.30041644e-02
 -2.61623089e-02  2.82233426e-01  3.02543158e-01  1.44311794e-01
 -5.24778177e-01 -4.36422467e-01  8.74230612e-02 -8.92324310e-02
  3.84351147e-01  7.46865448e-01 -1.26987363e-01 -8.51596448e-01
 -8.35927348e-01 -1.23939062e-01  1.29453959e+00  9.20904458e-01
 -7.24473086e-01 -7.93255276e-01 -2.26409135e-01 -2.01242140e-02
  5.20990166e-01  0.00000000e+00]",0.00919560791592179,0.9618111439220851,"[-2.81824408e-04  1.43860307e-03 -6.37160193e-04  3.38443095e-04
  6.92463390e-05  3.03456507e-04]",-5.071376248831896,0.00627377991433541,0.824677343577389,-0.03890886274564891,"[-1.21341845e-01 -9.85215709e-02 -6.50743886e-02 -2.95432113e-02
  1.39493018e-02  5.56171986e-02  9.61903345e-02  1.43040104e-01
  1.75755027e-01  1.78599796e-01  1.67952136e-01  9.82187469e-02
 -4.93007018e-02 -2.28075209e-01 -3.28862452e-01 -2.90692941e-01
 -2.30657555e-01 -1.66041902e-01 -1.13990187e-01  2.54457980e-01
  8.45168297e-01  1.31410352e+00  1.30718963e+00 -9.41061876e-02
  5.44826672e-04]",[ 0.00011855  0.000469    0.00017435 -0.00026389 -0.00139449 -0.00188874],"[ 0.0076035  -0.00469639 -0.003139    0.00430496 -0.00661532  0.0024089
 -0.00026935  0.00170477  0.00246232  0.00016462  0.00053111 -0.0006595
 -0.00163712  0.00788269  0.00176651 -0.00331838 -0.00222307 -0.00037456
  0.00174899  0.00242534]",0.08722542410146714,"[ 0.0076035  -0.00469639 -0.003139    0.00430496 -0.00661532  0.0024089
 -0.00026935  0.00170477  0.00246232  0.00016462  0.00053111 -0.0006595
 -0.00163712  0.00788269  0.00176651 -0.00331838 -0.00222307 -0.00037456
  0.00174899  0.00242534]"
ADM,"[-0.1222386  -0.15490353  0.01768111  0.00442533 -0.09305901  0.16292468
  0.04432241  0.0325423   0.15185151 -0.15534431  0.1726105   0.15593601
 -0.22998968  0.01858372  0.09325036 -0.27851616 -0.08048263 -0.34990769
  0.0311633   0.19707344  0.14360179  0.06681009  0.00508955  0.02444806
 -0.23491168 -0.22752885 -0.19494839  0.02050525 -0.07353051 -0.0706406
  0.23092637  0.14774969  0.10788022 -1.001025   -0.82822388  0.12202331
  2.07031616  1.33375511 -1.60944901 -1.73828995  0.24712288  0.53432758
  0.65318138  0.07193559  0.05278732  0.29163539 -0.27730633 -0.45307445
 -0.47480522 -1.0233385   0.53215457  1.55188958  1.27912249  0.        ]",0.7404950527859434,0.22811769643852584,"[ 6.70554886e-04  8.21087012e-04 -5.00867903e-05  2.97120536e-05
  1.89866503e-04  8.35989866e-05]",-5.510883139801768,0.004042535682137682,0.8254095061915656,-0.040766553449993165,"[-0.12268192 -0.10014409 -0.06769497 -0.02204203  0.01585692  0.05861166
  0.10599058  0.13747667  0.18098104  0.18929346  0.15359674  0.09310931
 -0.04398408 -0.24156357 -0.33781618 -0.31812784 -0.20406759 -0.15810685
 -0.08163788  0.26686309  0.83316378  1.30287482  1.2262136  -0.12036693
 -0.00996273]","[ 7.66539487e-05 -7.57310265e-05  2.83131886e-05  5.34970726e-04
 -6.68078380e-04 -1.45444699e-03]","[ 0.00355814 -0.00786891 -0.00312692  0.01158804 -0.0016719  -0.00248361
 -0.00493264  0.00132264  0.00236311  0.00237562  0.00320777  0.00174344
 -0.00059904  0.00305249 -0.00178514 -0.00230592 -0.00223307  0.00246992
  0.00630702  0.00492993]",0.0874970846361734,"[ 0.00355814 -0.00786891 -0.00312692  0.01158804 -0.0016719  -0.00248361
 -0.00493264  0.00132264  0.00236311  0.00237562  0.00320777  0.00174344
 -0.00059904  0.00305249 -0.00178514 -0.00230592 -0.00223307  0.00246992
  0.00630702  0.00492993]"
