,priors,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,"fs_1 - beta(p=365.25,n=10)"
A,"[ 0.11059897 -0.0087007  -0.11853332  0.02841753  0.10812645  0.13050305
  0.00199786  0.03102027 -0.01570879  0.00803048 -0.15499658 -0.21070599
  0.01103474  0.2159813   0.00700569 -0.10960962 -0.03831181 -0.02974869
  0.18217322 -0.07584376  0.04637245 -0.17675077  0.16326149 -0.17340898
 -0.01933227 -0.2067452  -0.04132814  0.05052534 -0.05478847  0.21698777
  0.02944852 -0.27116879  0.16245393  0.14003882 -0.54117322  1.04997554
  0.11958558  0.05871152  0.58520768 -0.20527116  0.4054162  -0.85853664
  0.14885374 -0.61946867 -1.32499918  1.22664143 -0.79859981  1.13504362
  0.85135683 -0.37329035  1.26354415 -1.20203901 -0.34791429  0.        ]",0.03574211001171305,0.9567783117523392,"[-3.44067046e-04 -1.24898391e-03  1.48008649e-04 -5.60778681e-08
 -1.24484290e-04 -5.70512401e-05]",-5.316731585763785,0.004908771433162511,0.8219372765313399,-0.03640764472909211,"[-1.16483725e-01 -9.12534531e-02 -5.47367629e-02 -1.63490482e-02
  1.94298878e-02  6.18399659e-02  1.04113137e-01  1.41804274e-01
  1.60454988e-01  1.64399490e-01  1.51673474e-01  7.82924970e-02
 -8.22912323e-02 -2.53776771e-01 -3.19148474e-01 -2.49135678e-01
 -1.73083535e-01 -1.73654490e-01 -4.85376349e-02  3.54091618e-01
  9.22379819e-01  1.22244317e+00  1.00992498e+00 -1.53427552e-01
 -1.16662493e-03]","[ 6.71568610e-04 -9.60401640e-05  6.85942444e-04  7.90746042e-05
 -1.63708691e-03  8.34305492e-04]","[ 0.00866557 -0.00840505 -0.00096057  0.00651775 -0.00368447  0.00346585
 -0.00021766  0.000658   -0.0031627   0.00111082  0.00060124 -0.00275983
  0.00249735  0.00033802  0.0027856   0.00221066 -0.0005325   0.00425971
 -0.00080801 -0.00083822]",0.08629493390643905,"[ 0.00866557 -0.00840505 -0.00096057  0.00651775 -0.00368447  0.00346585
 -0.00021766  0.000658   -0.0031627   0.00111082  0.00060124 -0.00275983
  0.00249735  0.00033802  0.0027856   0.00221066 -0.0005325   0.00425971
 -0.00080801 -0.00083822]"
AAL,"[ 0.0516184  -0.22143396  0.02328065  0.01759526  0.03515054  0.14966007
  0.09632061 -0.14195082 -0.0642551   0.17246686 -0.06149393 -0.06094786
 -0.15312059 -0.09194097  0.14111295 -0.14737469 -0.06837276 -0.16381457
 -0.21579662  0.08858481  0.21989415  0.22374699  0.01914692  0.13600136
  0.03319083  0.13350866 -0.09300386 -0.1904745   0.15057555 -0.03831296
  0.04481051  0.17525081  0.04856628 -0.37430919  1.71876776 -2.4404746
 -0.68375535  0.63407321 -1.92442445  0.79457127  0.29980726  0.37590293
 -0.18794303  0.27781097  0.81566291 -0.62202844 -0.19783357  0.95086269
  0.21297603 -0.51096328  1.06887712 -1.16223021  0.67910503  0.        ]",0.47897046200317256,0.507194773800942,"[-3.86024842e-04  1.32683157e-04  1.51198871e-05 -4.08817370e-04
  2.61527478e-04  9.36522545e-05]",-5.50460935106354,0.004067977421573586,0.8207666212635011,-0.03851142804163394,"[-0.11332944 -0.09162097 -0.05707615 -0.01576982  0.02191067  0.05663427
  0.10295381  0.14788696  0.16476349  0.17045482  0.14377956  0.06199646
 -0.07328285 -0.25559387 -0.3224628  -0.26157846 -0.21276129 -0.15629782
 -0.02631907  0.416332    0.89872241  1.29025869  1.02129402 -0.12435652
 -0.00646921]","[ 1.58036233e-04  6.17623380e-04  2.15863222e-05 -7.91175766e-06
 -5.53024562e-04  6.48673965e-04]","[ 0.00712673 -0.00148786 -0.0100928   0.00435694 -0.00209061 -0.00357187
  0.0023067   0.00045341  0.00036113  0.00033517  0.0023975   0.00252605
 -0.00232077  0.00196906  0.00184776  0.00035194 -0.00037688  0.0035908
 -0.00112522  0.00189898]",0.08578211355736802,"[ 0.00712673 -0.00148786 -0.0100928   0.00435694 -0.00209061 -0.00357187
  0.0023067   0.00045341  0.00036113  0.00033517  0.0023975   0.00252605
 -0.00232077  0.00196906  0.00184776  0.00035194 -0.00037688  0.0035908
 -0.00112522  0.00189898]"
AAP,"[ 0.10889721  0.30444396 -0.15860276  0.05607319  0.01607911 -0.07284069
 -0.20545692  0.08701186 -0.12401882 -0.1155566  -0.10234375 -0.2799972
 -0.02496772  0.18975224 -0.39987876  0.02164092  0.00273397  0.08027485
  0.24197531 -0.10482543 -0.13779264 -0.18435851  0.07303841 -0.11559753
 -0.07836096 -0.19014112 -0.01753824  0.16280535 -0.31824182  0.06284558
 -0.1193304  -0.19979051 -0.26035183  0.34312741 -2.00182695  2.53119249
  0.24867138  0.0648518   1.29478974  0.14082488  0.32466149 -1.20339422
  1.15044358 -1.38137684 -1.37194222  0.32216902 -0.49393311 -0.42828939
 -1.10961409  1.10156785  0.16945923 -2.00130844 -1.67726574  0.        ]",-0.7991666288575247,1.7822947117350754,"[-3.93394120e-04 -3.24798493e-04 -1.21105758e-04  2.41139285e-04
 -1.62577630e-04  7.54856535e-05]",-6.130805407681531,0.002174828631454341,0.8219034997466381,-0.033334333917136014,"[-0.11729953 -0.09042025 -0.05650859 -0.02193208  0.01368414  0.06356532
  0.10047462  0.13726566  0.16227801  0.16188332  0.15045303  0.07714686
 -0.10809728 -0.24601055 -0.31680965 -0.24007537 -0.16317937 -0.17586058
 -0.07295293  0.34729611  0.90687162  1.24120884  0.99474809 -0.14911526
  0.0016532 ]",[ 0.00092063 -0.00076778  0.00023898 -0.00029499 -0.00142429 -0.00023594],"[ 9.25044292e-03 -1.27911199e-02  2.97972912e-03  6.87226228e-03
 -3.60094185e-03  5.46112412e-03  8.58337050e-04  5.21250097e-04
 -4.11722115e-03  3.69589634e-03 -1.42152096e-03 -2.57656793e-03
 -1.37656037e-05  1.11267557e-03 -1.62839136e-03 -3.24589649e-03
  3.33565235e-03  7.56089682e-04 -3.21687403e-03 -4.00992659e-03]",0.08610955088198981,"[ 9.25044292e-03 -1.27911199e-02  2.97972912e-03  6.87226228e-03
 -3.60094185e-03  5.46112412e-03  8.58337050e-04  5.21250097e-04
 -4.11722115e-03  3.69589634e-03 -1.42152096e-03 -2.57656793e-03
 -1.37656037e-05  1.11267557e-03 -1.62839136e-03 -3.24589649e-03
  3.33565235e-03  7.56089682e-04 -3.21687403e-03 -4.00992659e-03]"
AAPL,"[-0.14276101 -0.23641761  0.03170803  0.01913338  0.20292373  0.19116849
  0.16879595 -0.13002248  0.13194646  0.05359974 -0.09452428 -0.0177339
 -0.3120425  -0.10399271  0.17268523 -0.09365937 -0.06960787 -0.14947317
 -0.08151509  0.16716493  0.27223569  0.49417158  0.06869832 -0.0673311
 -0.00647268  0.16465405  0.11168997  0.15128785  0.12052016 -0.04467711
  0.01408898  0.24458323  0.11549512 -0.64680064  1.46865684 -1.73852095
 -1.08074071  1.74699159 -1.34895995  0.67984995  2.14906596 -1.45296704
  0.11425382 -0.42496492 -0.67329784  0.03016916 -1.22699107  1.68846674
  0.14003553 -0.05569889  0.65543323  1.63890873  0.97118688  0.        ]",0.31448196541345425,0.6741455295787313,"[-7.60910709e-04  2.02911039e-04 -6.49017537e-05 -2.00272034e-04
  2.22544800e-04  3.09982899e-04]",-5.297292174564782,0.0050051285883609235,0.8169085491855935,-0.03871004353878171,"[-0.11276537 -0.09169594 -0.05315407 -0.01465691  0.02403443  0.05733848
  0.10892501  0.14352003  0.16340622  0.17225904  0.13608077  0.06089012
 -0.07051397 -0.24994259 -0.32292321 -0.25938632 -0.20128753 -0.14720028
 -0.01872837  0.46450049  0.90851079  1.24345391  1.01016292 -0.11842289
  0.00610701]","[ 1.16078802e-03  4.54277947e-04  9.57842080e-05 -1.60551926e-04
 -3.26742088e-04  9.08856659e-04]","[ 6.28584355e-03 -2.08840643e-03 -8.30683163e-03  3.25184745e-03
  9.52841989e-04 -1.51910376e-03  1.82077916e-03  5.40987554e-03
 -4.36061859e-03  1.62217735e-03  4.10672945e-04 -1.46883098e-03
 -9.36077785e-04 -1.04833383e-04  4.11369538e-03 -2.17312548e-04
  7.24639767e-05  2.38357436e-03  7.11016653e-03  3.20972175e-03]",0.08693860146958025,"[ 6.28584355e-03 -2.08840643e-03 -8.30683163e-03  3.25184745e-03
  9.52841989e-04 -1.51910376e-03  1.82077916e-03  5.40987554e-03
 -4.36061859e-03  1.62217735e-03  4.10672945e-04 -1.46883098e-03
 -9.36077785e-04 -1.04833383e-04  4.11369538e-03 -2.17312548e-04
  7.24639767e-05  2.38357436e-03  7.11016653e-03  3.20972175e-03]"
ABBV,"[ 4.93251766e-02 -8.24202580e-02 -7.24684400e-02 -2.37628311e-04
  1.69354567e-01  1.25666620e-01  9.95130286e-02  5.48776562e-02
  7.21755882e-02  2.18974538e-02 -8.02284787e-02 -1.80699214e-01
  1.62951769e-02  1.22902915e-01  9.87124524e-02 -1.73737479e-01
  3.88674449e-02 -1.06336944e-02  1.88607158e-01 -5.08483862e-02
  1.06160707e-01 -4.94556530e-02  1.55263312e-01 -1.46593768e-01
 -2.97083604e-02 -1.62324343e-01  2.00633905e-02  1.71470604e-01
 -2.86156619e-02  1.24146148e-01  1.03824440e-01 -2.16978948e-01
  2.85487064e-01 -4.71857260e-02 -4.49272014e-01  1.11752733e+00
 -1.25901776e-01  4.62129470e-01  1.13742870e+00 -7.91244948e-01
  6.65542600e-01 -7.95060815e-01 -2.45700896e-01 -5.41438672e-01
 -1.07277242e+00  9.12458283e-01 -1.15599018e+00  1.45460972e+00
  6.95803441e-01  4.59758769e-02  7.70831222e-01  5.43756026e-01
  1.00292207e+00  0.00000000e+00]",0.035742145090054654,0.956556221058324,"[-1.24955319e-03  1.49420893e-04 -7.25389679e-04  7.65438830e-05
 -3.23693037e-04 -2.58084858e-04]",-5.566462390616918,0.003823984295537518,0.8207211049654707,-0.03714750689652864,"[-0.11537666 -0.09203096 -0.05342134 -0.01646968  0.02215638  0.06255609
  0.1070294   0.14225115  0.16331087  0.16561485  0.15194514  0.07331556
 -0.07608505 -0.25727746 -0.31346251 -0.24754482 -0.17276383 -0.17175018
 -0.04068516  0.37622038  0.92030383  1.22763477  1.009906   -0.15004408
  0.0019634 ]","[ 1.03501197e-03  5.03489366e-07  4.88990515e-04  2.14974739e-04
 -1.48357148e-03  1.15917883e-03]","[ 0.00810041 -0.00802763 -0.0008549   0.00583144 -0.00253787  0.00512966
 -0.00188035  0.00126078 -0.00284532  0.00013228  0.00079886 -0.00206879
  0.00166675 -0.00053861  0.00362815  0.00184487  0.00036946  0.00289614
  0.00440193  0.00293224]",0.08685598572997451,"[ 0.00810041 -0.00802763 -0.0008549   0.00583144 -0.00253787  0.00512966
 -0.00188035  0.00126078 -0.00284532  0.00013228  0.00079886 -0.00206879
  0.00166675 -0.00053861  0.00362815  0.00184487  0.00036946  0.00289614
  0.00440193  0.00293224]"
ABT,"[ 6.35839992e-04 -4.19838838e-02 -1.27421319e-01 -1.14011160e-03
  1.42417245e-01  9.78133522e-02 -1.24249441e-02  3.66975152e-02
  2.26626188e-02  1.91570192e-02 -6.65718838e-02 -1.75636042e-01
  2.97572179e-02  1.29250494e-01  8.07316795e-02 -1.35788380e-01
  4.33420429e-02 -4.41093488e-02  1.66739445e-01 -5.21890556e-02
  7.04418432e-02 -1.19266582e-01  1.90882649e-01 -1.63452283e-01
  5.23501838e-02 -1.69180373e-01 -1.16875503e-02  1.23936418e-01
 -7.89709473e-02  1.62397811e-01  5.31908912e-02 -2.16230679e-01
  1.59438865e-01  3.20965699e-02 -6.36229658e-01  1.12590017e+00
  2.90368002e-02  1.82218306e-01  7.85534025e-01 -1.59895545e-01
  5.09827137e-01 -7.69219092e-01  3.95500037e-01 -9.73801821e-01
 -1.14972601e+00  1.10748518e+00 -1.03497083e+00  1.00396819e+00
  8.63394254e-01 -2.33272444e-01  5.79415815e-01 -2.28740516e-01
  3.93962184e-01  0.00000000e+00]",-0.29959643103606876,1.2867782928871723,"[-2.95526535e-04 -9.88118511e-04  1.03226987e-04  9.91746275e-06
 -1.15303881e-04 -6.15881680e-05]",-5.926155964121215,0.0026687209557945146,0.8197547116087527,-0.036763501803619696,"[-1.16464148e-01 -9.20768577e-02 -5.41282092e-02 -1.73090827e-02
  1.89413953e-02  6.22529145e-02  1.05265252e-01  1.42153528e-01
  1.63837703e-01  1.65831129e-01  1.52499534e-01  7.36622574e-02
 -7.73492661e-02 -2.54934075e-01 -3.13342107e-01 -2.49995836e-01
 -1.74700393e-01 -1.71833305e-01 -4.55696110e-02  3.64858536e-01
  9.28876511e-01  1.22199305e+00  1.02806198e+00 -1.49489374e-01
  6.99183640e-04]",[ 0.0008874  -0.00014379  0.00054924  0.00012295 -0.0014625   0.00084845],"[ 0.00833246 -0.00860013 -0.00080733  0.0062545  -0.00329928  0.00408322
 -0.00010684  0.00089435 -0.00284165  0.00182943 -0.00042427 -0.00224675
  0.00219209 -0.00023872  0.00241529  0.00228643 -0.00022018  0.00235349
  0.00192197  0.00128243]",0.08657131029714124,"[ 0.00833246 -0.00860013 -0.00080733  0.0062545  -0.00329928  0.00408322
 -0.00010684  0.00089435 -0.00284165  0.00182943 -0.00042427 -0.00224675
  0.00219209 -0.00023872  0.00241529  0.00228643 -0.00022018  0.00235349
  0.00192197  0.00128243]"
ACN,"[ 3.00451233e-02  2.85860008e-02 -5.78702618e-03  5.11089955e-02
  9.99290296e-03  8.97962558e-02 -1.09758444e-01 -1.54856960e-01
 -6.58750726e-02 -7.32129994e-03 -1.67971818e-01 -7.07573552e-02
 -2.49863590e-01  1.21734707e-01 -5.03147009e-02  1.64151426e-01
 -2.08408046e-01 -1.11800001e-01 -1.30987340e-01  1.26903005e-01
  7.45381650e-02  1.87401133e-01 -7.95387230e-03 -1.47340812e-02
 -1.14802780e-01  1.97821340e-01  1.03817835e-01 -6.86012506e-02
  5.07179464e-03  1.39923991e-03 -2.18103853e-01  1.33646124e-01
 -1.80323365e-01 -2.67150052e-01  8.08406726e-01 -1.36606691e+00
 -4.97665487e-01  8.37091678e-01 -1.71626183e+00  1.21551681e+00
  1.02805366e+00 -8.31272421e-01  4.93848030e-01 -3.63559970e-01
 -2.78156770e-01 -1.85681168e-01 -3.56372057e-01  6.72363682e-01
 -2.11657262e-01 -8.33365142e-01  1.15551212e+00 -1.53027479e+00
 -2.63534457e+00  0.00000000e+00]",0.03574209370674483,0.9506585022982852,"[1.40893204e-05 1.48303940e-04 2.22144244e-04 2.90163882e-04
 1.61316774e-04 5.91844445e-04]",-5.254838435136896,0.005222189946228174,0.8203384315343142,-0.036063004900195005,"[-0.11387754 -0.09067867 -0.05728562 -0.01744646  0.01624686  0.05635375
  0.10260481  0.14131438  0.16046607  0.17036756  0.13942978  0.07321909
 -0.08565568 -0.2351329  -0.33431051 -0.25637295 -0.20343119 -0.14973284
 -0.04418861  0.41125081  0.89592365  1.25815092  0.98168146 -0.114506
  0.00753706]","[ 4.61222171e-04  1.16689945e-04  1.06796225e-04 -6.97594284e-04
 -6.34394937e-04  9.84896866e-05]","[ 0.00744638 -0.00428293 -0.00716244  0.00486725 -0.00156865 -0.00289131
  0.00351891  0.00258771 -0.00292888  0.00229707  0.00074188 -0.0002047
 -0.00138562  0.00181894  0.00124293 -0.00109798 -0.00151466  0.00373381
 -0.00217751 -0.00670872]",0.08558665034156797,"[ 0.00744638 -0.00428293 -0.00716244  0.00486725 -0.00156865 -0.00289131
  0.00351891  0.00258771 -0.00292888  0.00229707  0.00074188 -0.0002047
 -0.00138562  0.00181894  0.00124293 -0.00109798 -0.00151466  0.00373381
 -0.00217751 -0.00670872]"
ADBE,"[-0.05552747  0.00647734  0.03614537  0.06596784  0.06307954  0.11030855
 -0.03726557 -0.1869394   0.01459585 -0.05584341 -0.19168393 -0.01318119
 -0.39682344  0.04412962 -0.08096776  0.19391746 -0.24256677 -0.11637759
 -0.14445652  0.20010489  0.12040059  0.43048235 -0.04264884 -0.05055432
 -0.14460942  0.2754474   0.18107492  0.0423177   0.03436355 -0.05428271
 -0.23785183  0.28966248 -0.21290464 -0.46181777  1.20966654 -1.84444435
 -0.8712706   1.54816071 -2.12028803  1.4510583   2.01371541 -1.66248194
  0.57651578 -0.41307051 -0.71012028 -0.28093249 -0.59120159  0.84771407
 -0.6360968  -0.38191553  0.96301674 -0.39412127 -2.49069991  0.        ]",0.17742871067626537,0.8114775880171982,"[-3.04431568e-04  1.38122139e-04 -2.34675832e-04  2.51539091e-04
 -1.64361044e-04  3.03052811e-05]",-5.172290372036861,0.005671563940444872,0.8186399736628449,-0.03630270818606576,"[-0.11280398 -0.09035176 -0.05610522 -0.01685631  0.01833165  0.05549167
  0.1051355   0.13956698  0.15967468  0.1728168   0.13242549  0.06886641
 -0.0869866  -0.23200772 -0.33737421 -0.2567522  -0.20556182 -0.14119937
 -0.03790092  0.45101554  0.89008581  1.25092449  0.9728634  -0.10627308
  0.01191733]","[ 8.28426476e-04  1.93298481e-04  1.08133467e-05 -8.12815812e-04
 -2.35937097e-04  8.86419011e-05]","[ 0.0068445  -0.00299571 -0.008425    0.00385703  0.00037025 -0.0038022
  0.00403036  0.00527336 -0.00503772  0.00280019  0.00042587 -0.00150048
 -0.0018313   0.00156355  0.00174686 -0.00254186 -0.00055385  0.00306825
  0.00110523 -0.00604356]",0.08599154168944491,"[ 0.0068445  -0.00299571 -0.008425    0.00385703  0.00037025 -0.0038022
  0.00403036  0.00527336 -0.00503772  0.00280019  0.00042587 -0.00150048
 -0.0018313   0.00156355  0.00174686 -0.00254186 -0.00055385  0.00306825
  0.00110523 -0.00604356]"
ADI,"[-0.11807056  0.02164691 -0.01323043 -0.02034012  0.0483299   0.02061239
 -0.13676978 -0.09922334  0.04445845 -0.0539335  -0.02424441  0.05094868
 -0.09912247  0.09993587  0.12145815  0.20956314 -0.09675135 -0.07806405
 -0.0791624   0.13020357  0.02553495  0.09431114  0.03389118 -0.07301394
 -0.0428373   0.19569658  0.20039361  0.04969121 -0.02430349  0.02153594
 -0.19645402  0.07188928 -0.06805858 -0.28294278  0.36579469 -0.51547812
 -0.2137198   0.46809906 -0.7562247   0.68510065  0.7276108  -0.51626344
  0.45621566 -0.60701416 -0.31476399  0.36152139 -0.51502353  0.35839192
  0.4967531  -1.15509042  0.03719904  0.26813123 -2.22348302  0.        ]",0.06651103739909597,0.929834021171614,"[ 2.65347595e-05 -1.11239626e-03  6.12356764e-04 -3.05706906e-04
  2.94145636e-04  2.69013206e-04]",-4.997900750637697,0.006752106486974595,0.8173986089369963,-0.03617038999198043,"[-0.11374725 -0.09256413 -0.05661141 -0.01947864  0.01535465  0.05828396
  0.10610878  0.13942084  0.16567314  0.1757223   0.14671847  0.07212763
 -0.07426782 -0.23148715 -0.32744371 -0.25264691 -0.19876981 -0.15021208
 -0.05016245  0.40097789  0.905175    1.23947314  1.00229008 -0.1146262
  0.01496914]","[ 7.39308193e-04  8.53769494e-06  1.65635789e-04 -6.57834469e-04
 -7.32192161e-04  3.74391715e-04]","[ 0.00739679 -0.00554808 -0.00499947  0.00563247 -0.00249419 -0.00026114
  0.00221338  0.00171364 -0.00204083  0.00216069  0.00030436 -0.00012624
  0.00020127  0.00128765  0.00049304  0.00108456 -0.00237036  0.00078712
  0.00317252 -0.00556402]",0.08587928064003884,"[ 0.00739679 -0.00554808 -0.00499947  0.00563247 -0.00249419 -0.00026114
  0.00221338  0.00171364 -0.00204083  0.00216069  0.00030436 -0.00012624
  0.00020127  0.00128765  0.00049304  0.00108456 -0.00237036  0.00078712
  0.00317252 -0.00556402]"
ADM,"[ 7.90141334e-02 -3.36143200e-02  1.69051815e-02 -1.87523337e-02
 -9.81100602e-02  3.48577270e-02 -6.46871061e-02 -4.44316749e-02
 -1.37254266e-01  9.65090588e-02 -4.55410176e-02  4.51203669e-02
  3.14159111e-02  2.01835942e-03  1.21295155e-02  8.87640105e-03
 -7.93834657e-02 -5.61817633e-02 -1.66404283e-01  3.69335487e-03
 -6.09948490e-02 -1.41799867e-01 -5.12247894e-02  2.73362358e-02
  6.10469380e-02  1.22212351e-03 -1.86488407e-01 -3.01485815e-01
  1.91647206e-02  1.33618952e-01 -5.76098025e-02 -1.04319886e-02
 -8.93815236e-02  1.01854915e-01  6.36988431e-01 -1.09759529e+00
  1.39176940e-01 -6.00957204e-01 -1.36019115e+00  7.66569185e-01
 -7.52142333e-01  7.61925145e-01  1.00419772e-01  5.50017206e-01
  5.84732326e-01  1.31613620e-01  1.08557314e+00 -8.01169972e-01
  7.10894065e-01 -1.12967335e+00  3.84761651e-01 -2.58194261e+00
 -9.55819446e-01  0.00000000e+00]",0.03575156619378953,0.9453290227878643,"[-6.83279707e-04  4.96514010e-04 -1.30729392e-04 -8.56948419e-05
  2.19556430e-04  4.00726584e-04]",-5.494579245026899,0.004108984977745203,0.8213103758938674,-0.03666056615223233,"[-0.11349252 -0.09243189 -0.06010551 -0.01903195  0.01731216  0.05942017
  0.10064121  0.14499037  0.16493089  0.17554586  0.15314827  0.06759846
 -0.08114305 -0.24695832 -0.32518869 -0.25209297 -0.20646498 -0.16444949
 -0.06338305  0.35615918  0.88519471  1.26614967  1.02938259 -0.13655589
 -0.00891156]",[-0.00030507  0.00021339  0.00039706 -0.00018865 -0.00100586  0.00024443],"[ 0.00855622 -0.00490195 -0.00652881  0.0066453  -0.00542151 -0.00231731
  0.00257053 -0.00227748  0.00113845  0.00079417  0.00356597  0.0021322
 -0.00013461  0.00495628 -0.00289381  0.00203379 -0.00156309  0.00168946
 -0.00509721 -0.00272352]",0.08491836990560372,"[ 0.00855622 -0.00490195 -0.00652881  0.0066453  -0.00542151 -0.00231731
  0.00257053 -0.00227748  0.00113845  0.00079417  0.00356597  0.0021322
 -0.00013461  0.00495628 -0.00289381  0.00203379 -0.00156309  0.00168946
 -0.00509721 -0.00272352]"
