,priors,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,"fs_1 - beta(p=365.25,n=10)"
A,"[ 1.62439449e-01  7.18369406e-02  1.95525232e-01  2.10160619e-01
  1.83195606e-02  1.91470470e-01 -6.85955111e-03 -1.23782720e-01
  1.53987035e-01 -1.38800299e-02 -3.18036395e-01 -3.57231946e-02
  1.43827320e-01  2.63989511e-01 -1.68969079e-01 -1.08613523e-01
 -5.30550978e-02  4.43944402e-02 -1.16700380e-01 -7.72008817e-02
 -4.82751093e-02  1.70414514e-02  1.82415520e-01  5.21069333e-02
  7.36329366e-02 -1.72245280e-02 -1.49491887e-03  1.03459648e-01
  2.31812150e-01  1.17583030e-01  1.08156480e-01 -4.99205969e-02
  2.46075138e-01 -8.77646211e-01 -1.43310142e+00 -1.27910183e+00
  1.85176875e+00  1.93680886e+00  1.02546566e-01 -6.13333686e-01
 -4.94736998e-01  7.64517179e-01  3.38162914e-01 -4.42511118e-01
 -7.49661114e-01 -4.21857278e-01  3.08599371e-01 -3.63840863e-01
  3.45157527e-01  1.81253509e-01  1.93163509e-01 -6.24787389e-01
  1.76643038e+00  0.00000000e+00]",0.6618240586574989,0.30518024174881275,"[ 1.22721398e-04  3.50706838e-04 -7.81735813e-05  2.23937560e-05
 -1.37029168e-05 -5.28743677e-05]",-6.045510248674949,0.0023684720208983503,0.8238201838220449,-0.03768336686883197,"[-0.11914899 -0.095484   -0.06406106 -0.0216735   0.01331409  0.05482945
  0.10607091  0.13949628  0.15900099  0.18317696  0.17242276  0.11152136
 -0.05501231 -0.22341793 -0.34490418 -0.29017893 -0.22701541 -0.18969135
 -0.12121245  0.21755625  0.86499998  1.30560857  1.36444662 -0.0763692
 -0.00238599]",[ 0.00070731  0.00019784  0.00030143  0.00074027 -0.00014957  0.00055852],"[ 0.00561113 -0.00944933 -0.00770169  0.01197497  0.00193224  0.00117763
 -0.00235525 -0.00017726  0.00233527 -0.0003236   0.00132179 -0.00112882
 -0.00135167  0.00312587 -0.000865    0.00126603  0.0001031   0.00153069
  0.00041411  0.00447606]",0.08725556164043262,"[ 0.00561113 -0.00944933 -0.00770169  0.01197497  0.00193224  0.00117763
 -0.00235525 -0.00017726  0.00233527 -0.0003236   0.00132179 -0.00112882
 -0.00135167  0.00312587 -0.000865    0.00126603  0.0001031   0.00153069
  0.00041411  0.00447606]"
AAL,"[-4.47565400e-02  1.77239512e-01 -6.30790771e-01  1.53243608e-01
  2.74072093e-01 -1.40827778e-01  1.05024420e-01  1.90328725e-04
 -2.60573971e-01 -5.52233382e-02  7.60432789e-02  1.10287826e-01
  1.61962055e-01  1.26920845e-01  1.23292479e-01  1.92073443e-01
  2.63702891e-02  1.49157181e-01  2.01063011e-01 -3.37328761e-02
  3.34493607e-01  2.16900149e-01 -6.19531681e-02  6.95477573e-02
  2.20691343e-01 -3.30733909e-01 -4.50468902e-02 -7.30257086e-02
  9.18487120e-02 -5.42725130e-01 -1.25227350e-01 -3.27523751e-01
 -3.51548876e-01  7.36178303e-01  1.54674498e+00  2.11713504e+00
 -1.67276658e+00 -2.49897259e+00 -1.61560374e+00 -3.83628738e-01
  2.48543052e+00  9.26481931e-01 -1.57468310e-01  3.33586597e-01
  2.89116829e-01  4.83739232e-01 -1.12359193e+00 -1.29249104e+00
 -7.44922140e-02 -2.20149689e-01 -3.03326112e-02 -1.51507809e+00
  2.15799370e+00  0.00000000e+00]",-0.45789023228571024,1.4216390844150821,"[-1.08552964e-03  1.55762495e-04 -4.53556023e-04  1.13837591e-04
 -1.47968660e-04  5.60497517e-05]",-5.937691762148062,0.002638112018556035,0.8196711465367389,-0.03690372671171259,"[-0.13673873 -0.09668683 -0.05773468 -0.03093741  0.01736217  0.05722639
  0.0933444   0.13729223  0.17515156  0.19193493  0.17474249  0.10522955
 -0.03162425 -0.20170941 -0.33404157 -0.28094871 -0.19925422 -0.18858834
 -0.07449512  0.25028731  0.81115841  1.30912528  1.42173179 -0.10311544
 -0.00729555]","[ 1.20945379e-04 -2.79907091e-04 -1.42842924e-03  8.88180498e-05
 -9.85943917e-04 -1.20524051e-03]","[ 0.01010576 -0.00114485  0.00224066  0.00185805 -0.01032098 -0.00149266
 -0.00148176  0.00855482  0.00243097 -0.00172005  0.00194724  0.00158928
  0.00208861 -0.00098921 -0.00235622  0.00070453 -0.00098337  0.00121045
 -0.00296938  0.00638534]",0.08668122531240804,"[ 0.01010576 -0.00114485  0.00224066  0.00185805 -0.01032098 -0.00149266
 -0.00148176  0.00855482  0.00243097 -0.00172005  0.00194724  0.00158928
  0.00208861 -0.00098921 -0.00235622  0.00070453 -0.00098337  0.00121045
 -0.00296938  0.00638534]"
AAP,"[-0.09553091  0.02372599 -0.2822218  -0.15517305  0.04350534 -0.1374877
  0.0255009   0.16931791 -0.06919609  0.00948118  0.14543055 -0.02790413
 -0.05313741 -0.22702382  0.0296361   0.22915443 -0.02365239  0.06355877
  0.15064315  0.01722987  0.1679351  -0.00662759 -0.07429024  0.02998974
  0.06362697 -0.12448758 -0.00908132 -0.12218299 -0.03574432 -0.23324057
 -0.05552329 -0.07589012 -0.18427516  0.55108679  1.36422154  1.49589627
 -1.3920571  -1.71455547 -0.7364974  -0.17379518  0.93434856  0.23920539
 -0.00511087  0.25472875  0.08847273 -0.06054988  0.03588447  0.63304561
 -0.08888224 -0.64009693 -0.17060299  1.3685174   0.04254925  0.        ]",-0.2841486860424867,1.2576182483013154,"[-5.12173660e-04  2.13620725e-04 -3.77053210e-04 -2.43127091e-04
 -9.50231695e-05 -3.47912033e-04]",-5.400856411747008,0.004512714545487374,0.8186544051121152,-0.03828521855686459,"[-0.12921841 -0.10451151 -0.063127   -0.03126301  0.01572959  0.06326237
  0.09852852  0.1398933   0.17780744  0.18572774  0.16363147  0.08666774
 -0.0399891  -0.19859852 -0.33637998 -0.28697793 -0.20377359 -0.18013241
 -0.09739329  0.21189562  0.80560263  1.3037799   1.3708897  -0.07957422
 -0.00521645]","[ 4.36433043e-05 -6.45751462e-04 -6.56524060e-04  3.49043056e-04
 -3.36911234e-04 -7.73629049e-04]","[ 0.00964176 -0.00170942  0.00033966  0.00277618 -0.00819785  0.00057805
 -0.00098261  0.004364    0.00044119 -0.00110636  0.00195071  0.00103862
  0.00018668  0.00220283  0.00252512  0.00072435 -0.00139433  0.00059277
  0.00489659  0.00049929]",0.08698776708174234,"[ 0.00964176 -0.00170942  0.00033966  0.00277618 -0.00819785  0.00057805
 -0.00098261  0.004364    0.00044119 -0.00110636  0.00195071  0.00103862
  0.00018668  0.00220283  0.00252512  0.00072435 -0.00139433  0.00059277
  0.00489659  0.00049929]"
AAPL,"[-0.01965038  0.2464684  -0.41893661  0.0283348   0.15552185 -0.10839305
  0.1046496   0.01379625 -0.0873176  -0.01952939  0.03045855  0.02991573
 -0.01752562  0.02715102  0.01347155  0.23997331 -0.0534636   0.14487271
  0.15553987 -0.02140708  0.25493801  0.03915581 -0.07787699  0.13453585
  0.15367372 -0.25595379 -0.00844329 -0.00878895  0.03607861 -0.51437022
 -0.03260218 -0.1821828  -0.30837026  0.45998802  1.0659981   1.45071824
 -1.26573216 -1.93777623 -0.97704841 -0.30465724  2.15142744  1.66818842
 -0.27568087 -0.31008406 -0.87453221 -0.54253593  0.21618993  0.17237783
  0.18267878 -0.44820998 -0.5545188  -0.81780773  1.48689978  0.        ]",-0.1941243675687396,1.1607715549726974,"[-9.24570915e-04  6.20979792e-05 -2.75762776e-04 -1.22321405e-04
  9.24874794e-06  5.70843779e-05]",-5.774254055946738,0.003106514080285991,0.8201738898244928,-0.036279184053838384,"[-0.13223038 -0.09999241 -0.0606438  -0.03013559  0.01726588  0.05808993
  0.09878299  0.13875221  0.17325231  0.18844413  0.16538176  0.10031122
 -0.04029913 -0.19857639 -0.34012638 -0.28086478 -0.20333166 -0.18656011
 -0.0850142   0.22116431  0.80666997  1.32070894  1.4002755  -0.09508568
 -0.00496895]",[ 0.00030404 -0.0004125  -0.00137243  0.00042414 -0.00060516 -0.00106831],"[ 9.33629556e-03 -2.43456925e-03  2.66306231e-04  3.08470552e-03
 -8.75337445e-03 -6.09115776e-05 -1.40101293e-03  7.62706135e-03
  4.32192937e-03 -2.07208405e-03  3.77260201e-04 -1.40035475e-03
 -9.64690042e-04  2.74512990e-03  1.31984025e-03  1.30488123e-03
 -9.53615610e-04 -3.02392770e-04 -1.22530842e-03  4.25981174e-03]",0.08694842752857074,"[ 9.33629556e-03 -2.43456925e-03  2.66306231e-04  3.08470552e-03
 -8.75337445e-03 -6.09115776e-05 -1.40101293e-03  7.62706135e-03
  4.32192937e-03 -2.07208405e-03  3.77260201e-04 -1.40035475e-03
 -9.64690042e-04  2.74512990e-03  1.31984025e-03  1.30488123e-03
 -9.53615610e-04 -3.02392770e-04 -1.22530842e-03  4.25981174e-03]"
ABBV,"[ 0.08975564 -0.10422752  0.32860163 -0.01815047 -0.10092166  0.05450292
 -0.03509956  0.01220493  0.02175473  0.02567015 -0.03075031 -0.00644236
 -0.15249945 -0.07163123 -0.05272475 -0.09422282 -0.01005196 -0.15349523
 -0.09777296  0.11074615 -0.16760999 -0.10196187 -0.07439071 -0.04253827
 -0.16789359  0.19159737 -0.0335866   0.01817789 -0.10209615  0.11166839
  0.00982194  0.16969142  0.18044699 -0.38411313 -0.50831557 -0.73966413
  0.70526368  1.27298032  0.45223802  0.08062141 -1.30438135 -0.80749775
  0.1096183  -0.36514605  0.41655813  0.63652695  0.79209749  0.65265578
 -0.89451785 -0.18101198 -0.23088938 -0.36800991 -1.68900289  0.        ]",-0.007985756954174476,0.9747619271872388,"[ 2.40723090e-04 -2.24866133e-04  8.24080668e-05 -4.46510062e-04
  8.81200803e-05 -3.50392265e-04]",-5.494923079661921,0.004107572409253974,0.8223647123613617,-0.03927788102697723,"[-0.11622534 -0.10117418 -0.06673025 -0.02576854  0.01337449  0.05924247
  0.10090498  0.14103842  0.17052855  0.18467394  0.15819805  0.09418353
 -0.04849051 -0.22154553 -0.33916858 -0.30474066 -0.22629164 -0.16965786
 -0.13919149  0.19663787  0.81248518  1.29067698  1.30135518 -0.04896004
 -0.00294638]",[ 0.00051645 -0.00076607  0.0002809   0.00051259  0.00037461  0.0002917 ],"[ 7.09472611e-03 -6.92789517e-03 -6.18893367e-03  8.77208035e-03
  1.31775723e-05  2.50289566e-03 -4.60823249e-04 -2.25451071e-03
 -2.12120022e-03 -7.38414336e-04  1.27033846e-03  1.83566016e-03
  1.42842752e-03  4.52167933e-03  2.20079312e-03 -1.72610915e-03
 -4.65416684e-04  6.96627284e-05  1.13545318e-03 -4.33874697e-03]",0.08664672230316195,"[ 7.09472611e-03 -6.92789517e-03 -6.18893367e-03  8.77208035e-03
  1.31775723e-05  2.50289566e-03 -4.60823249e-04 -2.25451071e-03
 -2.12120022e-03 -7.38414336e-04  1.27033846e-03  1.83566016e-03
  1.42842752e-03  4.52167933e-03  2.20079312e-03 -1.72610915e-03
 -4.65416684e-04  6.96627284e-05  1.13545318e-03 -4.33874697e-03]"
ABT,"[-0.05053118  0.18116202 -0.33727562 -0.0908813   0.09600201 -0.04783854
  0.07021244  0.15312169  0.0575304   0.05445399  0.09309765  0.16007391
 -0.0156419   0.11441113  0.07777779  0.16758786  0.05897544  0.10885115
  0.03162775  0.01470617  0.24546492 -0.00210602 -0.07554809  0.13599674
  0.20567237 -0.16854254  0.05691686  0.05011131  0.04791455 -0.35720353
 -0.08846735 -0.15700231 -0.25974284  0.52349808  0.94661168  1.09220604
 -1.42923202 -1.84207227  0.04069167  0.80680476  1.57276738  0.93380591
 -1.18469481 -0.83193195 -0.07512153 -0.02260059  0.52123221  0.44242492
 -0.1237193  -0.81202497 -0.30766224  0.25947987  1.57862479  0.        ]",-0.462583869403973,1.4232179729402408,"[-6.45678822e-04  5.39997375e-05 -4.50409520e-04 -1.07729339e-04
 -2.10851983e-04 -3.70397714e-04]",-5.423771115220921,0.004410482808100912,0.8195555111352044,-0.03687336185247783,"[-1.30452135e-01 -1.02990654e-01 -6.19813168e-02 -2.86545590e-02
  1.64722010e-02  6.28562401e-02  1.03055805e-01  1.41543067e-01
  1.75763326e-01  1.94064633e-01  1.64721940e-01  1.04501615e-01
 -3.72146380e-02 -2.03816123e-01 -3.31844698e-01 -2.83427533e-01
 -2.14622539e-01 -1.81304309e-01 -8.57370835e-02  2.16561267e-01
  8.06434920e-01  1.31950637e+00  1.40807309e+00 -8.69397682e-02
 -3.26334659e-04]",[ 0.00044973 -0.00041022 -0.00101252  0.0002395  -0.00057344 -0.00090652],"[ 0.00958493 -0.00283306 -0.00075728  0.00267945 -0.0084406   0.00268033
  0.0015802   0.00593807  0.00230241 -0.0045479  -0.00080396  0.00047579
  0.00034242  0.00387496  0.00210564  0.00054535 -0.00186412  0.00037772
  0.00143909  0.00477273]",0.08672736813374446,"[ 0.00958493 -0.00283306 -0.00075728  0.00267945 -0.0084406   0.00268033
  0.0015802   0.00593807  0.00230241 -0.0045479  -0.00080396  0.00047579
  0.00034242  0.00387496  0.00210564  0.00054535 -0.00186412  0.00037772
  0.00143909  0.00477273]"
ACN,"[ 0.01499083  0.01052499  0.20248821 -0.02232127 -0.07943657  0.04528581
 -0.0200958  -0.02514861  0.15805492  0.04877986 -0.0960712  -0.03623119
 -0.02845108  0.05349944 -0.04798079 -0.09818792 -0.03239156 -0.01763182
 -0.09305395 -0.03811317 -0.11364204 -0.09260305  0.05939736  0.01055409
 -0.01299915  0.06603478  0.02594596  0.10882351  0.01919989  0.18798514
  0.09122289  0.09354032  0.10856425 -0.44405136 -0.78419278 -0.96078091
  0.8017309   0.98805102  0.69023965  0.25415587 -0.4864212   0.41345275
 -0.30902539 -0.65645453 -0.71956762 -0.7456031   0.66999425  0.41566317
  0.66294213  0.56520189  0.05568958  0.43241192 -0.01280828  0.        ]",0.19521227186475645,0.7782506054914479,"[-2.33301961e-04  4.95358134e-04 -2.04868529e-04  8.40408076e-05
 -1.40699615e-05  7.44640944e-05]",-5.747245267804588,0.003191560592682186,0.8208675695354251,-0.03832385425322581,"[-1.18902940e-01 -1.01332986e-01 -6.62156981e-02 -2.60084482e-02
  1.37618883e-02  5.78898325e-02  1.05835156e-01  1.41732352e-01
  1.67778101e-01  1.83646214e-01  1.63923029e-01  1.00532670e-01
 -4.76132742e-02 -2.22118293e-01 -3.40964146e-01 -2.94094445e-01
 -2.25095314e-01 -1.84945067e-01 -1.32209118e-01  1.99009233e-01
  8.35965900e-01  1.29823999e+00  1.33905307e+00 -6.41870007e-02
 -2.89352233e-04]",[ 0.00071009 -0.00041504  0.00047733  0.00074513  0.0001567   0.00014746],"[ 6.90372645e-03 -7.69267054e-03 -6.79577834e-03  9.05692881e-03
 -6.65809714e-04  3.14369338e-03 -4.24338530e-05 -4.17027350e-05
  1.16476771e-03 -2.03420532e-03  5.63506342e-04 -1.11618849e-03
 -2.23137102e-03  4.22865581e-03  1.33978935e-03  2.35065263e-03
  1.74949809e-03  1.16161601e-03  2.80759247e-03 -2.22780539e-04]",0.08727540881977486,"[ 6.90372645e-03 -7.69267054e-03 -6.79577834e-03  9.05692881e-03
 -6.65809714e-04  3.14369338e-03 -4.24338530e-05 -4.17027350e-05
  1.16476771e-03 -2.03420532e-03  5.63506342e-04 -1.11618849e-03
 -2.23137102e-03  4.22865581e-03  1.33978935e-03  2.35065263e-03
  1.74949809e-03  1.16161601e-03  2.80759247e-03 -2.22780539e-04]"
ADBE,"[ 0.0226503   0.11697824  0.07947104  0.03213575 -0.02628285  0.09748347
 -0.01441956 -0.1119547   0.23797864 -0.04577341 -0.15699887  0.02690143
  0.15931625  0.22814903 -0.09687634 -0.06467177  0.02148599  0.11590774
 -0.11789148 -0.12372533 -0.01391912  0.00313239  0.14097662  0.08529951
  0.14104278 -0.0563367   0.1501318   0.14417692  0.15076151  0.17149014
  0.09011817 -0.00254604  0.04057457 -0.44140775 -1.09295033 -1.16749794
  0.70552971  0.716977    1.06030925  0.4555669   0.03517544  1.01174559
 -0.24716202 -0.3018963  -1.25514969 -1.1874699   0.12554516 -0.26266766
  0.73349737 -0.11398159  0.55506812  0.15101463  1.51731425  0.        ]",0.20534920311275645,0.766950036665688,"[ 1.87501622e-04  2.01519142e-04 -6.31368902e-05 -1.74154079e-04
 -8.51951175e-06 -2.57776621e-04]",-5.591433521114008,0.0037296774592584527,0.8210209482317883,-0.037385087716512756,"[-0.12156065 -0.09999303 -0.06501709 -0.02449033  0.0136029   0.05496509
  0.10897905  0.13813973  0.16518138  0.1865178   0.17297345  0.10975715
 -0.04994996 -0.2202069  -0.33810751 -0.28393891 -0.22696426 -0.19419489
 -0.11858469  0.21630931  0.85316326  1.31112313  1.3818817  -0.07945202
  0.00684838]","[ 7.99115048e-04 -1.94845825e-05  4.13343108e-04  7.11964026e-04
 -8.64388678e-05 -9.88072622e-06]","[ 0.0068615  -0.00853327 -0.00735033  0.00878557 -0.00130915  0.00415475
  0.00047865  0.00135898  0.002845   -0.00191302  0.00165411 -0.00258663
 -0.00336368  0.002769   -0.00063064  0.00238803 -0.00011803  0.00282766
  0.00193366  0.00392414]",0.08742084265966243,"[ 0.0068615  -0.00853327 -0.00735033  0.00878557 -0.00130915  0.00415475
  0.00047865  0.00135898  0.002845   -0.00191302  0.00165411 -0.00258663
 -0.00336368  0.002769   -0.00063064  0.00238803 -0.00011803  0.00282766
  0.00193366  0.00392414]"
ADI,"[-9.33539565e-02  1.94426273e-01 -2.44393983e-01 -2.12519608e-01
  3.59928632e-03 -4.21845436e-02  1.71833434e-02  1.47939522e-01
  2.73891588e-01 -9.75290196e-03 -1.55148273e-02  1.56138826e-03
  7.81456516e-02 -2.88512720e-02 -1.09201316e-01  2.48663508e-01
 -1.21734612e-02  2.34293417e-01  2.52363468e-02 -1.26205509e-01
  2.19414680e-01 -5.85892293e-02  7.50534396e-02  1.74525100e-01
  2.84492009e-01 -2.24569424e-01  1.76419377e-01  3.34911017e-02
  1.59379262e-01 -1.10995299e-01  5.17053410e-02 -9.13933561e-02
 -1.78492836e-01  1.95913313e-01  3.96592301e-01  4.68878149e-01
 -9.15236185e-01 -1.34388238e+00  4.85598094e-01  4.25758403e-01
  1.26637329e+00  1.78256169e+00 -5.37084149e-01 -4.08717944e-01
 -1.56001232e+00 -1.63497264e+00  7.29408055e-01  1.00900530e+00
  7.46250190e-01 -1.19542073e+00  3.34024372e-01  2.51466570e+00
  2.09653225e+00  0.00000000e+00]",-0.02974746222679846,0.9996988002046036,"[-3.93103788e-05  8.45174050e-04 -3.64048010e-04  1.04541838e-04
 -1.29322806e-04 -1.78626876e-04]",-5.433710015518874,0.004366864576887435,0.818697997904106,-0.036786935162723466,"[-0.12844114 -0.10612343 -0.06418096 -0.0286478   0.01510222  0.06283964
  0.1101231   0.13915563  0.17115474  0.18716576  0.1690135   0.09705901
 -0.04959338 -0.19799702 -0.33717797 -0.27377498 -0.21431242 -0.19392855
 -0.08962053  0.20603165  0.83473261  1.32768325  1.42326082 -0.09456452
  0.00540276]","[ 4.38146991e-04 -6.43941516e-05 -3.87868574e-04  6.61059840e-04
 -3.76523015e-04 -6.60319037e-04]","[ 0.008599   -0.00437311 -0.00260882  0.00421043 -0.00700889  0.00356278
  0.00049534  0.00514871  0.00460557 -0.00271033  0.00057036 -0.00335087
 -0.00424749  0.00432816  0.00308874  0.00266837 -0.00242078  0.00229231
  0.00752183  0.00566563]",0.08757471702534468,"[ 0.008599   -0.00437311 -0.00260882  0.00421043 -0.00700889  0.00356278
  0.00049534  0.00514871  0.00460557 -0.00271033  0.00057036 -0.00335087
 -0.00424749  0.00432816  0.00308874  0.00266837 -0.00242078  0.00229231
  0.00752183  0.00566563]"
ADM,"[ 0.08938888 -0.03193923  0.16976309 -0.0136303  -0.0412933   0.09122833
 -0.05004329  0.06226411  0.14952657 -0.05645753 -0.20645591 -0.08457163
  0.08782276 -0.07002295 -0.24737876  0.06192792 -0.04903206  0.04992397
 -0.06815304 -0.049251    0.00328437 -0.03496245  0.09949183  0.03595457
  0.08806826 -0.02596926  0.04855077 -0.0467451   0.18710307  0.1211809
  0.0876041   0.01974915  0.21862081 -0.58343194 -0.68996108 -0.58551685
  1.06655208  1.21536055 -0.02845168 -0.7394066  -0.72135764  0.34002731
  0.73520371  0.05015147 -0.4474036  -0.10663314  0.53997402  0.47151239
 -0.56271569 -1.13932661  0.51295797  1.43762992  0.68012713  0.        ]",0.6313544078174167,0.33229776917992015,"[ 2.96111713e-04  2.48608301e-04  8.84725876e-05 -7.20571595e-05
  8.33275139e-05 -9.94158087e-06]",-5.909804365654773,0.0027127175361973638,0.8223573681860714,-0.03864428596287467,"[-1.19639021e-01 -1.01053863e-01 -6.53277212e-02 -2.47559173e-02
  1.27669023e-02  6.06972100e-02  1.05404968e-01  1.37861818e-01
  1.63561851e-01  1.81727337e-01  1.69904123e-01  9.44086480e-02
 -5.99185819e-02 -2.10741131e-01 -3.42443790e-01 -2.89343789e-01
 -2.22842942e-01 -1.85071339e-01 -1.16116092e-01  2.07374782e-01
  8.47500389e-01  1.30567704e+00  1.36798827e+00 -7.49659707e-02
 -8.57565752e-04]","[3.33308876e-04 3.62075364e-05 2.72525997e-04 7.06834356e-04
 2.26810359e-05 4.28688271e-04]","[ 0.00640669 -0.00742272 -0.00573425  0.00979288 -0.00011493  0.00119486
 -0.00261854 -0.00053768  0.00105752  0.00095121  0.00233106 -0.00035756
 -0.00048924  0.00366207  0.00147366 -0.00105659 -0.00313213  0.00231743
  0.005945    0.00176785]",0.08724666027913489,"[ 0.00640669 -0.00742272 -0.00573425  0.00979288 -0.00011493  0.00119486
 -0.00261854 -0.00053768  0.00105752  0.00095121  0.00233106 -0.00035756
 -0.00048924  0.00366207  0.00147366 -0.00105659 -0.00313213  0.00231743
  0.005945    0.00176785]"
