,priors,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,"fs_1 - beta(p=365.25,n=10)"
A,"[ 0.11606652 -0.05129436 -0.05005781 -0.13070264 -0.00804896 -0.0424907
 -0.16210614  0.10401924  0.09219418  0.03736639  0.07064447 -0.01136674
  0.22365218 -0.08233164  0.04240535 -0.05428309  0.02722315  0.31161931
  0.03997236 -0.18321588 -0.16638     0.03610246 -0.25397169 -0.11643714
 -0.10082579 -0.32416704 -0.00476513 -0.02066619 -0.08437475 -0.04475329
 -0.06457083 -0.10074694  0.15236785  0.19900759 -0.61052857 -0.26040561
 -1.34219359 -1.19294707 -1.36749944 -2.07900142 -0.17543104 -1.47524325
  1.08437306 -0.57516152  1.05477619 -0.08411361  0.63268465 -0.2345435
  0.40135571 -0.12782571 -0.15420735 -1.12639335 -0.7411906   0.        ]",0.09833563115632102,0.8782131023851353,"[ 6.84592856e-04 -2.21231461e-04  3.02707374e-04  4.33098449e-04
 -6.80634560e-05  2.28796490e-04]",-5.199994789515514,0.0055165931648089896,0.8008230201850776,-0.03893534381456571,"[-1.43356517e-01 -1.21712213e-01 -8.42620381e-02 -4.31719151e-02
 -5.01695487e-03  4.71825121e-02  9.11782936e-02  1.32129157e-01
  1.70751535e-01  1.99731655e-01  2.16865431e-01  1.73181489e-01
  8.73314647e-02 -8.37603061e-02 -2.73717766e-01 -3.46337592e-01
 -2.87839017e-01 -2.50912398e-01 -2.44147671e-01 -1.45458081e-01
  3.27435554e-01  1.08949680e+00  1.79357786e+00  1.52021421e+00
  8.86193026e-05]",[-0.00047677 -0.00062413  0.00044263 -0.00101942 -0.00026156  0.00103431],"[ 1.10004562e-02 -4.95704303e-03 -3.77837538e-03  1.01778374e-03
 -4.35799764e-03 -2.19617451e-04 -6.19668965e-03 -9.99590058e-04
 -2.90413849e-03  2.46891392e-03  7.66493970e-04  4.78329579e-03
 -1.75879998e-03  3.03582190e-03 -3.86384639e-04  1.43431521e-03
 -1.98598748e-05  1.04797875e-03 -4.11777505e-04 -2.63600425e-03]",0.08620363711933202,"[ 1.10004562e-02 -4.95704303e-03 -3.77837538e-03  1.01778374e-03
 -4.35799764e-03 -2.19617451e-04 -6.19668965e-03 -9.99590058e-04
 -2.90413849e-03  2.46891392e-03  7.66493970e-04  4.78329579e-03
 -1.75879998e-03  3.03582190e-03 -3.86384639e-04  1.43431521e-03
 -1.98598748e-05  1.04797875e-03 -4.11777505e-04 -2.63600425e-03]"
AAL,"[-1.93537958e-01  3.23454886e-02 -2.58546340e-02 -7.93065737e-02
 -5.04367284e-02 -8.63668805e-02  5.57319542e-02  8.95476481e-04
  4.26560635e-03 -1.04167949e-01 -1.21895649e-02  5.28601755e-02
  8.42682002e-02  5.48781071e-02 -1.32268645e-02 -7.78988235e-02
 -8.72527546e-03 -7.29659320e-02 -6.14822412e-03  6.96221304e-02
 -5.22845643e-02 -5.31144658e-02 -5.25994379e-02 -9.14074822e-02
  1.06119626e-01  3.23246625e-03  1.88267300e-02  7.46015546e-02
 -1.58381976e-02 -1.43486601e-02  4.37876586e-02 -3.23403958e-02
 -3.83164414e-03 -7.02218146e-02 -1.52784888e-01 -5.44496042e-01
  1.70002290e-02 -5.97448513e-01  6.15764069e-01 -6.33160505e-02
  1.05075006e+00  5.79856749e-01  5.87896706e-01  4.33188390e-01
 -3.34570878e-01 -3.45799738e-01 -3.70866402e-01 -5.63759486e-01
  2.58483730e-01  3.78685042e-02  2.48549022e-01 -7.41794133e-02
 -5.84870087e-01  0.00000000e+00]",0.030336554091433477,0.9419474419985604,"[ 5.42776403e-04  6.09672694e-04 -1.01156690e-04  3.32106728e-04
 -1.36944628e-04 -3.81901060e-05]",-4.528732714730724,0.010794346925328328,0.7945773544226853,-0.03813426855654731,"[-1.42627748e-01 -1.20477809e-01 -8.51922409e-02 -4.43740550e-02
  1.32219356e-03  4.41689875e-02  8.77385020e-02  1.26622962e-01
  1.66666801e-01  2.01633752e-01  2.09676330e-01  1.80215936e-01
  8.40106839e-02 -8.55988076e-02 -2.76103491e-01 -3.78948965e-01
 -2.95449086e-01 -2.24299841e-01 -2.24352947e-01 -1.56108897e-01
  3.67054391e-01  1.09454514e+00  1.84086129e+00  1.57280992e+00
  2.91729440e-03]",[-0.00022055 -0.00052766  0.00041816 -0.00078393 -0.0001299   0.00059705],"[ 1.01768978e-02 -3.62096270e-03 -4.63260251e-03  5.01034769e-03
 -2.68492583e-03  5.72841523e-03 -4.60307127e-04  2.23776728e-03
  2.75570793e-03  8.12305248e-04  3.67043074e-03  9.83803330e-04
 -2.18666816e-03 -1.51408319e-04 -1.38029730e-03 -6.64220674e-05
 -1.45343530e-04  1.72108949e-03  2.33944035e-03 -3.13254966e-03]",0.08551084056929162,"[ 1.01768978e-02 -3.62096270e-03 -4.63260251e-03  5.01034769e-03
 -2.68492583e-03  5.72841523e-03 -4.60307127e-04  2.23776728e-03
  2.75570793e-03  8.12305248e-04  3.67043074e-03  9.83803330e-04
 -2.18666816e-03 -1.51408319e-04 -1.38029730e-03 -6.64220674e-05
 -1.45343530e-04  1.72108949e-03  2.33944035e-03 -3.13254966e-03]"
AAP,"[ 2.03372839e-01 -2.15653969e-02  1.05133523e-01 -1.32465016e-01
  1.47432761e-01 -7.32307944e-02 -1.52325205e-01  1.48701827e-02
 -1.28988000e-02  9.29273277e-02  9.22319038e-03 -8.48896057e-04
 -1.14619719e-01  1.45105166e-01 -2.86339327e-02 -6.42232148e-02
 -7.82479339e-02  1.14261401e-01  1.33250125e-01  1.16249435e-01
 -4.31479169e-02  9.97118124e-02  4.82792608e-02  8.38420793e-02
 -8.84280125e-02  4.73722944e-02  1.44375114e-01 -7.34131278e-02
  4.46261705e-02  3.29513927e-02  1.48216869e-01 -5.16498450e-02
 -1.21754716e-01 -6.00124355e-01  6.61483244e-01  1.44666160e-02
  1.03175318e+00  5.52235255e-01  9.59802286e-01  6.49118985e-01
 -2.17772413e-01 -4.71417962e-01 -5.58287836e-01 -1.14050133e+00
 -2.55271728e-04 -7.99696712e-01  9.55063283e-01 -3.64359650e-01
  9.12809663e-01 -5.57764628e-01  6.86019819e-02 -2.07883470e+00
  6.30425393e-01  0.00000000e+00]",-0.04851922443459675,1.0204453347897744,"[ 1.70929395e-04 -3.81901485e-04  1.98533950e-05  2.19856461e-04
 -1.72976246e-04 -7.16266357e-05]",-4.743423482305807,0.008708780735968744,0.802584254725196,-0.038629633744577625,"[-0.13977427 -0.12179917 -0.08038838 -0.0439531  -0.0047521   0.04419901
  0.08686246  0.13392673  0.16858046  0.20046828  0.20063476  0.18392497
  0.08214513 -0.08536494 -0.28157532 -0.36182869 -0.28076119 -0.21816931
 -0.22699369 -0.13559406  0.38996805  1.13560877  1.79534621  1.57689441
  0.01063612]",[-0.00060081 -0.00034535  0.00063662 -0.00032085 -0.00025573  0.00015012],"[ 0.00848708 -0.00109664 -0.00313991  0.00813605  0.00068679  0.00668335
  0.00147493 -0.00166846 -0.00044452 -0.00218786 -0.00086976  0.00184606
 -0.00321594  0.00392832 -0.00062374  0.00118151 -0.00243726  0.00174721
 -0.00332293  0.00028869]",0.08566076385488927,"[ 0.00848708 -0.00109664 -0.00313991  0.00813605  0.00068679  0.00668335
  0.00147493 -0.00166846 -0.00044452 -0.00218786 -0.00086976  0.00184606
 -0.00321594  0.00392832 -0.00062374  0.00118151 -0.00243726  0.00174721
 -0.00332293  0.00028869]"
AAPL,"[ 0.1154974   0.04972505 -0.06675812 -0.00674336 -0.09070488  0.0202356
 -0.19383502 -0.06838158  0.25027216 -0.00563426  0.03122033 -0.06843382
  0.03965002 -0.11517298  0.04228947  0.09605316  0.21321637  0.28776633
  0.09932174 -0.26445045 -0.06876001  0.07932023 -0.19893153  0.04998151
 -0.11416809 -0.2897131  -0.02060299 -0.0662006  -0.01513382  0.09878251
 -0.06641064 -0.08712184  0.24855615  0.71591729 -0.70663167  0.47315474
 -1.87670242 -0.45498638 -2.47568428 -1.58337668 -1.60439929 -1.67733544
 -0.29855721 -0.84440668  0.06317915 -0.4723163  -0.13203798 -0.59804504
 -0.19413198 -0.31727548 -0.34714018 -0.71092385 -0.92096151  0.        ]",0.42167659002854396,0.5535827133209213,"[ 2.54008664e-04  2.85344095e-04 -3.88394135e-05  1.31605598e-04
 -4.34257163e-05 -4.27443862e-06]",-5.770017694104947,0.0031197023133364946,0.8008115393985165,-0.037928128975878495,"[-1.43688675e-01 -1.18695110e-01 -8.62222693e-02 -4.14218901e-02
 -6.14718219e-03  4.18198295e-02  9.65294784e-02  1.31050179e-01
  1.68798273e-01  1.96255274e-01  2.08012165e-01  1.71324043e-01
  8.62987452e-02 -7.29808846e-02 -2.61701678e-01 -3.46748045e-01
 -2.81236439e-01 -2.59440993e-01 -2.29628768e-01 -1.39837365e-01
  3.36120057e-01  1.12342380e+00  1.78092115e+00  1.52499975e+00
 -6.59763087e-04]",[-0.0005617  -0.00038178  0.00079307 -0.00105954 -0.00017498  0.00127919],"[ 1.24731465e-02 -5.30483950e-03 -1.56326702e-03 -3.26832099e-04
 -2.28514994e-03 -3.53584571e-03 -4.74438113e-03 -5.21283428e-03
 -3.52062691e-03 -1.57347273e-03 -6.08989027e-05  1.50366700e-03
 -3.01691946e-03  1.29338984e-03 -1.32026016e-03 -5.10056687e-04
 -7.52820006e-04  3.99969089e-04  1.29566837e-03 -3.03310203e-03]",0.08653776874102231,"[ 1.24731465e-02 -5.30483950e-03 -1.56326702e-03 -3.26832099e-04
 -2.28514994e-03 -3.53584571e-03 -4.74438113e-03 -5.21283428e-03
 -3.52062691e-03 -1.57347273e-03 -6.08989027e-05  1.50366700e-03
 -3.01691946e-03  1.29338984e-03 -1.32026016e-03 -5.10056687e-04
 -7.52820006e-04  3.99969089e-04  1.29566837e-03 -3.03310203e-03]"
ABBV,"[-0.01725538 -0.06398107  0.11760774 -0.05756168  0.04254379  0.07655848
 -0.11053194 -0.02654988 -0.1582954  -0.06644661  0.20842717  0.02717127
  0.09806697  0.27762502 -0.00461776 -0.0754371   0.01839619 -0.11361741
 -0.01892185  0.24097612  0.02413925  0.01713362  0.04323441 -0.08143901
  0.01671331 -0.01369591  0.01567599  0.07340149 -0.1806508  -0.04441646
  0.0091156   0.09508844 -0.09770955 -0.97481308  1.02528583 -0.16055073
  1.80110308  0.57385943  1.16390509  0.12160106  0.40759562 -0.2433737
  0.86966238  0.16638437  0.8809228   0.27990976  0.06880632 -0.62494394
 -0.01898339 -0.27782081  0.16854117 -0.23957958 -1.66480775  0.        ]",-0.24302918047443398,1.2100975415219102,"[-1.20762839e-04 -2.68206847e-05  8.52288676e-05 -6.81544834e-05
  1.08772386e-04  1.44709746e-04]",-5.163803935115115,0.005719900120950829,0.7981335112594817,-0.03907601466810698,"[-0.13942128 -0.12004081 -0.08297414 -0.03973344 -0.00349261  0.0430463
  0.08175178  0.12804672  0.17601764  0.20085918  0.21096254  0.19168542
  0.08337233 -0.08735279 -0.27299877 -0.38286852 -0.29560454 -0.20510873
 -0.21560423 -0.14616552  0.39019403  1.10350491  1.82057015  1.57048653
  0.00360199]",[-0.0002793  -0.0010006   0.00037538 -0.00090109  0.00021462  0.00024951],"[ 7.31764419e-03  1.17716828e-04 -3.55932526e-03  1.03780330e-02
  6.05221283e-04  7.39687751e-03 -1.25804890e-05  3.08908807e-04
  3.76671311e-05  2.00624649e-03  2.72994023e-03  4.54729309e-03
 -1.45014379e-04  1.29966644e-03 -1.35417655e-03 -1.09176956e-03
 -1.53187808e-03  1.64144433e-03  1.58769776e-03 -6.18134188e-03]",0.0852749493511297,"[ 7.31764419e-03  1.17716828e-04 -3.55932526e-03  1.03780330e-02
  6.05221283e-04  7.39687751e-03 -1.25804890e-05  3.08908807e-04
  3.76671311e-05  2.00624649e-03  2.72994023e-03  4.54729309e-03
 -1.45014379e-04  1.29966644e-03 -1.35417655e-03 -1.09176956e-03
 -1.53187808e-03  1.64144433e-03  1.58769776e-03 -6.18134188e-03]"
ABT,"[ 8.00296564e-02  1.21913637e-02 -8.19378773e-02 -5.55671799e-02
 -8.62597452e-02 -4.88927000e-03 -1.13032132e-01  3.75112027e-02
  1.62818892e-01 -1.67630340e-03  1.97693128e-02 -3.06917465e-02
  1.50938476e-01 -1.52644364e-01  4.54808897e-02  1.26359157e-02
  1.16725586e-01  2.85303398e-01  3.65245029e-02 -2.65608458e-01
 -1.22342277e-01  3.93374813e-02 -2.27148808e-01 -5.67075734e-02
 -9.45209549e-02 -3.14686176e-01 -4.30077629e-02 -6.42806411e-02
 -3.82782138e-02  2.77074395e-02 -7.17126304e-02 -8.42597488e-02
  2.18625201e-01  6.28697792e-01 -8.71656671e-01  1.23267722e-01
 -1.96919832e+00 -1.00426040e+00 -2.19399891e+00 -2.00566672e+00
 -7.86267835e-01 -1.39298791e+00  5.85142975e-01 -3.36958211e-01
  5.30446506e-01 -1.86779242e-02 -3.85821330e-02 -3.56742111e-01
 -1.45421139e-01 -1.86948758e-01 -1.89742107e-01 -5.56329202e-01
 -6.59818437e-01  0.00000000e+00]",0.3008089616065193,0.6753806321770311,"[ 1.50463695e-03 -5.83609182e-04  7.49260620e-04  2.30882309e-04
  8.51904674e-05  1.48135349e-04]",-5.273175529252186,0.00512730279381279,0.8000960468663353,-0.038306151107993826,"[-0.14404735 -0.1198762  -0.08614187 -0.04213388 -0.00370082  0.04519896
  0.09361985  0.13096712  0.16846736  0.19819048  0.21321613  0.16962522
  0.08737998 -0.07881358 -0.26800974 -0.34768231 -0.2876741  -0.2596034
 -0.23694097 -0.14481626  0.33092501  1.10018883  1.78993782  1.52120321
 -0.00238748]",[-0.00057567 -0.00046792  0.00060822 -0.00107904 -0.00019283  0.00122918],"[ 1.22737953e-02 -5.80496664e-03 -2.60897793e-03 -6.91900874e-04
 -3.83018653e-03 -2.70112835e-03 -5.94399608e-03 -2.74825353e-03
 -2.64249682e-03  9.41864134e-04  1.42452939e-03  3.03985491e-03
 -1.70009796e-03  1.31363553e-03 -6.87057416e-04 -6.28288715e-05
 -1.37502806e-04  7.84871110e-04  1.53069870e-03 -2.29412132e-03]",0.08646576056162857,"[ 1.22737953e-02 -5.80496664e-03 -2.60897793e-03 -6.91900874e-04
 -3.83018653e-03 -2.70112835e-03 -5.94399608e-03 -2.74825353e-03
 -2.64249682e-03  9.41864134e-04  1.42452939e-03  3.03985491e-03
 -1.70009796e-03  1.31363553e-03 -6.87057416e-04 -6.28288715e-05
 -1.37502806e-04  7.84871110e-04  1.53069870e-03 -2.29412132e-03]"
ACN,"[-0.13885391  0.01488674 -0.13463041 -0.08528332 -0.03455721 -0.13028475
 -0.07010871  0.04236984  0.13159135 -0.01117618  0.01372051 -0.03543943
  0.11838392 -0.05578231  0.09470006  0.08068157  0.08720174  0.1482262
  0.06526174 -0.14520652 -0.09598232 -0.04736617 -0.20943547 -0.03228996
  0.02027328 -0.172551    0.00267066  0.16678166 -0.05351019 -0.04153714
 -0.13359055 -0.18975744  0.13679197  0.34991709 -0.77423764 -0.54274906
 -1.23942482 -1.10913621 -0.5371187  -0.87109379  0.34146779 -0.25732277
  0.19065847 -0.49616365 -0.32283037 -0.62512168  0.31052574  0.2277098
  0.60202583  0.72915543 -0.78464552 -0.89931725 -1.23675271  0.        ]",0.09606590567167722,0.8785358404842384,"[ 1.45074921e-03 -2.75244176e-05  5.92075364e-04  4.89149572e-04
  5.17063503e-05  3.39575346e-04]",-5.261474703173541,0.005187648832816119,0.7956804983338736,-0.03830253950140775,"[-1.45182300e-01 -1.20580621e-01 -8.48162491e-02 -4.56620473e-02
 -2.44010276e-03  4.54066084e-02  9.24251139e-02  1.30264273e-01
  1.67670249e-01  1.98398594e-01  2.11754529e-01  1.74514931e-01
  9.03807286e-02 -7.39180713e-02 -2.69779590e-01 -3.60169877e-01
 -2.87272472e-01 -2.47353191e-01 -2.31890981e-01 -1.56383544e-01
  3.33799193e-01  1.10577090e+00  1.81879375e+00  1.54472309e+00
  9.48187139e-04]","[ 6.05364672e-05 -5.67448431e-04  3.98590068e-04 -1.24221672e-03
 -5.18709541e-04  1.00862228e-03]","[ 0.01146212 -0.00548407 -0.00453417  0.00121651 -0.00420108  0.00228174
 -0.00275558  0.00031313  0.00055071 -0.00039581  0.00108784  0.00084151
 -0.00319468  0.0019498   0.00094016  0.00130792  0.00223746 -0.00093174
  0.00023147 -0.00468082]",0.08597596435742808,"[ 0.01146212 -0.00548407 -0.00453417  0.00121651 -0.00420108  0.00228174
 -0.00275558  0.00031313  0.00055071 -0.00039581  0.00108784  0.00084151
 -0.00319468  0.0019498   0.00094016  0.00130792  0.00223746 -0.00093174
  0.00023147 -0.00468082]"
ADBE,"[ 0.22920097 -0.0112108   0.00892487  0.03494371 -0.09272265  0.14110948
 -0.17762761 -0.05810744  0.07045286 -0.00684513  0.18483925 -0.05805782
  0.15405353 -0.07477637  0.02793359  0.10253289  0.20361282  0.26760981
 -0.03574272 -0.17234828 -0.04607006  0.08211015 -0.15004657  0.0132516
 -0.19560343 -0.30364508 -0.09548945 -0.1034113  -0.16982705  0.05777739
 -0.09410894  0.08459507  0.21336277  0.25003842 -0.24200173  0.52697626
 -1.1325081  -0.22179978 -2.40838025 -2.10233878 -1.66416156 -2.20248294
  0.50110553 -0.49190794  1.34595295  0.58244821 -0.12374619 -0.41580683
 -1.18443627 -0.85466394 -0.48229401  0.27796315 -1.08790113  0.        ]",0.03033654577995685,0.9396611338370239,[ 0.00138109 -0.00110302  0.00105982 -0.00013848  0.00033673  0.00025865],-5.453220924047994,0.004282488881436793,0.8031052868266251,-0.0385236418111257,"[-0.14201077 -0.11774316 -0.08632865 -0.03798873 -0.00566735  0.04211894
  0.09002024  0.1310602   0.17545646  0.19671027  0.21357604  0.1736222
  0.08542988 -0.07403664 -0.26156939 -0.349198   -0.2929544  -0.24829296
 -0.22735397 -0.13767974  0.34813956  1.11957852  1.7624832   1.52333996
 -0.00554176]",[-0.00071704 -0.00084544  0.00067554 -0.00119895  0.00028264  0.00117075],"[ 1.10054838e-02 -3.80511909e-03 -1.43332286e-03  1.94045945e-03
 -1.63948536e-03 -3.31871582e-03 -6.26315384e-03 -5.28845233e-03
 -5.15915033e-03  9.45856606e-04  8.05628754e-04  5.24282703e-03
  1.10077666e-04  1.37203732e-03 -7.09910512e-04 -2.99550384e-03
 -2.39180193e-03 -7.25112814e-05  3.97806167e-03 -3.31414679e-03]",0.08652055423647755,"[ 1.10054838e-02 -3.80511909e-03 -1.43332286e-03  1.94045945e-03
 -1.63948536e-03 -3.31871582e-03 -6.26315384e-03 -5.28845233e-03
 -5.15915033e-03  9.45856606e-04  8.05628754e-04  5.24282703e-03
  1.10077666e-04  1.37203732e-03 -7.09910512e-04 -2.99550384e-03
 -2.39180193e-03 -7.25112814e-05  3.97806167e-03 -3.31414679e-03]"
ADI,"[-6.99612309e-02  3.57039876e-02 -1.02498104e-01 -1.03121674e-01
 -8.27506940e-02 -1.12391115e-01 -1.19942880e-01 -1.91105318e-02
  1.73027712e-01 -6.34504205e-02  5.90021153e-02 -1.98535026e-02
  1.76655404e-01 -5.64858405e-02  4.59658018e-02  6.56072993e-02
  1.40036081e-01  2.34981180e-01  4.25268050e-02 -1.42613028e-01
 -1.31807388e-01 -1.95442720e-02 -2.62392958e-01 -3.15863493e-02
 -2.69521648e-02 -2.47640790e-01 -2.00852837e-04  9.75902467e-02
 -8.95978540e-02  2.44431411e-03 -7.40716664e-02 -1.28137766e-01
  2.09313380e-01  4.19660933e-01 -8.44003010e-01 -5.13912869e-01
 -1.52472551e+00 -1.30466194e+00 -1.10694241e+00 -1.51692672e+00
 -1.56916071e-02 -9.64540824e-01  3.61196047e-01 -6.93599435e-01
  4.00457919e-02 -7.06240899e-01  1.55224659e-01 -4.38905217e-01
  1.71952232e-01 -8.76226107e-02 -5.96585998e-01 -7.54112190e-01
 -1.37061705e+00  0.00000000e+00]",0.17650153479622405,0.7937348524946648,"[-4.55538273e-05 -9.08013438e-04  2.79489558e-04 -9.04521357e-05
  3.06988913e-05  3.60688374e-05]",-5.668163496360047,0.0034542031111800256,0.7970702735903533,-0.03808764613477049,"[-1.44452577e-01 -1.21008137e-01 -8.60209022e-02 -4.51533853e-02
 -3.83009691e-03  4.34807715e-02  9.39085329e-02  1.28444590e-01
  1.69693843e-01  1.98812421e-01  2.14411430e-01  1.74554948e-01
  8.72396347e-02 -7.49343235e-02 -2.66065222e-01 -3.52927562e-01
 -2.88902919e-01 -2.47214443e-01 -2.37532906e-01 -1.53165681e-01
  3.23681637e-01  1.10615445e+00  1.80723899e+00  1.53383658e+00
  6.71808922e-04]",[-0.00013577 -0.00065314  0.00051384 -0.00109218 -0.00029795  0.00122017],"[ 1.16586894e-02 -5.68629577e-03 -4.44998942e-03  4.03542291e-04
 -4.75891240e-03  5.97570576e-04 -4.58144720e-03 -6.33091702e-04
 -1.39062758e-03  1.99910770e-04  4.60424923e-04  1.79257737e-03
 -3.56855112e-03  1.66907999e-03 -1.06499754e-03  4.42178847e-04
 -5.93300842e-05 -3.70907022e-04  7.93071527e-04 -4.62609093e-03]",0.08605353749425082,"[ 1.16586894e-02 -5.68629577e-03 -4.44998942e-03  4.03542291e-04
 -4.75891240e-03  5.97570576e-04 -4.58144720e-03 -6.33091702e-04
 -1.39062758e-03  1.99910770e-04  4.60424923e-04  1.79257737e-03
 -3.56855112e-03  1.66907999e-03 -1.06499754e-03  4.42178847e-04
 -5.93300842e-05 -3.70907022e-04  7.93071527e-04 -4.62609093e-03]"
ADM,"[ 0.1113459  -0.08755815  0.18244205 -0.20254156  0.08289135 -0.01114278
 -0.39878386 -0.10961768  0.00432071 -0.08469409  0.32402136  0.05502406
  0.2166692   0.4040776  -0.08412974 -0.17955746  0.04555097  0.09113651
  0.1116993   0.33716642 -0.11830827  0.10351428 -0.15208147 -0.1346853
 -0.02712435 -0.16060173  0.13849784  0.07674357 -0.22559839 -0.01279871
  0.12867947  0.05267683 -0.05110163 -1.34643491  1.24493796 -0.64938941
  2.02729665 -0.0562103   1.28017078 -0.91292031  0.41246699 -1.74483017
  1.21016149 -1.22905179  1.3734877  -1.2118276   0.87687996 -2.06575801
  1.02830199 -1.11059711  0.61247578 -1.69599333 -2.37069457  0.        ]",-0.5968925284959918,1.5609180649647776,"[ 1.52979161e-04 -5.96135047e-04  3.03276937e-04 -4.07995214e-05
  9.09111938e-05  1.36749199e-04]",-5.9232010375383215,0.002676618492863726,0.8007277908995527,-0.039297435718683146,"[-0.13798055 -0.12354172 -0.08204483 -0.04217485 -0.01166201  0.04021688
  0.08764613  0.12724355  0.18093738  0.20261159  0.2168101   0.19796121
  0.07763258 -0.09399738 -0.2709003  -0.36663943 -0.28304995 -0.19618516
 -0.23834523 -0.13730083  0.35405108  1.09380089  1.81578578  1.55015707
  0.01206215]",[-0.00027666 -0.00109171  0.00050687 -0.00049226  0.00019531  0.00035358],"[ 0.00620771  0.00085794 -0.00502439  0.01084749 -0.00117733  0.00780624
 -0.00297327  0.00036088 -0.00411254  0.00326746 -0.00128826  0.00611413
 -0.00460293  0.00367746 -0.00581781  0.00212841 -0.00391549  0.0033581
 -0.00274082 -0.00768791]",0.08494908099567451,"[ 0.00620771  0.00085794 -0.00502439  0.01084749 -0.00117733  0.00780624
 -0.00297327  0.00036088 -0.00411254  0.00326746 -0.00128826  0.00611413
 -0.00460293  0.00367746 -0.00581781  0.00212841 -0.00391549  0.0033581
 -0.00274082 -0.00768791]"
